"md_id","busi_date","dept_id","dept_name","flow_stage","total_cnt","rollback_cnt"
12212,"2024-03-09","4001",承办单位A,承办单位审核,160,2
12213,"2024-03-09","4001",承办单位A,承办单位处理,150,12
12214,"2024-03-09","4002",承办单位B,承办单位处理,84,14
12215,"2024-03-09","4003",承办复核部A,承办单位复核,89,10
12216,"2024-03-09","5001",结案一部,办结,161,18
12217,"2024-03-09","5002",结案二部,办结,143,21
12218,"2024-03-09","6001",客户回访一组,回访,164,28
12219,"2024-03-09","6002",客户回访二组,回访,247,13
12220,"2024-03-09","6003",客户回访三组,回访,186,11
12221,"2024-03-09","7001",档案管理部,归档,123,20
12222,"2024-03-09","8001",异常工单组,挂起,280,25
12223,"2024-03-10","1001",客服一部,话务员暂存,119,0
12224,"2024-03-10","1001",客服一部,话务员受理,165,0
12225,"2024-03-10","1002",客服二部,话务员受理,135,17
12226,"2024-03-10","2001",业务一科,话务员办理,205,32
12227,"2024-03-10","2002",业务二科,话务员办理,120,8
12228,"2024-03-10","3001",热线审核中心,热线审核,146,21
12229,"2024-03-10","3002",热线复核中心,热线复核,115,18
12230,"2024-03-10","4001",承办单位A,承办单位审核,76,4
12231,"2024-03-10","4001",承办单位A,承办单位处理,180,17
12232,"2024-03-10","4002",承办单位B,承办单位处理,82,11
12233,"2024-03-10","4003",承办复核部A,承办单位复核,136,13
12234,"2024-03-10","5001",结案一部,办结,53,1
12235,"2024-03-10","5002",结案二部,办结,109,0
12236,"2024-03-10","6001",客户回访一组,回访,209,26
12237,"2024-03-10","6002",客户回访二组,回访,108,20
12238,"2024-03-10","6003",客户回访三组,回访,130,17
12239,"2024-03-10","7001",档案管理部,归档,272,18
12240,"2024-03-10","8001",异常工单组,挂起,288,52
12241,"2024-03-11","1001",客服一部,话务员暂存,91,0
12242,"2024-03-11","1001",客服一部,话务员受理,220,18
12243,"2024-03-11","1002",客服二部,话务员受理,63,4
12244,"2024-03-11","2001",业务一科,话务员办理,296,35
12245,"2024-03-11","2002",业务二科,话务员办理,151,27
12246,"2024-03-11","3001",热线审核中心,热线审核,187,27
12247,"2024-03-11","3002",热线复核中心,热线复核,261,25
12248,"2024-03-11","4001",承办单位A,承办单位审核,216,6
12249,"2024-03-11","4001",承办单位A,承办单位处理,210,15
12250,"2024-03-11","4002",承办单位B,承办单位处理,108,3
12251,"2024-03-11","4003",承办复核部A,承办单位复核,105,11
12252,"2024-03-11","5001",结案一部,办结,70,11
12253,"2024-03-11","5002",结案二部,办结,254,2
12254,"2024-03-11","6001",客户回访一组,回访,68,9
12255,"2024-03-11","6002",客户回访二组,回访,256,19
12256,"2024-03-11","6003",客户回访三组,回访,80,12
12257,"2024-03-11","7001",档案管理部,归档,71,5
12258,"2024-03-11","8001",异常工单组,挂起,119,15
12259,"2024-03-12","1001",客服一部,话务员暂存,232,0
12260,"2024-03-12","1001",客服一部,话务员受理,106,17
12261,"2024-03-12","1002",客服二部,话务员受理,69,3
12262,"2024-03-12","2001",业务一科,话务员办理,92,18
12263,"2024-03-12","2002",业务二科,话务员办理,212,6
12264,"2024-03-12","3001",热线审核中心,热线审核,90,13
12265,"2024-03-12","3002",热线复核中心,热线复核,71,6
12266,"2024-03-12","4001",承办单位A,承办单位审核,79,9
12267,"2024-03-12","4001",承办单位A,承办单位处理,74,6
12268,"2024-03-12","4002",承办单位B,承办单位处理,254,17
12269,"2024-03-12","4003",承办复核部A,承办单位复核,98,15
12270,"2024-03-12","5001",结案一部,办结,295,21
12271,"2024-03-12","5002",结案二部,办结,169,20
12272,"2024-03-12","6001",客户回访一组,回访,287,51
12273,"2024-03-12","6002",客户回访二组,回访,172,6
12274,"2024-03-12","6003",客户回访三组,回访,53,2
12275,"2024-03-12","7001",档案管理部,归档,63,6
12276,"2024-03-12","8001",异常工单组,挂起,131,25
12277,"2024-03-13","1001",客服一部,话务员暂存,116,0
12278,"2024-03-13","1001",客服一部,话务员受理,184,35
12279,"2024-03-13","1002",客服二部,话务员受理,90,1
12280,"2024-03-13","2001",业务一科,话务员办理,256,2
12281,"2024-03-13","2002",业务二科,话务员办理,80,5
12282,"2024-03-13","3001",热线审核中心,热线审核,119,1
12283,"2024-03-13","3002",热线复核中心,热线复核,68,11
12284,"2024-03-13","4001",承办单位A,承办单位审核,64,5
12285,"2024-03-13","4001",承办单位A,承办单位处理,198,4
12286,"2024-03-13","4002",承办单位B,承办单位处理,107,6
12287,"2024-03-13","4003",承办复核部A,承办单位复核,262,1
12288,"2024-03-13","5001",结案一部,办结,264,16
12289,"2024-03-13","5002",结案二部,办结,205,23
12290,"2024-03-13","6001",客户回访一组,回访,290,9
12291,"2024-03-13","6002",客户回访二组,回访,74,11
12292,"2024-03-13","6003",客户回访三组,回访,128,8
12293,"2024-03-13","7001",档案管理部,归档,170,12
12294,"2024-03-13","8001",异常工单组,挂起,148,6
12295,"2024-03-14","1001",客服一部,话务员暂存,140,0
12296,"2024-03-14","1001",客服一部,话务员受理,146,2
12297,"2024-03-14","1002",客服二部,话务员受理,102,10
12298,"2024-03-14","2001",业务一科,话务员办理,154,14
12299,"2024-03-14","2002",业务二科,话务员办理,293,7
12300,"2024-03-14","3001",热线审核中心,热线审核,156,25
12301,"2024-03-14","3002",热线复核中心,热线复核,267,19
12302,"2024-03-14","4001",承办单位A,承办单位审核,89,2
12303,"2024-03-14","4001",承办单位A,承办单位处理,299,19
12304,"2024-03-14","4002",承办单位B,承办单位处理,184,36
12305,"2024-03-14","4003",承办复核部A,承办单位复核,168,21
12306,"2024-03-14","5001",结案一部,办结,63,10
12307,"2024-03-14","5002",结案二部,办结,63,9
12308,"2024-03-14","6001",客户回访一组,回访,103,20
12309,"2024-03-14","6002",客户回访二组,回访,102,14
12310,"2024-03-14","6003",客户回访三组,回访,228,26
12311,"2024-03-14","7001",档案管理部,归档,132,16
12312,"2024-03-14","8001",异常工单组,挂起,163,24
12313,"2024-03-15","1001",客服一部,话务员暂存,197,0
12314,"2024-03-15","1001",客服一部,话务员受理,229,21
12315,"2024-03-15","1002",客服二部,话务员受理,62,2
12316,"2024-03-15","2001",业务一科,话务员办理,291,44
12317,"2024-03-15","2002",业务二科,话务员办理,159,16
12318,"2024-03-15","3001",热线审核中心,热线审核,64,3
12319,"2024-03-15","3002",热线复核中心,热线复核,255,47
12320,"2024-03-15","4001",承办单位A,承办单位审核,256,22
12321,"2024-03-15","4001",承办单位A,承办单位处理,133,17
12322,"2024-03-15","4002",承办单位B,承办单位处理,106,19
12323,"2024-03-15","4003",承办复核部A,承办单位复核,65,7
12324,"2024-03-15","5001",结案一部,办结,146,20
12325,"2024-03-15","5002",结案二部,办结,111,9
12326,"2024-03-15","6001",客户回访一组,回访,237,33
12327,"2024-03-15","6002",客户回访二组,回访,138,5
12328,"2024-03-15","6003",客户回访三组,回访,63,6
12329,"2024-03-15","7001",档案管理部,归档,124,1
12330,"2024-03-15","8001",异常工单组,挂起,183,25
12331,"2024-03-16","1001",客服一部,话务员暂存,89,0
12332,"2024-03-16","1001",客服一部,话务员受理,106,6
12333,"2024-03-16","1002",客服二部,话务员受理,298,26
12334,"2024-03-16","2001",业务一科,话务员办理,234,22
12335,"2024-03-16","2002",业务二科,话务员办理,125,8
12336,"2024-03-16","3001",热线审核中心,热线审核,127,11
12337,"2024-03-16","3002",热线复核中心,热线复核,200,29
12338,"2024-03-16","4001",承办单位A,承办单位审核,169,3
12339,"2024-03-16","4001",承办单位A,承办单位处理,82,15
12340,"2024-03-16","4002",承办单位B,承办单位处理,239,47
12341,"2024-03-16","4003",承办复核部A,承办单位复核,282,23
12342,"2024-03-16","5001",结案一部,办结,225,13
12343,"2024-03-16","5002",结案二部,办结,243,10
12344,"2024-03-16","6001",客户回访一组,回访,296,54
12345,"2024-03-16","6002",客户回访二组,回访,107,18
12346,"2024-03-16","6003",客户回访三组,回访,199,39
12347,"2024-03-16","7001",档案管理部,归档,52,9
12348,"2024-03-16","8001",异常工单组,挂起,285,46
12349,"2024-03-17","1001",客服一部,话务员暂存,186,0
12350,"2024-03-17","1001",客服一部,话务员受理,238,15
12351,"2024-03-17","1002",客服二部,话务员受理,132,19
12352,"2024-03-17","2001",业务一科,话务员办理,267,31
12353,"2024-03-17","2002",业务二科,话务员办理,96,4
12354,"2024-03-17","3001",热线审核中心,热线审核,276,50
12355,"2024-03-17","3002",热线复核中心,热线复核,211,18
12356,"2024-03-17","4001",承办单位A,承办单位审核,150,27
12357,"2024-03-17","4001",承办单位A,承办单位处理,173,30
12358,"2024-03-17","4002",承办单位B,承办单位处理,140,1
12359,"2024-03-17","4003",承办复核部A,承办单位复核,289,11
12360,"2024-03-17","5001",结案一部,办结,137,14
12361,"2024-03-17","5002",结案二部,办结,255,48
12362,"2024-03-17","6001",客户回访一组,回访,278,18
12363,"2024-03-17","6002",客户回访二组,回访,84,13
12364,"2024-03-17","6003",客户回访三组,回访,253,28
12365,"2024-03-17","7001",档案管理部,归档,130,8
12366,"2024-03-17","8001",异常工单组,挂起,129,19
12367,"2024-03-18","1001",客服一部,话务员暂存,234,0
12368,"2024-03-18","1001",客服一部,话务员受理,194,7
12369,"2024-03-18","1002",客服二部,话务员受理,260,37
12370,"2024-03-18","2001",业务一科,话务员办理,208,13
12371,"2024-03-18","2002",业务二科,话务员办理,198,22
12372,"2024-03-18","3001",热线审核中心,热线审核,218,33
12373,"2024-03-18","3002",热线复核中心,热线复核,294,37
12374,"2024-03-18","4001",承办单位A,承办单位审核,115,6
12375,"2024-03-18","4001",承办单位A,承办单位处理,135,21
12376,"2024-03-18","4002",承办单位B,承办单位处理,111,3
12377,"2024-03-18","4003",承办复核部A,承办单位复核,282,19
12378,"2024-03-18","5001",结案一部,办结,296,56
12379,"2024-03-18","5002",结案二部,办结,89,7
12380,"2024-03-18","6001",客户回访一组,回访,219,6
12381,"2024-03-18","6002",客户回访二组,回访,267,50
12382,"2024-03-18","6003",客户回访三组,回访,280,20
12383,"2024-03-18","7001",档案管理部,归档,156,28
12384,"2024-03-18","8001",异常工单组,挂起,75,4
12385,"2024-03-19","1001",客服一部,话务员暂存,206,0
12386,"2024-03-19","1001",客服一部,话务员受理,205,39
12387,"2024-03-19","1002",客服二部,话务员受理,166,30
12388,"2024-03-19","2001",业务一科,话务员办理,284,0
12389,"2024-03-19","2002",业务二科,话务员办理,290,25
12390,"2024-03-19","3001",热线审核中心,热线审核,133,13
12391,"2024-03-19","3002",热线复核中心,热线复核,209,4
12392,"2024-03-19","4001",承办单位A,承办单位审核,70,4
12393,"2024-03-19","4001",承办单位A,承办单位处理,273,27
12394,"2024-03-19","4002",承办单位B,承办单位处理,67,8
12395,"2024-03-19","4003",承办复核部A,承办单位复核,216,35
12396,"2024-03-19","5001",结案一部,办结,255,30
12397,"2024-03-19","5002",结案二部,办结,199,37
12398,"2024-03-19","6001",客户回访一组,回访,124,13
12399,"2024-03-19","6002",客户回访二组,回访,201,33
12400,"2024-03-19","6003",客户回访三组,回访,218,16
12401,"2024-03-19","7001",档案管理部,归档,233,27
12402,"2024-03-19","8001",异常工单组,挂起,127,15
12403,"2024-03-20","1001",客服一部,话务员暂存,138,0
12404,"2024-03-20","1001",客服一部,话务员受理,170,7
12405,"2024-03-20","1002",客服二部,话务员受理,276,1
12406,"2024-03-20","2001",业务一科,话务员办理,235,32
12407,"2024-03-20","2002",业务二科,话务员办理,239,16
12408,"2024-03-20","3001",热线审核中心,热线审核,134,3
12409,"2024-03-20","3002",热线复核中心,热线复核,74,2
12410,"2024-03-20","4001",承办单位A,承办单位审核,258,42
12411,"2024-03-20","4001",承办单位A,承办单位处理,137,24
12412,"2024-03-20","4002",承办单位B,承办单位处理,243,42
12413,"2024-03-20","4003",承办复核部A,承办单位复核,231,22
12414,"2024-03-20","5001",结案一部,办结,176,20
12415,"2024-03-20","5002",结案二部,办结,254,39
12416,"2024-03-20","6001",客户回访一组,回访,56,1
12417,"2024-03-20","6002",客户回访二组,回访,129,1
12418,"2024-03-20","6003",客户回访三组,回访,216,0
12419,"2024-03-20","7001",档案管理部,归档,81,4
12420,"2024-03-20","8001",异常工单组,挂起,206,27
12421,"2024-03-21","1001",客服一部,话务员暂存,293,0
12422,"2024-03-21","1001",客服一部,话务员受理,72,14
12423,"2024-03-21","1002",客服二部,话务员受理,247,48
12424,"2024-03-21","2001",业务一科,话务员办理,88,5
12425,"2024-03-21","2002",业务二科,话务员办理,268,32
12426,"2024-03-21","3001",热线审核中心,热线审核,74,4
12427,"2024-03-21","3002",热线复核中心,热线复核,106,2
12428,"2024-03-21","4001",承办单位A,承办单位审核,157,10
12429,"2024-03-21","4001",承办单位A,承办单位处理,50,2
12430,"2024-03-21","4002",承办单位B,承办单位处理,150,16
12431,"2024-03-21","4003",承办复核部A,承办单位复核,285,31
12432,"2024-03-21","5001",结案一部,办结,77,7
12433,"2024-03-21","5002",结案二部,办结,162,3
12434,"2024-03-21","6001",客户回访一组,回访,86,16
12435,"2024-03-21","6002",客户回访二组,回访,260,49
12436,"2024-03-21","6003",客户回访三组,回访,69,5
12437,"2024-03-21","7001",档案管理部,归档,238,39
12438,"2024-03-21","8001",异常工单组,挂起,194,10
12439,"2024-03-22","1001",客服一部,话务员暂存,184,0
12440,"2024-03-22","1001",客服一部,话务员受理,216,16
12441,"2024-03-22","1002",客服二部,话务员受理,166,8
12442,"2024-03-22","2001",业务一科,话务员办理,252,0
12443,"2024-03-22","2002",业务二科,话务员办理,260,24
12444,"2024-03-22","3001",热线审核中心,热线审核,118,20
12445,"2024-03-22","3002",热线复核中心,热线复核,62,5
12446,"2024-03-22","4001",承办单位A,承办单位审核,249,31
12447,"2024-03-22","4001",承办单位A,承办单位处理,81,7
12448,"2024-03-22","4002",承办单位B,承办单位处理,146,5
12449,"2024-03-22","4003",承办复核部A,承办单位复核,295,23
12450,"2024-03-22","5001",结案一部,办结,77,1
12451,"2024-03-22","5002",结案二部,办结,88,17
12452,"2024-03-22","6001",客户回访一组,回访,189,24
12453,"2024-03-22","6002",客户回访二组,回访,284,8
12454,"2024-03-22","6003",客户回访三组,回访,268,10
12455,"2024-03-22","7001",档案管理部,归档,287,35
12456,"2024-03-22","8001",异常工单组,挂起,72,8
12457,"2024-03-23","1001",客服一部,话务员暂存,211,0
12458,"2024-03-23","1001",客服一部,话务员受理,190,37
12459,"2024-03-23","1002",客服二部,话务员受理,89,6
12460,"2024-03-23","2001",业务一科,话务员办理,236,29
12461,"2024-03-23","2002",业务二科,话务员办理,242,31
12462,"2024-03-23","3001",热线审核中心,热线审核,149,18
12463,"2024-03-23","3002",热线复核中心,热线复核,246,11
12464,"2024-03-23","4001",承办单位A,承办单位审核,270,21
12465,"2024-03-23","4001",承办单位A,承办单位处理,297,48
12466,"2024-03-23","4002",承办单位B,承办单位处理,144,21
12467,"2024-03-23","4003",承办复核部A,承办单位复核,225,2
12468,"2024-03-23","5001",结案一部,办结,139,10
12469,"2024-03-23","5002",结案二部,办结,233,31
12470,"2024-03-23","6001",客户回访一组,回访,171,11
12471,"2024-03-23","6002",客户回访二组,回访,261,29
12472,"2024-03-23","6003",客户回访三组,回访,148,15
12473,"2024-03-23","7001",档案管理部,归档,251,24
12474,"2024-03-23","8001",异常工单组,挂起,184,24
12475,"2024-03-24","1001",客服一部,话务员暂存,93,0
12476,"2024-03-24","1001",客服一部,话务员受理,183,5
12477,"2024-03-24","1002",客服二部,话务员受理,280,25
12478,"2024-03-24","2001",业务一科,话务员办理,65,1
12479,"2024-03-24","2002",业务二科,话务员办理,51,2
12480,"2024-03-24","3001",热线审核中心,热线审核,183,15
12481,"2024-03-24","3002",热线复核中心,热线复核,239,26
12482,"2024-03-24","4001",承办单位A,承办单位审核,286,54
12483,"2024-03-24","4001",承办单位A,承办单位处理,145,19
12484,"2024-03-24","4002",承办单位B,承办单位处理,130,21
12485,"2024-03-24","4003",承办复核部A,承办单位复核,228,10
12486,"2024-03-24","5001",结案一部,办结,101,5
12487,"2024-03-24","5002",结案二部,办结,102,18
12488,"2024-03-24","6001",客户回访一组,回访,287,29
12489,"2024-03-24","6002",客户回访二组,回访,250,17
12490,"2024-03-24","6003",客户回访三组,回访,102,4
12491,"2024-03-24","7001",档案管理部,归档,59,9
12492,"2024-03-24","8001",异常工单组,挂起,181,18
12493,"2024-03-25","1001",客服一部,话务员暂存,53,0
12494,"2024-03-25","1001",客服一部,话务员受理,60,8
12495,"2024-03-25","1002",客服二部,话务员受理,249,36
12496,"2024-03-25","2001",业务一科,话务员办理,86,2
12497,"2024-03-25","2002",业务二科,话务员办理,123,12
12498,"2024-03-25","3001",热线审核中心,热线审核,139,1
12499,"2024-03-25","3002",热线复核中心,热线复核,231,41
12500,"2024-03-25","4001",承办单位A,承办单位审核,182,26
12501,"2024-03-25","4001",承办单位A,承办单位处理,168,32
12502,"2024-03-25","4002",承办单位B,承办单位处理,126,22
12503,"2024-03-25","4003",承办复核部A,承办单位复核,272,3
12504,"2024-03-25","5001",结案一部,办结,143,24
12505,"2024-03-25","5002",结案二部,办结,190,23
12506,"2024-03-25","6001",客户回访一组,回访,172,10
12507,"2024-03-25","6002",客户回访二组,回访,255,47
12508,"2024-03-25","6003",客户回访三组,回访,198,13
12509,"2024-03-25","7001",档案管理部,归档,258,15
12510,"2024-03-25","8001",异常工单组,挂起,268,40
12511,"2024-03-26","1001",客服一部,话务员暂存,206,0
12512,"2024-03-26","1001",客服一部,话务员受理,159,15
12513,"2024-03-26","1002",客服二部,话务员受理,210,5
12514,"2024-03-26","2001",业务一科,话务员办理,149,10
12515,"2024-03-26","2002",业务二科,话务员办理,231,13
12516,"2024-03-26","3001",热线审核中心,热线审核,263,23
12517,"2024-03-26","3002",热线复核中心,热线复核,129,3
12518,"2024-03-26","4001",承办单位A,承办单位审核,190,20
12519,"2024-03-26","4001",承办单位A,承办单位处理,280,22
12520,"2024-03-26","4002",承办单位B,承办单位处理,197,36
12521,"2024-03-26","4003",承办复核部A,承办单位复核,276,16
12522,"2024-03-26","5001",结案一部,办结,98,0
12523,"2024-03-26","5002",结案二部,办结,92,18
12524,"2024-03-26","6001",客户回访一组,回访,239,25
12525,"2024-03-26","6002",客户回访二组,回访,106,18
12526,"2024-03-26","6003",客户回访三组,回访,87,3
12527,"2024-03-26","7001",档案管理部,归档,116,7
12528,"2024-03-26","8001",异常工单组,挂起,110,6
12529,"2024-03-27","1001",客服一部,话务员暂存,258,0
12530,"2024-03-27","1001",客服一部,话务员受理,94,15
12531,"2024-03-27","1002",客服二部,话务员受理,293,28
12532,"2024-03-27","2001",业务一科,话务员办理,62,7
12533,"2024-03-27","2002",业务二科,话务员办理,136,21
12534,"2024-03-27","3001",热线审核中心,热线审核,70,5
12535,"2024-03-27","3002",热线复核中心,热线复核,261,9
12536,"2024-03-27","4001",承办单位A,承办单位审核,287,48
12537,"2024-03-27","4001",承办单位A,承办单位处理,240,19
12538,"2024-03-27","4002",承办单位B,承办单位处理,171,32
12539,"2024-03-27","4003",承办复核部A,承办单位复核,163,21
12540,"2024-03-27","5001",结案一部,办结,261,50
12541,"2024-03-27","5002",结案二部,办结,291,22
12542,"2024-03-27","6001",客户回访一组,回访,150,17
12543,"2024-03-27","6002",客户回访二组,回访,147,29
12544,"2024-03-27","6003",客户回访三组,回访,144,15
12545,"2024-03-27","7001",档案管理部,归档,116,18
12546,"2024-03-27","8001",异常工单组,挂起,55,6
12547,"2024-03-28","1001",客服一部,话务员暂存,99,0
12548,"2024-03-28","1001",客服一部,话务员受理,147,2
12549,"2024-03-28","1002",客服二部,话务员受理,216,2
12550,"2024-03-28","2001",业务一科,话务员办理,98,12
12551,"2024-03-28","2002",业务二科,话务员办理,193,27
12552,"2024-03-28","3001",热线审核中心,热线审核,263,49
12553,"2024-03-28","3002",热线复核中心,热线复核,155,8
12554,"2024-03-28","4001",承办单位A,承办单位审核,202,36
12555,"2024-03-28","4001",承办单位A,承办单位处理,250,19
12556,"2024-03-28","4002",承办单位B,承办单位处理,91,2
12557,"2024-03-28","4003",承办复核部A,承办单位复核,86,17
12558,"2024-03-28","5001",结案一部,办结,254,15
12559,"2024-03-28","5002",结案二部,办结,226,40
12560,"2024-03-28","6001",客户回访一组,回访,224,28
12561,"2024-03-28","6002",客户回访二组,回访,190,29
12562,"2024-03-28","6003",客户回访三组,回访,298,31
12563,"2024-03-28","7001",档案管理部,归档,187,4
12564,"2024-03-28","8001",异常工单组,挂起,136,25
12565,"2024-03-29","1001",客服一部,话务员暂存,150,0
12566,"2024-03-29","1001",客服一部,话务员受理,59,7
12567,"2024-03-29","1002",客服二部,话务员受理,76,4
12568,"2024-03-29","2001",业务一科,话务员办理,168,2
12569,"2024-03-29","2002",业务二科,话务员办理,89,14
12570,"2024-03-29","3001",热线审核中心,热线审核,205,9
12571,"2024-03-29","3002",热线复核中心,热线复核,227,24
12572,"2024-03-29","4001",承办单位A,承办单位审核,97,2
12573,"2024-03-29","4001",承办单位A,承办单位处理,250,40
12574,"2024-03-29","4002",承办单位B,承办单位处理,155,20
12575,"2024-03-29","4003",承办复核部A,承办单位复核,231,37
12576,"2024-03-29","5001",结案一部,办结,261,40
12577,"2024-03-29","5002",结案二部,办结,218,20
12578,"2024-03-29","6001",客户回访一组,回访,189,21
12579,"2024-03-29","6002",客户回访二组,回访,171,4
12580,"2024-03-29","6003",客户回访三组,回访,123,21
12581,"2024-03-29","7001",档案管理部,归档,300,8
12582,"2024-03-29","8001",异常工单组,挂起,91,0
12583,"2024-03-30","1001",客服一部,话务员暂存,99,0
12584,"2024-03-30","1001",客服一部,话务员受理,149,10
12585,"2024-03-30","1002",客服二部,话务员受理,64,12
12586,"2024-03-30","2001",业务一科,话务员办理,147,4
12587,"2024-03-30","2002",业务二科,话务员办理,199,12
12588,"2024-03-30","3001",热线审核中心,热线审核,212,3
12589,"2024-03-30","3002",热线复核中心,热线复核,146,2
12590,"2024-03-30","4001",承办单位A,承办单位审核,214,20
12591,"2024-03-30","4001",承办单位A,承办单位处理,105,7
12592,"2024-03-30","4002",承办单位B,承办单位处理,207,30
12593,"2024-03-30","4003",承办复核部A,承办单位复核,241,35
12594,"2024-03-30","5001",结案一部,办结,149,25
12595,"2024-03-30","5002",结案二部,办结,274,20
12596,"2024-03-30","6001",客户回访一组,回访,99,4
12597,"2024-03-30","6002",客户回访二组,回访,271,53
12598,"2024-03-30","6003",客户回访三组,回访,168,1
12599,"2024-03-30","7001",档案管理部,归档,195,11
12600,"2024-03-30","8001",异常工单组,挂起,93,3
12601,"2024-03-31","1001",客服一部,话务员暂存,101,0
12602,"2024-03-31","1001",客服一部,话务员受理,189,0
12603,"2024-03-31","1002",客服二部,话务员受理,222,17
12604,"2024-03-31","2001",业务一科,话务员办理,50,6
12605,"2024-03-31","2002",业务二科,话务员办理,200,5
12606,"2024-03-31","3001",热线审核中心,热线审核,136,5
12607,"2024-03-31","3002",热线复核中心,热线复核,264,26
12608,"2024-03-31","4001",承办单位A,承办单位审核,242,14
12609,"2024-03-31","4001",承办单位A,承办单位处理,122,21
12610,"2024-03-31","4002",承办单位B,承办单位处理,75,7
12611,"2024-03-31","4003",承办复核部A,承办单位复核,246,37
12612,"2024-03-31","5001",结案一部,办结,217,6
12613,"2024-03-31","5002",结案二部,办结,62,0
12614,"2024-03-31","6001",客户回访一组,回访,57,9
12615,"2024-03-31","6002",客户回访二组,回访,233,7
12616,"2024-03-31","6003",客户回访三组,回访,208,24
12617,"2024-03-31","7001",档案管理部,归档,186,5
12618,"2024-03-31","8001",异常工单组,挂起,179,20
12619,"2024-04-01","1001",客服一部,话务员暂存,79,0
12620,"2024-04-01","1001",客服一部,话务员受理,155,3
12621,"2024-04-01","1002",客服二部,话务员受理,125,21
12622,"2024-04-01","2001",业务一科,话务员办理,190,0
12623,"2024-04-01","2002",业务二科,话务员办理,126,22
12624,"2024-04-01","3001",热线审核中心,热线审核,158,28
12625,"2024-04-01","3002",热线复核中心,热线复核,223,5
12626,"2024-04-01","4001",承办单位A,承办单位审核,221,33
12627,"2024-04-01","4001",承办单位A,承办单位处理,261,23
12628,"2024-04-01","4002",承办单位B,承办单位处理,172,10
12629,"2024-04-01","4003",承办复核部A,承办单位复核,123,19
12630,"2024-04-01","5001",结案一部,办结,71,0
12631,"2024-04-01","5002",结案二部,办结,78,3
12632,"2024-04-01","6001",客户回访一组,回访,92,16
12633,"2024-04-01","6002",客户回访二组,回访,180,34
12634,"2024-04-01","6003",客户回访三组,回访,216,3
12635,"2024-04-01","7001",档案管理部,归档,168,27
12636,"2024-04-01","8001",异常工单组,挂起,283,24
12637,"2024-04-02","1001",客服一部,话务员暂存,166,0
12638,"2024-04-02","1001",客服一部,话务员受理,79,9
12639,"2024-04-02","1002",客服二部,话务员受理,235,28
12640,"2024-04-02","2001",业务一科,话务员办理,76,0
12641,"2024-04-02","2002",业务二科,话务员办理,246,35
12642,"2024-04-02","3001",热线审核中心,热线审核,58,10
12643,"2024-04-02","3002",热线复核中心,热线复核,280,2
12644,"2024-04-02","4001",承办单位A,承办单位审核,255,36
12645,"2024-04-02","4001",承办单位A,承办单位处理,137,5
12646,"2024-04-02","4002",承办单位B,承办单位处理,134,10
12647,"2024-04-02","4003",承办复核部A,承办单位复核,185,14
12648,"2024-04-02","5001",结案一部,办结,229,32
12649,"2024-04-02","5002",结案二部,办结,197,16
12650,"2024-04-02","6001",客户回访一组,回访,285,57
12651,"2024-04-02","6002",客户回访二组,回访,143,25
12652,"2024-04-02","6003",客户回访三组,回访,133,10
12653,"2024-04-02","7001",档案管理部,归档,186,3
12654,"2024-04-02","8001",异常工单组,挂起,276,21
12655,"2024-04-03","1001",客服一部,话务员暂存,62,0
12656,"2024-04-03","1001",客服一部,话务员受理,92,9
12657,"2024-04-03","1002",客服二部,话务员受理,217,29
12658,"2024-04-03","2001",业务一科,话务员办理,123,1
12659,"2024-04-03","2002",业务二科,话务员办理,298,7
12660,"2024-04-03","3001",热线审核中心,热线审核,58,6
12661,"2024-04-03","3002",热线复核中心,热线复核,255,35
12662,"2024-04-03","4001",承办单位A,承办单位审核,108,1
12663,"2024-04-03","4001",承办单位A,承办单位处理,161,29
12664,"2024-04-03","4002",承办单位B,承办单位处理,273,46
12665,"2024-04-03","4003",承办复核部A,承办单位复核,159,2
12666,"2024-04-03","5001",结案一部,办结,252,47
12667,"2024-04-03","5002",结案二部,办结,288,2
12668,"2024-04-03","6001",客户回访一组,回访,74,13
12669,"2024-04-03","6002",客户回访二组,回访,299,5
12670,"2024-04-03","6003",客户回访三组,回访,54,2
12671,"2024-04-03","7001",档案管理部,归档,148,19
12672,"2024-04-03","8001",异常工单组,挂起,146,20
12673,"2024-04-04","1001",客服一部,话务员暂存,238,0
12674,"2024-04-04","1001",客服一部,话务员受理,64,1
12675,"2024-04-04","1002",客服二部,话务员受理,276,13
12676,"2024-04-04","2001",业务一科,话务员办理,66,13
12677,"2024-04-04","2002",业务二科,话务员办理,147,19
12678,"2024-04-04","3001",热线审核中心,热线审核,90,15
12679,"2024-04-04","3002",热线复核中心,热线复核,287,3
12680,"2024-04-04","4001",承办单位A,承办单位审核,127,15
12681,"2024-04-04","4001",承办单位A,承办单位处理,56,10
12682,"2024-04-04","4002",承办单位B,承办单位处理,82,1
12683,"2024-04-04","4003",承办复核部A,承办单位复核,63,11
12684,"2024-04-04","5001",结案一部,办结,84,8
12685,"2024-04-04","5002",结案二部,办结,213,39
12686,"2024-04-04","6001",客户回访一组,回访,253,1
12687,"2024-04-04","6002",客户回访二组,回访,180,27
12688,"2024-04-04","6003",客户回访三组,回访,235,2
12689,"2024-04-04","7001",档案管理部,归档,248,17
12690,"2024-04-04","8001",异常工单组,挂起,94,17
12691,"2024-04-05","1001",客服一部,话务员暂存,281,0
12692,"2024-04-05","1001",客服一部,话务员受理,72,3
