"md_id","busi_time","sub_name","area","order_cnt","finish_cnt","avg_handler_time","satisfaction_cnt","negative_cnt","reply_on_time_cnt"
78445,"2023-11-06",公卫医疗,A区,27,26,4.64,20,3,21
78446,"2023-11-06",公卫医疗,B区,19,19,2.16,13,1,16
78447,"2023-11-06",公卫医疗,C区,22,20,4.53,16,0,19
78448,"2023-11-06",公卫医疗,D区,21,17,4.92,12,0,14
78449,"2023-11-06",公卫医疗,E区,16,15,1.05,12,0,15
78450,"2023-11-06",公卫医疗,F区,24,19,1.6,15,1,17
78451,"2023-11-06",公卫医疗,G区,17,13,1.63,9,1,10
78452,"2023-11-06",公卫医疗,H区,15,14,1.24,11,2,13
78453,"2023-11-06",公卫医疗,I区,24,24,3.99,16,2,20
78454,"2023-11-06",城乡建设,A区,28,28,4.66,23,4,28
78455,"2023-11-06",城乡建设,B区,24,21,4.45,14,0,21
78456,"2023-11-06",城乡建设,C区,29,25,2.32,17,3,23
78457,"2023-11-06",城乡建设,D区,30,28,4.63,23,1,24
78458,"2023-11-06",城乡建设,E区,32,25,4.09,17,3,24
78459,"2023-11-06",城乡建设,F区,33,27,2.38,18,3,24
78460,"2023-11-06",城乡建设,G区,32,26,4.68,19,0,26
78461,"2023-11-06",城乡建设,H区,31,26,2.95,20,0,23
78462,"2023-11-06",城乡建设,I区,33,33,2.31,27,4,27
78463,"2023-11-06",交通运输,A区,23,21,1.87,15,1,17
78464,"2023-11-06",交通运输,B区,28,22,2.64,18,3,20
78465,"2023-11-06",交通运输,C区,23,18,3.86,14,1,17
78466,"2023-11-06",交通运输,D区,22,21,3.52,17,0,17
78467,"2023-11-06",交通运输,E区,29,23,2.04,19,1,21
78468,"2023-11-06",交通运输,F区,19,18,4.16,15,0,17
78469,"2023-11-06",交通运输,G区,33,29,3.0,24,1,29
78470,"2023-11-06",交通运输,H区,31,29,3.65,22,1,28
78471,"2023-11-06",交通运输,I区,29,23,2.31,18,0,18
78472,"2023-11-06",农林牧渔,A区,8,6,2.97,4,0,6
78473,"2023-11-06",农林牧渔,B区,15,13,3.92,9,0,10
78474,"2023-11-06",农林牧渔,C区,8,8,2.23,6,1,8
78475,"2023-11-06",农林牧渔,D区,6,5,4.07,3,0,4
78476,"2023-11-06",农林牧渔,E区,11,11,1.25,7,1,9
78477,"2023-11-06",农林牧渔,F区,6,6,1.52,4,0,6
78478,"2023-11-06",农林牧渔,G区,8,8,1.98,6,0,6
78479,"2023-11-06",农林牧渔,H区,7,5,3.75,4,0,5
78480,"2023-11-06",农林牧渔,I区,9,8,2.96,6,0,7
78481,"2023-11-07",科教文体,A区,6,4,4.73,3,0,4
78482,"2023-11-07",科教文体,B区,4,4,2.33,3,0,3
78483,"2023-11-07",科教文体,C区,5,5,4.47,3,0,4
78484,"2023-11-07",科教文体,D区,4,4,3.19,3,0,3
78485,"2023-11-07",科教文体,E区,7,6,4.15,4,0,5
78486,"2023-11-07",科教文体,F区,6,4,4.21,3,0,3
78487,"2023-11-07",科教文体,G区,6,4,1.43,2,0,3
78488,"2023-11-07",科教文体,H区,7,5,4.87,3,0,4
78489,"2023-11-07",科教文体,I区,5,5,1.21,4,0,5
78490,"2023-11-07",公卫医疗,A区,8,8,2.14,7,0,7
78491,"2023-11-07",公卫医疗,B区,7,7,4.3,6,1,5
78492,"2023-11-07",公卫医疗,C区,11,10,3.16,9,0,10
78493,"2023-11-07",公卫医疗,D区,5,4,2.1,2,0,3
78494,"2023-11-07",公卫医疗,E区,8,7,2.39,4,0,6
78495,"2023-11-07",公卫医疗,F区,12,9,4.02,8,1,8
78496,"2023-11-07",公卫医疗,G区,9,9,2.65,6,1,8
78497,"2023-11-07",公卫医疗,H区,11,8,2.54,5,0,6
78498,"2023-11-07",公卫医疗,I区,5,5,1.24,3,0,4
78499,"2023-11-07",城乡建设,A区,10,10,2.65,9,1,10
78500,"2023-11-07",城乡建设,B区,10,9,4.19,8,1,7
78501,"2023-11-07",城乡建设,C区,10,8,4.1,6,1,8
78502,"2023-11-07",城乡建设,D区,9,8,2.99,7,1,7
78503,"2023-11-07",城乡建设,E区,12,9,4.66,7,0,7
78504,"2023-11-07",城乡建设,F区,12,9,3.43,6,0,9
78505,"2023-11-07",城乡建设,G区,12,12,4.23,9,0,11
78506,"2023-11-07",城乡建设,H区,7,7,4.9,6,0,5
78507,"2023-11-07",城乡建设,I区,12,11,2.5,7,0,8
78508,"2023-11-07",交通运输,A区,16,12,3.34,10,0,11
78509,"2023-11-07",交通运输,B区,13,11,1.37,7,1,9
78510,"2023-11-07",交通运输,C区,11,8,1.69,7,1,7
78511,"2023-11-07",交通运输,D区,15,15,2.85,10,2,15
78512,"2023-11-07",交通运输,E区,16,15,2.87,12,2,14
78513,"2023-11-07",交通运输,F区,8,7,2.22,6,1,5
78514,"2023-11-07",交通运输,G区,15,14,2.59,12,1,14
78515,"2023-11-07",交通运输,H区,11,9,1.2,6,1,8
78516,"2023-11-07",交通运输,I区,10,10,3.79,7,0,8
78517,"2023-11-07",农林牧渔,A区,17,16,3.62,14,1,16
78518,"2023-11-07",农林牧渔,B区,13,12,4.8,9,1,9
78519,"2023-11-07",农林牧渔,C区,26,21,3.34,15,0,21
78520,"2023-11-07",农林牧渔,D区,15,13,2.86,9,0,12
78521,"2023-11-07",农林牧渔,E区,24,24,4.7,18,0,22
78522,"2023-11-07",农林牧渔,F区,18,15,4.96,11,1,15
78523,"2023-11-07",农林牧渔,G区,18,16,2.51,12,0,13
78524,"2023-11-07",农林牧渔,H区,28,26,4.46,18,2,23
78525,"2023-11-07",农林牧渔,I区,27,25,3.06,21,0,25
78526,"2023-11-08",科教文体,A区,12,10,4.12,8,0,8
78527,"2023-11-08",科教文体,B区,17,17,2.36,13,2,14
78528,"2023-11-08",科教文体,C区,18,18,2.03,12,1,15
78529,"2023-11-08",科教文体,D区,24,20,3.58,17,3,19
78530,"2023-11-08",科教文体,E区,15,13,3.04,11,1,12
78531,"2023-11-08",科教文体,F区,17,13,3.78,10,0,11
78532,"2023-11-08",科教文体,G区,11,10,4.88,7,1,9
78533,"2023-11-08",科教文体,H区,13,12,1.42,10,0,9
78534,"2023-11-08",科教文体,I区,10,10,1.16,9,1,8
78535,"2023-11-08",公卫医疗,A区,9,9,1.44,8,1,9
78536,"2023-11-08",公卫医疗,B区,8,6,4.78,5,0,6
78537,"2023-11-08",公卫医疗,C区,5,4,2.42,2,0,3
78538,"2023-11-08",公卫医疗,D区,4,4,1.81,2,0,3
78539,"2023-11-08",公卫医疗,E区,3,2,3.97,1,0,2
78540,"2023-11-08",公卫医疗,F区,2,1,3.03,0,0,1
78541,"2023-11-08",公卫医疗,G区,9,9,3.1,6,0,8
78542,"2023-11-08",公卫医疗,H区,6,4,1.23,3,0,4
78543,"2023-11-08",公卫医疗,I区,6,4,1.49,3,0,4
78544,"2023-11-08",城乡建设,A区,30,27,1.42,20,3,23
78545,"2023-11-08",城乡建设,B区,30,26,2.97,18,0,25
78546,"2023-11-08",城乡建设,C区,30,29,1.58,24,1,29
78547,"2023-11-08",城乡建设,D区,21,17,4.33,11,2,13
78548,"2023-11-08",城乡建设,E区,19,19,2.53,15,1,15
78549,"2023-11-08",城乡建设,F区,18,14,2.32,12,2,12
78550,"2023-11-08",城乡建设,G区,27,27,1.06,19,3,24
78551,"2023-11-08",城乡建设,H区,26,25,2.02,18,0,24
78552,"2023-11-08",城乡建设,I区,20,18,2.03,14,0,14
78553,"2023-11-08",交通运输,A区,5,5,4.73,4,0,5
78554,"2023-11-08",交通运输,B区,9,8,1.05,5,1,6
78555,"2023-11-08",交通运输,C区,5,4,1.05,2,0,3
78556,"2023-11-08",交通运输,D区,5,5,1.07,3,0,5
78557,"2023-11-08",交通运输,E区,5,5,2.65,3,0,4
78558,"2023-11-08",交通运输,F区,4,4,3.75,2,0,4
78559,"2023-11-08",交通运输,G区,6,5,2.21,3,0,4
78560,"2023-11-08",交通运输,H区,3,3,4.23,2,0,3
78561,"2023-11-08",交通运输,I区,2,2,3.17,1,0,2
78562,"2023-11-08",农林牧渔,A区,7,7,2.81,4,1,7
78563,"2023-11-08",农林牧渔,B区,5,4,1.32,3,0,3
78564,"2023-11-08",农林牧渔,C区,10,9,1.84,8,0,8
78565,"2023-11-08",农林牧渔,D区,8,6,2.5,5,0,4
78566,"2023-11-08",农林牧渔,E区,7,6,4.62,5,0,5
78567,"2023-11-08",农林牧渔,F区,6,4,1.4,3,0,3
78568,"2023-11-08",农林牧渔,G区,8,7,2.33,5,0,6
78569,"2023-11-08",农林牧渔,H区,7,7,1.37,6,1,6
78570,"2023-11-08",农林牧渔,I区,10,9,4.45,6,1,9
78571,"2023-11-09",科教文体,A区,36,29,4.66,24,1,25
78572,"2023-11-09",科教文体,B区,24,22,3.18,18,1,18
78573,"2023-11-09",科教文体,C区,28,23,1.82,20,3,20
78574,"2023-11-09",科教文体,D区,25,23,4.58,20,3,20
78575,"2023-11-09",科教文体,E区,23,23,2.76,20,3,23
78576,"2023-11-09",科教文体,F区,23,19,1.69,13,1,19
78577,"2023-11-09",科教文体,G区,27,26,1.63,22,0,26
78578,"2023-11-09",科教文体,H区,29,29,1.32,23,2,24
78579,"2023-11-09",科教文体,I区,33,32,1.54,24,4,32
78580,"2023-11-09",公卫医疗,A区,6,4,3.01,2,0,3
78581,"2023-11-09",公卫医疗,B区,2,2,1.48,1,0,1
78582,"2023-11-09",公卫医疗,C区,8,7,4.9,4,0,5
78583,"2023-11-09",公卫医疗,D区,3,3,1.45,2,0,3
78584,"2023-11-09",公卫医疗,E区,7,5,2.29,3,0,5
78585,"2023-11-09",公卫医疗,F区,4,3,2.09,2,0,2
78586,"2023-11-09",公卫医疗,G区,3,3,4.19,2,0,3
78587,"2023-11-09",公卫医疗,H区,2,2,2.71,1,0,2
78588,"2023-11-09",公卫医疗,I区,2,1,1.76,0,0,1
78589,"2023-11-09",城乡建设,A区,6,6,1.27,4,0,4
78590,"2023-11-09",城乡建设,B区,6,5,4.83,3,0,5
78591,"2023-11-09",城乡建设,C区,7,5,3.03,4,0,5
78592,"2023-11-09",城乡建设,D区,10,9,2.9,8,1,8
78593,"2023-11-09",城乡建设,E区,7,6,2.07,5,0,4
78594,"2023-11-09",城乡建设,F区,4,4,4.78,3,0,3
78595,"2023-11-09",城乡建设,G区,7,7,4.83,4,1,6
78596,"2023-11-09",城乡建设,H区,8,6,1.88,4,0,5
78597,"2023-11-09",城乡建设,I区,7,6,3.83,5,0,6
78598,"2023-11-09",交通运输,A区,25,20,3.77,18,0,20
78599,"2023-11-09",交通运输,B区,22,20,1.69,18,0,17
78600,"2023-11-09",交通运输,C区,31,28,3.22,25,2,26
78601,"2023-11-09",交通运输,D区,37,35,1.03,25,4,34
78602,"2023-11-09",交通运输,E区,27,21,4.21,16,1,20
78603,"2023-11-09",交通运输,F区,36,29,2.34,26,1,25
78604,"2023-11-09",交通运输,G区,20,18,3.37,15,1,14
78605,"2023-11-09",交通运输,H区,32,30,2.9,26,3,26
78606,"2023-11-09",交通运输,I区,27,23,2.87,18,1,19
78607,"2023-11-09",农林牧渔,A区,13,13,2.47,9,0,12
78608,"2023-11-09",农林牧渔,B区,11,9,4.44,6,0,8
78609,"2023-11-09",农林牧渔,C区,6,5,2.64,4,0,4
78610,"2023-11-09",农林牧渔,D区,11,8,1.48,5,1,7
78611,"2023-11-09",农林牧渔,E区,13,10,1.7,7,0,10
78612,"2023-11-09",农林牧渔,F区,10,8,1.22,7,1,8
78613,"2023-11-09",农林牧渔,G区,11,11,4.15,7,1,8
78614,"2023-11-09",农林牧渔,H区,20,16,4.37,14,2,15
78615,"2023-11-09",农林牧渔,I区,11,8,2.78,5,0,8
78616,"2023-11-10",科教文体,A区,5,4,2.42,3,0,4
78617,"2023-11-10",科教文体,B区,4,3,3.28,2,0,3
78618,"2023-11-10",科教文体,C区,3,3,4.9,2,0,3
78619,"2023-11-10",科教文体,D区,4,4,2.91,2,0,3
78620,"2023-11-10",科教文体,E区,6,6,3.82,5,0,5
78621,"2023-11-10",科教文体,F区,4,4,2.64,2,0,3
78622,"2023-11-10",科教文体,G区,6,6,1.95,4,0,5
78623,"2023-11-10",科教文体,H区,5,4,1.32,3,0,3
78624,"2023-11-10",科教文体,I区,4,4,2.06,2,0,3
78625,"2023-11-10",公卫医疗,A区,38,30,4.92,22,4,30
78626,"2023-11-10",公卫医疗,B区,36,29,1.1,24,0,24
78627,"2023-11-10",公卫医疗,C区,26,23,2.64,18,1,21
78628,"2023-11-10",公卫医疗,D区,30,28,3.73,22,4,22
78629,"2023-11-10",公卫医疗,E区,32,26,2.74,21,0,20
78630,"2023-11-10",公卫医疗,F区,30,24,2.26,21,3,22
78631,"2023-11-10",公卫医疗,G区,40,38,4.89,30,4,36
78632,"2023-11-10",公卫医疗,H区,32,26,2.47,22,1,20
78633,"2023-11-10",公卫医疗,I区,37,31,4.23,23,0,28
78634,"2023-11-10",城乡建设,A区,32,31,1.68,22,1,29
78635,"2023-11-10",城乡建设,B区,38,36,3.45,31,0,28
78636,"2023-11-10",城乡建设,C区,31,24,3.2,20,0,19
78637,"2023-11-10",城乡建设,D区,41,39,1.24,27,3,35
78638,"2023-11-10",城乡建设,E区,41,32,2.37,23,0,27
78639,"2023-11-10",城乡建设,F区,44,41,1.99,30,5,33
78640,"2023-11-10",城乡建设,G区,48,38,1.79,26,2,36
78641,"2023-11-10",城乡建设,H区,40,40,1.94,29,2,37
78642,"2023-11-10",城乡建设,I区,41,34,1.06,23,3,30
78643,"2023-11-10",交通运输,A区,7,6,4.51,5,0,6
78644,"2023-11-10",交通运输,B区,9,7,1.26,6,1,7
78645,"2023-11-10",交通运输,C区,5,4,4.07,2,0,3
78646,"2023-11-10",交通运输,D区,12,10,3.27,8,0,9
78647,"2023-11-10",交通运输,E区,6,5,3.25,4,0,5
78648,"2023-11-10",交通运输,F区,6,5,1.57,4,0,5
78649,"2023-11-10",交通运输,G区,10,8,3.74,6,0,8
78650,"2023-11-10",交通运输,H区,10,9,4.11,8,0,8
78651,"2023-11-10",交通运输,I区,10,8,3.11,5,1,8
78652,"2023-11-10",农林牧渔,A区,24,22,1.33,18,3,17
78653,"2023-11-10",农林牧渔,B区,14,11,1.64,8,0,11
78654,"2023-11-10",农林牧渔,C区,21,21,1.37,15,0,20
78655,"2023-11-10",农林牧渔,D区,20,19,4.33,13,2,16
78656,"2023-11-10",农林牧渔,E区,17,16,2.17,13,2,16
78657,"2023-11-10",农林牧渔,F区,14,11,3.97,9,0,11
78658,"2023-11-10",农林牧渔,G区,25,24,2.49,19,0,19
78659,"2023-11-10",农林牧渔,H区,21,17,2.15,15,0,13
78660,"2023-11-10",农林牧渔,I区,23,19,3.07,16,1,17
78661,"2023-11-11",科教文体,A区,9,8,3.99,7,0,8
78662,"2023-11-11",科教文体,B区,7,5,1.76,3,0,5
78663,"2023-11-11",科教文体,C区,8,7,4.98,5,1,5
78664,"2023-11-11",科教文体,D区,10,8,2.63,6,1,8
78665,"2023-11-11",科教文体,E区,6,4,3.09,2,0,3
78666,"2023-11-11",科教文体,F区,8,6,3.05,5,0,4
78667,"2023-11-11",科教文体,G区,5,5,4.22,4,0,4
78668,"2023-11-11",科教文体,H区,6,4,2.86,2,0,4
78669,"2023-11-11",科教文体,I区,4,4,1.39,3,0,4
78670,"2023-11-11",公卫医疗,A区,7,5,2.07,3,0,5
78671,"2023-11-11",公卫医疗,B区,11,11,4.78,8,0,11
78672,"2023-11-11",公卫医疗,C区,11,11,4.97,7,0,11
78673,"2023-11-11",公卫医疗,D区,11,11,4.26,9,0,11
78674,"2023-11-11",公卫医疗,E区,9,8,1.12,6,1,8
78675,"2023-11-11",公卫医疗,F区,9,8,2.46,7,0,7
78676,"2023-11-11",公卫医疗,G区,6,5,2.32,3,0,5
78677,"2023-11-11",公卫医疗,H区,10,10,3.9,7,0,8
78678,"2023-11-11",公卫医疗,I区,6,5,4.8,3,0,5
78679,"2023-11-11",城乡建设,A区,30,25,4.54,21,1,24
78680,"2023-11-11",城乡建设,B区,33,31,4.5,21,1,27
78681,"2023-11-11",城乡建设,C区,41,37,4.36,30,5,29
78682,"2023-11-11",城乡建设,D区,27,23,3.65,20,2,21
78683,"2023-11-11",城乡建设,E区,30,26,1.31,21,3,26
78684,"2023-11-11",城乡建设,F区,25,24,4.94,16,1,20
78685,"2023-11-11",城乡建设,G区,46,37,4.62,30,3,33
78686,"2023-11-11",城乡建设,H区,31,26,4.82,23,1,20
78687,"2023-11-11",城乡建设,I区,31,31,3.05,23,0,25
78688,"2023-11-11",交通运输,A区,10,10,3.12,8,1,10
78689,"2023-11-11",交通运输,B区,13,10,4.07,8,0,10
78690,"2023-11-11",交通运输,C区,15,13,3.31,10,1,12
78691,"2023-11-11",交通运输,D区,15,13,2.12,10,0,12
78692,"2023-11-11",交通运输,E区,14,13,1.75,9,1,10
78693,"2023-11-11",交通运输,F区,16,13,1.79,10,1,12
78694,"2023-11-11",交通运输,G区,20,18,1.6,13,0,18
78695,"2023-11-11",交通运输,H区,16,15,2.72,12,0,12
78696,"2023-11-11",交通运输,I区,13,13,3.63,10,1,13
78697,"2023-11-11",农林牧渔,A区,1,0,2.56,0,0,0
78698,"2023-11-11",农林牧渔,B区,1,0,1.98,0,0,0
78699,"2023-11-11",农林牧渔,C区,3,2,1.58,1,0,1
78700,"2023-11-11",农林牧渔,D区,1,1,4.65,0,0,0
78701,"2023-11-11",农林牧渔,E区,1,0,3.21,0,0,0
78702,"2023-11-11",农林牧渔,F区,1,1,3.53,0,0,0
78703,"2023-11-11",农林牧渔,G区,4,4,2.19,3,0,4
78704,"2023-11-11",农林牧渔,H区,1,0,1.1,0,0,0
78705,"2023-11-11",农林牧渔,I区,1,0,4.29,0,0,0
78706,"2023-11-12",科教文体,A区,3,3,4.44,2,0,2
78707,"2023-11-12",科教文体,B区,6,5,1.65,3,0,5
78708,"2023-11-12",科教文体,C区,3,3,1.33,2,0,2
78709,"2023-11-12",科教文体,D区,9,9,1.77,8,0,7
78710,"2023-11-12",科教文体,E区,2,1,3.08,0,0,1
78711,"2023-11-12",科教文体,F区,5,5,1.6,4,0,4
78712,"2023-11-12",科教文体,G区,7,5,4.99,3,0,5
78713,"2023-11-12",科教文体,H区,5,4,4.1,3,0,4
78714,"2023-11-12",科教文体,I区,8,8,2.03,5,1,7
78715,"2023-11-12",公卫医疗,A区,1,0,4.71,0,0,0
78716,"2023-11-12",公卫医疗,B区,1,1,4.55,0,0,0
78717,"2023-11-12",公卫医疗,C区,1,1,3.45,0,0,0
78718,"2023-11-12",公卫医疗,D区,1,1,2.52,0,0,0
78719,"2023-11-12",公卫医疗,E区,1,0,4.0,0,0,0
78720,"2023-11-12",公卫医疗,F区,1,0,4.28,0,0,0
78721,"2023-11-12",公卫医疗,G区,1,1,1.15,0,0,0
78722,"2023-11-12",公卫医疗,H区,1,0,3.93,0,0,0
78723,"2023-11-12",公卫医疗,I区,1,0,4.73,0,0,0
78724,"2023-11-12",城乡建设,A区,36,32,4.08,22,1,30
78725,"2023-11-12",城乡建设,B区,33,26,4.43,21,3,26
78726,"2023-11-12",城乡建设,C区,41,36,1.8,31,4,28
78727,"2023-11-12",城乡建设,D区,37,37,1.73,27,3,37
78728,"2023-11-12",城乡建设,E区,31,30,2.75,23,1,25
78729,"2023-11-12",城乡建设,F区,46,41,4.77,36,2,38
78730,"2023-11-12",城乡建设,G区,33,26,3.89,23,1,22
78731,"2023-11-12",城乡建设,H区,31,26,4.52,23,3,26
78732,"2023-11-12",城乡建设,I区,36,31,3.37,23,1,25
78733,"2023-11-12",交通运输,A区,30,24,3.13,20,2,20
78734,"2023-11-12",交通运输,B区,23,21,2.76,15,3,19
78735,"2023-11-12",交通运输,C区,33,26,4.78,23,2,24
78736,"2023-11-12",交通运输,D区,26,24,3.28,18,1,20
78737,"2023-11-12",交通运输,E区,21,21,4.05,15,0,19
78738,"2023-11-12",交通运输,F区,30,24,1.67,19,1,22
78739,"2023-11-12",交通运输,G区,36,33,2.88,23,0,31
78740,"2023-11-12",交通运输,H区,20,16,4.86,11,0,12
78741,"2023-11-12",交通运输,I区,22,21,4.02,14,3,18
78742,"2023-11-12",农林牧渔,A区,29,29,2.23,20,3,25
78743,"2023-11-12",农林牧渔,B区,36,32,4.23,24,2,25
78744,"2023-11-12",农林牧渔,C区,32,32,1.05,24,1,28
78745,"2023-11-12",农林牧渔,D区,40,34,4.54,29,0,27
78746,"2023-11-12",农林牧渔,E区,39,35,4.08,28,3,29
78747,"2023-11-12",农林牧渔,F区,38,30,1.97,25,0,29
78748,"2023-11-12",农林牧渔,G区,43,39,4.86,34,4,32
78749,"2023-11-12",农林牧渔,H区,39,32,2.55,28,3,29
78750,"2023-11-12",农林牧渔,I区,34,29,4.14,26,0,26
78751,"2023-11-13",科教文体,A区,21,20,1.9,16,3,19
78752,"2023-11-13",科教文体,B区,23,22,2.57,19,0,21
78753,"2023-11-13",科教文体,C区,25,20,2.3,18,1,17
78754,"2023-11-13",科教文体,D区,25,20,1.39,15,0,19
78755,"2023-11-13",科教文体,E区,28,23,3.34,20,3,18
78756,"2023-11-13",科教文体,F区,31,25,2.63,19,1,25
78757,"2023-11-13",科教文体,G区,32,28,3.66,21,4,25
78758,"2023-11-13",科教文体,H区,22,22,3.02,19,2,19
78759,"2023-11-13",科教文体,I区,23,20,3.14,15,3,17
78760,"2023-11-13",公卫医疗,A区,26,23,2.72,20,2,18
78761,"2023-11-13",公卫医疗,B区,25,23,2.76,20,1,18
78762,"2023-11-13",公卫医疗,C区,24,24,2.96,18,0,20
78763,"2023-11-13",公卫医疗,D区,25,24,1.96,20,3,20
78764,"2023-11-13",公卫医疗,E区,20,20,2.7,17,1,20
78765,"2023-11-13",公卫医疗,F区,29,25,1.72,18,0,21
78766,"2023-11-13",公卫医疗,G区,23,22,3.07,19,3,20
78767,"2023-11-13",公卫医疗,H区,24,20,3.72,18,0,20
78768,"2023-11-13",公卫医疗,I区,23,20,4.23,16,1,17
78769,"2023-11-13",城乡建设,A区,9,7,4.47,5,1,7
78770,"2023-11-13",城乡建设,B区,9,8,4.25,7,0,8
78771,"2023-11-13",城乡建设,C区,16,13,4.38,11,0,11
78772,"2023-11-13",城乡建设,D区,13,11,4.34,8,0,9
78773,"2023-11-13",城乡建设,E区,10,8,2.37,7,1,8
78774,"2023-11-13",城乡建设,F区,8,8,3.42,7,1,6
78775,"2023-11-13",城乡建设,G区,10,9,2.36,6,1,8
78776,"2023-11-13",城乡建设,H区,14,11,4.85,7,1,11
78777,"2023-11-13",城乡建设,I区,11,10,1.55,7,0,8
78778,"2023-11-13",交通运输,A区,6,5,1.22,4,0,4
78779,"2023-11-13",交通运输,B区,9,7,1.52,4,0,7
78780,"2023-11-13",交通运输,C区,7,6,1.99,4,0,4
78781,"2023-11-13",交通运输,D区,7,7,2.27,4,0,6
78782,"2023-11-13",交通运输,E区,8,8,2.28,6,1,7
78783,"2023-11-13",交通运输,F区,2,1,1.32,0,0,1
78784,"2023-11-13",交通运输,G区,6,4,1.55,3,0,4
78785,"2023-11-13",交通运输,H区,6,4,3.37,3,0,4
78786,"2023-11-13",交通运输,I区,9,7,2.03,4,1,7
78787,"2023-11-13",农林牧渔,A区,20,17,4.49,15,0,17
78788,"2023-11-13",农林牧渔,B区,19,17,3.01,11,2,17
78789,"2023-11-13",农林牧渔,C区,17,13,4.06,11,0,10
78790,"2023-11-13",农林牧渔,D区,16,15,2.58,10,2,14
78791,"2023-11-13",农林牧渔,E区,13,11,1.27,7,1,11
78792,"2023-11-13",农林牧渔,F区,14,11,3.42,8,0,10
78793,"2023-11-13",农林牧渔,G区,17,16,2.61,13,1,16
78794,"2023-11-13",农林牧渔,H区,15,13,1.75,9,1,11
78795,"2023-11-13",农林牧渔,I区,18,15,2.99,10,2,15
78796,"2023-11-14",科教文体,A区,4,4,2.41,3,0,3
78797,"2023-11-14",科教文体,B区,5,4,3.71,3,0,4
78798,"2023-11-14",科教文体,C区,7,6,1.84,5,0,4
78799,"2023-11-14",科教文体,D区,3,3,1.47,2,0,2
78800,"2023-11-14",科教文体,E区,4,4,3.86,2,0,4
78801,"2023-11-14",科教文体,F区,4,3,4.28,2,0,3
78802,"2023-11-14",科教文体,G区,7,5,4.48,3,0,5
78803,"2023-11-14",科教文体,H区,6,5,2.51,3,0,4
78804,"2023-11-14",科教文体,I区,7,5,1.57,4,0,4
78805,"2023-11-14",公卫医疗,A区,19,18,4.56,15,0,15
78806,"2023-11-14",公卫医疗,B区,17,17,2.17,12,0,14
78807,"2023-11-14",公卫医疗,C区,14,11,1.7,7,0,10
78808,"2023-11-14",公卫医疗,D区,16,16,2.34,12,1,13
78809,"2023-11-14",公卫医疗,E区,19,19,4.38,13,1,17
78810,"2023-11-14",公卫医疗,F区,17,17,3.35,11,0,14
78811,"2023-11-14",公卫医疗,G区,11,11,1.21,8,1,10
78812,"2023-11-14",公卫医疗,H区,26,21,1.9,16,3,18
78813,"2023-11-14",公卫医疗,I区,13,10,4.65,9,0,10
78814,"2023-11-14",城乡建设,A区,20,17,2.24,13,2,16
78815,"2023-11-14",城乡建设,B区,37,29,2.34,26,0,25
78816,"2023-11-14",城乡建设,C区,18,18,4.36,12,1,16
78817,"2023-11-14",城乡建设,D区,31,30,3.06,24,4,30
78818,"2023-11-14",城乡建设,E区,29,26,2.12,22,3,21
78819,"2023-11-14",城乡建设,F区,26,25,4.05,20,1,21
78820,"2023-11-14",城乡建设,G区,28,22,3.28,15,1,22
78821,"2023-11-14",城乡建设,H区,26,20,4.85,18,2,19
78822,"2023-11-14",城乡建设,I区,25,22,4.75,15,3,18
78823,"2023-11-14",交通运输,A区,10,9,1.58,8,1,7
78824,"2023-11-14",交通运输,B区,12,9,2.81,8,0,9
78825,"2023-11-14",交通运输,C区,15,12,3.55,8,1,11
78826,"2023-11-14",交通运输,D区,14,12,3.82,8,0,10
78827,"2023-11-14",交通运输,E区,13,13,3.96,11,1,10
78828,"2023-11-14",交通运输,F区,14,13,3.46,11,1,12
78829,"2023-11-14",交通运输,G区,13,12,2.46,8,1,10
78830,"2023-11-14",交通运输,H区,11,9,2.72,8,1,8
78831,"2023-11-14",交通运输,I区,14,13,4.64,11,0,12
78832,"2023-11-14",农林牧渔,A区,11,10,3.61,7,0,10
78833,"2023-11-14",农林牧渔,B区,11,8,2.59,7,1,7
78834,"2023-11-14",农林牧渔,C区,6,6,4.84,4,0,4
78835,"2023-11-14",农林牧渔,D区,6,6,2.89,5,0,4
78836,"2023-11-14",农林牧渔,E区,10,9,3.72,7,1,9
78837,"2023-11-14",农林牧渔,F区,10,9,4.38,7,0,8
78838,"2023-11-14",农林牧渔,G区,7,5,2.7,4,0,4
78839,"2023-11-14",农林牧渔,H区,6,4,3.58,3,0,4
78840,"2023-11-14",农林牧渔,I区,11,9,1.54,7,1,8
78841,"2023-11-15",科教文体,A区,16,12,1.97,9,1,10
78842,"2023-11-15",科教文体,B区,24,24,1.34,19,3,23
78843,"2023-11-15",科教文体,C区,20,20,1.77,15,0,18
78844,"2023-11-15",科教文体,D区,26,20,3.12,16,3,17
78845,"2023-11-15",科教文体,E区,26,23,3.66,16,3,19
78846,"2023-11-15",科教文体,F区,24,20,4.57,15,2,16
78847,"2023-11-15",科教文体,G区,27,24,1.37,18,0,19
78848,"2023-11-15",科教文体,H区,18,14,4.36,10,0,14
78849,"2023-11-15",科教文体,I区,23,18,4.6,15,0,17
78850,"2023-11-15",公卫医疗,A区,17,15,3.31,11,1,13
78851,"2023-11-15",公卫医疗,B区,20,19,3.62,17,0,19
78852,"2023-11-15",公卫医疗,C区,17,15,3.74,12,1,14
78853,"2023-11-15",公卫医疗,D区,21,18,1.94,14,0,16
