"md_id","busi_time","callback_type","callback_cnt","success_cnt","satisfaction_cnt","dissatisfaction_cnt","no_evaluate_cnt","avg_callback_time"
1067,"2023-04-21",2,138,93,40,31,22,0.0
1068,"2023-04-21",3,119,88,19,36,33,1.5
1069,"2023-04-22",1,176,64,8,25,31,7.93
1070,"2023-04-22",2,58,53,32,7,14,0.0
1071,"2023-04-22",3,60,49,9,37,3,3.13
1072,"2023-04-23",1,157,70,64,6,0,3.59
1073,"2023-04-23",2,92,32,28,3,1,0.0
1074,"2023-04-23",3,139,72,9,21,42,2.37
1075,"2023-04-24",1,104,43,37,0,6,2.91
1076,"2023-04-24",2,88,72,17,37,18,0.0
1077,"2023-04-24",3,184,144,73,41,30,2.04
1078,"2023-04-25",1,166,98,47,6,45,7.38
1079,"2023-04-25",2,200,93,72,10,11,0.0
1080,"2023-04-25",3,111,98,98,0,0,3.04
1081,"2023-04-26",1,55,44,20,1,23,5.8
1082,"2023-04-26",2,135,36,19,3,14,0.0
1083,"2023-04-26",3,194,96,64,3,29,2.04
1084,"2023-04-27",1,78,57,31,20,6,9.74
1085,"2023-04-27",2,193,134,10,109,15,0.0
1086,"2023-04-27",3,165,127,25,8,94,2.06
1087,"2023-04-28",1,86,44,16,0,28,6.29
1088,"2023-04-28",2,116,101,52,39,10,0.0
1089,"2023-04-28",3,63,41,19,5,17,3.3
1090,"2023-04-29",1,166,136,56,42,38,7.75
1091,"2023-04-29",2,96,52,17,12,23,0.0
1092,"2023-04-29",3,138,100,79,18,3,2.75
1093,"2023-04-30",1,186,129,41,85,3,4.98
1094,"2023-04-30",2,73,38,5,1,32,0.0
1095,"2023-04-30",3,170,47,2,17,28,4.03
1096,"2023-05-01",1,55,34,24,10,0,3.96
1097,"2023-05-01",2,108,35,11,9,15,0.0
1098,"2023-05-01",3,183,84,22,49,13,2.83
1099,"2023-05-02",1,128,40,36,0,4,3.32
1100,"2023-05-02",2,126,57,4,20,33,0.0
1101,"2023-05-02",3,139,121,44,33,44,4.71
1102,"2023-05-03",1,64,37,30,5,2,7.5
1103,"2023-05-03",2,106,72,30,20,22,0.0
1104,"2023-05-03",3,87,65,3,55,7,2.26
1105,"2023-05-04",1,111,54,4,49,1,3.03
1106,"2023-05-04",2,134,133,106,27,0,0.0
1107,"2023-05-04",3,65,32,25,2,5,1.12
1108,"2023-05-05",1,187,41,37,4,0,7.4
1109,"2023-05-05",2,156,39,2,1,36,0.0
1110,"2023-05-05",3,62,43,31,3,9,4.54
1111,"2023-05-06",1,64,53,0,12,41,2.47
1112,"2023-05-06",2,120,59,29,2,28,0.0
1113,"2023-05-06",3,70,41,11,14,16,3.97
1114,"2023-05-07",1,148,35,16,15,4,9.03
1115,"2023-05-07",2,110,73,12,41,20,0.0
1116,"2023-05-07",3,139,35,6,25,4,2.22
1117,"2023-05-08",1,180,80,70,7,3,9.91
1118,"2023-05-08",2,186,58,54,1,3,0.0
1119,"2023-05-08",3,175,108,38,6,64,3.45
1120,"2023-05-09",1,57,39,12,23,4,2.59
1121,"2023-05-09",2,182,53,21,18,14,0.0
1122,"2023-05-09",3,156,101,74,1,26,4.42
1123,"2023-05-10",1,99,32,21,8,3,6.84
1124,"2023-05-10",2,134,92,42,27,23,0.0
1125,"2023-05-10",3,87,53,38,7,8,3.14
1126,"2023-05-11",1,165,141,115,7,19,4.07
1127,"2023-05-11",2,142,132,45,34,53,0.0
1128,"2023-05-11",3,135,116,25,54,37,1.68
1129,"2023-05-12",1,200,91,34,18,39,5.44
1130,"2023-05-12",2,165,53,29,24,0,0.0
1131,"2023-05-12",3,58,46,17,1,28,1.24
1132,"2023-05-13",1,55,49,22,3,24,8.24
1133,"2023-05-13",2,166,110,98,7,5,0.0
1134,"2023-05-13",3,50,40,18,8,14,1.25
1135,"2023-05-14",1,110,48,36,5,7,6.11
1136,"2023-05-14",2,181,93,93,0,0,0.0
1137,"2023-05-14",3,85,54,7,30,17,2.02
1138,"2023-05-15",1,154,34,31,2,1,7.99
1139,"2023-05-15",2,112,75,61,6,8,0.0
1140,"2023-05-15",3,195,126,55,20,51,4.19
1141,"2023-05-16",1,199,195,96,37,62,9.41
1142,"2023-05-16",2,59,40,23,6,11,0.0
1143,"2023-05-16",3,192,169,68,26,75,4.36
1144,"2023-05-17",1,109,47,28,2,17,8.78
1145,"2023-05-17",2,148,66,15,16,35,0.0
1146,"2023-05-17",3,108,32,21,9,2,3.75
1147,"2023-05-18",1,192,72,38,8,26,4.5
1148,"2023-05-18",2,57,52,10,31,11,0.0
1149,"2023-05-18",3,65,49,39,8,2,2.66
1150,"2023-05-19",1,141,133,23,37,73,7.34
1151,"2023-05-19",2,91,70,11,14,45,0.0
1152,"2023-05-19",3,122,97,85,7,5,3.77
1153,"2023-05-20",1,92,57,51,2,4,8.92
1154,"2023-05-20",2,64,45,39,2,4,0.0
1155,"2023-05-20",3,188,66,6,37,23,3.18
1156,"2023-05-21",1,56,43,23,12,8,5.6
1157,"2023-05-21",2,71,65,31,19,15,0.0
1158,"2023-05-21",3,90,37,17,19,1,4.37
1159,"2023-05-22",1,128,105,65,28,12,3.3
1160,"2023-05-22",2,127,78,36,35,7,0.0
1161,"2023-05-22",3,67,45,21,6,18,1.28
1162,"2023-05-23",1,96,42,1,8,33,8.04
1163,"2023-05-23",2,112,43,28,1,14,0.0
1164,"2023-05-23",3,86,34,25,7,2,4.92
1165,"2023-05-24",1,148,41,33,1,7,9.32
1166,"2023-05-24",2,64,55,53,1,1,0.0
1167,"2023-05-24",3,178,172,69,66,37,2.25
1168,"2023-05-25",1,88,48,30,11,7,3.63
1169,"2023-05-25",2,164,111,111,0,0,0.0
1170,"2023-05-25",3,168,166,108,30,28,2.85
1171,"2023-05-26",1,176,99,82,13,4,8.85
1172,"2023-05-26",2,83,48,38,8,2,0.0
1173,"2023-05-26",3,76,45,18,23,4,4.56
1174,"2023-05-27",1,200,188,65,56,67,6.62
1175,"2023-05-27",2,111,59,21,21,17,0.0
1176,"2023-05-27",3,118,37,12,15,10,1.07
1177,"2023-05-28",1,109,42,22,7,13,6.7
1178,"2023-05-28",2,190,68,29,38,1,0.0
1179,"2023-05-28",3,100,49,3,4,42,1.1
1180,"2023-05-29",1,183,166,142,4,20,8.53
1181,"2023-05-29",2,111,33,29,2,2,0.0
1182,"2023-05-29",3,63,48,9,7,32,1.36
1183,"2023-05-30",1,157,38,33,4,1,6.44
1184,"2023-05-30",2,152,130,27,20,83,0.0
1185,"2023-05-30",3,95,45,20,13,12,2.74
1186,"2023-05-31",1,171,91,61,12,18,2.95
1187,"2023-05-31",2,131,41,21,11,9,0.0
1188,"2023-05-31",3,106,88,63,0,25,2.35
1189,"2023-06-01",1,137,117,105,9,3,3.31
1190,"2023-06-01",2,193,120,120,0,0,0.0
1191,"2023-06-01",3,197,31,4,1,26,2.73
1192,"2023-06-02",1,167,63,52,8,3,5.26
1193,"2023-06-02",2,104,97,67,10,20,0.0
1194,"2023-06-02",3,194,96,44,11,41,4.7
1195,"2023-06-03",1,166,119,5,11,103,6.29
1196,"2023-06-03",2,140,50,17,14,19,0.0
1197,"2023-06-03",3,74,72,14,31,27,1.93
1198,"2023-06-04",1,108,65,31,23,11,3.76
1199,"2023-06-04",2,197,135,70,32,33,0.0
1200,"2023-06-04",3,82,67,47,12,8,2.62
1201,"2023-06-05",1,90,32,6,20,6,9.85
1202,"2023-06-05",2,61,53,23,27,3,0.0
1203,"2023-06-05",3,154,66,46,10,10,4.3
1204,"2023-06-06",1,117,73,35,23,15,6.23
1205,"2023-06-06",2,199,112,80,5,27,0.0
1206,"2023-06-06",3,134,30,21,4,5,4.55
1207,"2023-06-07",1,108,64,53,9,2,2.2
1208,"2023-06-07",2,88,33,13,19,1,0.0
1209,"2023-06-07",3,121,52,31,20,1,4.24
1210,"2023-06-08",1,154,51,21,19,11,2.45
1211,"2023-06-08",2,178,116,43,57,16,0.0
1212,"2023-06-08",3,112,68,67,1,0,1.68
1213,"2023-06-09",1,121,70,35,33,2,7.9
1214,"2023-06-09",2,150,102,67,33,2,0.0
1215,"2023-06-09",3,169,135,112,7,16,1.87
1216,"2023-06-10",1,168,74,70,2,2,2.68
1217,"2023-06-10",2,129,91,24,4,63,0.0
1218,"2023-06-10",3,182,180,16,48,116,2.42
1219,"2023-06-11",1,189,97,19,60,18,5.47
1220,"2023-06-11",2,91,90,80,8,2,0.0
1221,"2023-06-11",3,108,50,7,10,33,2.11
1222,"2023-06-12",1,100,54,47,4,3,3.88
1223,"2023-06-12",2,128,91,28,55,8,0.0
1224,"2023-06-12",3,64,38,3,6,29,4.66
1225,"2023-06-13",1,178,135,8,31,96,9.36
1226,"2023-06-13",2,60,33,21,10,2,0.0
1227,"2023-06-13",3,98,33,7,18,8,1.74
1228,"2023-06-14",1,113,56,34,4,18,6.27
1229,"2023-06-14",2,157,70,57,8,5,0.0
1230,"2023-06-14",3,177,146,90,8,48,4.14
1231,"2023-06-15",1,177,111,74,12,25,6.52
1232,"2023-06-15",2,72,69,47,20,2,0.0
1233,"2023-06-15",3,91,78,23,51,4,2.97
1234,"2023-06-16",1,168,65,26,23,16,7.01
1235,"2023-06-16",2,80,52,23,10,19,0.0
1236,"2023-06-16",3,118,89,13,52,24,2.01
1237,"2023-06-17",1,88,39,10,0,29,3.22
1238,"2023-06-17",2,51,48,20,2,26,0.0
1239,"2023-06-17",3,177,86,59,10,17,4.4
1240,"2023-06-18",1,82,64,22,9,33,8.24
1241,"2023-06-18",2,135,95,60,22,13,0.0
1242,"2023-06-18",3,181,125,24,42,59,4.05
1243,"2023-06-19",1,196,176,16,138,22,5.11
1244,"2023-06-19",2,139,85,60,8,17,0.0
1245,"2023-06-19",3,104,74,10,3,61,1.25
1246,"2023-06-20",1,186,109,87,22,0,8.34
1247,"2023-06-20",2,52,43,23,12,8,0.0
1248,"2023-06-20",3,77,48,22,22,4,4.69
1249,"2023-06-21",1,105,102,26,51,25,8.86
1250,"2023-06-21",2,134,111,32,14,65,0.0
1251,"2023-06-21",3,198,189,51,128,10,1.25
1252,"2023-06-22",1,95,56,34,2,20,4.54
1253,"2023-06-22",2,146,107,56,0,51,0.0
1254,"2023-06-22",3,142,123,78,21,24,2.11
1255,"2023-06-23",1,135,58,31,7,20,6.89
1256,"2023-06-23",2,180,111,12,75,24,0.0
1257,"2023-06-23",3,69,37,34,1,2,1.99
1258,"2023-06-24",1,62,32,14,8,10,9.02
1259,"2023-06-24",2,173,139,37,80,22,0.0
1260,"2023-06-24",3,194,72,11,54,7,2.93
1261,"2023-06-25",1,58,45,45,0,0,9.83
1262,"2023-06-25",2,170,86,68,2,16,0.0
1263,"2023-06-25",3,174,142,126,16,0,1.64
1264,"2023-06-26",1,73,33,25,6,2,7.36
1265,"2023-06-26",2,150,146,143,1,2,0.0
1266,"2023-06-26",3,169,69,53,8,8,3.97
1267,"2023-06-27",1,50,38,33,3,2,6.44
1268,"2023-06-27",2,95,58,34,0,24,0.0
1269,"2023-06-27",3,184,64,15,33,16,2.08
1270,"2023-06-28",1,199,185,1,140,44,6.74
1271,"2023-06-28",2,53,32,13,5,14,0.0
1272,"2023-06-28",3,86,55,47,7,1,1.61
1273,"2023-06-29",1,99,87,80,2,5,6.31
1274,"2023-06-29",2,187,74,20,38,16,0.0
1275,"2023-06-29",3,196,152,21,78,53,4.18
1276,"2023-06-30",1,74,68,54,14,0,8.47
1277,"2023-06-30",2,187,87,59,18,10,0.0
1278,"2023-06-30",3,153,90,85,0,5,4.75
1279,"2023-07-01",1,158,31,27,3,1,5.91
1280,"2023-07-01",2,66,57,23,25,9,0.0
1281,"2023-07-01",3,179,118,21,81,16,1.72
1282,"2023-07-02",1,100,62,37,4,21,4.9
1283,"2023-07-02",2,124,82,22,50,10,0.0
1284,"2023-07-02",3,83,30,8,2,20,2.16
1285,"2023-07-03",1,125,65,0,17,48,2.76
1286,"2023-07-03",2,68,47,17,23,7,0.0
1287,"2023-07-03",3,52,50,14,28,8,4.49
1288,"2023-07-04",1,87,34,2,3,29,5.76
1289,"2023-07-04",2,91,72,68,1,3,0.0
1290,"2023-07-04",3,177,166,90,69,7,2.91
1291,"2023-07-05",1,158,47,30,13,4,6.28
1292,"2023-07-05",2,194,190,59,91,40,0.0
1293,"2023-07-05",3,58,53,21,2,30,3.92
1294,"2023-07-06",1,92,43,31,1,11,8.15
1295,"2023-07-06",2,163,118,109,5,4,0.0
1296,"2023-07-06",3,195,47,45,2,0,1.76
1297,"2023-07-07",1,126,67,28,7,32,3.56
1298,"2023-07-07",2,153,36,14,2,20,0.0
1299,"2023-07-07",3,101,31,23,2,6,4.4
1300,"2023-07-08",1,153,75,30,39,6,9.83
1301,"2023-07-08",2,188,93,52,3,38,0.0
1302,"2023-07-08",3,115,77,36,38,3,3.96
1303,"2023-07-09",1,151,54,31,7,16,9.12
1304,"2023-07-09",2,73,64,45,9,10,0.0
1305,"2023-07-09",3,142,102,49,23,30,1.59
1306,"2023-07-10",1,94,51,19,10,22,9.47
1307,"2023-07-10",2,102,46,41,1,4,0.0
1308,"2023-07-10",3,133,66,13,7,46,3.08
1309,"2023-07-11",1,149,64,0,19,45,3.86
1310,"2023-07-11",2,131,116,113,3,0,0.0
1311,"2023-07-11",3,81,68,64,3,1,2.73
1312,"2023-07-12",1,150,117,96,11,10,6.21
1313,"2023-07-12",2,137,41,31,6,4,0.0
1314,"2023-07-12",3,93,84,57,21,6,4.12
1315,"2023-07-13",1,114,38,18,18,2,6.61
1316,"2023-07-13",2,187,121,65,56,0,0.0
1317,"2023-07-13",3,89,73,36,15,22,3.56
1318,"2023-07-14",1,86,80,46,3,31,7.9
1319,"2023-07-14",2,139,126,114,7,5,0.0
1320,"2023-07-14",3,59,34,33,0,1,2.0
1321,"2023-07-15",1,104,53,29,16,8,2.68
1322,"2023-07-15",2,105,60,43,14,3,0.0
1323,"2023-07-15",3,176,150,29,64,57,1.74
1324,"2023-07-16",1,160,150,38,109,3,2.95
1325,"2023-07-16",2,77,65,0,16,49,0.0
1326,"2023-07-16",3,102,84,79,2,3,3.64
1327,"2023-07-17",1,50,49,44,4,1,8.2
1328,"2023-07-17",2,175,173,146,12,15,0.0
1329,"2023-07-17",3,197,122,84,27,11,4.3
1330,"2023-07-18",1,95,56,0,5,51,9.96
1331,"2023-07-18",2,191,90,87,2,1,0.0
1332,"2023-07-18",3,101,89,49,7,33,4.62
1333,"2023-07-19",1,85,68,15,34,19,9.66
1334,"2023-07-19",2,124,35,11,23,1,0.0
1335,"2023-07-19",3,138,44,3,13,28,4.33
1336,"2023-07-20",1,99,42,37,1,4,3.41
1337,"2023-07-20",2,158,154,4,84,66,0.0
1338,"2023-07-20",3,192,176,175,0,1,2.48
1339,"2023-07-21",1,199,96,52,29,15,7.96
1340,"2023-07-21",2,148,69,65,0,4,0.0
1341,"2023-07-21",3,104,77,34,9,34,2.88
1342,"2023-07-22",1,87,30,7,12,11,6.45
1343,"2023-07-22",2,131,56,50,2,4,0.0
1344,"2023-07-22",3,162,111,28,56,27,2.04
1345,"2023-07-23",1,171,135,4,123,8,7.46
1346,"2023-07-23",2,105,42,41,0,1,0.0
1347,"2023-07-23",3,71,56,42,1,13,4.85
1348,"2023-07-24",1,52,31,20,6,5,2.09
1349,"2023-07-24",2,183,119,111,7,1,0.0
1350,"2023-07-24",3,140,91,12,24,55,2.16
1351,"2023-07-25",1,65,47,36,9,2,6.06
1352,"2023-07-25",2,116,47,23,3,21,0.0
1353,"2023-07-25",3,99,59,43,3,13,4.81
1354,"2023-07-26",1,197,178,64,9,105,3.88
1355,"2023-07-26",2,122,82,81,0,1,0.0
1356,"2023-07-26",3,99,53,3,34,16,3.75
1357,"2023-07-27",1,142,136,26,80,30,6.39
1358,"2023-07-27",2,80,52,39,3,10,0.0
1359,"2023-07-27",3,117,103,60,4,39,3.65
1360,"2023-07-28",1,102,63,42,3,18,5.92
1361,"2023-07-28",2,89,74,54,3,17,0.0
1362,"2023-07-28",3,52,32,29,2,1,1.12
1363,"2023-07-29",1,186,80,80,0,0,7.31
1364,"2023-07-29",2,195,31,9,15,7,0.0
1365,"2023-07-29",3,165,53,53,0,0,1.73
1366,"2023-07-30",1,80,66,17,34,15,7.59
1367,"2023-07-30",2,130,35,3,2,30,0.0
1368,"2023-07-30",3,117,82,67,8,7,3.69
1369,"2023-07-31",1,68,30,12,8,10,3.15
1370,"2023-07-31",2,69,55,34,13,8,0.0
1371,"2023-07-31",3,91,49,2,6,41,1.81
1372,"2023-08-01",1,67,33,31,1,1,8.71
1373,"2023-08-01",2,191,172,55,58,59,0.0
1374,"2023-08-01",3,73,41,3,5,33,4.04
1375,"2023-08-02",1,66,53,11,7,35,5.89
1376,"2023-08-02",2,103,90,11,37,42,0.0
1377,"2023-08-02",3,69,43,27,5,11,2.76
1378,"2023-08-03",1,151,114,17,25,72,9.23
1379,"2023-08-03",2,63,45,16,2,27,0.0
1380,"2023-08-03",3,115,111,60,10,41,2.52
1381,"2023-08-04",1,178,117,81,25,11,7.8
1382,"2023-08-04",2,116,93,47,44,2,0.0
1383,"2023-08-04",3,184,81,49,13,19,3.81
1384,"2023-08-05",1,153,70,29,20,21,8.54
1385,"2023-08-05",2,160,124,43,13,68,0.0
1386,"2023-08-05",3,116,82,63,12,7,4.95
1387,"2023-08-06",1,74,45,33,6,6,8.27
1388,"2023-08-06",2,89,65,16,28,21,0.0
1389,"2023-08-06",3,128,93,13,60,20,3.98
1390,"2023-08-07",1,123,83,11,59,13,6.17
1391,"2023-08-07",2,52,39,20,15,4,0.0
1392,"2023-08-07",3,116,112,98,3,11,3.08
1393,"2023-08-08",1,80,36,16,9,11,7.63
1394,"2023-08-08",2,70,30,8,21,1,0.0
1395,"2023-08-08",3,75,36,5,19,12,3.18
1396,"2023-08-09",1,80,46,1,20,25,5.39
1397,"2023-08-09",2,134,108,64,18,26,0.0
1398,"2023-08-09",3,140,70,30,6,34,2.19
1399,"2023-08-10",1,121,116,108,8,0,6.55
1400,"2023-08-10",2,146,66,62,3,1,0.0
1401,"2023-08-10",3,183,94,21,4,69,2.52
1402,"2023-08-11",1,199,90,85,0,5,8.67
1403,"2023-08-11",2,151,51,43,5,3,0.0
1404,"2023-08-11",3,142,71,27,22,22,3.01
1405,"2023-08-12",1,184,33,25,2,6,8.64
1406,"2023-08-12",2,111,39,16,8,15,0.0
1407,"2023-08-12",3,130,79,75,4,0,4.75
1408,"2023-08-13",1,105,98,93,3,2,5.37
1409,"2023-08-13",2,88,87,68,7,12,0.0
1410,"2023-08-13",3,129,52,19,8,25,1.26
1411,"2023-08-14",1,89,55,2,34,19,7.5
1412,"2023-08-14",2,184,115,10,41,64,0.0
1413,"2023-08-14",3,184,103,61,40,2,3.37
1414,"2023-08-15",1,172,113,102,3,8,9.94
1415,"2023-08-15",2,142,36,2,1,33,0.0
1416,"2023-08-15",3,140,38,5,28,5,1.68
1417,"2023-08-16",1,188,158,43,23,92,7.62
1418,"2023-08-16",2,154,116,89,14,13,0.0
1419,"2023-08-16",3,138,75,19,32,24,2.04
1420,"2023-08-17",1,193,127,18,22,87,3.86
1421,"2023-08-17",2,179,160,125,7,28,0.0
1422,"2023-08-17",3,164,123,51,54,18,2.98
1423,"2023-08-18",1,130,120,29,23,68,6.2
1424,"2023-08-18",2,52,47,9,23,15,0.0
1425,"2023-08-18",3,115,101,86,0,15,3.23
1426,"2023-08-19",1,113,42,39,2,1,6.87
1427,"2023-08-19",2,169,68,3,2,63,0.0
1428,"2023-08-19",3,108,81,46,22,13,3.29
1429,"2023-08-20",1,120,98,41,20,37,8.66
1430,"2023-08-20",2,126,66,48,3,15,0.0
1431,"2023-08-20",3,66,45,20,20,5,4.44
1432,"2023-08-21",1,150,60,33,10,17,7.12
1433,"2023-08-21",2,70,37,30,4,3,0.0
1434,"2023-08-21",3,151,147,115,23,9,1.93
1435,"2023-08-22",1,195,177,110,27,40,5.62
1436,"2023-08-22",2,128,93,71,4,18,0.0
1437,"2023-08-22",3,105,32,6,19,7,1.25
1438,"2023-08-23",1,175,42,11,1,30,7.51
1439,"2023-08-23",2,126,64,6,17,41,0.0
1440,"2023-08-23",3,102,61,19,20,22,1.49
1441,"2023-08-24",1,167,147,18,53,76,8.78
1442,"2023-08-24",2,164,55,55,0,0,0.0
1443,"2023-08-24",3,62,53,24,8,21,1.19
1444,"2023-08-25",1,105,64,29,30,5,9.06
1445,"2023-08-25",2,96,39,14,10,15,0.0
1446,"2023-08-25",3,175,134,124,4,6,2.28
1447,"2023-08-26",1,59,55,42,2,11,3.34
1448,"2023-08-26",2,189,30,21,6,3,0.0
1449,"2023-08-26",3,180,85,4,5,76,3.07
1450,"2023-08-27",1,141,51,30,20,1,5.93
1451,"2023-08-27",2,83,75,1,9,65,0.0
1452,"2023-08-27",3,56,50,30,3,17,4.85
1453,"2023-08-28",1,78,50,30,7,13,2.34
1454,"2023-08-28",2,192,166,94,18,54,0.0
1455,"2023-08-28",3,190,37,35,2,0,2.47
1456,"2023-08-29",1,169,72,45,2,25,9.84
1457,"2023-08-29",2,76,72,39,4,29,0.0
1458,"2023-08-29",3,166,132,92,25,15,2.81
1459,"2023-08-30",1,57,55,14,41,0,7.83
1460,"2023-08-30",2,113,62,5,33,24,0.0
1461,"2023-08-30",3,112,83,31,1,51,1.4
1462,"2023-08-31",1,186,48,46,2,0,5.2
1463,"2023-08-31",2,73,57,56,1,0,0.0
1464,"2023-08-31",3,172,121,88,22,11,2.5
1465,"2023-09-01",1,51,31,5,5,21,3.79
1466,"2023-09-01",2,65,41,13,15,13,0.0
1467,"2023-09-01",3,53,36,7,10,19,2.46
1468,"2023-09-02",1,106,89,29,27,33,8.43
1469,"2023-09-02",2,191,116,34,17,65,0.0
1470,"2023-09-02",3,184,144,97,19,28,2.61
1471,"2023-09-03",1,105,50,12,25,13,6.92
1472,"2023-09-03",2,163,68,14,51,3,0.0
1473,"2023-09-03",3,96,67,35,8,24,1.22
1474,"2023-09-04",1,66,54,32,12,10,2.61
1475,"2023-09-04",2,118,116,91,23,2,0.0
1476,"2023-09-04",3,150,147,22,19,106,1.48
1477,"2023-09-05",1,81,49,40,0,9,5.27
1478,"2023-09-05",2,159,71,62,9,0,0.0
1479,"2023-09-05",3,139,92,86,4,2,2.63
1480,"2023-09-06",1,167,116,82,10,24,8.37
1481,"2023-09-06",2,64,33,13,0,20,0.0
1482,"2023-09-06",3,82,35,7,1,27,4.39
1483,"2023-09-07",1,146,144,49,88,7,2.17
1484,"2023-09-07",2,104,49,13,4,32,0.0
1485,"2023-09-07",3,57,34,26,4,4,3.83
1486,"2023-09-08",1,195,167,123,38,6,3.8
1487,"2023-09-08",2,158,45,38,6,1,0.0
1488,"2023-09-08",3,148,52,51,1,0,1.92
1489,"2023-09-09",1,185,45,16,20,9,3.68
1490,"2023-09-09",2,185,129,19,12,98,0.0
1491,"2023-09-09",3,152,39,5,5,29,1.99
1492,"2023-09-10",1,164,60,22,28,10,4.59
1493,"2023-09-10",2,114,30,20,1,9,0.0
1494,"2023-09-10",3,179,87,79,6,2,4.29
1495,"2023-09-11",1,89,76,49,1,26,7.83
1496,"2023-09-11",2,111,70,24,22,24,0.0
1497,"2023-09-11",3,152,78,67,5,6,2.0
1498,"2023-09-12",1,79,44,40,4,0,7.63
1499,"2023-09-12",2,101,52,11,29,12,0.0
1500,"2023-09-12",3,74,43,13,20,10,4.8
1501,"2023-09-13",1,196,133,67,47,19,2.89
1502,"2023-09-13",2,81,33,1,25,7,0.0
1503,"2023-09-13",3,197,165,127,25,13,3.26
1504,"2023-09-14",1,187,76,5,17,54,5.9
1505,"2023-09-14",2,146,74,33,26,15,0.0
1506,"2023-09-14",3,61,52,12,13,27,4.89
1507,"2023-09-15",1,104,69,18,4,47,6.8
1508,"2023-09-15",2,186,55,46,6,3,0.0
1509,"2023-09-15",3,66,58,40,9,9,3.38
1510,"2023-09-16",1,96,30,10,16,4,8.56
1511,"2023-09-16",2,160,84,81,0,3,0.0
1512,"2023-09-16",3,89,39,38,0,1,2.44
1513,"2023-09-17",1,50,43,13,2,28,4.32
1514,"2023-09-17",2,177,148,23,10,115,0.0
1515,"2023-09-17",3,79,40,35,4,1,4.99
1516,"2023-09-18",1,140,89,38,47,4,2.45
1517,"2023-09-18",2,121,66,53,12,1,0.0
1518,"2023-09-18",3,67,49,22,19,8,4.24
1519,"2023-09-19",1,90,39,16,7,16,6.08
1520,"2023-09-19",2,119,60,17,43,0,0.0
1521,"2023-09-19",3,51,35,33,0,2,4.01
1522,"2023-09-20",1,136,112,7,20,85,7.28
1523,"2023-09-20",2,72,42,36,1,5,0.0
1524,"2023-09-20",3,189,162,8,54,100,3.03
1525,"2023-09-21",1,135,128,85,16,27,4.55
1526,"2023-09-21",2,86,53,13,1,39,0.0
1527,"2023-09-21",3,86,70,4,15,51,3.77
1528,"2023-09-22",1,59,35,35,0,0,9.16
1529,"2023-09-22",2,57,40,31,1,8,0.0
1530,"2023-09-22",3,170,109,5,38,66,2.79
1531,"2023-09-23",1,173,54,10,32,12,2.74
1532,"2023-09-23",2,83,56,41,5,10,0.0
1533,"2023-09-23",3,122,113,34,1,78,1.54
1534,"2023-09-24",1,76,37,19,18,0,5.77
1535,"2023-09-24",2,70,53,22,12,19,0.0
1536,"2023-09-24",3,58,48,21,11,16,1.8
1537,"2023-09-25",1,67,62,4,29,29,7.26
1538,"2023-09-25",2,187,156,24,74,58,0.0
1539,"2023-09-25",3,57,46,13,32,1,3.13
1540,"2023-09-26",1,88,51,51,0,0,7.8
1541,"2023-09-26",2,137,93,42,19,32,0.0
1542,"2023-09-26",3,131,77,14,13,50,4.36
1543,"2023-09-27",1,82,63,0,10,53,6.91
1544,"2023-09-27",2,126,107,68,39,0,0.0
1545,"2023-09-27",3,120,48,7,1,40,2.03
1546,"2023-09-28",1,164,50,2,19,29,2.52
1547,"2023-09-28",2,65,46,34,10,2,0.0
1548,"2023-09-28",3,69,66,33,5,28,3.38
1549,"2023-09-29",1,84,58,2,42,14,3.82
1550,"2023-09-29",2,58,31,25,2,4,0.0
1551,"2023-09-29",3,91,89,11,31,47,3.48
1552,"2023-09-30",1,129,51,19,10,22,8.76
1553,"2023-09-30",2,127,93,22,36,35,0.0
1554,"2023-09-30",3,190,70,43,22,5,4.96
1555,"2023-10-01",1,113,100,83,17,0,3.73
1556,"2023-10-01",2,57,53,12,36,5,0.0
1557,"2023-10-01",3,180,116,49,1,66,1.16
1558,"2023-10-02",1,176,147,51,40,56,6.34
1559,"2023-10-02",2,195,111,50,58,3,0.0
1560,"2023-10-02",3,87,52,51,1,0,1.35
1561,"2023-10-03",1,134,91,20,24,47,2.83
1562,"2023-10-03",2,126,31,4,9,18,0.0
1563,"2023-10-03",3,142,95,26,8,61,4.01
1564,"2023-10-04",1,200,181,129,51,1,9.11
1565,"2023-10-04",2,65,48,3,12,33,0.0
1566,"2023-10-04",3,190,30,20,5,5,3.07
1567,"2023-10-05",1,198,82,27,32,23,8.15
1568,"2023-10-05",2,196,147,118,24,5,0.0
1569,"2023-10-05",3,114,60,4,25,31,3.13
1570,"2023-10-06",1,143,32,12,19,1,8.94
1571,"2023-10-06",2,87,49,40,2,7,0.0
1572,"2023-10-06",3,112,99,91,5,3,1.43
1573,"2023-10-07",1,74,72,32,12,28,9.73
1574,"2023-10-07",2,102,32,4,6,22,0.0
1575,"2023-10-07",3,147,138,16,66,56,2.2
1576,"2023-10-08",1,198,159,90,57,12,2.36
1577,"2023-10-08",2,156,44,36,0,8,0.0
1578,"2023-10-08",3,52,40,24,16,0,2.69
1579,"2023-10-09",1,187,93,73,16,4,8.59
1580,"2023-10-09",2,129,114,6,34,74,0.0
1581,"2023-10-09",3,193,56,2,50,4,2.77
