"md_id","busi_time","sub_name","red_cnt","yellow_cnt"
3033,"2023-12-28",城乡建设,30,31
3034,"2023-12-28",交通运输,2,4
3035,"2023-12-28",农林牧渔,79,37
3036,"2023-12-29",科教文体,25,1
3037,"2023-12-29",公卫医疗,139,196
3038,"2023-12-29",城乡建设,101,28
3039,"2023-12-29",交通运输,293,45
3040,"2023-12-29",农林牧渔,0,9
3041,"2023-12-30",科教文体,6,0
3042,"2023-12-30",公卫医疗,25,68
3043,"2023-12-30",城乡建设,109,24
3044,"2023-12-30",交通运输,143,18
3045,"2023-12-30",农林牧渔,31,14
3046,"2023-12-31",科教文体,51,130
3047,"2023-12-31",公卫医疗,19,2
3048,"2023-12-31",城乡建设,9,8
3049,"2023-12-31",交通运输,8,188
3050,"2023-12-31",农林牧渔,250,1
3051,"2024-01-01",科教文体,8,103
3052,"2024-01-01",公卫医疗,113,0
3053,"2024-01-01",城乡建设,5,62
3054,"2024-01-01",交通运输,238,31
3055,"2024-01-01",农林牧渔,30,88
3056,"2024-01-02",科教文体,52,53
3057,"2024-01-02",公卫医疗,194,57
3058,"2024-01-02",城乡建设,42,6
3059,"2024-01-02",交通运输,99,17
3060,"2024-01-02",农林牧渔,7,1
3061,"2024-01-03",科教文体,24,75
3062,"2024-01-03",公卫医疗,37,27
3063,"2024-01-03",城乡建设,88,12
3064,"2024-01-03",交通运输,71,1
3065,"2024-01-03",农林牧渔,13,23
3066,"2024-01-04",科教文体,189,22
3067,"2024-01-04",公卫医疗,10,11
3068,"2024-01-04",城乡建设,161,28
3069,"2024-01-04",交通运输,59,10
3070,"2024-01-04",农林牧渔,195,38
3071,"2024-01-05",科教文体,69,92
3072,"2024-01-05",公卫医疗,47,21
3073,"2024-01-05",城乡建设,56,3
3074,"2024-01-05",交通运输,77,104
3075,"2024-01-05",农林牧渔,170,11
3076,"2024-01-06",科教文体,53,2
3077,"2024-01-06",公卫医疗,19,32
3078,"2024-01-06",城乡建设,93,3
3079,"2024-01-06",交通运输,75,43
3080,"2024-01-06",农林牧渔,17,27
3081,"2024-01-07",科教文体,153,8
3082,"2024-01-07",公卫医疗,69,0
3083,"2024-01-07",城乡建设,41,1
3084,"2024-01-07",交通运输,0,1
3085,"2024-01-07",农林牧渔,2,1
3086,"2024-01-08",科教文体,144,30
3087,"2024-01-08",公卫医疗,6,8
3088,"2024-01-08",城乡建设,300,23
3089,"2024-01-08",交通运输,274,20
3090,"2024-01-08",农林牧渔,6,4
3091,"2024-01-09",科教文体,57,102
3092,"2024-01-09",公卫医疗,14,5
3093,"2024-01-09",城乡建设,191,7
3094,"2024-01-09",交通运输,95,20
3095,"2024-01-09",农林牧渔,90,28
3096,"2024-01-10",科教文体,48,1
3097,"2024-01-10",公卫医疗,48,22
3098,"2024-01-10",城乡建设,85,32
3099,"2024-01-10",交通运输,35,3
3100,"2024-01-10",农林牧渔,22,0
3101,"2024-01-11",科教文体,10,0
3102,"2024-01-11",公卫医疗,51,36
3103,"2024-01-11",城乡建设,47,85
3104,"2024-01-11",交通运输,144,17
3105,"2024-01-11",农林牧渔,67,187
3106,"2024-01-12",科教文体,42,0
3107,"2024-01-12",公卫医疗,99,93
3108,"2024-01-12",城乡建设,122,30
3109,"2024-01-12",交通运输,180,2
3110,"2024-01-12",农林牧渔,112,190
3111,"2024-01-13",科教文体,0,10
3112,"2024-01-13",公卫医疗,120,9
3113,"2024-01-13",城乡建设,121,1
3114,"2024-01-13",交通运输,94,0
3115,"2024-01-13",农林牧渔,159,14
3116,"2024-01-14",科教文体,90,43
3117,"2024-01-14",公卫医疗,346,73
3118,"2024-01-14",城乡建设,9,221
3119,"2024-01-14",交通运输,17,13
3120,"2024-01-14",农林牧渔,0,0
3121,"2024-01-15",科教文体,51,46
3122,"2024-01-15",公卫医疗,56,369
3123,"2024-01-15",城乡建设,1,58
3124,"2024-01-15",交通运输,31,25
3125,"2024-01-15",农林牧渔,102,14
3126,"2024-01-16",科教文体,14,3
3127,"2024-01-16",公卫医疗,124,105
3128,"2024-01-16",城乡建设,11,81
3129,"2024-01-16",交通运输,0,30
3130,"2024-01-16",农林牧渔,167,13
3131,"2024-01-17",科教文体,18,5
3132,"2024-01-17",公卫医疗,58,8
3133,"2024-01-17",城乡建设,194,21
3134,"2024-01-17",交通运输,8,110
3135,"2024-01-17",农林牧渔,37,11
3136,"2024-01-18",科教文体,1,0
3137,"2024-01-18",公卫医疗,169,60
3138,"2024-01-18",城乡建设,12,3
3139,"2024-01-18",交通运输,87,11
3140,"2024-01-18",农林牧渔,104,3
3141,"2024-01-19",科教文体,41,37
3142,"2024-01-19",公卫医疗,12,19
3143,"2024-01-19",城乡建设,27,28
3144,"2024-01-19",交通运输,87,25
3145,"2024-01-19",农林牧渔,13,15
3146,"2024-01-20",科教文体,55,6
3147,"2024-01-20",公卫医疗,16,79
3148,"2024-01-20",城乡建设,146,19
3149,"2024-01-20",交通运输,2,2
3150,"2024-01-20",农林牧渔,257,5
3151,"2024-01-21",科教文体,2,9
3152,"2024-01-21",公卫医疗,22,32
3153,"2024-01-21",城乡建设,37,3
3154,"2024-01-21",交通运输,13,101
3155,"2024-01-21",农林牧渔,60,20
3156,"2024-01-22",科教文体,82,73
3157,"2024-01-22",公卫医疗,22,75
3158,"2024-01-22",城乡建设,29,46
3159,"2024-01-22",交通运输,245,92
3160,"2024-01-22",农林牧渔,13,4
3161,"2024-01-23",科教文体,92,8
3162,"2024-01-23",公卫医疗,18,16
3163,"2024-01-23",城乡建设,19,0
3164,"2024-01-23",交通运输,14,24
3165,"2024-01-23",农林牧渔,7,6
3166,"2024-01-24",科教文体,12,31
3167,"2024-01-24",公卫医疗,39,12
3168,"2024-01-24",城乡建设,15,53
3169,"2024-01-24",交通运输,137,9
3170,"2024-01-24",农林牧渔,45,90
3171,"2024-01-25",科教文体,6,0
3172,"2024-01-25",公卫医疗,30,3
3173,"2024-01-25",城乡建设,56,58
3174,"2024-01-25",交通运输,55,0
3175,"2024-01-25",农林牧渔,18,7
3176,"2024-01-26",科教文体,69,1
3177,"2024-01-26",公卫医疗,85,19
3178,"2024-01-26",城乡建设,40,67
3179,"2024-01-26",交通运输,76,4
3180,"2024-01-26",农林牧渔,46,13
3181,"2024-01-27",科教文体,57,13
3182,"2024-01-27",公卫医疗,110,119
3183,"2024-01-27",城乡建设,10,45
3184,"2024-01-27",交通运输,17,1
3185,"2024-01-27",农林牧渔,68,0
3186,"2024-01-28",科教文体,25,28
3187,"2024-01-28",公卫医疗,37,13
3188,"2024-01-28",城乡建设,50,0
3189,"2024-01-28",交通运输,0,60
3190,"2024-01-28",农林牧渔,23,42
3191,"2024-01-29",科教文体,56,41
3192,"2024-01-29",公卫医疗,93,43
3193,"2024-01-29",城乡建设,3,15
3194,"2024-01-29",交通运输,24,0
3195,"2024-01-29",农林牧渔,33,113
3196,"2024-01-30",科教文体,19,41
3197,"2024-01-30",公卫医疗,61,24
3198,"2024-01-30",城乡建设,15,1
3199,"2024-01-30",交通运输,16,82
3200,"2024-01-30",农林牧渔,92,31
3201,"2024-01-31",科教文体,17,14
3202,"2024-01-31",公卫医疗,40,55
3203,"2024-01-31",城乡建设,83,0
3204,"2024-01-31",交通运输,6,39
3205,"2024-01-31",农林牧渔,47,3
3206,"2024-02-01",科教文体,12,43
3207,"2024-02-01",公卫医疗,7,11
3208,"2024-02-01",城乡建设,14,63
3209,"2024-02-01",交通运输,4,4
3210,"2024-02-01",农林牧渔,58,0
3211,"2024-02-02",科教文体,46,83
3212,"2024-02-02",公卫医疗,84,43
3213,"2024-02-02",城乡建设,65,13
3214,"2024-02-02",交通运输,16,51
3215,"2024-02-02",农林牧渔,46,65
3216,"2024-02-03",科教文体,4,5
3217,"2024-02-03",公卫医疗,23,6
3218,"2024-02-03",城乡建设,101,77
3219,"2024-02-03",交通运输,126,1
3220,"2024-02-03",农林牧渔,58,28
3221,"2024-02-04",科教文体,10,7
3222,"2024-02-04",公卫医疗,0,0
3223,"2024-02-04",城乡建设,257,7
3224,"2024-02-04",交通运输,145,0
3225,"2024-02-04",农林牧渔,12,1
3226,"2024-02-05",科教文体,35,44
3227,"2024-02-05",公卫医疗,15,126
3228,"2024-02-05",城乡建设,54,11
3229,"2024-02-05",交通运输,88,0
3230,"2024-02-05",农林牧渔,19,15
3231,"2024-02-06",科教文体,56,1
3232,"2024-02-06",公卫医疗,6,0
3233,"2024-02-06",城乡建设,36,14
3234,"2024-02-06",交通运输,142,120
3235,"2024-02-06",农林牧渔,8,207
3236,"2024-02-07",科教文体,103,3
3237,"2024-02-07",公卫医疗,41,11
3238,"2024-02-07",城乡建设,8,13
3239,"2024-02-07",交通运输,164,1
3240,"2024-02-07",农林牧渔,29,3
3241,"2024-02-08",科教文体,17,0
3242,"2024-02-08",公卫医疗,128,161
3243,"2024-02-08",城乡建设,93,128
3244,"2024-02-08",交通运输,126,48
3245,"2024-02-08",农林牧渔,22,4
3246,"2024-02-09",科教文体,188,92
3247,"2024-02-09",公卫医疗,48,41
3248,"2024-02-09",城乡建设,3,66
3249,"2024-02-09",交通运输,10,3
3250,"2024-02-09",农林牧渔,196,6
3251,"2024-02-10",科教文体,20,4
3252,"2024-02-10",公卫医疗,12,171
3253,"2024-02-10",城乡建设,331,16
3254,"2024-02-10",交通运输,19,0
3255,"2024-02-10",农林牧渔,27,1
3256,"2024-02-11",科教文体,209,3
3257,"2024-02-11",公卫医疗,72,78
3258,"2024-02-11",城乡建设,120,103
3259,"2024-02-11",交通运输,0,12
3260,"2024-02-11",农林牧渔,22,7
3261,"2024-02-12",科教文体,68,5
3262,"2024-02-12",公卫医疗,152,0
3263,"2024-02-12",城乡建设,101,88
3264,"2024-02-12",交通运输,33,9
3265,"2024-02-12",农林牧渔,10,8
3266,"2024-02-13",科教文体,56,10
3267,"2024-02-13",公卫医疗,58,72
3268,"2024-02-13",城乡建设,87,35
3269,"2024-02-13",交通运输,50,13
3270,"2024-02-13",农林牧渔,6,4
3271,"2024-02-14",科教文体,7,89
3272,"2024-02-14",公卫医疗,27,14
3273,"2024-02-14",城乡建设,19,102
3274,"2024-02-14",交通运输,0,72
3275,"2024-02-14",农林牧渔,14,70
3276,"2024-02-15",科教文体,82,18
3277,"2024-02-15",公卫医疗,31,4
3278,"2024-02-15",城乡建设,9,185
3279,"2024-02-15",交通运输,16,0
3280,"2024-02-15",农林牧渔,43,80
3281,"2024-02-16",科教文体,10,17
3282,"2024-02-16",公卫医疗,7,0
3283,"2024-02-16",城乡建设,0,53
3284,"2024-02-16",交通运输,5,51
3285,"2024-02-16",农林牧渔,69,5
3286,"2024-02-17",科教文体,78,0
3287,"2024-02-17",公卫医疗,14,46
3288,"2024-02-17",城乡建设,5,41
3289,"2024-02-17",交通运输,4,8
3290,"2024-02-17",农林牧渔,36,32
3291,"2024-02-18",科教文体,26,11
3292,"2024-02-18",公卫医疗,37,24
3293,"2024-02-18",城乡建设,13,6
3294,"2024-02-18",交通运输,20,23
3295,"2024-02-18",农林牧渔,33,47
3296,"2024-02-19",科教文体,22,5
3297,"2024-02-19",公卫医疗,90,6
3298,"2024-02-19",城乡建设,19,67
3299,"2024-02-19",交通运输,17,53
3300,"2024-02-19",农林牧渔,7,3
3301,"2024-02-20",科教文体,19,23
3302,"2024-02-20",公卫医疗,157,1
3303,"2024-02-20",城乡建设,41,172
3304,"2024-02-20",交通运输,331,7
3305,"2024-02-20",农林牧渔,15,80
3306,"2024-02-21",科教文体,5,5
3307,"2024-02-21",公卫医疗,220,28
3308,"2024-02-21",城乡建设,17,36
3309,"2024-02-21",交通运输,87,44
3310,"2024-02-21",农林牧渔,3,4
3311,"2024-02-22",科教文体,5,65
3312,"2024-02-22",公卫医疗,87,17
3313,"2024-02-22",城乡建设,67,30
3314,"2024-02-22",交通运输,8,23
3315,"2024-02-22",农林牧渔,58,7
3316,"2024-02-23",科教文体,57,51
3317,"2024-02-23",公卫医疗,29,33
3318,"2024-02-23",城乡建设,0,78
3319,"2024-02-23",交通运输,19,3
3320,"2024-02-23",农林牧渔,62,25
3321,"2024-02-24",科教文体,27,0
3322,"2024-02-24",公卫医疗,3,3
3323,"2024-02-24",城乡建设,24,12
3324,"2024-02-24",交通运输,89,1
3325,"2024-02-24",农林牧渔,10,53
3326,"2024-02-25",科教文体,239,62
3327,"2024-02-25",公卫医疗,49,49
3328,"2024-02-25",城乡建设,306,5
3329,"2024-02-25",交通运输,0,0
3330,"2024-02-25",农林牧渔,69,6
3331,"2024-02-26",科教文体,53,7
3332,"2024-02-26",公卫医疗,0,4
3333,"2024-02-26",城乡建设,131,240
3334,"2024-02-26",交通运输,9,2
3335,"2024-02-26",农林牧渔,117,100
3336,"2024-02-27",科教文体,127,18
3337,"2024-02-27",公卫医疗,145,0
3338,"2024-02-27",城乡建设,0,1
3339,"2024-02-27",交通运输,2,0
3340,"2024-02-27",农林牧渔,7,15
3341,"2024-02-28",科教文体,11,0
3342,"2024-02-28",公卫医疗,117,39
3343,"2024-02-28",城乡建设,61,47
3344,"2024-02-28",交通运输,63,29
3345,"2024-02-28",农林牧渔,28,57
3346,"2024-02-29",科教文体,68,43
3347,"2024-02-29",公卫医疗,118,18
3348,"2024-02-29",城乡建设,0,152
3349,"2024-02-29",交通运输,113,41
3350,"2024-02-29",农林牧渔,205,35
3351,"2024-03-01",科教文体,59,11
3352,"2024-03-01",公卫医疗,199,118
3353,"2024-03-01",城乡建设,28,5
3354,"2024-03-01",交通运输,35,2
3355,"2024-03-01",农林牧渔,231,12
3356,"2024-03-02",科教文体,157,23
3357,"2024-03-02",公卫医疗,5,16
3358,"2024-03-02",城乡建设,153,8
3359,"2024-03-02",交通运输,130,113
3360,"2024-03-02",农林牧渔,89,14
3361,"2024-03-03",科教文体,212,0
3362,"2024-03-03",公卫医疗,67,11
3363,"2024-03-03",城乡建设,94,12
3364,"2024-03-03",交通运输,221,27
3365,"2024-03-03",农林牧渔,28,35
3366,"2024-03-04",科教文体,42,133
3367,"2024-03-04",公卫医疗,106,41
3368,"2024-03-04",城乡建设,16,24
3369,"2024-03-04",交通运输,129,28
3370,"2024-03-04",农林牧渔,71,1
3371,"2024-03-05",科教文体,78,0
3372,"2024-03-05",公卫医疗,12,0
3373,"2024-03-05",城乡建设,36,20
3374,"2024-03-05",交通运输,17,19
3375,"2024-03-05",农林牧渔,48,144
3376,"2024-03-06",科教文体,13,2
3377,"2024-03-06",公卫医疗,171,55
3378,"2024-03-06",城乡建设,38,38
3379,"2024-03-06",交通运输,37,172
3380,"2024-03-06",农林牧渔,49,3
3381,"2024-03-07",科教文体,158,14
3382,"2024-03-07",公卫医疗,130,0
3383,"2024-03-07",城乡建设,1,114
3384,"2024-03-07",交通运输,87,2
3385,"2024-03-07",农林牧渔,43,25
3386,"2024-03-08",科教文体,12,5
3387,"2024-03-08",公卫医疗,2,2
3388,"2024-03-08",城乡建设,51,20
3389,"2024-03-08",交通运输,188,4
3390,"2024-03-08",农林牧渔,45,27
3391,"2024-03-09",科教文体,31,11
3392,"2024-03-09",公卫医疗,36,52
3393,"2024-03-09",城乡建设,6,0
3394,"2024-03-09",交通运输,75,47
3395,"2024-03-09",农林牧渔,59,30
3396,"2024-03-10",科教文体,273,50
3397,"2024-03-10",公卫医疗,66,83
3398,"2024-03-10",城乡建设,48,1
3399,"2024-03-10",交通运输,144,134
3400,"2024-03-10",农林牧渔,12,7
3401,"2024-03-11",科教文体,36,16
3402,"2024-03-11",公卫医疗,15,4
3403,"2024-03-11",城乡建设,199,17
3404,"2024-03-11",交通运输,78,17
3405,"2024-03-11",农林牧渔,17,22
3406,"2024-03-12",科教文体,59,19
3407,"2024-03-12",公卫医疗,194,44
3408,"2024-03-12",城乡建设,50,39
3409,"2024-03-12",交通运输,71,19
3410,"2024-03-12",农林牧渔,15,19
3411,"2024-03-13",科教文体,319,26
3412,"2024-03-13",公卫医疗,16,5
3413,"2024-03-13",城乡建设,15,8
3414,"2024-03-13",交通运输,195,51
3415,"2024-03-13",农林牧渔,8,20
3416,"2024-03-14",科教文体,111,17
3417,"2024-03-14",公卫医疗,22,137
3418,"2024-03-14",城乡建设,0,3
3419,"2024-03-14",交通运输,47,13
3420,"2024-03-14",农林牧渔,91,149
3421,"2024-03-15",科教文体,102,87
3422,"2024-03-15",公卫医疗,99,156
3423,"2024-03-15",城乡建设,185,17
3424,"2024-03-15",交通运输,80,25
3425,"2024-03-15",农林牧渔,17,13
3426,"2024-03-16",科教文体,42,10
3427,"2024-03-16",公卫医疗,85,0
3428,"2024-03-16",城乡建设,124,6
3429,"2024-03-16",交通运输,0,47
3430,"2024-03-16",农林牧渔,35,25
3431,"2024-03-17",科教文体,1,82
3432,"2024-03-17",公卫医疗,90,8
3433,"2024-03-17",城乡建设,7,25
3434,"2024-03-17",交通运输,64,21
3435,"2024-03-17",农林牧渔,50,22
3436,"2024-03-18",科教文体,67,7
3437,"2024-03-18",公卫医疗,25,66
3438,"2024-03-18",城乡建设,85,37
3439,"2024-03-18",交通运输,0,8
3440,"2024-03-18",农林牧渔,34,10
3441,"2024-03-19",科教文体,79,17
3442,"2024-03-19",公卫医疗,160,3
3443,"2024-03-19",城乡建设,88,12
3444,"2024-03-19",交通运输,82,51
3445,"2024-03-19",农林牧渔,62,19
3446,"2024-03-20",科教文体,4,29
3447,"2024-03-20",公卫医疗,56,25
3448,"2024-03-20",城乡建设,19,50
3449,"2024-03-20",交通运输,60,105
3450,"2024-03-20",农林牧渔,125,32
3451,"2024-03-21",科教文体,172,42
3452,"2024-03-21",公卫医疗,44,33
3453,"2024-03-21",城乡建设,103,39
3454,"2024-03-21",交通运输,60,30
3455,"2024-03-21",农林牧渔,67,0
3456,"2024-03-22",科教文体,168,38
3457,"2024-03-22",公卫医疗,35,50
3458,"2024-03-22",城乡建设,132,8
3459,"2024-03-22",交通运输,213,43
3460,"2024-03-22",农林牧渔,20,29
3461,"2024-03-23",科教文体,7,30
3462,"2024-03-23",公卫医疗,55,8
3463,"2024-03-23",城乡建设,11,12
3464,"2024-03-23",交通运输,88,17
3465,"2024-03-23",农林牧渔,42,75
3466,"2024-03-24",科教文体,57,41
3467,"2024-03-24",公卫医疗,139,17
3468,"2024-03-24",城乡建设,70,11
3469,"2024-03-24",交通运输,13,16
3470,"2024-03-24",农林牧渔,10,2
3471,"2024-03-25",科教文体,67,2
3472,"2024-03-25",公卫医疗,41,0
3473,"2024-03-25",城乡建设,33,14
3474,"2024-03-25",交通运输,123,24
3475,"2024-03-25",农林牧渔,6,1
3476,"2024-03-26",科教文体,74,5
3477,"2024-03-26",公卫医疗,152,29
3478,"2024-03-26",城乡建设,15,13
3479,"2024-03-26",交通运输,18,17
3480,"2024-03-26",农林牧渔,42,24
3481,"2024-03-27",科教文体,26,109
3482,"2024-03-27",公卫医疗,4,60
3483,"2024-03-27",城乡建设,95,8
3484,"2024-03-27",交通运输,31,43
3485,"2024-03-27",农林牧渔,47,35
3486,"2024-03-28",科教文体,155,3
3487,"2024-03-28",公卫医疗,46,45
3488,"2024-03-28",城乡建设,48,18
3489,"2024-03-28",交通运输,138,25
3490,"2024-03-28",农林牧渔,88,66
3491,"2024-03-29",科教文体,185,55
3492,"2024-03-29",公卫医疗,20,215
3493,"2024-03-29",城乡建设,60,61
3494,"2024-03-29",交通运输,32,9
3495,"2024-03-29",农林牧渔,0,0
3496,"2024-03-30",科教文体,4,186
3497,"2024-03-30",公卫医疗,19,5
3498,"2024-03-30",城乡建设,148,61
3499,"2024-03-30",交通运输,64,7
3500,"2024-03-30",农林牧渔,120,29
3501,"2024-03-31",科教文体,46,171
3502,"2024-03-31",公卫医疗,67,65
3503,"2024-03-31",城乡建设,5,4
3504,"2024-03-31",交通运输,212,6
3505,"2024-03-31",农林牧渔,16,3
3506,"2024-04-01",科教文体,5,3
3507,"2024-04-01",公卫医疗,62,36
3508,"2024-04-01",城乡建设,39,22
3509,"2024-04-01",交通运输,117,116
3510,"2024-04-01",农林牧渔,1,43
3511,"2024-04-02",科教文体,100,16
3512,"2024-04-02",公卫医疗,10,32
3513,"2024-04-02",城乡建设,71,18
3514,"2024-04-02",交通运输,117,6
3515,"2024-04-02",农林牧渔,41,1
3516,"2024-04-03",科教文体,10,0
3517,"2024-04-03",公卫医疗,61,44
3518,"2024-04-03",城乡建设,208,27
3519,"2024-04-03",交通运输,8,1
3520,"2024-04-03",农林牧渔,52,28
3521,"2024-04-04",科教文体,208,51
3522,"2024-04-04",公卫医疗,51,176
3523,"2024-04-04",城乡建设,177,20
3524,"2024-04-04",交通运输,0,0
3525,"2024-04-04",农林牧渔,140,49
3526,"2024-04-05",科教文体,83,98
3527,"2024-04-05",公卫医疗,93,43
3528,"2024-04-05",城乡建设,37,74
3529,"2024-04-05",交通运输,83,3
3530,"2024-04-05",农林牧渔,77,14
3531,"2024-04-06",科教文体,22,33
3532,"2024-04-06",公卫医疗,1,1
3533,"2024-04-06",城乡建设,54,15
3534,"2024-04-06",交通运输,69,17
3535,"2024-04-06",农林牧渔,49,43
3536,"2024-04-07",科教文体,138,96
3537,"2024-04-07",公卫医疗,66,2
3538,"2024-04-07",城乡建设,122,48
3539,"2024-04-07",交通运输,18,11
3540,"2024-04-07",农林牧渔,21,23
3541,"2024-04-08",科教文体,208,7
3542,"2024-04-08",公卫医疗,9,112
3543,"2024-04-08",城乡建设,103,41
3544,"2024-04-08",交通运输,10,34
3545,"2024-04-08",农林牧渔,21,11
3546,"2024-04-09",科教文体,0,90
3547,"2024-04-09",公卫医疗,3,80
3548,"2024-04-09",城乡建设,47,45
3549,"2024-04-09",交通运输,11,1
3550,"2024-04-09",农林牧渔,41,42
3551,"2024-04-10",科教文体,85,21
3552,"2024-04-10",公卫医疗,28,9
3553,"2024-04-10",城乡建设,2,2
3554,"2024-04-10",交通运输,16,1
3555,"2024-04-10",农林牧渔,51,15
3556,"2024-04-11",科教文体,237,12
3557,"2024-04-11",公卫医疗,109,36
3558,"2024-04-11",城乡建设,103,3
3559,"2024-04-11",交通运输,47,43
3560,"2024-04-11",农林牧渔,156,20
3561,"2024-04-12",科教文体,7,13
3562,"2024-04-12",公卫医疗,92,1
3563,"2024-04-12",城乡建设,135,73
3564,"2024-04-12",交通运输,7,48
3565,"2024-04-12",农林牧渔,53,20
3566,"2024-04-13",科教文体,174,93
3567,"2024-04-13",公卫医疗,72,45
3568,"2024-04-13",城乡建设,33,3
3569,"2024-04-13",交通运输,48,8
3570,"2024-04-13",农林牧渔,152,16
3571,"2024-04-14",科教文体,23,4
3572,"2024-04-14",公卫医疗,188,11
3573,"2024-04-14",城乡建设,148,28
3574,"2024-04-14",交通运输,84,6
3575,"2024-04-14",农林牧渔,145,6
3576,"2024-04-15",科教文体,49,72
3577,"2024-04-15",公卫医疗,83,18
3578,"2024-04-15",城乡建设,13,3
3579,"2024-04-15",交通运输,46,3
3580,"2024-04-15",农林牧渔,126,20
3581,"2024-04-16",科教文体,0,74
3582,"2024-04-16",公卫医疗,77,104
3583,"2024-04-16",城乡建设,146,7
3584,"2024-04-16",交通运输,2,90
3585,"2024-04-16",农林牧渔,85,89
3586,"2024-04-17",科教文体,38,3
3587,"2024-04-17",公卫医疗,41,24
3588,"2024-04-17",城乡建设,6,31
3589,"2024-04-17",交通运输,25,12
3590,"2024-04-17",农林牧渔,2,5
3591,"2024-04-18",科教文体,31,26
3592,"2024-04-18",公卫医疗,9,3
3593,"2024-04-18",城乡建设,37,52
3594,"2024-04-18",交通运输,30,62
3595,"2024-04-18",农林牧渔,12,137
3596,"2024-04-19",科教文体,108,24
3597,"2024-04-19",公卫医疗,8,1
3598,"2024-04-19",城乡建设,12,53
3599,"2024-04-19",交通运输,17,6
3600,"2024-04-19",农林牧渔,33,16
3601,"2024-04-20",科教文体,18,17
3602,"2024-04-20",公卫医疗,23,13
3603,"2024-04-20",城乡建设,70,114
3604,"2024-04-20",交通运输,46,22
3605,"2024-04-20",农林牧渔,5,9
3606,"2024-04-21",科教文体,24,1
3607,"2024-04-21",公卫医疗,9,0
3608,"2024-04-21",城乡建设,126,2
3609,"2024-04-21",交通运输,7,123
3610,"2024-04-21",农林牧渔,92,7
3611,"2024-04-22",科教文体,179,4
3612,"2024-04-22",公卫医疗,109,177
3613,"2024-04-22",城乡建设,50,6
3614,"2024-04-22",交通运输,3,18
3615,"2024-04-22",农林牧渔,175,61
3616,"2024-04-23",科教文体,32,62
3617,"2024-04-23",公卫医疗,122,13
3618,"2024-04-23",城乡建设,78,19
3619,"2024-04-23",交通运输,45,19
3620,"2024-04-23",农林牧渔,226,15
3621,"2024-04-24",科教文体,27,11
3622,"2024-04-24",公卫医疗,30,10
3623,"2024-04-24",城乡建设,35,6
3624,"2024-04-24",交通运输,0,41
3625,"2024-04-24",农林牧渔,1,12
3626,"2024-04-25",科教文体,52,27
3627,"2024-04-25",公卫医疗,28,41
3628,"2024-04-25",城乡建设,2,52
3629,"2024-04-25",交通运输,17,28
3630,"2024-04-25",农林牧渔,3,4
3631,"2024-04-26",科教文体,27,22
3632,"2024-04-26",公卫医疗,35,3
3633,"2024-04-26",城乡建设,69,0
3634,"2024-04-26",交通运输,40,16
3635,"2024-04-26",农林牧渔,141,1
3636,"2024-04-27",科教文体,70,62
3637,"2024-04-27",公卫医疗,251,28
3638,"2024-04-27",城乡建设,16,7
3639,"2024-04-27",交通运输,111,23
3640,"2024-04-27",农林牧渔,115,44
3641,"2024-04-28",科教文体,52,7
3642,"2024-04-28",公卫医疗,80,67
3643,"2024-04-28",城乡建设,57,147
3644,"2024-04-28",交通运输,11,3
3645,"2024-04-28",农林牧渔,39,216
3646,"2024-04-29",科教文体,90,30
3647,"2024-04-29",公卫医疗,78,5
3648,"2024-04-29",城乡建设,0,0
3649,"2024-04-29",交通运输,45,106
3650,"2024-04-29",农林牧渔,9,0
3651,"2024-04-30",科教文体,21,21
3652,"2024-04-30",公卫医疗,15,198
3653,"2024-04-30",城乡建设,97,0
3654,"2024-04-30",交通运输,208,82
3655,"2024-04-30",农林牧渔,29,43
3656,"2024-05-01",科教文体,27,10
3657,"2024-05-01",公卫医疗,54,44
3658,"2024-05-01",城乡建设,21,1
3659,"2024-05-01",交通运输,6,82
3660,"2024-05-01",农林牧渔,4,76
3661,"2024-05-02",科教文体,4,36
3662,"2024-05-02",公卫医疗,50,41
3663,"2024-05-02",城乡建设,2,45
3664,"2024-05-02",交通运输,11,67
3665,"2024-05-02",农林牧渔,17,33
3666,"2024-05-03",科教文体,69,49
3667,"2024-05-03",公卫医疗,7,20
3668,"2024-05-03",城乡建设,77,0
3669,"2024-05-03",交通运输,101,17
3670,"2024-05-03",农林牧渔,20,0
3671,"2024-05-04",科教文体,2,77
3672,"2024-05-04",公卫医疗,47,3
3673,"2024-05-04",城乡建设,20,32
3674,"2024-05-04",交通运输,20,74
3675,"2024-05-04",农林牧渔,44,77
3676,"2024-05-05",科教文体,86,41
3677,"2024-05-05",公卫医疗,70,183
3678,"2024-05-05",城乡建设,85,16
3679,"2024-05-05",交通运输,88,83
3680,"2024-05-05",农林牧渔,33,29
3681,"2024-05-06",科教文体,150,8
3682,"2024-05-06",公卫医疗,67,15
3683,"2024-05-06",城乡建设,17,85
3684,"2024-05-06",交通运输,6,41
3685,"2024-05-06",农林牧渔,57,41
3686,"2024-05-07",科教文体,5,117
3687,"2024-05-07",公卫医疗,36,12
3688,"2024-05-07",城乡建设,36,99
3689,"2024-05-07",交通运输,1,2
3690,"2024-05-07",农林牧渔,19,9
3691,"2024-05-08",科教文体,30,0
3692,"2024-05-08",公卫医疗,72,20
3693,"2024-05-08",城乡建设,40,5
3694,"2024-05-08",交通运输,4,12
3695,"2024-05-08",农林牧渔,1,179
3696,"2024-05-09",科教文体,74,27
3697,"2024-05-09",公卫医疗,10,8
