"md_id","busi_time","sub_name","top_name","satisfaction_cnt","top_cnt"
10650,"2023-07-18",交通运输,出租汽车,11,12
10651,"2023-07-18",交通运输,城际客运,18,18
10652,"2023-07-18",农林牧渔,农业管理,11,12
10653,"2023-07-18",农林牧渔,林业管理,2,2
10654,"2023-07-18",农林牧渔,渔业管理,29,30
10655,"2023-07-18",农林牧渔,畜牧业管理,10,11
10656,"2023-07-19",科教文体,科技事务,21,22
10657,"2023-07-19",科教文体,教育管理,10,11
10658,"2023-07-19",科教文体,文化管理,35,39
10659,"2023-07-19",科教文体,体育管理,27,31
10660,"2023-07-19",科教文体,社会教育,23,25
10661,"2023-07-19",公卫医疗,人口计生,18,20
10662,"2023-07-19",公卫医疗,卫生保健,29,31
10663,"2023-07-19",公卫医疗,医疗服务,40,47
10664,"2023-07-19",公卫医疗,公共卫生,47,48
10665,"2023-07-19",公卫医疗,医药管理,2,2
10666,"2023-07-19",城乡建设,住房公积金,12,13
10667,"2023-07-19",城乡建设,房屋管理,3,3
10668,"2023-07-19",城乡建设,市容市貌,3,3
10669,"2023-07-19",城乡建设,城乡规划,10,11
10670,"2023-07-19",城乡建设,城市设施管理,10,10
10671,"2023-07-19",交通运输,快递物流,9,9
10672,"2023-07-19",交通运输,公共汽车,10,10
10673,"2023-07-19",交通运输,公共自行车,7,7
10674,"2023-07-19",交通运输,出租汽车,2,2
10675,"2023-07-19",交通运输,城际客运,8,9
10676,"2023-07-19",农林牧渔,农业管理,86,94
10677,"2023-07-19",农林牧渔,林业管理,8,9
10678,"2023-07-19",农林牧渔,渔业管理,13,14
10679,"2023-07-19",农林牧渔,畜牧业管理,20,23
10680,"2023-07-20",科教文体,科技事务,19,21
10681,"2023-07-20",科教文体,教育管理,49,51
10682,"2023-07-20",科教文体,文化管理,25,26
10683,"2023-07-20",科教文体,体育管理,56,63
10684,"2023-07-20",科教文体,社会教育,32,34
10685,"2023-07-20",公卫医疗,人口计生,19,21
10686,"2023-07-20",公卫医疗,卫生保健,10,11
10687,"2023-07-20",公卫医疗,医疗服务,19,21
10688,"2023-07-20",公卫医疗,公共卫生,22,23
10689,"2023-07-20",公卫医疗,医药管理,20,23
10690,"2023-07-20",城乡建设,住房公积金,15,17
10691,"2023-07-20",城乡建设,房屋管理,4,5
10692,"2023-07-20",城乡建设,市容市貌,21,22
10693,"2023-07-20",城乡建设,城乡规划,78,86
10694,"2023-07-20",城乡建设,城市设施管理,70,73
10695,"2023-07-20",交通运输,快递物流,31,32
10696,"2023-07-20",交通运输,公共汽车,63,65
10697,"2023-07-20",交通运输,公共自行车,19,20
10698,"2023-07-20",交通运输,出租汽车,48,51
10699,"2023-07-20",交通运输,城际客运,59,67
10700,"2023-07-20",农林牧渔,农业管理,21,22
10701,"2023-07-20",农林牧渔,林业管理,15,16
10702,"2023-07-20",农林牧渔,渔业管理,10,11
10703,"2023-07-20",农林牧渔,畜牧业管理,7,7
10704,"2023-07-21",科教文体,科技事务,19,20
10705,"2023-07-21",科教文体,教育管理,56,66
10706,"2023-07-21",科教文体,文化管理,0,0
10707,"2023-07-21",科教文体,体育管理,52,53
10708,"2023-07-21",科教文体,社会教育,43,45
10709,"2023-07-21",公卫医疗,人口计生,20,23
10710,"2023-07-21",公卫医疗,卫生保健,4,4
10711,"2023-07-21",公卫医疗,医疗服务,46,49
10712,"2023-07-21",公卫医疗,公共卫生,25,28
10713,"2023-07-21",公卫医疗,医药管理,43,48
10714,"2023-07-21",城乡建设,住房公积金,56,66
10715,"2023-07-21",城乡建设,房屋管理,5,5
10716,"2023-07-21",城乡建设,市容市貌,62,67
10717,"2023-07-21",城乡建设,城乡规划,63,70
10718,"2023-07-21",城乡建设,城市设施管理,95,104
10719,"2023-07-21",交通运输,快递物流,23,25
10720,"2023-07-21",交通运输,公共汽车,39,43
10721,"2023-07-21",交通运输,公共自行车,23,24
10722,"2023-07-21",交通运输,出租汽车,20,21
10723,"2023-07-21",交通运输,城际客运,27,29
10724,"2023-07-21",农林牧渔,农业管理,1,1
10725,"2023-07-21",农林牧渔,林业管理,51,54
10726,"2023-07-21",农林牧渔,渔业管理,13,13
10727,"2023-07-21",农林牧渔,畜牧业管理,20,23
10728,"2023-07-22",科教文体,科技事务,2,2
10729,"2023-07-22",科教文体,教育管理,1,1
10730,"2023-07-22",科教文体,文化管理,2,2
10731,"2023-07-22",科教文体,体育管理,2,2
10732,"2023-07-22",科教文体,社会教育,1,1
10733,"2023-07-22",公卫医疗,人口计生,7,8
10734,"2023-07-22",公卫医疗,卫生保健,20,21
10735,"2023-07-22",公卫医疗,医疗服务,28,30
10736,"2023-07-22",公卫医疗,公共卫生,4,4
10737,"2023-07-22",公卫医疗,医药管理,20,22
10738,"2023-07-22",城乡建设,住房公积金,58,63
10739,"2023-07-22",城乡建设,房屋管理,54,61
10740,"2023-07-22",城乡建设,市容市貌,66,68
10741,"2023-07-22",城乡建设,城乡规划,54,58
10742,"2023-07-22",城乡建设,城市设施管理,13,13
10743,"2023-07-22",交通运输,快递物流,24,28
10744,"2023-07-22",交通运输,公共汽车,1,1
10745,"2023-07-22",交通运输,公共自行车,3,3
10746,"2023-07-22",交通运输,出租汽车,45,52
10747,"2023-07-22",交通运输,城际客运,55,58
10748,"2023-07-22",农林牧渔,农业管理,112,118
10749,"2023-07-22",农林牧渔,林业管理,14,15
10750,"2023-07-22",农林牧渔,渔业管理,98,115
10751,"2023-07-22",农林牧渔,畜牧业管理,35,39
10752,"2023-07-23",科教文体,科技事务,3,3
10753,"2023-07-23",科教文体,教育管理,20,20
10754,"2023-07-23",科教文体,文化管理,16,19
10755,"2023-07-23",科教文体,体育管理,6,7
10756,"2023-07-23",科教文体,社会教育,1,1
10757,"2023-07-23",公卫医疗,人口计生,29,32
10758,"2023-07-23",公卫医疗,卫生保健,14,15
10759,"2023-07-23",公卫医疗,医疗服务,20,23
10760,"2023-07-23",公卫医疗,公共卫生,38,40
10761,"2023-07-23",公卫医疗,医药管理,3,3
10762,"2023-07-23",城乡建设,住房公积金,80,91
10763,"2023-07-23",城乡建设,房屋管理,22,23
10764,"2023-07-23",城乡建设,市容市貌,62,71
10765,"2023-07-23",城乡建设,城乡规划,53,60
10766,"2023-07-23",城乡建设,城市设施管理,8,8
10767,"2023-07-23",交通运输,快递物流,23,24
10768,"2023-07-23",交通运输,公共汽车,15,16
10769,"2023-07-23",交通运输,公共自行车,13,14
10770,"2023-07-23",交通运输,出租汽车,15,16
10771,"2023-07-23",交通运输,城际客运,15,16
10772,"2023-07-23",农林牧渔,农业管理,55,63
10773,"2023-07-23",农林牧渔,林业管理,50,54
10774,"2023-07-23",农林牧渔,渔业管理,42,48
10775,"2023-07-23",农林牧渔,畜牧业管理,47,53
10776,"2023-07-24",科教文体,科技事务,1,1
10777,"2023-07-24",科教文体,教育管理,0,0
10778,"2023-07-24",科教文体,文化管理,4,4
10779,"2023-07-24",科教文体,体育管理,1,1
10780,"2023-07-24",科教文体,社会教育,0,0
10781,"2023-07-24",公卫医疗,人口计生,27,28
10782,"2023-07-24",公卫医疗,卫生保健,26,30
10783,"2023-07-24",公卫医疗,医疗服务,27,29
10784,"2023-07-24",公卫医疗,公共卫生,19,20
10785,"2023-07-24",公卫医疗,医药管理,9,10
10786,"2023-07-24",城乡建设,住房公积金,9,11
10787,"2023-07-24",城乡建设,房屋管理,10,12
10788,"2023-07-24",城乡建设,市容市貌,6,7
10789,"2023-07-24",城乡建设,城乡规划,2,2
10790,"2023-07-24",城乡建设,城市设施管理,3,3
10791,"2023-07-24",交通运输,快递物流,14,16
10792,"2023-07-24",交通运输,公共汽车,27,29
10793,"2023-07-24",交通运输,公共自行车,11,12
10794,"2023-07-24",交通运输,出租汽车,17,20
10795,"2023-07-24",交通运输,城际客运,20,23
10796,"2023-07-24",农林牧渔,农业管理,28,32
10797,"2023-07-24",农林牧渔,林业管理,19,20
10798,"2023-07-24",农林牧渔,渔业管理,26,30
10799,"2023-07-24",农林牧渔,畜牧业管理,2,2
10800,"2023-07-25",科教文体,科技事务,55,63
10801,"2023-07-25",科教文体,教育管理,34,37
10802,"2023-07-25",科教文体,文化管理,2,2
10803,"2023-07-25",科教文体,体育管理,36,39
10804,"2023-07-25",科教文体,社会教育,4,4
10805,"2023-07-25",公卫医疗,人口计生,19,22
10806,"2023-07-25",公卫医疗,卫生保健,3,3
10807,"2023-07-25",公卫医疗,医疗服务,12,13
10808,"2023-07-25",公卫医疗,公共卫生,21,24
10809,"2023-07-25",公卫医疗,医药管理,23,27
10810,"2023-07-25",城乡建设,住房公积金,29,32
10811,"2023-07-25",城乡建设,房屋管理,18,20
10812,"2023-07-25",城乡建设,市容市貌,25,26
10813,"2023-07-25",城乡建设,城乡规划,11,11
10814,"2023-07-25",城乡建设,城市设施管理,27,28
10815,"2023-07-25",交通运输,快递物流,12,12
10816,"2023-07-25",交通运输,公共汽车,4,4
10817,"2023-07-25",交通运输,公共自行车,6,7
10818,"2023-07-25",交通运输,出租汽车,13,13
10819,"2023-07-25",交通运输,城际客运,13,14
10820,"2023-07-25",农林牧渔,农业管理,64,73
10821,"2023-07-25",农林牧渔,林业管理,6,6
10822,"2023-07-25",农林牧渔,渔业管理,25,27
10823,"2023-07-25",农林牧渔,畜牧业管理,43,45
10824,"2023-07-26",科教文体,科技事务,44,50
10825,"2023-07-26",科教文体,教育管理,89,93
10826,"2023-07-26",科教文体,文化管理,12,13
10827,"2023-07-26",科教文体,体育管理,67,71
10828,"2023-07-26",科教文体,社会教育,26,27
10829,"2023-07-26",公卫医疗,人口计生,2,2
10830,"2023-07-26",公卫医疗,卫生保健,3,4
10831,"2023-07-26",公卫医疗,医疗服务,1,1
10832,"2023-07-26",公卫医疗,公共卫生,1,1
10833,"2023-07-26",公卫医疗,医药管理,4,4
10834,"2023-07-26",城乡建设,住房公积金,46,49
10835,"2023-07-26",城乡建设,房屋管理,28,32
10836,"2023-07-26",城乡建设,市容市貌,41,45
10837,"2023-07-26",城乡建设,城乡规划,37,38
10838,"2023-07-26",城乡建设,城市设施管理,52,58
10839,"2023-07-26",交通运输,快递物流,11,11
10840,"2023-07-26",交通运输,公共汽车,5,5
10841,"2023-07-26",交通运输,公共自行车,25,27
10842,"2023-07-26",交通运输,出租汽车,20,21
10843,"2023-07-26",交通运输,城际客运,26,29
10844,"2023-07-26",农林牧渔,农业管理,18,19
10845,"2023-07-26",农林牧渔,林业管理,22,23
10846,"2023-07-26",农林牧渔,渔业管理,15,17
10847,"2023-07-26",农林牧渔,畜牧业管理,9,9
10848,"2023-07-27",科教文体,科技事务,10,11
10849,"2023-07-27",科教文体,教育管理,7,7
10850,"2023-07-27",科教文体,文化管理,9,9
10851,"2023-07-27",科教文体,体育管理,11,12
10852,"2023-07-27",科教文体,社会教育,11,12
10853,"2023-07-27",公卫医疗,人口计生,47,50
10854,"2023-07-27",公卫医疗,卫生保健,34,35
10855,"2023-07-27",公卫医疗,医疗服务,32,38
10856,"2023-07-27",公卫医疗,公共卫生,46,54
10857,"2023-07-27",公卫医疗,医药管理,16,17
10858,"2023-07-27",城乡建设,住房公积金,11,12
10859,"2023-07-27",城乡建设,房屋管理,76,84
10860,"2023-07-27",城乡建设,市容市貌,55,58
10861,"2023-07-27",城乡建设,城乡规划,16,16
10862,"2023-07-27",城乡建设,城市设施管理,76,89
10863,"2023-07-27",交通运输,快递物流,5,5
10864,"2023-07-27",交通运输,公共汽车,46,50
10865,"2023-07-27",交通运输,公共自行车,5,5
10866,"2023-07-27",交通运输,出租汽车,50,53
10867,"2023-07-27",交通运输,城际客运,32,35
10868,"2023-07-27",农林牧渔,农业管理,50,55
10869,"2023-07-27",农林牧渔,林业管理,79,85
10870,"2023-07-27",农林牧渔,渔业管理,23,27
10871,"2023-07-27",农林牧渔,畜牧业管理,43,45
10872,"2023-07-28",科教文体,科技事务,8,9
10873,"2023-07-28",科教文体,教育管理,33,34
10874,"2023-07-28",科教文体,文化管理,34,40
10875,"2023-07-28",科教文体,体育管理,35,38
10876,"2023-07-28",科教文体,社会教育,30,32
10877,"2023-07-28",公卫医疗,人口计生,0,0
10878,"2023-07-28",公卫医疗,卫生保健,0,0
10879,"2023-07-28",公卫医疗,医疗服务,0,0
10880,"2023-07-28",公卫医疗,公共卫生,0,0
10881,"2023-07-28",公卫医疗,医药管理,0,0
10882,"2023-07-28",城乡建设,住房公积金,6,7
10883,"2023-07-28",城乡建设,房屋管理,6,6
10884,"2023-07-28",城乡建设,市容市貌,2,2
10885,"2023-07-28",城乡建设,城乡规划,3,4
10886,"2023-07-28",城乡建设,城市设施管理,5,5
10887,"2023-07-28",交通运输,快递物流,2,2
10888,"2023-07-28",交通运输,公共汽车,1,1
10889,"2023-07-28",交通运输,公共自行车,9,10
10890,"2023-07-28",交通运输,出租汽车,7,7
10891,"2023-07-28",交通运输,城际客运,0,0
10892,"2023-07-28",农林牧渔,农业管理,25,26
10893,"2023-07-28",农林牧渔,林业管理,31,33
10894,"2023-07-28",农林牧渔,渔业管理,18,21
10895,"2023-07-28",农林牧渔,畜牧业管理,26,28
10896,"2023-07-29",科教文体,科技事务,23,25
10897,"2023-07-29",科教文体,教育管理,125,134
10898,"2023-07-29",科教文体,文化管理,14,15
10899,"2023-07-29",科教文体,体育管理,25,29
10900,"2023-07-29",科教文体,社会教育,91,106
10901,"2023-07-29",公卫医疗,人口计生,53,54
10902,"2023-07-29",公卫医疗,卫生保健,8,8
10903,"2023-07-29",公卫医疗,医疗服务,63,65
10904,"2023-07-29",公卫医疗,公共卫生,49,53
10905,"2023-07-29",公卫医疗,医药管理,33,34
10906,"2023-07-29",城乡建设,住房公积金,50,56
10907,"2023-07-29",城乡建设,房屋管理,45,50
10908,"2023-07-29",城乡建设,市容市貌,37,42
10909,"2023-07-29",城乡建设,城乡规划,24,27
10910,"2023-07-29",城乡建设,城市设施管理,44,49
10911,"2023-07-29",交通运输,快递物流,7,8
10912,"2023-07-29",交通运输,公共汽车,39,40
10913,"2023-07-29",交通运输,公共自行车,49,53
10914,"2023-07-29",交通运输,出租汽车,44,49
10915,"2023-07-29",交通运输,城际客运,50,58
10916,"2023-07-29",农林牧渔,农业管理,0,0
10917,"2023-07-29",农林牧渔,林业管理,5,5
10918,"2023-07-29",农林牧渔,渔业管理,9,10
10919,"2023-07-29",农林牧渔,畜牧业管理,2,2
10920,"2023-07-30",科教文体,科技事务,26,29
10921,"2023-07-30",科教文体,教育管理,40,43
10922,"2023-07-30",科教文体,文化管理,15,17
10923,"2023-07-30",科教文体,体育管理,8,8
10924,"2023-07-30",科教文体,社会教育,27,31
10925,"2023-07-30",公卫医疗,人口计生,0,0
10926,"2023-07-30",公卫医疗,卫生保健,0,0
10927,"2023-07-30",公卫医疗,医疗服务,0,0
10928,"2023-07-30",公卫医疗,公共卫生,0,0
10929,"2023-07-30",公卫医疗,医药管理,1,1
10930,"2023-07-30",城乡建设,住房公积金,8,8
10931,"2023-07-30",城乡建设,房屋管理,7,7
10932,"2023-07-30",城乡建设,市容市貌,16,17
10933,"2023-07-30",城乡建设,城乡规划,12,13
10934,"2023-07-30",城乡建设,城市设施管理,2,2
10935,"2023-07-30",交通运输,快递物流,19,21
10936,"2023-07-30",交通运输,公共汽车,31,32
10937,"2023-07-30",交通运输,公共自行车,15,17
10938,"2023-07-30",交通运输,出租汽车,27,28
10939,"2023-07-30",交通运输,城际客运,7,8
10940,"2023-07-30",农林牧渔,农业管理,31,32
10941,"2023-07-30",农林牧渔,林业管理,40,41
10942,"2023-07-30",农林牧渔,渔业管理,12,13
10943,"2023-07-30",农林牧渔,畜牧业管理,40,44
10944,"2023-07-31",科教文体,科技事务,58,66
10945,"2023-07-31",科教文体,教育管理,17,20
10946,"2023-07-31",科教文体,文化管理,48,52
10947,"2023-07-31",科教文体,体育管理,28,29
10948,"2023-07-31",科教文体,社会教育,53,57
10949,"2023-07-31",公卫医疗,人口计生,39,42
10950,"2023-07-31",公卫医疗,卫生保健,52,57
10951,"2023-07-31",公卫医疗,医疗服务,87,96
10952,"2023-07-31",公卫医疗,公共卫生,33,35
10953,"2023-07-31",公卫医疗,医药管理,29,32
10954,"2023-07-31",城乡建设,住房公积金,4,4
10955,"2023-07-31",城乡建设,房屋管理,0,0
10956,"2023-07-31",城乡建设,市容市貌,3,3
10957,"2023-07-31",城乡建设,城乡规划,2,2
10958,"2023-07-31",城乡建设,城市设施管理,0,0
10959,"2023-07-31",交通运输,快递物流,64,71
10960,"2023-07-31",交通运输,公共汽车,61,70
10961,"2023-07-31",交通运输,公共自行车,12,13
10962,"2023-07-31",交通运输,出租汽车,40,43
10963,"2023-07-31",交通运输,城际客运,25,26
10964,"2023-07-31",农林牧渔,农业管理,3,3
10965,"2023-07-31",农林牧渔,林业管理,8,9
10966,"2023-07-31",农林牧渔,渔业管理,8,9
10967,"2023-07-31",农林牧渔,畜牧业管理,6,7
10968,"2023-08-01",科教文体,科技事务,3,3
10969,"2023-08-01",科教文体,教育管理,50,52
10970,"2023-08-01",科教文体,文化管理,32,33
10971,"2023-08-01",科教文体,体育管理,6,6
10972,"2023-08-01",科教文体,社会教育,16,17
10973,"2023-08-01",公卫医疗,人口计生,11,12
10974,"2023-08-01",公卫医疗,卫生保健,8,8
10975,"2023-08-01",公卫医疗,医疗服务,60,69
10976,"2023-08-01",公卫医疗,公共卫生,26,28
10977,"2023-08-01",公卫医疗,医药管理,57,66
10978,"2023-08-01",城乡建设,住房公积金,6,6
10979,"2023-08-01",城乡建设,房屋管理,1,1
10980,"2023-08-01",城乡建设,市容市貌,7,7
10981,"2023-08-01",城乡建设,城乡规划,3,3
10982,"2023-08-01",城乡建设,城市设施管理,10,11
10983,"2023-08-01",交通运输,快递物流,6,6
10984,"2023-08-01",交通运输,公共汽车,2,2
10985,"2023-08-01",交通运输,公共自行车,10,11
10986,"2023-08-01",交通运输,出租汽车,7,7
10987,"2023-08-01",交通运输,城际客运,15,16
10988,"2023-08-01",农林牧渔,农业管理,19,20
10989,"2023-08-01",农林牧渔,林业管理,36,39
10990,"2023-08-01",农林牧渔,渔业管理,26,28
10991,"2023-08-01",农林牧渔,畜牧业管理,13,15
10992,"2023-08-02",科教文体,科技事务,1,1
10993,"2023-08-02",科教文体,教育管理,1,1
10994,"2023-08-02",科教文体,文化管理,1,1
10995,"2023-08-02",科教文体,体育管理,1,1
10996,"2023-08-02",科教文体,社会教育,2,2
10997,"2023-08-02",公卫医疗,人口计生,5,5
10998,"2023-08-02",公卫医疗,卫生保健,15,16
10999,"2023-08-02",公卫医疗,医疗服务,3,3
11000,"2023-08-02",公卫医疗,公共卫生,4,5
11001,"2023-08-02",公卫医疗,医药管理,5,5
11002,"2023-08-02",城乡建设,住房公积金,4,4
11003,"2023-08-02",城乡建设,房屋管理,8,9
11004,"2023-08-02",城乡建设,市容市貌,3,3
11005,"2023-08-02",城乡建设,城乡规划,1,1
11006,"2023-08-02",城乡建设,城市设施管理,7,8
11007,"2023-08-02",交通运输,快递物流,3,3
11008,"2023-08-02",交通运输,公共汽车,21,23
11009,"2023-08-02",交通运输,公共自行车,23,24
11010,"2023-08-02",交通运输,出租汽车,110,122
11011,"2023-08-02",交通运输,城际客运,124,137
11012,"2023-08-02",农林牧渔,农业管理,132,136
11013,"2023-08-02",农林牧渔,林业管理,119,122
11014,"2023-08-02",农林牧渔,渔业管理,32,37
11015,"2023-08-02",农林牧渔,畜牧业管理,73,77
11016,"2023-08-03",科教文体,科技事务,50,56
11017,"2023-08-03",科教文体,教育管理,49,54
11018,"2023-08-03",科教文体,文化管理,15,16
11019,"2023-08-03",科教文体,体育管理,21,23
11020,"2023-08-03",科教文体,社会教育,87,95
11021,"2023-08-03",公卫医疗,人口计生,34,40
11022,"2023-08-03",公卫医疗,卫生保健,16,19
11023,"2023-08-03",公卫医疗,医疗服务,38,41
11024,"2023-08-03",公卫医疗,公共卫生,24,26
11025,"2023-08-03",公卫医疗,医药管理,38,43
11026,"2023-08-03",城乡建设,住房公积金,26,28
11027,"2023-08-03",城乡建设,房屋管理,1,1
11028,"2023-08-03",城乡建设,市容市貌,20,21
11029,"2023-08-03",城乡建设,城乡规划,19,21
11030,"2023-08-03",城乡建设,城市设施管理,15,16
11031,"2023-08-03",交通运输,快递物流,13,14
11032,"2023-08-03",交通运输,公共汽车,2,2
11033,"2023-08-03",交通运输,公共自行车,9,10
11034,"2023-08-03",交通运输,出租汽车,4,5
11035,"2023-08-03",交通运输,城际客运,8,8
11036,"2023-08-03",农林牧渔,农业管理,46,49
11037,"2023-08-03",农林牧渔,林业管理,36,40
11038,"2023-08-03",农林牧渔,渔业管理,69,77
11039,"2023-08-03",农林牧渔,畜牧业管理,7,7
11040,"2023-08-04",科教文体,科技事务,10,11
11041,"2023-08-04",科教文体,教育管理,16,17
11042,"2023-08-04",科教文体,文化管理,4,4
11043,"2023-08-04",科教文体,体育管理,20,22
11044,"2023-08-04",科教文体,社会教育,1,1
11045,"2023-08-04",公卫医疗,人口计生,19,20
11046,"2023-08-04",公卫医疗,卫生保健,9,9
11047,"2023-08-04",公卫医疗,医疗服务,4,4
11048,"2023-08-04",公卫医疗,公共卫生,12,13
11049,"2023-08-04",公卫医疗,医药管理,13,14
11050,"2023-08-04",城乡建设,住房公积金,9,10
11051,"2023-08-04",城乡建设,房屋管理,15,17
11052,"2023-08-04",城乡建设,市容市貌,4,4
11053,"2023-08-04",城乡建设,城乡规划,15,16
11054,"2023-08-04",城乡建设,城市设施管理,19,22
11055,"2023-08-04",交通运输,快递物流,10,11
11056,"2023-08-04",交通运输,公共汽车,21,24
11057,"2023-08-04",交通运输,公共自行车,13,14
11058,"2023-08-04",交通运输,出租汽车,3,3
11059,"2023-08-04",交通运输,城际客运,30,32
11060,"2023-08-04",农林牧渔,农业管理,25,27
11061,"2023-08-04",农林牧渔,林业管理,14,16
11062,"2023-08-04",农林牧渔,渔业管理,8,9
11063,"2023-08-04",农林牧渔,畜牧业管理,3,3
11064,"2023-08-05",科教文体,科技事务,4,4
11065,"2023-08-05",科教文体,教育管理,27,28
11066,"2023-08-05",科教文体,文化管理,21,22
11067,"2023-08-05",科教文体,体育管理,28,29
11068,"2023-08-05",科教文体,社会教育,24,28
11069,"2023-08-05",公卫医疗,人口计生,4,4
11070,"2023-08-05",公卫医疗,卫生保健,4,4
11071,"2023-08-05",公卫医疗,医疗服务,3,3
11072,"2023-08-05",公卫医疗,公共卫生,4,5
11073,"2023-08-05",公卫医疗,医药管理,3,3
11074,"2023-08-05",城乡建设,住房公积金,37,43
11075,"2023-08-05",城乡建设,房屋管理,23,25
11076,"2023-08-05",城乡建设,市容市貌,35,38
11077,"2023-08-05",城乡建设,城乡规划,14,15
11078,"2023-08-05",城乡建设,城市设施管理,38,40
11079,"2023-08-05",交通运输,快递物流,12,12
11080,"2023-08-05",交通运输,公共汽车,24,25
11081,"2023-08-05",交通运输,公共自行车,48,53
11082,"2023-08-05",交通运输,出租汽车,10,11
11083,"2023-08-05",交通运输,城际客运,27,28
11084,"2023-08-05",农林牧渔,农业管理,14,16
11085,"2023-08-05",农林牧渔,林业管理,15,15
11086,"2023-08-05",农林牧渔,渔业管理,11,12
11087,"2023-08-05",农林牧渔,畜牧业管理,69,72
11088,"2023-08-06",科教文体,科技事务,5,5
11089,"2023-08-06",科教文体,教育管理,14,16
11090,"2023-08-06",科教文体,文化管理,39,43
11091,"2023-08-06",科教文体,体育管理,36,39
11092,"2023-08-06",科教文体,社会教育,39,44
11093,"2023-08-06",公卫医疗,人口计生,88,93
11094,"2023-08-06",公卫医疗,卫生保健,16,18
11095,"2023-08-06",公卫医疗,医疗服务,105,114
11096,"2023-08-06",公卫医疗,公共卫生,56,59
11097,"2023-08-06",公卫医疗,医药管理,36,40
11098,"2023-08-06",城乡建设,住房公积金,3,3
11099,"2023-08-06",城乡建设,房屋管理,6,6
11100,"2023-08-06",城乡建设,市容市貌,3,3
11101,"2023-08-06",城乡建设,城乡规划,4,4
11102,"2023-08-06",城乡建设,城市设施管理,4,4
11103,"2023-08-06",交通运输,快递物流,4,4
11104,"2023-08-06",交通运输,公共汽车,1,1
11105,"2023-08-06",交通运输,公共自行车,2,2
11106,"2023-08-06",交通运输,出租汽车,2,2
11107,"2023-08-06",交通运输,城际客运,3,3
11108,"2023-08-06",农林牧渔,农业管理,244,287
11109,"2023-08-06",农林牧渔,林业管理,7,7
11110,"2023-08-06",农林牧渔,渔业管理,21,24
11111,"2023-08-06",农林牧渔,畜牧业管理,80,83
11112,"2023-08-07",科教文体,科技事务,6,6
11113,"2023-08-07",科教文体,教育管理,10,10
11114,"2023-08-07",科教文体,文化管理,11,12
11115,"2023-08-07",科教文体,体育管理,13,13
11116,"2023-08-07",科教文体,社会教育,3,3
11117,"2023-08-07",公卫医疗,人口计生,2,2
11118,"2023-08-07",公卫医疗,卫生保健,2,2
11119,"2023-08-07",公卫医疗,医疗服务,3,3
11120,"2023-08-07",公卫医疗,公共卫生,3,4
11121,"2023-08-07",公卫医疗,医药管理,4,5
11122,"2023-08-07",城乡建设,住房公积金,23,24
11123,"2023-08-07",城乡建设,房屋管理,15,17
11124,"2023-08-07",城乡建设,市容市貌,31,32
11125,"2023-08-07",城乡建设,城乡规划,9,10
11126,"2023-08-07",城乡建设,城市设施管理,20,23
11127,"2023-08-07",交通运输,快递物流,11,12
11128,"2023-08-07",交通运输,公共汽车,5,5
11129,"2023-08-07",交通运输,公共自行车,49,51
11130,"2023-08-07",交通运输,出租汽车,0,0
11131,"2023-08-07",交通运输,城际客运,34,38
11132,"2023-08-07",农林牧渔,农业管理,1,1
11133,"2023-08-07",农林牧渔,林业管理,11,12
11134,"2023-08-07",农林牧渔,渔业管理,20,23
11135,"2023-08-07",农林牧渔,畜牧业管理,23,24
11136,"2023-08-08",科教文体,科技事务,25,29
11137,"2023-08-08",科教文体,教育管理,34,39
11138,"2023-08-08",科教文体,文化管理,31,34
11139,"2023-08-08",科教文体,体育管理,36,40
11140,"2023-08-08",科教文体,社会教育,8,9
11141,"2023-08-08",公卫医疗,人口计生,15,16
11142,"2023-08-08",公卫医疗,卫生保健,17,18
11143,"2023-08-08",公卫医疗,医疗服务,18,21
11144,"2023-08-08",公卫医疗,公共卫生,24,26
11145,"2023-08-08",公卫医疗,医药管理,20,23
11146,"2023-08-08",城乡建设,住房公积金,1,1
11147,"2023-08-08",城乡建设,房屋管理,1,1
11148,"2023-08-08",城乡建设,市容市貌,1,1
11149,"2023-08-08",城乡建设,城乡规划,3,3
11150,"2023-08-08",城乡建设,城市设施管理,3,3
11151,"2023-08-08",交通运输,快递物流,0,0
11152,"2023-08-08",交通运输,公共汽车,0,0
11153,"2023-08-08",交通运输,公共自行车,0,0
11154,"2023-08-08",交通运输,出租汽车,0,0
11155,"2023-08-08",交通运输,城际客运,0,0
11156,"2023-08-08",农林牧渔,农业管理,25,28
11157,"2023-08-08",农林牧渔,林业管理,19,22
11158,"2023-08-08",农林牧渔,渔业管理,17,20
11159,"2023-08-08",农林牧渔,畜牧业管理,6,7
11160,"2023-08-09",科教文体,科技事务,2,2
11161,"2023-08-09",科教文体,教育管理,55,57
11162,"2023-08-09",科教文体,文化管理,19,22
11163,"2023-08-09",科教文体,体育管理,17,19
11164,"2023-08-09",科教文体,社会教育,29,33
11165,"2023-08-09",公卫医疗,人口计生,5,6
11166,"2023-08-09",公卫医疗,卫生保健,4,4
11167,"2023-08-09",公卫医疗,医疗服务,5,5
11168,"2023-08-09",公卫医疗,公共卫生,3,3
11169,"2023-08-09",公卫医疗,医药管理,0,0
11170,"2023-08-09",城乡建设,住房公积金,2,2
11171,"2023-08-09",城乡建设,房屋管理,7,8
11172,"2023-08-09",城乡建设,市容市貌,4,4
11173,"2023-08-09",城乡建设,城乡规划,9,10
