"md_id","busi_date","region_name","org_level","total_orders","process_orders","pending_orders","night_orders","cancelled_orders","avg_response_time","avg_finish_time","first_contact_resolved","escalation_cnt","repeat_cnt","online_channel_cnt","phone_channel_cnt","email_channel_cnt","mobile_app_cnt","alert_timeout_sign_orders","alert_timeout_process_orders","alert_repeat_exceed_orders","alert_sentiment_keyword_orders","high_priority_cnt","medium_priority_cnt","low_priority_cnt","overdue_pct","satisfaction_score","handler_cnt","bot_handled_cnt","handover_cnt","top_keyword_1","top_keyword_1_cnt","top_keyword_2","top_keyword_2_cnt","top_keyword_3","top_keyword_3_cnt","early_response_orders","late_response_orders","avg_wait_time_user","repeat_user_cnt","first_time_user_cnt","multi_channel_user_cnt","escalated_user_cnt","followup_orders","feedback_received_cnt","auto_reply_cnt","manual_reply_cnt","satisfaction_survey_sent","satisfaction_survey_responded","avg_survey_response_time"
4563,"2024-05-30",A县,2,425,358,67,94,37,26.26,30.65,90,12,20,20,95,204,106,1,31,17,39,140,257,28,14.1,91.91,5,216,15,排水,307,安全,190,卫生,188,246,2,58.49,36,26,60,58,143,88,108,90,9,0,59.25
4564,"2024-05-30",B县,2,844,756,88,381,52,299.01,82.71,175,63,7,266,379,188,11,23,53,25,33,362,410,72,3.75,57.91,8,511,48,噪音,308,卫生,515,信号,315,635,70,20.46,2,0,0,1,263,236,185,115,430,225,65.75
4565,"2024-05-30",A1镇,3,336,291,45,8,11,66.91,89.03,9,9,0,106,95,70,65,5,0,15,8,115,97,124,11.44,91.99,3,185,36,供水,117,停电,115,电梯,46,36,249,83.65,108,91,37,143,245,218,55,162,23,19,41.64
4566,"2024-05-30",B1镇,3,563,450,113,102,56,181.68,59.21,19,41,14,245,132,173,13,10,1,27,19,298,133,132,11.85,70.05,20,68,89,噪音,80,扰民,221,供水,132,501,7,36.74,40,60,69,3,424,17,8,20,290,185,51.49
4567,"2024-05-31",A市,1,138,138,0,55,8,78.06,54.99,17,8,3,35,29,39,35,7,12,0,4,48,23,67,11.02,60.03,19,4,10,噪音,42,信号,95,消防,58,80,21,72.34,9,0,1,3,26,21,96,39,120,98,75.76
4568,"2024-05-31",B市,1,468,462,6,34,13,70.15,33.5,13,0,8,148,59,141,120,11,7,5,46,93,43,332,18.03,73.43,5,376,20,漏水,223,物业,98,卫生,281,90,104,78.18,32,0,19,28,35,31,166,270,211,23,99.15
4569,"2024-05-31",A县,2,273,261,12,23,23,272.91,31.05,37,15,7,32,40,74,127,8,11,7,3,5,100,168,8.14,74.53,19,110,40,道路,204,物业,130,漏水,117,210,21,87.48,43,228,0,173,181,43,3,212,194,24,35.39
4570,"2024-05-31",B县,2,659,642,17,322,18,252.78,78.59,63,61,29,146,138,143,232,61,22,13,21,234,269,156,5.74,62.0,8,260,57,网络,367,供暖,604,宽带,90,405,232,71.44,14,183,1,12,335,224,167,251,72,41,93.14
4571,"2024-05-31",A1镇,3,991,817,174,164,2,255.98,62.97,177,70,12,83,361,166,381,7,81,35,20,411,535,45,12.55,67.89,8,156,189,交通,654,卫生,300,维修,550,55,838,48.74,256,146,146,193,619,79,342,406,785,364,46.99
4572,"2024-05-31",B1镇,3,662,594,68,157,26,147.84,65.17,90,61,25,206,37,242,177,52,65,30,65,321,118,223,17.3,42.72,13,240,15,停车,358,污染,237,扰民,89,132,20,20.88,271,81,45,171,315,46,374,43,439,148,34.78
4573,"2024-06-01",A市,1,180,172,8,86,2,171.31,75.26,33,17,5,58,69,24,29,1,2,9,2,52,83,45,4.37,32.89,4,66,21,噪音,155,网络,47,安全,77,90,65,90.3,5,21,24,23,82,44,76,49,128,10,30.08
4574,"2024-06-01",B市,1,399,398,1,158,30,206.36,33.53,68,25,16,52,13,211,123,35,0,9,35,242,144,13,5.98,97.53,19,307,59,停车,80,宽带,375,道路,130,65,298,40.13,99,71,109,114,29,14,195,27,287,114,16.84
4575,"2024-06-01",A县,2,202,185,17,83,0,203.49,42.9,17,8,7,46,28,58,70,0,18,0,18,118,77,7,16.04,72.31,1,112,17,安全,101,路灯,192,道路,148,107,34,66.66,49,68,97,48,125,101,48,97,108,91,69.23
4576,"2024-06-01",B县,2,885,698,187,86,58,130.36,35.62,58,12,18,133,196,344,212,73,22,27,64,330,315,240,19.44,97.88,3,475,159,网络,186,停车,352,绿化,354,409,246,51.34,400,12,83,169,662,417,92,430,307,199,97.64
4577,"2024-06-01",A1镇,3,287,244,43,44,5,253.59,52.19,19,7,5,142,111,26,8,5,5,14,6,205,12,70,6.12,39.08,2,56,31,信号,140,电梯,56,卫生,98,232,8,44.23,23,58,81,78,214,151,182,52,198,5,79.4
4578,"2024-06-01",B1镇,3,190,183,7,30,2,108.31,60.27,8,6,1,121,9,1,59,15,12,7,19,77,43,70,0.38,84.17,7,136,24,供电,143,燃气,110,漏水,99,34,106,41.98,52,23,25,53,155,32,119,24,183,157,71.63
4579,"2024-06-02",A市,1,648,538,110,89,16,127.18,72.17,127,50,1,218,123,209,98,5,0,5,31,207,188,253,6.7,99.19,5,70,58,漏水,565,施工,81,安全,352,425,63,76.17,116,392,364,178,347,161,161,110,477,252,85.88
4580,"2024-06-02",B市,1,145,142,3,59,1,24.43,83.65,12,3,0,52,37,34,22,13,12,7,2,14,58,73,5.46,34.2,19,36,28,消防,89,违建,40,电梯,94,63,49,13.7,14,27,10,32,10,5,31,103,136,110,75.13
4581,"2024-06-02",A县,2,311,307,4,97,21,120.18,87.46,19,24,6,8,5,100,198,27,19,14,20,7,130,174,12.32,59.33,19,121,18,排水,218,网络,46,外卖,88,112,22,36.03,193,35,79,115,25,3,101,91,165,134,90.87
4582,"2024-06-02",B县,2,796,768,28,357,63,58.14,56.23,60,30,15,287,188,5,316,10,31,13,41,361,405,30,15.05,65.67,18,115,6,垃圾,566,污染,524,供电,234,757,30,25.4,110,90,140,184,370,240,172,223,390,19,33.5
4583,"2024-06-02",A1镇,3,996,992,4,456,21,233.17,96.57,5,15,14,384,130,323,159,7,39,49,74,408,411,177,11.67,60.79,9,797,99,停电,721,维修,384,垃圾,203,141,293,45.19,401,470,206,50,467,290,820,163,196,48,34.17
4584,"2024-06-02",B1镇,3,845,653,192,19,64,135.42,59.84,134,51,40,54,476,50,265,54,83,35,77,220,451,174,19.98,36.18,12,264,27,漏水,186,扰民,803,绿化,710,761,24,91.77,326,1,211,77,213,70,541,13,502,436,43.57
4585,"2024-06-03",A市,1,565,467,98,222,26,29.26,92.9,107,20,18,280,130,88,67,8,54,16,39,113,250,202,6.63,50.43,8,58,67,垃圾,71,路灯,499,宽带,159,455,11,44.59,43,1,33,43,137,118,166,81,17,5,24.0
4586,"2024-06-03",B市,1,270,202,68,77,0,107.64,73.41,28,27,9,87,118,11,54,22,16,1,24,13,64,193,7.89,59.31,19,197,32,消防,210,卫生,252,扰民,77,166,63,61.89,149,53,126,173,65,36,138,34,97,34,97.62
4587,"2024-06-03",A县,2,179,134,45,27,4,224.2,88.53,34,7,8,91,7,62,19,13,8,3,10,24,90,65,16.99,46.31,1,129,3,卫生,121,绿化,179,排水,108,39,124,70.47,25,103,39,115,59,36,47,85,128,26,41.41
4588,"2024-06-03",B县,2,384,367,17,187,28,80.72,64.66,109,36,0,188,16,48,132,16,29,5,21,211,33,140,17.41,83.08,14,71,57,消防,68,道路,81,施工,216,177,68,79.08,75,51,104,59,109,34,159,55,274,247,33.27
4589,"2024-06-03",A1镇,3,104,91,13,9,6,27.78,56.2,12,9,4,29,12,29,34,1,8,4,5,33,18,53,16.41,73.23,3,61,18,交通,71,噪音,43,垃圾,54,32,48,17.12,39,0,23,3,2,2,55,6,83,8,64.47
4590,"2024-06-03",B1镇,3,456,456,0,111,8,113.74,76.25,110,1,3,39,151,262,4,29,39,8,10,234,220,2,19.85,37.33,5,404,28,外卖,74,垃圾,75,噪音,381,30,94,49.75,341,86,47,232,248,109,405,49,70,25,82.82
4591,"2024-06-04",A市,1,530,430,100,14,41,52.92,32.15,15,21,0,100,177,48,205,1,52,19,5,86,314,130,1.77,83.95,5,148,6,快递,131,违建,308,漏水,231,179,306,38.5,174,19,101,53,114,11,157,59,237,163,46.6
4592,"2024-06-04",B市,1,736,720,16,129,58,73.41,61.93,162,1,21,19,381,52,284,36,70,33,26,304,343,89,15.83,83.99,18,433,32,供暖,342,停车,499,宽带,658,233,309,41.08,21,109,109,59,398,364,491,184,611,438,43.12
4593,"2024-06-04",A县,2,886,707,179,211,46,65.56,52.77,9,27,1,75,204,523,84,25,42,14,20,20,586,280,17.77,47.7,19,245,163,卫生,854,物业,111,路灯,804,410,473,99.32,93,109,50,11,149,121,219,433,293,115,73.99
4594,"2024-06-04",B县,2,733,721,12,87,54,120.25,92.51,119,38,30,17,420,149,147,51,20,32,35,283,196,254,16.76,67.38,16,125,45,信号,585,物业,572,垃圾,412,725,8,87.44,73,202,111,24,486,471,434,153,193,120,53.52
4595,"2024-06-04",A1镇,3,894,682,212,47,21,220.99,64.84,133,9,35,212,262,196,224,16,74,20,46,331,134,429,10.89,89.22,16,541,14,排水,630,消防,332,垃圾,142,562,149,73.78,544,34,428,30,439,253,276,226,362,221,61.14
4596,"2024-06-04",B1镇,3,668,624,44,8,49,226.2,65.44,98,44,12,222,85,148,213,40,23,5,58,143,241,284,17.72,96.67,12,210,19,停电,644,违建,255,燃气,476,548,0,47.39,112,433,116,201,350,291,56,75,473,96,80.49
4597,"2024-06-05",A市,1,962,790,172,3,19,245.14,53.26,112,18,28,415,125,1,421,21,45,16,85,202,377,383,14.57,40.67,5,77,172,漏水,774,路灯,613,道路,389,803,31,15.02,370,415,664,419,457,322,183,501,402,5,89.27
4598,"2024-06-05",B市,1,360,347,13,74,36,175.59,35.08,53,30,12,56,148,72,84,5,21,1,28,117,39,204,7.48,57.18,11,38,56,扰民,195,维修,223,污染,135,143,21,27.88,19,119,61,128,36,15,46,62,183,49,42.24
4599,"2024-06-05",A县,2,895,790,105,231,89,98.41,62.1,59,28,44,272,258,150,215,42,76,39,83,464,113,318,2.62,87.65,12,450,47,道路,485,停车,160,违建,658,399,402,31.5,8,302,303,109,117,69,531,65,614,30,54.01
4600,"2024-06-05",B县,2,442,361,81,48,21,258.9,82.82,21,43,10,152,65,168,57,28,19,20,6,242,167,33,16.02,88.24,15,167,7,施工,131,停电,193,交通,187,319,40,51.41,91,147,179,120,112,17,146,27,36,21,32.34
4601,"2024-06-05",A1镇,3,248,245,3,70,7,244.45,75.88,42,5,5,67,75,23,83,0,22,9,22,44,170,34,10.06,50.91,11,129,2,燃气,238,宽带,147,物业,74,233,14,71.8,60,150,100,36,62,32,106,38,107,80,27.68
4602,"2024-06-05",B1镇,3,819,631,188,4,39,236.21,54.19,134,16,18,207,117,238,257,76,19,16,6,184,395,240,13.2,90.65,5,138,0,信号,106,路灯,90,交通,670,89,582,24.16,41,548,535,575,562,169,468,145,134,83,49.6
4603,"2024-06-06",A市,1,933,792,141,177,4,28.07,35.86,171,58,38,554,104,33,242,50,23,26,92,329,316,288,18.0,34.83,9,561,85,垃圾,826,燃气,638,供暖,163,884,47,68.19,162,188,170,268,413,18,180,402,168,142,31.0
4604,"2024-06-06",B市,1,159,157,2,65,1,138.28,67.57,16,5,2,70,3,15,71,0,0,0,2,49,34,76,8.94,93.56,14,127,15,信号,117,消防,86,道路,125,147,9,46.49,109,11,7,62,28,19,152,5,106,18,70.33
4605,"2024-06-06",A县,2,717,683,34,274,29,24.44,84.07,135,68,22,37,212,322,146,57,51,10,69,22,111,584,3.16,32.05,18,232,49,违建,445,排水,96,消防,344,647,25,79.03,18,233,78,63,96,52,537,102,353,95,42.65
4606,"2024-06-06",B县,2,292,236,56,59,9,234.17,46.24,62,8,2,50,11,55,176,15,11,9,14,71,123,98,9.26,80.5,5,50,23,施工,42,道路,260,路灯,111,246,40,39.65,9,8,8,11,215,175,95,92,64,10,12.58
4607,"2024-06-06",A1镇,3,167,162,5,29,0,201.32,31.96,34,4,4,26,36,52,53,1,15,8,16,116,9,42,10.42,48.67,10,40,12,供电,130,供暖,164,漏水,63,127,1,74.49,101,45,59,55,14,11,42,107,116,58,92.49
4608,"2024-06-06",B1镇,3,609,577,32,288,0,33.88,54.31,60,29,5,180,103,43,283,37,20,3,30,190,251,168,16.88,61.77,13,113,2,扰民,362,违建,273,安全,560,223,168,47.96,178,56,29,142,567,218,333,189,10,4,79.62
4609,"2024-06-07",A市,1,476,469,7,166,0,298.95,34.78,137,47,5,13,36,237,190,19,31,20,1,171,118,187,9.23,70.41,18,269,75,卫生,90,绿化,250,物业,142,317,86,37.8,6,24,23,21,341,74,21,96,143,95,39.8
4610,"2024-06-07",B市,1,200,179,21,42,10,68.51,30.24,43,8,3,104,35,39,22,10,13,7,19,64,61,75,19.86,36.47,13,98,21,交通,140,污染,45,路灯,110,186,4,62.14,13,128,109,16,136,53,171,6,91,78,65.83
4611,"2024-06-07",A县,2,386,375,11,80,13,200.03,98.3,67,17,6,16,69,177,124,15,2,12,11,88,128,170,10.34,66.7,3,330,6,供暖,58,绿化,328,安全,47,343,40,49.99,352,0,84,234,351,201,36,239,185,58,39.18
4612,"2024-06-07",B县,2,169,146,23,72,1,255.98,34.7,1,9,0,63,30,71,5,4,7,4,9,19,33,117,9.36,94.9,4,99,27,供电,56,供暖,28,信号,123,165,3,69.01,18,60,15,54,132,10,44,36,72,61,19.24
4613,"2024-06-07",A1镇,3,849,752,97,245,68,88.26,73.41,190,11,10,190,281,300,78,30,45,25,18,64,592,193,13.61,67.74,2,95,57,道路,650,垃圾,628,停车,419,698,83,29.05,92,95,150,77,748,122,254,62,75,72,70.19
4614,"2024-06-07",B1镇,3,211,189,22,22,9,229.66,33.42,29,5,1,63,49,52,47,10,14,10,21,74,75,62,16.36,46.46,6,116,10,电梯,203,供电,203,扰民,176,47,26,73.53,6,15,20,12,14,3,102,48,61,34,66.27
4615,"2024-06-08",A市,1,864,662,202,213,47,258.07,74.85,92,72,42,152,150,284,278,82,3,12,50,365,358,141,18.62,60.35,1,79,132,安全,195,快递,846,停车,432,297,192,86.92,159,247,154,110,521,275,423,133,16,6,62.21
4616,"2024-06-08",B市,1,365,321,44,116,13,257.98,41.05,1,33,4,125,33,96,111,26,34,5,24,130,90,145,7.89,70.07,11,163,52,污染,360,供电,196,停车,284,271,81,72.51,0,2,0,1,202,58,68,222,209,108,61.97
4617,"2024-06-08",A县,2,397,328,69,134,9,137.31,37.61,31,13,17,157,49,114,77,2,35,1,5,192,97,108,1.67,61.08,3,69,15,网络,267,漏水,75,供暖,261,97,80,71.68,63,26,49,20,231,107,214,57,27,25,78.23
4618,"2024-06-08",B县,2,751,569,182,58,32,148.0,80.5,8,9,6,89,253,135,274,21,31,15,13,279,187,285,18.09,47.58,15,250,104,停车,667,网络,438,电梯,311,521,76,49.89,31,25,18,47,291,6,64,406,531,51,17.13
4619,"2024-06-08",A1镇,3,602,451,151,95,58,166.73,97.69,24,31,16,81,76,209,236,37,48,14,47,313,110,179,18.75,44.57,7,61,91,污染,224,停电,339,交通,528,59,125,10.03,116,245,28,334,256,145,51,392,230,200,66.33
4620,"2024-06-08",B1镇,3,181,174,7,81,15,235.14,40.57,51,15,3,22,20,25,114,6,7,3,2,46,57,78,8.72,54.91,17,134,10,噪音,179,供电,29,快递,157,31,100,19.84,39,47,39,20,53,45,112,53,150,90,18.39
4621,"2024-06-09",A市,1,190,147,43,11,13,185.99,40.43,29,17,9,93,82,3,12,15,8,3,7,77,66,47,10.9,66.38,13,17,28,道路,99,物业,62,路灯,72,35,51,15.39,0,184,142,88,98,45,47,96,59,8,34.1
4622,"2024-06-09",B市,1,752,711,41,324,5,24.84,79.72,104,44,33,217,205,163,167,27,66,17,30,551,116,85,13.0,53.3,9,562,143,扰民,554,宽带,379,施工,174,481,246,39.4,631,6,299,119,63,19,646,52,497,229,31.1
4623,"2024-06-09",A县,2,221,189,32,4,2,262.8,46.35,3,9,4,72,25,28,96,21,8,7,15,136,28,57,5.36,64.15,2,22,21,安全,68,供电,105,供水,212,125,7,76.34,20,74,57,18,186,151,180,8,141,105,88.65
4624,"2024-06-09",B县,2,894,704,190,231,53,101.4,60.49,169,78,13,339,30,168,357,19,57,22,42,261,113,520,10.04,63.18,19,619,116,排水,805,噪音,416,交通,403,48,231,15.11,129,491,263,504,572,91,221,302,293,228,74.77
4625,"2024-06-09",A1镇,3,689,566,123,176,1,237.15,84.32,11,57,25,43,235,236,175,21,62,12,26,23,103,563,6.65,51.29,6,338,38,噪音,234,路灯,80,绿化,140,146,155,79.03,82,264,285,269,547,449,67,364,446,425,22.18
4626,"2024-06-09",B1镇,3,778,590,188,26,44,114.03,67.65,17,0,9,45,141,256,336,27,4,3,20,292,213,273,12.32,59.81,3,487,103,交通,232,漏水,321,噪音,316,33,673,38.94,112,116,151,55,270,66,501,8,523,214,87.16
4627,"2024-06-10",A市,1,855,741,114,409,6,284.71,87.56,171,73,21,95,35,264,461,39,76,23,45,306,524,25,13.52,40.81,8,630,93,扰民,212,供电,116,消防,722,355,125,13.15,4,8,9,4,358,140,93,517,732,124,19.81
4628,"2024-06-10",B市,1,138,105,33,27,1,230.15,89.37,12,10,5,7,71,32,28,5,7,3,7,25,20,93,1.42,65.71,18,7,8,维修,85,交通,81,施工,60,128,5,90.02,10,20,27,16,86,53,102,0,20,10,22.72
4629,"2024-06-10",A县,2,120,101,19,60,7,78.92,39.99,13,9,5,37,28,29,26,10,7,1,10,24,54,42,18.47,86.41,3,35,20,物业,34,电梯,49,道路,97,75,35,29.69,46,20,4,25,15,0,53,6,18,7,24.74
4630,"2024-06-10",B县,2,773,751,22,312,53,144.01,30.89,184,70,10,199,89,249,236,3,52,0,3,78,373,322,3.86,47.06,4,299,135,电梯,201,污染,152,交通,393,483,157,62.57,266,333,196,254,315,88,536,179,128,45,48.47
4631,"2024-06-10",A1镇,3,221,203,18,60,22,260.62,48.3,11,22,1,44,69,68,40,6,3,11,19,98,92,31,4.47,79.66,1,184,23,路灯,171,供水,140,绿化,140,111,26,14.27,66,49,55,21,19,14,117,57,7,6,62.55
4632,"2024-06-10",B1镇,3,958,766,192,172,37,134.82,49.58,167,22,45,17,138,274,529,91,35,4,64,268,394,296,2.85,31.92,15,438,138,供水,466,扰民,510,绿化,396,566,303,34.53,760,62,381,806,678,426,128,179,577,184,64.41
4633,"2024-06-11",A市,1,291,232,59,43,9,151.85,93.3,37,9,5,60,0,49,182,1,26,7,24,43,111,137,3.37,48.32,18,107,13,卫生,218,安全,147,物业,233,281,5,73.12,216,35,25,89,157,59,30,193,91,32,65.74
4634,"2024-06-11",B市,1,439,418,21,186,15,247.0,48.51,88,27,8,151,144,53,91,0,24,19,7,49,142,248,17.59,42.96,15,290,11,电梯,415,交通,81,安全,235,120,232,52.13,61,340,255,153,404,197,58,16,155,33,81.72
4635,"2024-06-11",A县,2,412,324,88,56,40,119.59,37.96,11,40,20,73,164,89,86,19,23,9,22,196,47,169,7.93,57.63,17,254,76,违建,79,卫生,309,物业,53,300,40,60.47,197,124,107,249,108,14,318,3,81,56,38.15
4636,"2024-06-11",B县,2,831,785,46,150,17,208.78,49.43,193,71,0,321,22,380,108,57,81,14,36,449,371,11,1.71,61.12,4,245,107,道路,535,电梯,824,安全,172,382,289,15.53,6,3,6,4,299,223,683,15,733,394,77.24
4637,"2024-06-11",A1镇,3,385,379,6,42,25,152.55,59.9,12,4,15,37,111,149,88,11,30,10,31,247,93,45,2.72,37.99,20,247,37,停车,40,漏水,325,电梯,284,29,41,91.28,8,7,13,3,265,117,150,55,144,137,46.8
4638,"2024-06-11",B1镇,3,983,739,244,89,53,226.04,65.28,109,63,49,346,377,22,238,40,93,19,71,401,100,482,19.25,47.9,4,386,102,道路,778,供水,637,停电,347,598,12,37.54,8,519,382,29,442,199,545,121,525,457,17.94
4639,"2024-06-12",A市,1,308,254,54,103,20,95.11,94.49,58,10,11,96,35,74,103,24,27,10,17,146,115,47,8.79,43.84,12,240,35,供电,205,安全,297,扰民,209,55,231,68.24,282,18,83,32,190,60,140,100,181,8,86.19
4640,"2024-06-12",B市,1,431,370,61,2,39,273.62,95.15,18,22,14,205,87,80,59,29,40,1,39,166,119,146,17.43,65.5,3,32,56,停电,333,污染,252,信号,411,253,139,17.14,43,258,35,140,53,23,100,243,61,48,71.16
4641,"2024-06-12",A县,2,518,435,83,19,17,148.02,54.87,94,12,5,193,88,122,115,47,34,22,9,246,7,265,6.58,88.86,19,94,2,噪音,394,停车,341,维修,445,61,302,85.48,121,6,74,54,310,171,231,102,433,266,93.31
4642,"2024-06-12",B县,2,634,583,51,28,54,182.96,54.01,134,7,2,65,353,157,59,6,35,28,23,97,196,341,15.37,88.01,7,90,4,扰民,484,信号,554,路灯,580,531,6,62.39,207,262,468,308,503,443,216,124,19,7,14.87
4643,"2024-06-12",A1镇,3,344,258,86,149,15,293.39,74.39,62,26,16,21,81,144,98,32,4,9,10,119,114,111,10.56,83.17,13,254,63,物业,271,燃气,273,快递,78,192,25,66.03,23,166,156,28,0,0,113,59,15,4,68.15
4644,"2024-06-12",B1镇,3,342,280,62,113,2,261.48,52.64,46,23,9,95,106,89,52,14,1,13,32,20,69,253,0.36,50.43,17,182,15,物业,175,交通,204,燃气,221,43,278,24.26,39,173,74,107,6,4,277,2,12,1,47.49
4645,"2024-06-13",A市,1,765,687,78,272,60,164.24,90.33,131,2,29,303,118,300,44,16,17,35,32,216,132,417,10.26,57.43,4,439,109,噪音,607,供电,361,排水,659,487,157,16.04,261,188,325,294,140,35,442,113,82,35,31.15
4646,"2024-06-13",B市,1,617,530,87,196,26,146.33,36.1,77,49,0,149,43,140,285,54,45,5,25,243,213,161,8.94,93.55,15,93,55,燃气,611,卫生,140,噪音,365,50,424,75.28,31,1,15,25,241,133,122,94,133,91,92.74
4647,"2024-06-13",A县,2,789,724,65,362,14,125.95,59.25,51,69,2,279,45,270,195,23,40,29,5,104,289,396,15.32,65.55,1,177,60,道路,229,网络,324,维修,472,776,12,55.79,66,203,120,226,418,311,488,80,257,126,50.58
4648,"2024-06-13",B县,2,466,402,64,32,46,27.62,41.93,109,41,7,29,73,207,157,5,41,2,26,215,140,111,19.52,68.2,18,200,77,维修,231,外卖,413,卫生,206,230,227,14.32,318,114,394,232,193,164,147,127,172,6,80.52
4649,"2024-06-13",A1镇,3,205,154,51,101,17,56.81,92.82,27,0,1,61,34,41,69,3,13,8,3,41,44,120,9.77,56.54,15,107,40,供暖,110,快递,151,噪音,70,28,173,95.43,39,108,83,118,42,11,99,51,33,7,61.7
4650,"2024-06-13",B1镇,3,104,101,3,12,6,63.07,67.33,2,8,2,3,32,38,31,6,9,4,2,38,50,16,6.9,99.06,20,59,6,垃圾,43,绿化,37,物业,24,103,1,29.99,0,2,2,1,92,87,69,6,45,14,94.38
4651,"2024-06-14",A市,1,196,179,17,6,8,228.78,55.7,3,3,4,50,24,66,56,11,16,3,19,74,51,71,14.41,74.53,17,171,37,燃气,82,网络,38,垃圾,56,169,7,46.81,139,35,139,128,178,106,135,17,171,86,45.49
4652,"2024-06-14",B市,1,673,541,132,259,40,267.95,55.67,2,41,4,104,13,273,283,21,17,27,1,179,406,88,2.59,58.53,17,223,15,电梯,284,宽带,201,垃圾,438,229,399,38.9,110,51,74,116,334,313,67,344,290,66,25.3
4653,"2024-06-14",A县,2,453,349,104,189,30,41.17,81.67,19,22,11,106,124,124,99,1,23,4,22,367,9,77,4.28,60.93,3,70,26,快递,371,扰民,401,维修,265,74,353,63.14,129,142,40,131,51,3,112,129,170,150,40.9
4654,"2024-06-14",B县,2,944,783,161,277,67,179.63,93.79,48,50,27,167,48,145,584,4,81,43,6,388,163,393,6.11,96.12,19,485,86,扰民,347,宽带,800,污染,579,617,234,19.55,488,146,555,51,31,17,757,11,660,647,60.63
4655,"2024-06-14",A1镇,3,891,799,92,316,61,22.45,38.74,190,0,41,237,113,145,396,48,85,22,44,247,426,218,7.19,34.56,5,728,177,漏水,434,扰民,442,供暖,519,681,42,89.79,675,13,437,442,129,41,481,70,62,40,11.15
4656,"2024-06-14",B1镇,3,627,508,119,214,23,27.67,57.99,17,62,28,109,310,129,79,55,47,16,53,240,329,58,14.64,64.21,10,283,75,网络,334,安全,574,电梯,454,560,15,93.71,200,75,174,217,450,66,391,31,76,10,90.6
4657,"2024-06-15",A市,1,832,671,161,122,43,27.16,44.05,103,7,27,292,252,261,27,21,25,10,49,535,171,126,7.38,71.63,2,201,40,路灯,153,快递,654,信号,729,625,94,73.13,328,372,99,305,494,332,534,95,528,222,66.8
4658,"2024-06-15",B市,1,902,881,21,163,87,195.76,96.14,14,7,33,382,112,131,277,8,21,42,85,529,370,3,16.89,86.61,9,825,133,宽带,832,停电,666,交通,505,844,1,73.74,27,4,20,12,868,12,217,265,681,552,18.47
4659,"2024-06-15",A县,2,442,432,10,185,0,62.64,44.31,67,21,2,52,175,37,178,30,21,3,11,132,207,103,13.21,70.39,1,298,49,违建,141,供电,335,消防,275,205,175,31.14,185,184,111,67,93,2,180,204,143,122,95.97
4660,"2024-06-15",B县,2,714,625,89,5,64,143.95,49.05,117,14,24,92,362,74,186,27,10,1,58,273,326,115,11.32,53.98,16,393,64,宽带,249,燃气,344,供水,89,453,210,70.18,262,113,315,235,111,74,532,66,96,7,19.95
4661,"2024-06-15",A1镇,3,515,438,77,252,49,260.8,90.67,78,29,11,101,52,100,262,19,8,1,9,164,142,209,9.36,90.4,19,436,96,卫生,77,外卖,164,停车,463,93,129,53.37,73,342,90,334,304,274,370,23,376,338,54.18
4662,"2024-06-15",B1镇,3,534,492,42,2,36,204.0,31.69,71,5,12,186,69,81,198,22,16,4,47,388,55,91,15.06,47.8,8,231,24,违建,93,噪音,494,漏水,475,131,119,19.48,26,171,177,97,261,38,34,214,23,19,34.9
4663,"2024-06-16",A市,1,702,609,93,157,40,92.27,93.78,74,67,32,6,199,236,261,17,36,13,31,80,216,406,1.07,47.3,12,220,12,供暖,621,外卖,407,快递,349,637,24,87.25,42,244,227,180,403,349,186,403,232,69,77.82
4664,"2024-06-16",B市,1,240,226,14,98,22,299.68,42.94,19,11,6,68,50,50,72,21,10,3,4,28,22,190,11.89,68.91,2,121,4,物业,127,噪音,122,路灯,235,58,137,43.25,103,49,85,23,6,5,97,33,78,20,69.0
4665,"2024-06-16",A县,2,326,304,22,116,12,20.04,56.19,40,11,8,92,143,15,76,4,8,10,5,141,83,102,12.78,30.87,14,264,14,电梯,106,燃气,249,宽带,303,158,114,94.85,46,28,57,56,70,44,33,175,156,108,76.98
4666,"2024-06-16",B县,2,922,833,89,283,55,187.85,46.8,85,58,40,317,113,293,199,7,66,32,30,386,234,302,6.72,49.46,17,234,33,快递,320,道路,445,排水,615,365,61,39.84,296,309,138,402,752,350,384,391,605,348,46.88
4667,"2024-06-16",A1镇,3,119,107,12,35,3,46.42,74.95,0,2,0,24,44,39,12,8,4,1,1,79,38,2,3.82,83.49,20,99,21,燃气,112,交通,115,停电,32,52,5,99.4,17,39,31,52,70,22,13,66,39,34,84.02
4668,"2024-06-16",B1镇,3,711,576,135,81,66,250.31,76.1,39,34,20,237,298,57,119,37,36,14,14,210,252,249,7.78,76.07,1,46,50,停车,513,供暖,368,维修,420,185,234,42.06,80,12,38,46,127,95,368,8,286,252,88.76
4669,"2024-06-17",A市,1,544,444,100,95,32,158.87,78.63,101,39,18,196,220,123,5,10,52,4,36,261,104,179,14.82,34.54,9,128,97,交通,155,供暖,442,安全,513,209,106,40.44,268,137,144,74,197,9,150,230,14,12,51.88
4670,"2024-06-17",B市,1,195,155,40,66,16,137.47,77.99,12,8,9,3,38,73,81,19,19,0,14,63,26,106,3.94,66.73,3,69,32,物业,184,漏水,73,交通,23,36,138,47.77,66,22,40,75,116,55,7,51,64,47,66.11
