"md_id","busi_time","sub_name","name","type_name","item_num","complete_cnt","avg_handler_time","satisfaction_cnt"
5426,"2023-10-25",城乡建设,B区,"2",7,6,55,5
5427,"2023-10-25",交通运输,B部门,"1",88,72,58,63
5428,"2023-10-25",交通运输,A区,"2",33,28,19,25
5429,"2023-10-25",农林牧渔,B部门,"1",2,1,45,0
5430,"2023-10-25",农林牧渔,B区,"2",1,0,46,0
5431,"2023-10-26",科教文体,B部门,"1",225,186,19,166
5432,"2023-10-26",科教文体,B区,"2",111,95,49,78
5433,"2023-10-26",公卫医疗,A部门,"1",62,51,33,40
5434,"2023-10-26",公卫医疗,B区,"2",88,75,39,68
5435,"2023-10-26",城乡建设,A部门,"1",86,68,19,60
5436,"2023-10-26",城乡建设,A区,"2",39,29,32,25
5437,"2023-10-26",交通运输,A部门,"1",275,222,30,192
5438,"2023-10-26",交通运输,C区,"2",65,61,48,57
5439,"2023-10-26",农林牧渔,B部门,"1",2,1,47,0
5440,"2023-10-26",农林牧渔,C区,"2",20,14,20,13
5441,"2023-10-27",科教文体,A部门,"1",174,151,57,139
5442,"2023-10-27",科教文体,A区,"2",60,48,32,39
5443,"2023-10-27",公卫医疗,B部门,"1",45,31,45,26
5444,"2023-10-27",公卫医疗,A区,"2",52,36,10,30
5445,"2023-10-27",城乡建设,A部门,"1",12,9,32,8
5446,"2023-10-27",城乡建设,C区,"2",52,46,22,37
5447,"2023-10-27",交通运输,B部门,"1",131,98,39,81
5448,"2023-10-27",交通运输,A区,"2",121,94,45,81
5449,"2023-10-27",农林牧渔,B部门,"1",28,20,53,18
5450,"2023-10-27",农林牧渔,C区,"2",71,53,27,42
5451,"2023-10-28",科教文体,A部门,"1",183,132,35,109
5452,"2023-10-28",科教文体,B区,"2",38,29,16,23
5453,"2023-10-28",公卫医疗,B部门,"1",155,114,16,106
5454,"2023-10-28",公卫医疗,B区,"2",24,19,31,17
5455,"2023-10-28",城乡建设,B部门,"1",154,130,21,120
5456,"2023-10-28",城乡建设,B区,"2",183,141,50,131
5457,"2023-10-28",交通运输,B部门,"1",29,21,54,17
5458,"2023-10-28",交通运输,B区,"2",0,0,36,0
5459,"2023-10-28",农林牧渔,C部门,"1",75,53,46,47
5460,"2023-10-28",农林牧渔,A区,"2",89,63,42,53
5461,"2023-10-29",科教文体,A部门,"1",7,5,35,4
5462,"2023-10-29",科教文体,B区,"2",3,2,18,1
5463,"2023-10-29",公卫医疗,A部门,"1",5,4,38,3
5464,"2023-10-29",公卫医疗,B区,"2",1,0,16,0
5465,"2023-10-29",城乡建设,C部门,"1",22,15,47,13
5466,"2023-10-29",城乡建设,A区,"2",133,107,28,94
5467,"2023-10-29",交通运输,A部门,"1",70,66,38,60
5468,"2023-10-29",交通运输,A区,"2",40,33,36,28
5469,"2023-10-29",农林牧渔,C部门,"1",32,27,43,25
5470,"2023-10-29",农林牧渔,A区,"2",193,180,40,168
5471,"2023-10-30",科教文体,C部门,"1",26,22,26,17
5472,"2023-10-30",科教文体,C区,"2",172,142,41,118
5473,"2023-10-30",公卫医疗,A部门,"1",46,42,43,38
5474,"2023-10-30",公卫医疗,A区,"2",40,33,58,29
5475,"2023-10-30",城乡建设,C部门,"1",33,26,29,21
5476,"2023-10-30",城乡建设,A区,"2",186,142,33,125
5477,"2023-10-30",交通运输,B部门,"1",46,42,46,36
5478,"2023-10-30",交通运输,B区,"2",134,110,21,90
5479,"2023-10-30",农林牧渔,C部门,"1",51,42,47,34
5480,"2023-10-30",农林牧渔,A区,"2",6,4,50,3
5481,"2023-10-31",科教文体,B部门,"1",63,44,49,37
5482,"2023-10-31",科教文体,C区,"2",157,140,43,124
5483,"2023-10-31",公卫医疗,B部门,"1",16,12,57,9
5484,"2023-10-31",公卫医疗,B区,"2",43,38,19,34
5485,"2023-10-31",城乡建设,C部门,"1",110,83,14,78
5486,"2023-10-31",城乡建设,B区,"2",137,96,22,87
5487,"2023-10-31",交通运输,B部门,"1",180,163,52,137
5488,"2023-10-31",交通运输,C区,"2",19,13,60,10
5489,"2023-10-31",农林牧渔,C部门,"1",18,12,60,10
5490,"2023-10-31",农林牧渔,A区,"2",75,65,56,53
5491,"2023-11-01",科教文体,B部门,"1",8,5,34,4
5492,"2023-11-01",科教文体,C区,"2",67,49,24,41
5493,"2023-11-01",公卫医疗,C部门,"1",49,37,11,33
5494,"2023-11-01",公卫医疗,B区,"2",69,54,57,49
5495,"2023-11-01",城乡建设,A部门,"1",152,141,14,126
5496,"2023-11-01",城乡建设,C区,"2",96,77,20,71
5497,"2023-11-01",交通运输,A部门,"1",56,45,44,39
5498,"2023-11-01",交通运输,C区,"2",110,83,23,78
5499,"2023-11-01",农林牧渔,A部门,"1",34,27,43,22
5500,"2023-11-01",农林牧渔,A区,"2",176,131,45,121
5501,"2023-11-02",科教文体,B部门,"1",67,57,60,46
5502,"2023-11-02",科教文体,A区,"2",88,77,21,64
5503,"2023-11-02",公卫医疗,A部门,"1",65,46,42,38
5504,"2023-11-02",公卫医疗,C区,"2",128,101,49,82
5505,"2023-11-02",城乡建设,C部门,"1",92,74,31,63
5506,"2023-11-02",城乡建设,B区,"2",49,43,35,39
5507,"2023-11-02",交通运输,A部门,"1",21,16,43,14
5508,"2023-11-02",交通运输,C区,"2",0,0,13,0
5509,"2023-11-02",农林牧渔,A部门,"1",201,157,36,146
5510,"2023-11-02",农林牧渔,B区,"2",46,43,40,39
5511,"2023-11-03",科教文体,A部门,"1",82,76,43,71
5512,"2023-11-03",科教文体,B区,"2",52,48,41,45
5513,"2023-11-03",公卫医疗,C部门,"1",121,100,49,80
5514,"2023-11-03",公卫医疗,C区,"2",33,27,36,23
5515,"2023-11-03",城乡建设,A部门,"1",46,41,49,37
5516,"2023-11-03",城乡建设,B区,"2",0,0,52,0
5517,"2023-11-03",交通运输,B部门,"1",6,5,30,4
5518,"2023-11-03",交通运输,B区,"2",106,93,35,86
5519,"2023-11-03",农林牧渔,C部门,"1",2,1,41,0
5520,"2023-11-03",农林牧渔,C区,"2",72,53,29,42
5521,"2023-11-04",科教文体,C部门,"1",95,75,19,64
5522,"2023-11-04",科教文体,C区,"2",11,9,39,7
5523,"2023-11-04",公卫医疗,B部门,"1",54,45,13,36
5524,"2023-11-04",公卫医疗,A区,"2",20,15,39,13
5525,"2023-11-04",城乡建设,B部门,"1",2,1,23,0
5526,"2023-11-04",城乡建设,A区,"2",0,0,52,0
5527,"2023-11-04",交通运输,B部门,"1",25,20,31,16
5528,"2023-11-04",交通运输,A区,"2",526,429,38,364
5529,"2023-11-04",农林牧渔,C部门,"1",104,89,35,74
5530,"2023-11-04",农林牧渔,B区,"2",142,121,15,110
5531,"2023-11-05",科教文体,A部门,"1",60,56,20,49
5532,"2023-11-05",科教文体,A区,"2",82,69,20,61
5533,"2023-11-05",公卫医疗,B部门,"1",10,8,53,6
5534,"2023-11-05",公卫医疗,A区,"2",59,50,42,46
5535,"2023-11-05",城乡建设,A部门,"1",83,68,23,57
5536,"2023-11-05",城乡建设,B区,"2",16,12,36,9
5537,"2023-11-05",交通运输,A部门,"1",186,141,15,127
5538,"2023-11-05",交通运输,B区,"2",1,0,31,0
5539,"2023-11-05",农林牧渔,C部门,"1",58,54,14,44
5540,"2023-11-05",农林牧渔,B区,"2",101,82,57,73
5541,"2023-11-06",科教文体,A部门,"1",100,91,39,82
5542,"2023-11-06",科教文体,C区,"2",14,9,48,7
5543,"2023-11-06",公卫医疗,C部门,"1",100,80,40,75
5544,"2023-11-06",公卫医疗,A区,"2",85,62,54,53
5545,"2023-11-06",城乡建设,B部门,"1",93,76,21,69
5546,"2023-11-06",城乡建设,A区,"2",179,141,18,125
5547,"2023-11-06",交通运输,A部门,"1",113,105,41,85
5548,"2023-11-06",交通运输,B区,"2",124,101,13,85
5549,"2023-11-06",农林牧渔,B部门,"1",31,22,17,18
5550,"2023-11-06",农林牧渔,A区,"2",47,44,56,38
5551,"2023-11-07",科教文体,A部门,"1",17,15,12,12
5552,"2023-11-07",科教文体,C区,"2",33,26,19,21
5553,"2023-11-07",公卫医疗,A部门,"1",49,37,34,32
5554,"2023-11-07",公卫医疗,B区,"2",27,24,25,19
5555,"2023-11-07",城乡建设,B部门,"1",41,30,22,25
5556,"2023-11-07",城乡建设,A区,"2",53,41,23,38
5557,"2023-11-07",交通运输,A部门,"1",43,38,14,32
5558,"2023-11-07",交通运输,C区,"2",72,51,45,43
5559,"2023-11-07",农林牧渔,A部门,"1",37,27,13,24
5560,"2023-11-07",农林牧渔,C区,"2",149,112,45,102
5561,"2023-11-08",科教文体,B部门,"1",102,93,42,78
5562,"2023-11-08",科教文体,B区,"2",35,30,28,25
5563,"2023-11-08",公卫医疗,B部门,"1",13,9,13,7
5564,"2023-11-08",公卫医疗,A区,"2",39,31,59,27
5565,"2023-11-08",城乡建设,B部门,"1",193,176,11,156
5566,"2023-11-08",城乡建设,C区,"2",28,21,35,17
5567,"2023-11-08",交通运输,B部门,"1",24,22,40,18
5568,"2023-11-08",交通运输,C区,"2",20,16,31,12
5569,"2023-11-08",农林牧渔,B部门,"1",46,39,56,34
5570,"2023-11-08",农林牧渔,C区,"2",22,20,15,18
5571,"2023-11-09",科教文体,A部门,"1",244,186,19,168
5572,"2023-11-09",科教文体,C区,"2",4,3,23,2
5573,"2023-11-09",公卫医疗,C部门,"1",9,8,24,7
5574,"2023-11-09",公卫医疗,C区,"2",28,23,18,20
5575,"2023-11-09",城乡建设,C部门,"1",26,19,15,16
5576,"2023-11-09",城乡建设,B区,"2",36,31,38,26
5577,"2023-11-09",交通运输,A部门,"1",48,44,46,37
5578,"2023-11-09",交通运输,C区,"2",209,179,37,149
5579,"2023-11-09",农林牧渔,A部门,"1",78,59,17,48
5580,"2023-11-09",农林牧渔,C区,"2",28,22,28,20
5581,"2023-11-10",科教文体,B部门,"1",22,19,39,15
5582,"2023-11-10",科教文体,C区,"2",19,13,25,11
5583,"2023-11-10",公卫医疗,C部门,"1",81,66,35,59
5584,"2023-11-10",公卫医疗,C区,"2",220,165,34,145
5585,"2023-11-10",城乡建设,B部门,"1",55,50,24,46
5586,"2023-11-10",城乡建设,C区,"2",301,244,53,228
5587,"2023-11-10",交通运输,A部门,"1",28,19,47,17
5588,"2023-11-10",交通运输,C区,"2",47,36,35,32
5589,"2023-11-10",农林牧渔,B部门,"1",135,102,10,92
5590,"2023-11-10",农林牧渔,C区,"2",44,41,29,37
5591,"2023-11-11",科教文体,C部门,"1",8,7,51,6
5592,"2023-11-11",科教文体,C区,"2",55,46,55,42
5593,"2023-11-11",公卫医疗,C部门,"1",52,48,28,44
5594,"2023-11-11",公卫医疗,B区,"2",28,23,45,19
5595,"2023-11-11",城乡建设,C部门,"1",7,4,40,3
5596,"2023-11-11",城乡建设,B区,"2",287,231,31,188
5597,"2023-11-11",交通运输,C部门,"1",63,45,25,36
5598,"2023-11-11",交通运输,A区,"2",69,50,34,45
5599,"2023-11-11",农林牧渔,A部门,"1",12,10,21,8
5600,"2023-11-11",农林牧渔,C区,"2",2,1,27,0
5601,"2023-11-12",科教文体,B部门,"1",30,27,21,22
5602,"2023-11-12",科教文体,C区,"2",18,16,14,13
5603,"2023-11-12",公卫医疗,C部门,"1",6,5,59,4
5604,"2023-11-12",公卫医疗,B区,"2",2,1,30,0
5605,"2023-11-12",城乡建设,B部门,"1",323,240,12,227
5606,"2023-11-12",城乡建设,C区,"2",1,0,47,0
5607,"2023-11-12",交通运输,B部门,"1",185,164,57,148
5608,"2023-11-12",交通运输,A区,"2",56,51,17,45
5609,"2023-11-12",农林牧渔,A部门,"1",59,50,26,42
5610,"2023-11-12",农林牧渔,B区,"2",271,191,20,169
5611,"2023-11-13",科教文体,B部门,"1",125,116,23,103
5612,"2023-11-13",科教文体,C区,"2",105,73,34,64
5613,"2023-11-13",公卫医疗,A部门,"1",128,109,47,99
5614,"2023-11-13",公卫医疗,B区,"2",91,79,16,72
5615,"2023-11-13",城乡建设,B部门,"1",18,13,48,10
5616,"2023-11-13",城乡建设,B区,"2",82,63,42,54
5617,"2023-11-13",交通运输,C部门,"1",23,17,19,14
5618,"2023-11-13",交通运输,B区,"2",37,31,22,27
5619,"2023-11-13",农林牧渔,A部门,"1",51,38,32,33
5620,"2023-11-13",农林牧渔,A区,"2",98,90,36,77
5621,"2023-11-14",科教文体,B部门,"1",18,15,45,14
5622,"2023-11-14",科教文体,B区,"2",29,21,43,17
5623,"2023-11-14",公卫医疗,C部门,"1",2,1,17,0
5624,"2023-11-14",公卫医疗,B区,"2",150,141,23,126
5625,"2023-11-14",城乡建设,A部门,"1",63,59,31,54
5626,"2023-11-14",城乡建设,A区,"2",177,124,11,103
5627,"2023-11-14",交通运输,A部门,"1",88,62,14,58
5628,"2023-11-14",交通运输,A区,"2",28,20,50,18
5629,"2023-11-14",农林牧渔,A部门,"1",64,53,41,43
5630,"2023-11-14",农林牧渔,C区,"2",14,11,27,9
5631,"2023-11-15",科教文体,B部门,"1",163,115,12,104
5632,"2023-11-15",科教文体,B区,"2",41,32,52,27
5633,"2023-11-15",公卫医疗,A部门,"1",27,25,15,23
5634,"2023-11-15",公卫医疗,C区,"2",119,111,41,99
5635,"2023-11-15",城乡建设,A部门,"1",111,93,55,82
5636,"2023-11-15",城乡建设,B区,"2",78,71,45,64
5637,"2023-11-15",交通运输,C部门,"1",21,16,52,15
5638,"2023-11-15",交通运输,C区,"2",34,28,14,23
5639,"2023-11-15",农林牧渔,B部门,"1",13,9,33,8
5640,"2023-11-15",农林牧渔,A区,"2",127,91,48,83
5641,"2023-11-16",科教文体,B部门,"1",77,65,49,52
5642,"2023-11-16",科教文体,A区,"2",16,13,23,11
5643,"2023-11-16",公卫医疗,C部门,"1",4,2,47,1
5644,"2023-11-16",公卫医疗,B区,"2",6,4,48,3
5645,"2023-11-16",城乡建设,A部门,"1",12,10,29,8
5646,"2023-11-16",城乡建设,A区,"2",19,16,27,14
5647,"2023-11-16",交通运输,C部门,"1",270,235,24,191
5648,"2023-11-16",交通运输,A区,"2",111,102,13,92
5649,"2023-11-16",农林牧渔,C部门,"1",115,102,12,92
5650,"2023-11-16",农林牧渔,A区,"2",8,6,22,5
5651,"2023-11-17",科教文体,A部门,"1",149,134,42,113
5652,"2023-11-17",科教文体,B区,"2",16,14,41,12
5653,"2023-11-17",公卫医疗,A部门,"1",174,123,50,115
5654,"2023-11-17",公卫医疗,A区,"2",8,5,56,4
5655,"2023-11-17",城乡建设,B部门,"1",56,50,21,44
5656,"2023-11-17",城乡建设,A区,"2",79,58,27,48
5657,"2023-11-17",交通运输,A部门,"1",75,68,12,55
5658,"2023-11-17",交通运输,B区,"2",2,1,27,0
5659,"2023-11-17",农林牧渔,C部门,"1",95,80,22,67
5660,"2023-11-17",农林牧渔,A区,"2",24,18,52,15
5661,"2023-11-18",科教文体,A部门,"1",11,8,33,6
5662,"2023-11-18",科教文体,A区,"2",36,28,54,24
5663,"2023-11-18",公卫医疗,B部门,"1",57,42,28,39
5664,"2023-11-18",公卫医疗,A区,"2",8,6,20,5
5665,"2023-11-18",城乡建设,B部门,"1",249,202,19,169
5666,"2023-11-18",城乡建设,C区,"2",44,35,26,33
5667,"2023-11-18",交通运输,B部门,"1",40,35,32,31
5668,"2023-11-18",交通运输,C区,"2",32,24,32,22
5669,"2023-11-18",农林牧渔,C部门,"1",12,10,46,8
5670,"2023-11-18",农林牧渔,B区,"2",12,10,49,9
5671,"2023-11-19",科教文体,C部门,"1",160,127,42,108
5672,"2023-11-19",科教文体,A区,"2",54,37,31,30
5673,"2023-11-19",公卫医疗,C部门,"1",16,11,58,9
5674,"2023-11-19",公卫医疗,C区,"2",14,10,15,8
5675,"2023-11-19",城乡建设,B部门,"1",135,120,43,99
5676,"2023-11-19",城乡建设,C区,"2",73,59,20,52
5677,"2023-11-19",交通运输,B部门,"1",34,30,35,26
5678,"2023-11-19",交通运输,A区,"2",193,169,41,156
5679,"2023-11-19",农林牧渔,B部门,"1",21,17,39,14
5680,"2023-11-19",农林牧渔,B区,"2",90,78,38,63
5681,"2023-11-20",科教文体,C部门,"1",78,58,40,48
5682,"2023-11-20",科教文体,B区,"2",65,60,54,50
5683,"2023-11-20",公卫医疗,A部门,"1",98,88,36,77
5684,"2023-11-20",公卫医疗,B区,"2",16,13,50,10
5685,"2023-11-20",城乡建设,A部门,"1",11,10,31,8
5686,"2023-11-20",城乡建设,C区,"2",94,67,13,60
5687,"2023-11-20",交通运输,A部门,"1",31,21,35,19
5688,"2023-11-20",交通运输,A区,"2",78,62,43,58
5689,"2023-11-20",农林牧渔,A部门,"1",41,33,51,28
5690,"2023-11-20",农林牧渔,A区,"2",3,2,50,1
5691,"2023-11-21",科教文体,A部门,"1",24,18,30,16
5692,"2023-11-21",科教文体,C区,"2",36,28,13,23
5693,"2023-11-21",公卫医疗,C部门,"1",218,162,58,135
5694,"2023-11-21",公卫医疗,A区,"2",39,31,29,26
5695,"2023-11-21",城乡建设,C部门,"1",109,90,12,74
5696,"2023-11-21",城乡建设,C区,"2",23,20,30,16
5697,"2023-11-21",交通运输,B部门,"1",230,193,18,166
5698,"2023-11-21",交通运输,C区,"2",1,0,49,0
5699,"2023-11-21",农林牧渔,A部门,"1",8,6,57,5
5700,"2023-11-21",农林牧渔,B区,"2",80,69,43,56
5701,"2023-11-22",科教文体,B部门,"1",45,38,52,34
5702,"2023-11-22",科教文体,B区,"2",24,21,43,17
5703,"2023-11-22",公卫医疗,A部门,"1",9,8,60,7
5704,"2023-11-22",公卫医疗,A区,"2",148,108,17,101
5705,"2023-11-22",城乡建设,B部门,"1",107,98,58,86
5706,"2023-11-22",城乡建设,A区,"2",95,78,16,63
5707,"2023-11-22",交通运输,C部门,"1",185,174,38,158
5708,"2023-11-22",交通运输,B区,"2",89,62,38,52
5709,"2023-11-22",农林牧渔,A部门,"1",3,2,11,1
5710,"2023-11-22",农林牧渔,B区,"2",225,185,27,169
5711,"2023-11-23",科教文体,A部门,"1",17,12,14,10
5712,"2023-11-23",科教文体,A区,"2",47,34,10,28
5713,"2023-11-23",公卫医疗,A部门,"1",75,56,11,46
5714,"2023-11-23",公卫医疗,B区,"2",110,83,39,76
5715,"2023-11-23",城乡建设,C部门,"1",143,104,12,86
5716,"2023-11-23",城乡建设,B区,"2",11,10,32,8
5717,"2023-11-23",交通运输,A部门,"1",15,12,28,11
5718,"2023-11-23",交通运输,C区,"2",139,126,43,101
5719,"2023-11-23",农林牧渔,A部门,"1",92,72,35,57
5720,"2023-11-23",农林牧渔,B区,"2",92,79,47,73
5721,"2023-11-24",科教文体,B部门,"1",8,7,51,6
5722,"2023-11-24",科教文体,C区,"2",65,47,31,39
5723,"2023-11-24",公卫医疗,B部门,"1",104,86,10,75
5724,"2023-11-24",公卫医疗,C区,"2",22,17,54,15
5725,"2023-11-24",城乡建设,B部门,"1",40,34,23,27
5726,"2023-11-24",城乡建设,B区,"2",35,29,57,27
5727,"2023-11-24",交通运输,B部门,"1",28,22,27,19
5728,"2023-11-24",交通运输,B区,"2",105,76,59,69
5729,"2023-11-24",农林牧渔,C部门,"1",17,12,47,10
5730,"2023-11-24",农林牧渔,C区,"2",1,0,26,0
5731,"2023-11-25",科教文体,B部门,"1",86,68,59,63
5732,"2023-11-25",科教文体,C区,"2",14,11,19,9
5733,"2023-11-25",公卫医疗,B部门,"1",53,40,47,34
5734,"2023-11-25",公卫医疗,B区,"2",25,22,35,19
5735,"2023-11-25",城乡建设,B部门,"1",37,29,16,25
5736,"2023-11-25",城乡建设,C区,"2",56,52,28,48
5737,"2023-11-25",交通运输,C部门,"1",32,24,23,21
5738,"2023-11-25",交通运输,C区,"2",51,44,49,41
5739,"2023-11-25",农林牧渔,C部门,"1",13,9,59,7
5740,"2023-11-25",农林牧渔,B区,"2",20,14,16,11
5741,"2023-11-26",科教文体,A部门,"1",283,227,15,186
5742,"2023-11-26",科教文体,C区,"2",139,110,39,102
5743,"2023-11-26",公卫医疗,B部门,"1",88,79,11,63
5744,"2023-11-26",公卫医疗,A区,"2",27,21,21,16
5745,"2023-11-26",城乡建设,B部门,"1",144,113,30,94
5746,"2023-11-26",城乡建设,B区,"2",135,100,37,81
5747,"2023-11-26",交通运输,B部门,"1",41,36,18,29
5748,"2023-11-26",交通运输,A区,"2",2,1,35,0
5749,"2023-11-26",农林牧渔,A部门,"1",27,22,40,19
5750,"2023-11-26",农林牧渔,B区,"2",100,79,60,71
5751,"2023-11-27",科教文体,C部门,"1",4,3,44,2
5752,"2023-11-27",科教文体,B区,"2",2,1,10,0
5753,"2023-11-27",公卫医疗,B部门,"1",117,108,45,97
5754,"2023-11-27",公卫医疗,C区,"2",14,12,54,10
5755,"2023-11-27",城乡建设,A部门,"1",72,50,45,41
5756,"2023-11-27",城乡建设,C区,"2",1,0,46,0
5757,"2023-11-27",交通运输,C部门,"1",91,71,38,57
5758,"2023-11-27",交通运输,A区,"2",63,45,22,39
5759,"2023-11-27",农林牧渔,A部门,"1",169,156,46,131
5760,"2023-11-27",农林牧渔,A区,"2",1,0,17,0
5761,"2023-11-28",科教文体,B部门,"1",114,97,51,84
5762,"2023-11-28",科教文体,B区,"2",21,17,49,15
5763,"2023-11-28",公卫医疗,C部门,"1",6,5,60,4
5764,"2023-11-28",公卫医疗,A区,"2",117,99,49,79
5765,"2023-11-28",城乡建设,B部门,"1",12,11,48,10
5766,"2023-11-28",城乡建设,C区,"2",34,27,17,24
5767,"2023-11-28",交通运输,B部门,"1",10,8,36,6
5768,"2023-11-28",交通运输,C区,"2",3,2,40,1
5769,"2023-11-28",农林牧渔,C部门,"1",10,9,58,7
5770,"2023-11-28",农林牧渔,C区,"2",84,63,40,52
5771,"2023-11-29",科教文体,A部门,"1",155,134,23,115
5772,"2023-11-29",科教文体,A区,"2",26,21,26,19
5773,"2023-11-29",公卫医疗,A部门,"1",200,184,44,161
5774,"2023-11-29",公卫医疗,A区,"2",19,17,14,14
5775,"2023-11-29",城乡建设,C部门,"1",78,60,56,49
5776,"2023-11-29",城乡建设,B区,"2",97,69,12,63
5777,"2023-11-29",交通运输,A部门,"1",16,13,42,11
5778,"2023-11-29",交通运输,A区,"2",62,49,26,44
5779,"2023-11-29",农林牧渔,C部门,"1",8,5,33,4
5780,"2023-11-29",农林牧渔,B区,"2",123,99,29,93
5781,"2023-11-30",科教文体,A部门,"1",76,57,21,50
5782,"2023-11-30",科教文体,C区,"2",0,0,28,0
5783,"2023-11-30",公卫医疗,C部门,"1",213,195,38,172
5784,"2023-11-30",公卫医疗,C区,"2",10,7,50,5
5785,"2023-11-30",城乡建设,B部门,"1",234,182,45,148
5786,"2023-11-30",城乡建设,B区,"2",5,3,60,2
5787,"2023-11-30",交通运输,B部门,"1",149,114,26,95
5788,"2023-11-30",交通运输,C区,"2",30,25,49,20
5789,"2023-11-30",农林牧渔,C部门,"1",213,201,32,164
5790,"2023-11-30",农林牧渔,A区,"2",65,59,30,53
5791,"2023-12-01",科教文体,C部门,"1",97,74,24,68
5792,"2023-12-01",科教文体,C区,"2",80,73,54,68
5793,"2023-12-01",公卫医疗,A部门,"1",12,9,51,8
5794,"2023-12-01",公卫医疗,C区,"2",8,6,14,5
5795,"2023-12-01",城乡建设,B部门,"1",71,56,41,48
5796,"2023-12-01",城乡建设,C区,"2",131,93,37,76
5797,"2023-12-01",交通运输,C部门,"1",46,35,36,29
5798,"2023-12-01",交通运输,B区,"2",167,122,43,99
5799,"2023-12-01",农林牧渔,C部门,"1",158,121,21,112
5800,"2023-12-01",农林牧渔,C区,"2",33,29,46,24
5801,"2023-12-02",科教文体,A部门,"1",7,5,28,4
5802,"2023-12-02",科教文体,A区,"2",3,2,22,1
5803,"2023-12-02",公卫医疗,C部门,"1",111,101,56,87
5804,"2023-12-02",公卫医疗,A区,"2",160,150,48,125
5805,"2023-12-02",城乡建设,A部门,"1",52,48,52,43
5806,"2023-12-02",城乡建设,C区,"2",244,195,30,164
5807,"2023-12-02",交通运输,C部门,"1",31,29,47,23
5808,"2023-12-02",交通运输,C区,"2",208,195,34,159
5809,"2023-12-02",农林牧渔,C部门,"1",106,83,56,76
5810,"2023-12-02",农林牧渔,C区,"2",18,14,43,11
5811,"2023-12-03",科教文体,C部门,"1",7,5,25,4
5812,"2023-12-03",科教文体,B区,"2",56,43,20,38
5813,"2023-12-03",公卫医疗,C部门,"1",40,34,50,31
5814,"2023-12-03",公卫医疗,B区,"2",16,14,50,13
5815,"2023-12-03",城乡建设,B部门,"1",197,154,48,140
5816,"2023-12-03",城乡建设,A区,"2",16,14,23,12
5817,"2023-12-03",交通运输,B部门,"1",26,22,44,17
5818,"2023-12-03",交通运输,A区,"2",56,49,33,42
5819,"2023-12-03",农林牧渔,C部门,"1",93,78,52,71
5820,"2023-12-03",农林牧渔,A区,"2",30,25,48,20
5821,"2023-12-04",科教文体,B部门,"1",26,21,39,18
5822,"2023-12-04",科教文体,C区,"2",1,0,27,0
5823,"2023-12-04",公卫医疗,A部门,"1",45,41,19,37
5824,"2023-12-04",公卫医疗,C区,"2",26,19,29,16
5825,"2023-12-04",城乡建设,B部门,"1",167,141,11,114
5826,"2023-12-04",城乡建设,C区,"2",5,3,41,2
5827,"2023-12-04",交通运输,B部门,"1",164,135,48,116
5828,"2023-12-04",交通运输,C区,"2",17,14,50,13
5829,"2023-12-04",农林牧渔,C部门,"1",4,3,30,2
5830,"2023-12-04",农林牧渔,B区,"2",53,41,44,34
5831,"2023-12-05",科教文体,A部门,"1",85,79,31,71
5832,"2023-12-05",科教文体,A区,"2",34,29,13,25
5833,"2023-12-05",公卫医疗,B部门,"1",2,1,25,0
5834,"2023-12-05",公卫医疗,B区,"2",0,0,33,0
5835,"2023-12-05",城乡建设,B部门,"1",0,0,53,0
5836,"2023-12-05",城乡建设,C区,"2",19,15,25,12
5837,"2023-12-05",交通运输,C部门,"1",47,42,59,38
5838,"2023-12-05",交通运输,A区,"2",75,55,53,48
5839,"2023-12-05",农林牧渔,A部门,"1",24,18,37,14
5840,"2023-12-05",农林牧渔,C区,"2",40,31,53,28
5841,"2023-12-06",科教文体,A部门,"1",6,4,41,3
5842,"2023-12-06",科教文体,C区,"2",7,6,10,5
5843,"2023-12-06",公卫医疗,C部门,"1",11,9,21,8
5844,"2023-12-06",公卫医疗,B区,"2",84,73,38,59
5845,"2023-12-06",城乡建设,A部门,"1",14,10,35,8
5846,"2023-12-06",城乡建设,A区,"2",108,100,35,90
5847,"2023-12-06",交通运输,B部门,"1",22,18,29,14
5848,"2023-12-06",交通运输,A区,"2",91,78,42,70
5849,"2023-12-06",农林牧渔,C部门,"1",15,12,49,10
5850,"2023-12-06",农林牧渔,A区,"2",116,84,53,73
5851,"2023-12-07",科教文体,A部门,"1",121,108,52,98
5852,"2023-12-07",科教文体,B区,"2",103,90,45,77
5853,"2023-12-07",公卫医疗,C部门,"1",78,64,17,51
5854,"2023-12-07",公卫医疗,C区,"2",244,217,32,175
5855,"2023-12-07",城乡建设,C部门,"1",22,18,17,15
5856,"2023-12-07",城乡建设,A区,"2",82,72,27,64
5857,"2023-12-07",交通运输,A部门,"1",128,100,49,91
5858,"2023-12-07",交通运输,A区,"2",16,14,17,12
5859,"2023-12-07",农林牧渔,C部门,"1",56,50,29,41
5860,"2023-12-07",农林牧渔,C区,"2",81,60,35,56
5861,"2023-12-08",科教文体,C部门,"1",25,19,24,16
5862,"2023-12-08",科教文体,C区,"2",96,84,33,72
5863,"2023-12-08",公卫医疗,C部门,"1",169,137,59,123
5864,"2023-12-08",公卫医疗,C区,"2",22,18,28,15
5865,"2023-12-08",城乡建设,A部门,"1",68,47,54,43
5866,"2023-12-08",城乡建设,A区,"2",37,27,58,23
5867,"2023-12-08",交通运输,A部门,"1",73,67,52,59
