"md_id","accept_src_name","accept_src_cd","busi_time","total_num"
2364,小程序/公众号,"0400","2023-12-12",256
2365,电话,"0100","2023-12-13",95
2366,来信,"0200","2023-12-13",73
2367,网站,"0300","2023-12-13",120
2368,小程序/公众号,"0400","2023-12-13",123
2369,电话,"0100","2023-12-14",115
2370,来信,"0200","2023-12-14",128
2371,网站,"0300","2023-12-14",35
2372,小程序/公众号,"0400","2023-12-14",300
2373,电话,"0100","2023-12-15",47
2374,来信,"0200","2023-12-15",52
2375,网站,"0300","2023-12-15",25
2376,小程序/公众号,"0400","2023-12-15",271
2377,电话,"0100","2023-12-16",17
2378,来信,"0200","2023-12-16",28
2379,网站,"0300","2023-12-16",145
2380,小程序/公众号,"0400","2023-12-16",187
2381,电话,"0100","2023-12-17",15
2382,来信,"0200","2023-12-17",13
2383,网站,"0300","2023-12-17",112
2384,小程序/公众号,"0400","2023-12-17",738
2385,电话,"0100","2023-12-18",13
2386,来信,"0200","2023-12-18",152
2387,网站,"0300","2023-12-18",206
2388,小程序/公众号,"0400","2023-12-18",572
2389,电话,"0100","2023-12-19",163
2390,来信,"0200","2023-12-19",205
2391,网站,"0300","2023-12-19",51
2392,小程序/公众号,"0400","2023-12-19",427
2393,电话,"0100","2023-12-20",79
2394,来信,"0200","2023-12-20",209
2395,网站,"0300","2023-12-20",314
2396,小程序/公众号,"0400","2023-12-20",345
2397,电话,"0100","2023-12-21",50
2398,来信,"0200","2023-12-21",27
2399,网站,"0300","2023-12-21",83
2400,小程序/公众号,"0400","2023-12-21",313
2401,电话,"0100","2023-12-22",16
2402,来信,"0200","2023-12-22",186
2403,网站,"0300","2023-12-22",314
2404,小程序/公众号,"0400","2023-12-22",382
2405,电话,"0100","2023-12-23",107
2406,来信,"0200","2023-12-23",58
2407,网站,"0300","2023-12-23",217
2408,小程序/公众号,"0400","2023-12-23",227
2409,电话,"0100","2023-12-24",48
2410,来信,"0200","2023-12-24",179
2411,网站,"0300","2023-12-24",22
2412,小程序/公众号,"0400","2023-12-24",613
2413,电话,"0100","2023-12-25",140
2414,来信,"0200","2023-12-25",137
2415,网站,"0300","2023-12-25",81
2416,小程序/公众号,"0400","2023-12-25",289
2417,电话,"0100","2023-12-26",103
2418,来信,"0200","2023-12-26",23
2419,网站,"0300","2023-12-26",171
2420,小程序/公众号,"0400","2023-12-26",172
2421,电话,"0100","2023-12-27",15
2422,来信,"0200","2023-12-27",14
2423,网站,"0300","2023-12-27",16
2424,小程序/公众号,"0400","2023-12-27",439
2425,电话,"0100","2023-12-28",38
2426,来信,"0200","2023-12-28",80
2427,网站,"0300","2023-12-28",26
2428,小程序/公众号,"0400","2023-12-28",206
2429,电话,"0100","2023-12-29",85
2430,来信,"0200","2023-12-29",199
2431,网站,"0300","2023-12-29",142
2432,小程序/公众号,"0400","2023-12-29",446
2433,电话,"0100","2023-12-30",136
2434,来信,"0200","2023-12-30",107
2435,网站,"0300","2023-12-30",15
2436,小程序/公众号,"0400","2023-12-30",717
2437,电话,"0100","2023-12-31",148
2438,来信,"0200","2023-12-31",224
2439,网站,"0300","2023-12-31",170
2440,小程序/公众号,"0400","2023-12-31",319
2441,电话,"0100","2024-01-01",104
2442,来信,"0200","2024-01-01",184
2443,网站,"0300","2024-01-01",131
2444,小程序/公众号,"0400","2024-01-01",356
2445,电话,"0100","2024-01-02",110
2446,来信,"0200","2024-01-02",76
2447,网站,"0300","2024-01-02",161
2448,小程序/公众号,"0400","2024-01-02",275
2449,电话,"0100","2024-01-03",95
2450,来信,"0200","2024-01-03",28
2451,网站,"0300","2024-01-03",125
2452,小程序/公众号,"0400","2024-01-03",229
2453,电话,"0100","2024-01-04",151
2454,来信,"0200","2024-01-04",76
2455,网站,"0300","2024-01-04",132
2456,小程序/公众号,"0400","2024-01-04",641
2457,电话,"0100","2024-01-05",94
2458,来信,"0200","2024-01-05",179
2459,网站,"0300","2024-01-05",198
2460,小程序/公众号,"0400","2024-01-05",392
2461,电话,"0100","2024-01-06",65
2462,来信,"0200","2024-01-06",107
2463,网站,"0300","2024-01-06",37
2464,小程序/公众号,"0400","2024-01-06",312
2465,电话,"0100","2024-01-07",61
2466,来信,"0200","2024-01-07",68
2467,网站,"0300","2024-01-07",68
2468,小程序/公众号,"0400","2024-01-07",136
2469,电话,"0100","2024-01-08",101
2470,来信,"0200","2024-01-08",85
2471,网站,"0300","2024-01-08",53
2472,小程序/公众号,"0400","2024-01-08",686
2473,电话,"0100","2024-01-09",44
2474,来信,"0200","2024-01-09",268
2475,网站,"0300","2024-01-09",179
2476,小程序/公众号,"0400","2024-01-09",375
2477,电话,"0100","2024-01-10",33
2478,来信,"0200","2024-01-10",47
2479,网站,"0300","2024-01-10",56
2480,小程序/公众号,"0400","2024-01-10",190
2481,电话,"0100","2024-01-11",169
2482,来信,"0200","2024-01-11",118
2483,网站,"0300","2024-01-11",38
2484,小程序/公众号,"0400","2024-01-11",577
2485,电话,"0100","2024-01-12",207
2486,来信,"0200","2024-01-12",62
2487,网站,"0300","2024-01-12",304
2488,小程序/公众号,"0400","2024-01-12",422
2489,电话,"0100","2024-01-13",73
2490,来信,"0200","2024-01-13",147
2491,网站,"0300","2024-01-13",174
2492,小程序/公众号,"0400","2024-01-13",243
2493,电话,"0100","2024-01-14",184
2494,来信,"0200","2024-01-14",230
2495,网站,"0300","2024-01-14",59
2496,小程序/公众号,"0400","2024-01-14",464
2497,电话,"0100","2024-01-15",24
2498,来信,"0200","2024-01-15",161
2499,网站,"0300","2024-01-15",76
2500,小程序/公众号,"0400","2024-01-15",590
2501,电话,"0100","2024-01-16",161
2502,来信,"0200","2024-01-16",11
2503,网站,"0300","2024-01-16",180
2504,小程序/公众号,"0400","2024-01-16",593
2505,电话,"0100","2024-01-17",125
2506,来信,"0200","2024-01-17",68
2507,网站,"0300","2024-01-17",271
2508,小程序/公众号,"0400","2024-01-17",280
2509,电话,"0100","2024-01-18",57
2510,来信,"0200","2024-01-18",108
2511,网站,"0300","2024-01-18",162
2512,小程序/公众号,"0400","2024-01-18",205
2513,电话,"0100","2024-01-19",81
2514,来信,"0200","2024-01-19",108
2515,网站,"0300","2024-01-19",73
2516,小程序/公众号,"0400","2024-01-19",180
2517,电话,"0100","2024-01-20",199
2518,来信,"0200","2024-01-20",185
2519,网站,"0300","2024-01-20",202
2520,小程序/公众号,"0400","2024-01-20",210
2521,电话,"0100","2024-01-21",75
2522,来信,"0200","2024-01-21",75
2523,网站,"0300","2024-01-21",100
2524,小程序/公众号,"0400","2024-01-21",195
2525,电话,"0100","2024-01-22",16
2526,来信,"0200","2024-01-22",258
2527,网站,"0300","2024-01-22",112
2528,小程序/公众号,"0400","2024-01-22",554
2529,电话,"0100","2024-01-23",10
2530,来信,"0200","2024-01-23",98
2531,网站,"0300","2024-01-23",54
2532,小程序/公众号,"0400","2024-01-23",170
2533,电话,"0100","2024-01-24",86
2534,来信,"0200","2024-01-24",34
2535,网站,"0300","2024-01-24",265
2536,小程序/公众号,"0400","2024-01-24",383
2537,电话,"0100","2024-01-25",28
2538,来信,"0200","2024-01-25",46
2539,网站,"0300","2024-01-25",27
2540,小程序/公众号,"0400","2024-01-25",199
2541,电话,"0100","2024-01-26",32
2542,来信,"0200","2024-01-26",165
2543,网站,"0300","2024-01-26",156
2544,小程序/公众号,"0400","2024-01-26",222
2545,电话,"0100","2024-01-27",42
2546,来信,"0200","2024-01-27",131
2547,网站,"0300","2024-01-27",143
2548,小程序/公众号,"0400","2024-01-27",450
2549,电话,"0100","2024-01-28",77
2550,来信,"0200","2024-01-28",77
2551,网站,"0300","2024-01-28",78
2552,小程序/公众号,"0400","2024-01-28",260
2553,电话,"0100","2024-01-29",33
2554,来信,"0200","2024-01-29",26
2555,网站,"0300","2024-01-29",179
2556,小程序/公众号,"0400","2024-01-29",290
2557,电话,"0100","2024-01-30",80
2558,来信,"0200","2024-01-30",138
2559,网站,"0300","2024-01-30",18
2560,小程序/公众号,"0400","2024-01-30",325
2561,电话,"0100","2024-01-31",35
2562,来信,"0200","2024-01-31",106
2563,网站,"0300","2024-01-31",62
2564,小程序/公众号,"0400","2024-01-31",223
2565,电话,"0100","2024-02-01",52
2566,来信,"0200","2024-02-01",56
2567,网站,"0300","2024-02-01",88
2568,小程序/公众号,"0400","2024-02-01",160
2569,电话,"0100","2024-02-02",190
2570,来信,"0200","2024-02-02",104
2571,网站,"0300","2024-02-02",206
2572,小程序/公众号,"0400","2024-02-02",312
2573,电话,"0100","2024-02-03",100
2574,来信,"0200","2024-02-03",110
2575,网站,"0300","2024-02-03",118
2576,小程序/公众号,"0400","2024-02-03",505
2577,电话,"0100","2024-02-04",142
2578,来信,"0200","2024-02-04",129
2579,网站,"0300","2024-02-04",84
2580,小程序/公众号,"0400","2024-02-04",247
2581,电话,"0100","2024-02-05",107
2582,来信,"0200","2024-02-05",122
2583,网站,"0300","2024-02-05",129
2584,小程序/公众号,"0400","2024-02-05",144
2585,电话,"0100","2024-02-06",51
2586,来信,"0200","2024-02-06",135
2587,网站,"0300","2024-02-06",194
2588,小程序/公众号,"0400","2024-02-06",613
2589,电话,"0100","2024-02-07",101
2590,来信,"0200","2024-02-07",61
2591,网站,"0300","2024-02-07",49
2592,小程序/公众号,"0400","2024-02-07",268
2593,电话,"0100","2024-02-08",14
2594,来信,"0200","2024-02-08",24
2595,网站,"0300","2024-02-08",435
2596,小程序/公众号,"0400","2024-02-08",449
2597,电话,"0100","2024-02-09",18
2598,来信,"0200","2024-02-09",58
2599,网站,"0300","2024-02-09",55
2600,小程序/公众号,"0400","2024-02-09",771
2601,电话,"0100","2024-02-10",84
2602,来信,"0200","2024-02-10",57
2603,网站,"0300","2024-02-10",87
2604,小程序/公众号,"0400","2024-02-10",602
2605,电话,"0100","2024-02-11",97
2606,来信,"0200","2024-02-11",147
2607,网站,"0300","2024-02-11",151
2608,小程序/公众号,"0400","2024-02-11",415
2609,电话,"0100","2024-02-12",137
2610,来信,"0200","2024-02-12",72
2611,网站,"0300","2024-02-12",96
2612,小程序/公众号,"0400","2024-02-12",281
2613,电话,"0100","2024-02-13",52
2614,来信,"0200","2024-02-13",151
2615,网站,"0300","2024-02-13",111
2616,小程序/公众号,"0400","2024-02-13",341
2617,电话,"0100","2024-02-14",134
2618,来信,"0200","2024-02-14",84
2619,网站,"0300","2024-02-14",33
2620,小程序/公众号,"0400","2024-02-14",306
2621,电话,"0100","2024-02-15",130
2622,来信,"0200","2024-02-15",71
2623,网站,"0300","2024-02-15",194
2624,小程序/公众号,"0400","2024-02-15",250
2625,电话,"0100","2024-02-16",45
2626,来信,"0200","2024-02-16",50
2627,网站,"0300","2024-02-16",65
2628,小程序/公众号,"0400","2024-02-16",156
2629,电话,"0100","2024-02-17",41
2630,来信,"0200","2024-02-17",86
2631,网站,"0300","2024-02-17",71
2632,小程序/公众号,"0400","2024-02-17",107
2633,电话,"0100","2024-02-18",73
2634,来信,"0200","2024-02-18",42
2635,网站,"0300","2024-02-18",35
2636,小程序/公众号,"0400","2024-02-18",174
2637,电话,"0100","2024-02-19",19
2638,来信,"0200","2024-02-19",97
2639,网站,"0300","2024-02-19",88
2640,小程序/公众号,"0400","2024-02-19",132
2641,电话,"0100","2024-02-20",30
2642,来信,"0200","2024-02-20",298
2643,网站,"0300","2024-02-20",109
2644,小程序/公众号,"0400","2024-02-20",563
2645,电话,"0100","2024-02-21",93
2646,来信,"0200","2024-02-21",25
2647,网站,"0300","2024-02-21",206
2648,小程序/公众号,"0400","2024-02-21",253
2649,电话,"0100","2024-02-22",21
2650,来信,"0200","2024-02-22",21
2651,网站,"0300","2024-02-22",165
2652,小程序/公众号,"0400","2024-02-22",261
2653,电话,"0100","2024-02-23",95
2654,来信,"0200","2024-02-23",26
2655,网站,"0300","2024-02-23",94
2656,小程序/公众号,"0400","2024-02-23",240
2657,电话,"0100","2024-02-24",71
2658,来信,"0200","2024-02-24",22
2659,网站,"0300","2024-02-24",61
2660,小程序/公众号,"0400","2024-02-24",164
2661,电话,"0100","2024-02-25",177
2662,来信,"0200","2024-02-25",83
2663,网站,"0300","2024-02-25",229
2664,小程序/公众号,"0400","2024-02-25",389
2665,电话,"0100","2024-02-26",179
2666,来信,"0200","2024-02-26",38
2667,网站,"0300","2024-02-26",71
2668,小程序/公众号,"0400","2024-02-26",557
2669,电话,"0100","2024-02-27",32
2670,来信,"0200","2024-02-27",56
2671,网站,"0300","2024-02-27",146
2672,小程序/公众号,"0400","2024-02-27",161
2673,电话,"0100","2024-02-28",152
2674,来信,"0200","2024-02-28",74
2675,网站,"0300","2024-02-28",190
2676,小程序/公众号,"0400","2024-02-28",203
2677,电话,"0100","2024-02-29",42
2678,来信,"0200","2024-02-29",105
2679,网站,"0300","2024-02-29",413
2680,小程序/公众号,"0400","2024-02-29",419
2681,电话,"0100","2024-03-01",174
2682,来信,"0200","2024-03-01",151
2683,网站,"0300","2024-03-01",184
2684,小程序/公众号,"0400","2024-03-01",451
2685,电话,"0100","2024-03-02",157
2686,来信,"0200","2024-03-02",96
2687,网站,"0300","2024-03-02",140
2688,小程序/公众号,"0400","2024-03-02",523
2689,电话,"0100","2024-03-03",66
2690,来信,"0200","2024-03-03",82
2691,网站,"0300","2024-03-03",45
2692,小程序/公众号,"0400","2024-03-03",676
2693,电话,"0100","2024-03-04",165
2694,来信,"0200","2024-03-04",146
2695,网站,"0300","2024-03-04",62
2696,小程序/公众号,"0400","2024-03-04",329
2697,电话,"0100","2024-03-05",48
2698,来信,"0200","2024-03-05",31
2699,网站,"0300","2024-03-05",69
2700,小程序/公众号,"0400","2024-03-05",375
2701,电话,"0100","2024-03-06",78
2702,来信,"0200","2024-03-06",238
2703,网站,"0300","2024-03-06",133
2704,小程序/公众号,"0400","2024-03-06",350
2705,电话,"0100","2024-03-07",58
2706,来信,"0200","2024-03-07",158
2707,网站,"0300","2024-03-07",32
2708,小程序/公众号,"0400","2024-03-07",445
2709,电话,"0100","2024-03-08",38
2710,来信,"0200","2024-03-08",119
2711,网站,"0300","2024-03-08",142
2712,小程序/公众号,"0400","2024-03-08",216
2713,电话,"0100","2024-03-09",61
2714,来信,"0200","2024-03-09",98
2715,网站,"0300","2024-03-09",27
2716,小程序/公众号,"0400","2024-03-09",229
2717,电话,"0100","2024-03-10",204
2718,来信,"0200","2024-03-10",128
2719,网站,"0300","2024-03-10",238
2720,小程序/公众号,"0400","2024-03-10",321
2721,电话,"0100","2024-03-11",46
2722,来信,"0200","2024-03-11",114
2723,网站,"0300","2024-03-11",58
2724,小程序/公众号,"0400","2024-03-11",287
2725,电话,"0100","2024-03-12",13
2726,来信,"0200","2024-03-12",18
2727,网站,"0300","2024-03-12",280
2728,小程序/公众号,"0400","2024-03-12",412
2729,电话,"0100","2024-03-13",65
2730,来信,"0200","2024-03-13",146
2731,网站,"0300","2024-03-13",173
2732,小程序/公众号,"0400","2024-03-13",397
2733,电话,"0100","2024-03-14",65
2734,来信,"0200","2024-03-14",195
2735,网站,"0300","2024-03-14",81
2736,小程序/公众号,"0400","2024-03-14",366
2737,电话,"0100","2024-03-15",56
2738,来信,"0200","2024-03-15",91
2739,网站,"0300","2024-03-15",227
2740,小程序/公众号,"0400","2024-03-15",496
2741,电话,"0100","2024-03-16",25
2742,来信,"0200","2024-03-16",27
2743,网站,"0300","2024-03-16",34
2744,小程序/公众号,"0400","2024-03-16",508
2745,电话,"0100","2024-03-17",74
2746,来信,"0200","2024-03-17",112
2747,网站,"0300","2024-03-17",30
2748,小程序/公众号,"0400","2024-03-17",226
2749,电话,"0100","2024-03-18",29
2750,来信,"0200","2024-03-18",145
2751,网站,"0300","2024-03-18",35
2752,小程序/公众号,"0400","2024-03-18",354
2753,电话,"0100","2024-03-19",209
2754,来信,"0200","2024-03-19",210
2755,网站,"0300","2024-03-19",83
2756,小程序/公众号,"0400","2024-03-19",398
2757,电话,"0100","2024-03-20",101
2758,来信,"0200","2024-03-20",116
2759,网站,"0300","2024-03-20",179
2760,小程序/公众号,"0400","2024-03-20",248
2761,电话,"0100","2024-03-21",84
2762,来信,"0200","2024-03-21",72
2763,网站,"0300","2024-03-21",289
2764,小程序/公众号,"0400","2024-03-21",346
2765,电话,"0100","2024-03-22",45
2766,来信,"0200","2024-03-22",168
2767,网站,"0300","2024-03-22",51
2768,小程序/公众号,"0400","2024-03-22",562
2769,电话,"0100","2024-03-23",62
2770,来信,"0200","2024-03-23",54
2771,网站,"0300","2024-03-23",55
2772,小程序/公众号,"0400","2024-03-23",235
2773,电话,"0100","2024-03-24",95
2774,来信,"0200","2024-03-24",75
2775,网站,"0300","2024-03-24",138
2776,小程序/公众号,"0400","2024-03-24",159
2777,电话,"0100","2024-03-25",56
2778,来信,"0200","2024-03-25",129
2779,网站,"0300","2024-03-25",55
2780,小程序/公众号,"0400","2024-03-25",264
2781,电话,"0100","2024-03-26",93
2782,来信,"0200","2024-03-26",35
2783,网站,"0300","2024-03-26",146
2784,小程序/公众号,"0400","2024-03-26",523
2785,电话,"0100","2024-03-27",28
2786,来信,"0200","2024-03-27",118
2787,网站,"0300","2024-03-27",205
2788,小程序/公众号,"0400","2024-03-27",287
2789,电话,"0100","2024-03-28",145
2790,来信,"0200","2024-03-28",90
2791,网站,"0300","2024-03-28",205
2792,小程序/公众号,"0400","2024-03-28",267
2793,电话,"0100","2024-03-29",111
2794,来信,"0200","2024-03-29",132
2795,网站,"0300","2024-03-29",153
2796,小程序/公众号,"0400","2024-03-29",382
2797,电话,"0100","2024-03-30",175
2798,来信,"0200","2024-03-30",205
2799,网站,"0300","2024-03-30",191
2800,小程序/公众号,"0400","2024-03-30",280
2801,电话,"0100","2024-03-31",139
2802,来信,"0200","2024-03-31",106
2803,网站,"0300","2024-03-31",116
2804,小程序/公众号,"0400","2024-03-31",315
2805,电话,"0100","2024-04-01",110
2806,来信,"0200","2024-04-01",23
2807,网站,"0300","2024-04-01",47
2808,小程序/公众号,"0400","2024-04-01",395
2809,电话,"0100","2024-04-02",69
2810,来信,"0200","2024-04-02",37
2811,网站,"0300","2024-04-02",95
2812,小程序/公众号,"0400","2024-04-02",348
2813,电话,"0100","2024-04-03",99
2814,来信,"0200","2024-04-03",115
2815,网站,"0300","2024-04-03",111
2816,小程序/公众号,"0400","2024-04-03",190
2817,电话,"0100","2024-04-04",135
2818,来信,"0200","2024-04-04",252
2819,网站,"0300","2024-04-04",164
2820,小程序/公众号,"0400","2024-04-04",389
2821,电话,"0100","2024-04-05",152
2822,来信,"0200","2024-04-05",92
2823,网站,"0300","2024-04-05",202
2824,小程序/公众号,"0400","2024-04-05",502
2825,电话,"0100","2024-04-06",17
2826,来信,"0200","2024-04-06",16
2827,网站,"0300","2024-04-06",123
2828,小程序/公众号,"0400","2024-04-06",199
2829,电话,"0100","2024-04-07",136
2830,来信,"0200","2024-04-07",90
2831,网站,"0300","2024-04-07",65
2832,小程序/公众号,"0400","2024-04-07",334
2833,电话,"0100","2024-04-08",120
2834,来信,"0200","2024-04-08",47
2835,网站,"0300","2024-04-08",149
2836,小程序/公众号,"0400","2024-04-08",505
2837,电话,"0100","2024-04-09",91
2838,来信,"0200","2024-04-09",129
2839,网站,"0300","2024-04-09",134
2840,小程序/公众号,"0400","2024-04-09",136
2841,电话,"0100","2024-04-10",10
2842,来信,"0200","2024-04-10",61
2843,网站,"0300","2024-04-10",10
2844,小程序/公众号,"0400","2024-04-10",229
2845,电话,"0100","2024-04-11",75
2846,来信,"0200","2024-04-11",103
2847,网站,"0300","2024-04-11",293
2848,小程序/公众号,"0400","2024-04-11",517
2849,电话,"0100","2024-04-12",64
2850,来信,"0200","2024-04-12",215
2851,网站,"0300","2024-04-12",52
2852,小程序/公众号,"0400","2024-04-12",504
2853,电话,"0100","2024-04-13",164
2854,来信,"0200","2024-04-13",156
2855,网站,"0300","2024-04-13",71
2856,小程序/公众号,"0400","2024-04-13",420
2857,电话,"0100","2024-04-14",74
2858,来信,"0200","2024-04-14",101
2859,网站,"0300","2024-04-14",313
2860,小程序/公众号,"0400","2024-04-14",326
2861,电话,"0100","2024-04-15",142
2862,来信,"0200","2024-04-15",102
2863,网站,"0300","2024-04-15",125
2864,小程序/公众号,"0400","2024-04-15",584
2865,电话,"0100","2024-04-16",175
2866,来信,"0200","2024-04-16",164
2867,网站,"0300","2024-04-16",126
2868,小程序/公众号,"0400","2024-04-16",338
2869,电话,"0100","2024-04-17",12
2870,来信,"0200","2024-04-17",29
2871,网站,"0300","2024-04-17",153
2872,小程序/公众号,"0400","2024-04-17",211
2873,电话,"0100","2024-04-18",137
2874,来信,"0200","2024-04-18",36
2875,网站,"0300","2024-04-18",209
2876,小程序/公众号,"0400","2024-04-18",222
2877,电话,"0100","2024-04-19",53
2878,来信,"0200","2024-04-19",84
2879,网站,"0300","2024-04-19",32
2880,小程序/公众号,"0400","2024-04-19",339
2881,电话,"0100","2024-04-20",89
2882,来信,"0200","2024-04-20",167
2883,网站,"0300","2024-04-20",40
2884,小程序/公众号,"0400","2024-04-20",328
2885,电话,"0100","2024-04-21",85
2886,来信,"0200","2024-04-21",57
2887,网站,"0300","2024-04-21",12
2888,小程序/公众号,"0400","2024-04-21",419
2889,电话,"0100","2024-04-22",232
2890,来信,"0200","2024-04-22",178
2891,网站,"0300","2024-04-22",251
2892,小程序/公众号,"0400","2024-04-22",329
2893,电话,"0100","2024-04-23",172
2894,来信,"0200","2024-04-23",69
2895,网站,"0300","2024-04-23",221
2896,小程序/公众号,"0400","2024-04-23",319
2897,电话,"0100","2024-04-24",47
2898,来信,"0200","2024-04-24",36
2899,网站,"0300","2024-04-24",15
2900,小程序/公众号,"0400","2024-04-24",205
2901,电话,"0100","2024-04-25",69
2902,来信,"0200","2024-04-25",38
2903,网站,"0300","2024-04-25",100
2904,小程序/公众号,"0400","2024-04-25",126
2905,电话,"0100","2024-04-26",68
2906,来信,"0200","2024-04-26",144
2907,网站,"0300","2024-04-26",12
2908,小程序/公众号,"0400","2024-04-26",425
2909,电话,"0100","2024-04-27",63
2910,来信,"0200","2024-04-27",167
2911,网站,"0300","2024-04-27",153
2912,小程序/公众号,"0400","2024-04-27",516
2913,电话,"0100","2024-04-28",90
2914,来信,"0200","2024-04-28",153
2915,网站,"0300","2024-04-28",146
2916,小程序/公众号,"0400","2024-04-28",545
2917,电话,"0100","2024-04-29",41
2918,来信,"0200","2024-04-29",77
2919,网站,"0300","2024-04-29",48
2920,小程序/公众号,"0400","2024-04-29",275
2921,电话,"0100","2024-04-30",50
2922,来信,"0200","2024-04-30",270
2923,网站,"0300","2024-04-30",55
2924,小程序/公众号,"0400","2024-04-30",585
2925,电话,"0100","2024-05-01",68
2926,来信,"0200","2024-05-01",79
2927,网站,"0300","2024-05-01",24
2928,小程序/公众号,"0400","2024-05-01",397
2929,电话,"0100","2024-05-02",103
2930,来信,"0200","2024-05-02",84
2931,网站,"0300","2024-05-02",117
2932,小程序/公众号,"0400","2024-05-02",125
2933,电话,"0100","2024-05-03",90
2934,来信,"0200","2024-05-03",152
2935,网站,"0300","2024-05-03",126
2936,小程序/公众号,"0400","2024-05-03",193
2937,电话,"0100","2024-05-04",66
2938,来信,"0200","2024-05-04",57
2939,网站,"0300","2024-05-04",140
2940,小程序/公众号,"0400","2024-05-04",294
2941,电话,"0100","2024-05-05",200
2942,来信,"0200","2024-05-05",204
2943,网站,"0300","2024-05-05",175
2944,小程序/公众号,"0400","2024-05-05",363
2945,电话,"0100","2024-05-06",78
2946,来信,"0200","2024-05-06",181
2947,网站,"0300","2024-05-06",31
2948,小程序/公众号,"0400","2024-05-06",439
2949,电话,"0100","2024-05-07",102
2950,来信,"0200","2024-05-07",56
2951,网站,"0300","2024-05-07",62
2952,小程序/公众号,"0400","2024-05-07",322
2953,电话,"0100","2024-05-08",20
2954,来信,"0200","2024-05-08",137
2955,网站,"0300","2024-05-08",195
2956,小程序/公众号,"0400","2024-05-08",199
2957,电话,"0100","2024-05-09",13
2958,来信,"0200","2024-05-09",39
2959,网站,"0300","2024-05-09",133
2960,小程序/公众号,"0400","2024-05-09",200
2961,电话,"0100","2024-05-10",129
2962,来信,"0200","2024-05-10",66
2963,网站,"0300","2024-05-10",384
2964,小程序/公众号,"0400","2024-05-10",392
2965,电话,"0100","2024-05-11",39
2966,来信,"0200","2024-05-11",102
2967,网站,"0300","2024-05-11",47
2968,小程序/公众号,"0400","2024-05-11",300
2969,电话,"0100","2024-05-12",82
2970,来信,"0200","2024-05-12",128
2971,网站,"0300","2024-05-12",64
2972,小程序/公众号,"0400","2024-05-12",308
2973,电话,"0100","2024-05-13",148
2974,来信,"0200","2024-05-13",14
2975,网站,"0300","2024-05-13",112
2976,小程序/公众号,"0400","2024-05-13",521
2977,电话,"0100","2024-05-14",177
2978,来信,"0200","2024-05-14",152
2979,网站,"0300","2024-05-14",322
2980,小程序/公众号,"0400","2024-05-14",326
2981,电话,"0100","2024-05-15",155
2982,来信,"0200","2024-05-15",91
2983,网站,"0300","2024-05-15",51
2984,小程序/公众号,"0400","2024-05-15",500
2985,电话,"0100","2024-05-16",165
2986,来信,"0200","2024-05-16",152
2987,网站,"0300","2024-05-16",262
2988,小程序/公众号,"0400","2024-05-16",381
2989,电话,"0100","2024-05-17",66
2990,来信,"0200","2024-05-17",54
2991,网站,"0300","2024-05-17",33
2992,小程序/公众号,"0400","2024-05-17",206
2993,电话,"0100","2024-05-18",160
2994,来信,"0200","2024-05-18",224
2995,网站,"0300","2024-05-18",141
2996,小程序/公众号,"0400","2024-05-18",324
2997,电话,"0100","2024-05-19",32
2998,来信,"0200","2024-05-19",13
2999,网站,"0300","2024-05-19",126
3000,小程序/公众号,"0400","2024-05-19",153
3001,电话,"0100","2024-05-20",33
3002,来信,"0200","2024-05-20",223
3003,网站,"0300","2024-05-20",76
3004,小程序/公众号,"0400","2024-05-20",572
3005,电话,"0100","2024-05-21",96
3006,来信,"0200","2024-05-21",161
3007,网站,"0300","2024-05-21",153
3008,小程序/公众号,"0400","2024-05-21",252
3009,电话,"0100","2024-05-22",184
3010,来信,"0200","2024-05-22",127
3011,网站,"0300","2024-05-22",55
3012,小程序/公众号,"0400","2024-05-22",439
3013,电话,"0100","2024-05-23",125
3014,来信,"0200","2024-05-23",212
3015,网站,"0300","2024-05-23",49
3016,小程序/公众号,"0400","2024-05-23",610
3017,电话,"0100","2024-05-24",71
3018,来信,"0200","2024-05-24",43
3019,网站,"0300","2024-05-24",139
3020,小程序/公众号,"0400","2024-05-24",322
3021,电话,"0100","2024-05-25",87
3022,来信,"0200","2024-05-25",11
3023,网站,"0300","2024-05-25",166
3024,小程序/公众号,"0400","2024-05-25",289
3025,电话,"0100","2024-05-26",107
3026,来信,"0200","2024-05-26",85
3027,网站,"0300","2024-05-26",125
3028,小程序/公众号,"0400","2024-05-26",198
3029,电话,"0100","2024-05-27",167
3030,来信,"0200","2024-05-27",124
3031,网站,"0300","2024-05-27",156
3032,小程序/公众号,"0400","2024-05-27",340
3033,电话,"0100","2024-05-28",66
3034,来信,"0200","2024-05-28",137
3035,网站,"0300","2024-05-28",50
3036,小程序/公众号,"0400","2024-05-28",245
3037,电话,"0100","2024-05-29",97
3038,来信,"0200","2024-05-29",166
3039,网站,"0300","2024-05-29",171
3040,小程序/公众号,"0400","2024-05-29",327
3041,电话,"0100","2024-05-30",237
3042,来信,"0200","2024-05-30",81
3043,网站,"0300","2024-05-30",48
3044,小程序/公众号,"0400","2024-05-30",589
3045,电话,"0100","2024-05-31",33
3046,来信,"0200","2024-05-31",18
3047,网站,"0300","2024-05-31",30
3048,小程序/公众号,"0400","2024-05-31",262
3049,电话,"0100","2024-06-01",46
3050,来信,"0200","2024-06-01",155
3051,网站,"0300","2024-06-01",173
3052,小程序/公众号,"0400","2024-06-01",302
