"md_id","busi_time","hand_up_type","hand_up_cnt"
1928,"2024-02-02","2",193
1929,"2024-02-02","3",36
1930,"2024-02-03","1",11
1931,"2024-02-03","2",5
1932,"2024-02-03","3",7
1933,"2024-02-04","1",93
1934,"2024-02-04","2",26
1935,"2024-02-04","3",116
1936,"2024-02-05","1",173
1937,"2024-02-05","2",22
1938,"2024-02-05","3",3
1939,"2024-02-06","1",114
1940,"2024-02-06","2",19
1941,"2024-02-06","3",0
1942,"2024-02-07","1",46
1943,"2024-02-07","2",11
1944,"2024-02-07","3",36
1945,"2024-02-08","1",30
1946,"2024-02-08","2",17
1947,"2024-02-08","3",75
1948,"2024-02-09","1",38
1949,"2024-02-09","2",13
1950,"2024-02-09","3",9
1951,"2024-02-10","1",62
1952,"2024-02-10","2",56
1953,"2024-02-10","3",51
1954,"2024-02-11","1",85
1955,"2024-02-11","2",2
1956,"2024-02-11","3",53
1957,"2024-02-12","1",45
1958,"2024-02-12","2",21
1959,"2024-02-12","3",22
1960,"2024-02-13","1",48
1961,"2024-02-13","2",174
1962,"2024-02-13","3",72
1963,"2024-02-14","1",30
1964,"2024-02-14","2",17
1965,"2024-02-14","3",33
1966,"2024-02-15","1",25
1967,"2024-02-15","2",88
1968,"2024-02-15","3",129
1969,"2024-02-16","1",4
1970,"2024-02-16","2",82
1971,"2024-02-16","3",62
1972,"2024-02-17","1",61
1973,"2024-02-17","2",223
1974,"2024-02-17","3",46
1975,"2024-02-18","1",19
1976,"2024-02-18","2",142
1977,"2024-02-18","3",11
1978,"2024-02-19","1",238
1979,"2024-02-19","2",1
1980,"2024-02-19","3",46
1981,"2024-02-20","1",85
1982,"2024-02-20","2",5
1983,"2024-02-20","3",6
1984,"2024-02-21","1",8
1985,"2024-02-21","2",0
1986,"2024-02-21","3",0
1987,"2024-02-22","1",25
1988,"2024-02-22","2",152
1989,"2024-02-22","3",12
1990,"2024-02-23","1",34
1991,"2024-02-23","2",8
1992,"2024-02-23","3",37
1993,"2024-02-24","1",95
1994,"2024-02-24","2",13
1995,"2024-02-24","3",5
1996,"2024-02-25","1",30
1997,"2024-02-25","2",36
1998,"2024-02-25","3",8
1999,"2024-02-26","1",122
2000,"2024-02-26","2",72
2001,"2024-02-26","3",17
2002,"2024-02-27","1",84
2003,"2024-02-27","2",74
2004,"2024-02-27","3",82
2005,"2024-02-28","1",225
2006,"2024-02-28","2",17
2007,"2024-02-28","3",29
2008,"2024-02-29","1",46
2009,"2024-02-29","2",83
2010,"2024-02-29","3",157
2011,"2024-03-01","1",21
2012,"2024-03-01","2",13
2013,"2024-03-01","3",11
2014,"2024-03-02","1",304
2015,"2024-03-02","2",1
2016,"2024-03-02","3",14
2017,"2024-03-03","1",245
2018,"2024-03-03","2",7
2019,"2024-03-03","3",0
2020,"2024-03-04","1",47
2021,"2024-03-04","2",4
2022,"2024-03-04","3",76
2023,"2024-03-05","1",252
2024,"2024-03-05","2",7
2025,"2024-03-05","3",125
2026,"2024-03-06","1",4
2027,"2024-03-06","2",88
2028,"2024-03-06","3",3
2029,"2024-03-07","1",266
2030,"2024-03-07","2",76
2031,"2024-03-07","3",2
2032,"2024-03-08","1",138
2033,"2024-03-08","2",13
2034,"2024-03-08","3",9
2035,"2024-03-09","1",32
2036,"2024-03-09","2",45
2037,"2024-03-09","3",0
2038,"2024-03-10","1",78
2039,"2024-03-10","2",16
2040,"2024-03-10","3",3
2041,"2024-03-11","1",10
2042,"2024-03-11","2",8
2043,"2024-03-11","3",31
2044,"2024-03-12","1",27
2045,"2024-03-12","2",17
2046,"2024-03-12","3",1
2047,"2024-03-13","1",43
2048,"2024-03-13","2",56
2049,"2024-03-13","3",24
2050,"2024-03-14","1",71
2051,"2024-03-14","2",32
2052,"2024-03-14","3",13
2053,"2024-03-15","1",67
2054,"2024-03-15","2",61
2055,"2024-03-15","3",58
2056,"2024-03-16","1",47
2057,"2024-03-16","2",2
2058,"2024-03-16","3",18
2059,"2024-03-17","1",97
2060,"2024-03-17","2",1
2061,"2024-03-17","3",52
2062,"2024-03-18","1",197
2063,"2024-03-18","2",1
2064,"2024-03-18","3",106
2065,"2024-03-19","1",56
2066,"2024-03-19","2",15
2067,"2024-03-19","3",33
2068,"2024-03-20","1",16
2069,"2024-03-20","2",204
2070,"2024-03-20","3",7
2071,"2024-03-21","1",59
2072,"2024-03-21","2",6
2073,"2024-03-21","3",7
2074,"2024-03-22","1",35
2075,"2024-03-22","2",16
2076,"2024-03-22","3",67
2077,"2024-03-23","1",7
2078,"2024-03-23","2",14
2079,"2024-03-23","3",3
2080,"2024-03-24","1",38
2081,"2024-03-24","2",3
2082,"2024-03-24","3",0
2083,"2024-03-25","1",74
2084,"2024-03-25","2",1
2085,"2024-03-25","3",36
2086,"2024-03-26","1",24
2087,"2024-03-26","2",172
2088,"2024-03-26","3",55
2089,"2024-03-27","1",29
2090,"2024-03-27","2",3
2091,"2024-03-27","3",81
2092,"2024-03-28","1",8
2093,"2024-03-28","2",0
2094,"2024-03-28","3",0
2095,"2024-03-29","1",64
2096,"2024-03-29","2",6
2097,"2024-03-29","3",59
2098,"2024-03-30","1",83
2099,"2024-03-30","2",56
2100,"2024-03-30","3",243
2101,"2024-03-31","1",5
2102,"2024-03-31","2",17
2103,"2024-03-31","3",25
2104,"2024-04-01","1",62
2105,"2024-04-01","2",188
2106,"2024-04-01","3",62
2107,"2024-04-02","1",1
2108,"2024-04-02","2",142
2109,"2024-04-02","3",31
2110,"2024-04-03","1",50
2111,"2024-04-03","2",113
2112,"2024-04-03","3",33
2113,"2024-04-04","1",18
2114,"2024-04-04","2",36
2115,"2024-04-04","3",48
2116,"2024-04-05","1",4
2117,"2024-04-05","2",3
2118,"2024-04-05","3",46
2119,"2024-04-06","1",41
2120,"2024-04-06","2",162
2121,"2024-04-06","3",50
2122,"2024-04-07","1",79
2123,"2024-04-07","2",4
2124,"2024-04-07","3",2
2125,"2024-04-08","1",73
2126,"2024-04-08","2",35
2127,"2024-04-08","3",63
2128,"2024-04-09","1",117
2129,"2024-04-09","2",22
2130,"2024-04-09","3",7
2131,"2024-04-10","1",222
2132,"2024-04-10","2",93
2133,"2024-04-10","3",8
2134,"2024-04-11","1",54
2135,"2024-04-11","2",47
2136,"2024-04-11","3",72
2137,"2024-04-12","1",66
2138,"2024-04-12","2",78
2139,"2024-04-12","3",30
2140,"2024-04-13","1",21
2141,"2024-04-13","2",20
2142,"2024-04-13","3",7
2143,"2024-04-14","1",144
2144,"2024-04-14","2",24
2145,"2024-04-14","3",44
2146,"2024-04-15","1",15
2147,"2024-04-15","2",151
2148,"2024-04-15","3",40
2149,"2024-04-16","1",70
2150,"2024-04-16","2",0
2151,"2024-04-16","3",5
2152,"2024-04-17","1",25
2153,"2024-04-17","2",26
2154,"2024-04-17","3",1
2155,"2024-04-18","1",51
2156,"2024-04-18","2",53
2157,"2024-04-18","3",0
2158,"2024-04-19","1",25
2159,"2024-04-19","2",41
2160,"2024-04-19","3",12
2161,"2024-04-20","1",245
2162,"2024-04-20","2",47
2163,"2024-04-20","3",4
2164,"2024-04-21","1",63
2165,"2024-04-21","2",11
2166,"2024-04-21","3",2
2167,"2024-04-22","1",0
2168,"2024-04-22","2",0
2169,"2024-04-22","3",1
2170,"2024-04-23","1",33
2171,"2024-04-23","2",34
2172,"2024-04-23","3",2
2173,"2024-04-24","1",79
2174,"2024-04-24","2",7
2175,"2024-04-24","3",42
2176,"2024-04-25","1",30
2177,"2024-04-25","2",0
2178,"2024-04-25","3",27
2179,"2024-04-26","1",120
2180,"2024-04-26","2",114
2181,"2024-04-26","3",8
2182,"2024-04-27","1",6
2183,"2024-04-27","2",6
2184,"2024-04-27","3",4
2185,"2024-04-28","1",4
2186,"2024-04-28","2",0
2187,"2024-04-28","3",1
2188,"2024-04-29","1",56
2189,"2024-04-29","2",7
2190,"2024-04-29","3",2
2191,"2024-04-30","1",0
2192,"2024-04-30","2",2
2193,"2024-04-30","3",3
2194,"2024-05-01","1",245
2195,"2024-05-01","2",136
2196,"2024-05-01","3",44
2197,"2024-05-02","1",0
2198,"2024-05-02","2",61
2199,"2024-05-02","3",9
2200,"2024-05-03","1",24
2201,"2024-05-03","2",69
2202,"2024-05-03","3",19
2203,"2024-05-04","1",197
2204,"2024-05-04","2",14
2205,"2024-05-04","3",52
2206,"2024-05-05","1",5
2207,"2024-05-05","2",8
2208,"2024-05-05","3",34
2209,"2024-05-06","1",12
2210,"2024-05-06","2",2
2211,"2024-05-06","3",4
2212,"2024-05-07","1",207
2213,"2024-05-07","2",19
2214,"2024-05-07","3",9
2215,"2024-05-08","1",265
2216,"2024-05-08","2",52
2217,"2024-05-08","3",30
2218,"2024-05-09","1",8
2219,"2024-05-09","2",25
2220,"2024-05-09","3",51
2221,"2024-05-10","1",245
2222,"2024-05-10","2",17
2223,"2024-05-10","3",11
2224,"2024-05-11","1",0
2225,"2024-05-11","2",0
2226,"2024-05-11","3",0
2227,"2024-05-12","1",25
2228,"2024-05-12","2",16
2229,"2024-05-12","3",14
2230,"2024-05-13","1",41
2231,"2024-05-13","2",192
2232,"2024-05-13","3",9
2233,"2024-05-14","1",209
2234,"2024-05-14","2",59
2235,"2024-05-14","3",79
2236,"2024-05-15","1",25
2237,"2024-05-15","2",42
2238,"2024-05-15","3",117
2239,"2024-05-16","1",40
2240,"2024-05-16","2",9
2241,"2024-05-16","3",18
2242,"2024-05-17","1",25
2243,"2024-05-17","2",0
2244,"2024-05-17","3",0
2245,"2024-05-18","1",132
2246,"2024-05-18","2",4
2247,"2024-05-18","3",71
2248,"2024-05-19","1",50
2249,"2024-05-19","2",39
2250,"2024-05-19","3",77
2251,"2024-05-20","1",24
2252,"2024-05-20","2",13
2253,"2024-05-20","3",87
2254,"2024-05-21","1",133
2255,"2024-05-21","2",9
2256,"2024-05-21","3",49
2257,"2024-05-22","1",55
2258,"2024-05-22","2",1
2259,"2024-05-22","3",11
2260,"2024-05-23","1",81
2261,"2024-05-23","2",91
2262,"2024-05-23","3",1
2263,"2024-05-24","1",104
2264,"2024-05-24","2",7
2265,"2024-05-24","3",149
2266,"2024-05-25","1",17
2267,"2024-05-25","2",25
2268,"2024-05-25","3",11
2269,"2024-05-26","1",66
2270,"2024-05-26","2",41
2271,"2024-05-26","3",160
2272,"2024-05-27","1",26
2273,"2024-05-27","2",9
2274,"2024-05-27","3",77
2275,"2024-05-28","1",0
2276,"2024-05-28","2",26
2277,"2024-05-28","3",5
2278,"2024-05-29","1",253
2279,"2024-05-29","2",1
2280,"2024-05-29","3",9
2281,"2024-05-30","1",44
2282,"2024-05-30","2",71
2283,"2024-05-30","3",2
2284,"2024-05-31","1",120
2285,"2024-05-31","2",1
2286,"2024-05-31","3",7
2287,"2024-06-01","1",100
2288,"2024-06-01","2",39
2289,"2024-06-01","3",48
2290,"2024-06-02","1",68
2291,"2024-06-02","2",2
2292,"2024-06-02","3",11
2293,"2024-06-03","1",302
2294,"2024-06-03","2",29
2295,"2024-06-03","3",1
2296,"2024-06-04","1",22
2297,"2024-06-04","2",142
2298,"2024-06-04","3",92
2299,"2024-06-05","1",121
2300,"2024-06-05","2",76
2301,"2024-06-05","3",15
2302,"2024-06-06","1",39
2303,"2024-06-06","2",11
2304,"2024-06-06","3",3
2305,"2024-06-07","1",116
2306,"2024-06-07","2",57
2307,"2024-06-07","3",33
2308,"2024-06-08","1",324
2309,"2024-06-08","2",23
2310,"2024-06-08","3",1
2311,"2024-06-09","1",46
2312,"2024-06-09","2",8
2313,"2024-06-09","3",2
2314,"2024-06-10","1",21
2315,"2024-06-10","2",0
2316,"2024-06-10","3",1
2317,"2024-06-11","1",14
2318,"2024-06-11","2",25
2319,"2024-06-11","3",26
2320,"2024-06-12","1",3
2321,"2024-06-12","2",15
2322,"2024-06-12","3",9
2323,"2024-06-13","1",18
2324,"2024-06-13","2",13
2325,"2024-06-13","3",16
2326,"2024-06-14","1",99
2327,"2024-06-14","2",69
2328,"2024-06-14","3",23
2329,"2024-06-15","1",34
2330,"2024-06-15","2",15
2331,"2024-06-15","3",77
2332,"2024-06-16","1",216
2333,"2024-06-16","2",22
2334,"2024-06-16","3",44
2335,"2024-06-17","1",20
2336,"2024-06-17","2",33
2337,"2024-06-17","3",5
2338,"2024-06-18","1",33
2339,"2024-06-18","2",156
2340,"2024-06-18","3",138
2341,"2024-06-19","1",87
2342,"2024-06-19","2",4
2343,"2024-06-19","3",18
2344,"2024-06-20","1",4
2345,"2024-06-20","2",51
2346,"2024-06-20","3",32
2347,"2024-06-21","1",72
2348,"2024-06-21","2",43
2349,"2024-06-21","3",63
2350,"2024-06-22","1",61
2351,"2024-06-22","2",22
2352,"2024-06-22","3",17
2353,"2024-06-23","1",39
2354,"2024-06-23","2",108
2355,"2024-06-23","3",46
2356,"2024-06-24","1",345
2357,"2024-06-24","2",0
2358,"2024-06-24","3",9
2359,"2024-06-25","1",7
2360,"2024-06-25","2",1
2361,"2024-06-25","3",2
2362,"2024-06-26","1",246
2363,"2024-06-26","2",13
2364,"2024-06-26","3",33
2365,"2024-06-27","1",4
2366,"2024-06-27","2",3
2367,"2024-06-27","3",7
2368,"2024-06-28","1",36
2369,"2024-06-28","2",9
2370,"2024-06-28","3",16
2371,"2024-06-29","1",11
2372,"2024-06-29","2",1
2373,"2024-06-29","3",0
2374,"2024-06-30","1",58
2375,"2024-06-30","2",7
2376,"2024-06-30","3",63
2377,"2024-07-01","1",32
2378,"2024-07-01","2",0
2379,"2024-07-01","3",1
2380,"2024-07-02","1",3
2381,"2024-07-02","2",6
2382,"2024-07-02","3",22
2383,"2024-07-03","1",94
2384,"2024-07-03","2",9
2385,"2024-07-03","3",9
2386,"2024-07-04","1",88
2387,"2024-07-04","2",126
2388,"2024-07-04","3",103
2389,"2024-07-05","1",13
2390,"2024-07-05","2",87
2391,"2024-07-05","3",72
2392,"2024-07-06","1",299
2393,"2024-07-06","2",11
2394,"2024-07-06","3",19
2395,"2024-07-07","1",1
2396,"2024-07-07","2",0
2397,"2024-07-07","3",2
2398,"2024-07-08","1",78
2399,"2024-07-08","2",40
2400,"2024-07-08","3",24
2401,"2024-07-09","1",11
2402,"2024-07-09","2",33
2403,"2024-07-09","3",3
2404,"2024-07-10","1",95
2405,"2024-07-10","2",84
2406,"2024-07-10","3",104
2407,"2024-07-11","1",5
2408,"2024-07-11","2",0
2409,"2024-07-11","3",2
2410,"2024-07-12","1",25
2411,"2024-07-12","2",12
2412,"2024-07-12","3",25
2413,"2024-07-13","1",87
2414,"2024-07-13","2",49
2415,"2024-07-13","3",17
2416,"2024-07-14","1",133
2417,"2024-07-14","2",257
2418,"2024-07-14","3",45
2419,"2024-07-15","1",0
2420,"2024-07-15","2",2
2421,"2024-07-15","3",2
2422,"2024-07-16","1",283
2423,"2024-07-16","2",29
2424,"2024-07-16","3",26
2425,"2024-07-17","1",280
2426,"2024-07-17","2",36
2427,"2024-07-17","3",48
2428,"2024-07-18","1",27
2429,"2024-07-18","2",7
2430,"2024-07-18","3",8
2431,"2024-07-19","1",8
2432,"2024-07-19","2",0
2433,"2024-07-19","3",0
2434,"2024-07-20","1",50
2435,"2024-07-20","2",1
2436,"2024-07-20","3",30
2437,"2024-07-21","1",98
2438,"2024-07-21","2",151
2439,"2024-07-21","3",8
2440,"2024-07-22","1",69
2441,"2024-07-22","2",5
2442,"2024-07-22","3",49
2443,"2024-07-23","1",97
2444,"2024-07-23","2",6
2445,"2024-07-23","3",154
2446,"2024-07-24","1",214
2447,"2024-07-24","2",55
2448,"2024-07-24","3",91
2449,"2024-07-25","1",3
2450,"2024-07-25","2",0
2451,"2024-07-25","3",1
2452,"2024-07-26","1",78
2453,"2024-07-26","2",9
2454,"2024-07-26","3",16
2455,"2024-07-27","1",0
2456,"2024-07-27","2",0
2457,"2024-07-27","3",3
2458,"2024-07-28","1",40
2459,"2024-07-28","2",44
2460,"2024-07-28","3",56
2461,"2024-07-29","1",289
2462,"2024-07-29","2",20
2463,"2024-07-29","3",9
2464,"2024-07-30","1",80
2465,"2024-07-30","2",42
2466,"2024-07-30","3",6
2467,"2024-07-31","1",35
2468,"2024-07-31","2",48
2469,"2024-07-31","3",132
2470,"2024-08-01","1",97
2471,"2024-08-01","2",6
2472,"2024-08-01","3",3
2473,"2024-08-02","1",31
2474,"2024-08-02","2",12
2475,"2024-08-02","3",2
2476,"2024-08-03","1",1
2477,"2024-08-03","2",17
2478,"2024-08-03","3",1
2479,"2024-08-04","1",77
2480,"2024-08-04","2",10
2481,"2024-08-04","3",83
2482,"2024-08-05","1",49
2483,"2024-08-05","2",69
2484,"2024-08-05","3",128
2485,"2024-08-06","1",23
2486,"2024-08-06","2",24
2487,"2024-08-06","3",193
2488,"2024-08-07","1",46
2489,"2024-08-07","2",46
2490,"2024-08-07","3",100
2491,"2024-08-08","1",3
2492,"2024-08-08","2",0
2493,"2024-08-08","3",0
2494,"2024-08-09","1",114
2495,"2024-08-09","2",42
2496,"2024-08-09","3",14
2497,"2024-08-10","1",53
2498,"2024-08-10","2",22
2499,"2024-08-10","3",4
2500,"2024-08-11","1",294
2501,"2024-08-11","2",2
2502,"2024-08-11","3",2
2503,"2024-08-12","1",27
2504,"2024-08-12","2",5
2505,"2024-08-12","3",4
2506,"2024-08-13","1",14
2507,"2024-08-13","2",27
2508,"2024-08-13","3",3
2509,"2024-08-14","1",204
2510,"2024-08-14","2",0
2511,"2024-08-14","3",0
2512,"2024-08-15","1",66
2513,"2024-08-15","2",141
2514,"2024-08-15","3",11
2515,"2024-08-16","1",6
2516,"2024-08-16","2",5
2517,"2024-08-16","3",4
2518,"2024-08-17","1",35
2519,"2024-08-17","2",22
2520,"2024-08-17","3",94
2521,"2024-08-18","1",15
2522,"2024-08-18","2",99
2523,"2024-08-18","3",26
2524,"2024-08-19","1",90
2525,"2024-08-19","2",29
2526,"2024-08-19","3",2
2527,"2024-08-20","1",71
2528,"2024-08-20","2",18
2529,"2024-08-20","3",22
2530,"2024-08-21","1",57
2531,"2024-08-21","2",17
2532,"2024-08-21","3",7
2533,"2024-08-22","1",68
2534,"2024-08-22","2",21
2535,"2024-08-22","3",56
2536,"2024-08-23","1",134
2537,"2024-08-23","2",40
2538,"2024-08-23","3",8
2539,"2024-08-24","1",4
2540,"2024-08-24","2",25
2541,"2024-08-24","3",84
2542,"2024-08-25","1",0
2543,"2024-08-25","2",16
2544,"2024-08-25","3",1
2545,"2024-08-26","1",123
2546,"2024-08-26","2",27
2547,"2024-08-26","3",75
2548,"2024-08-27","1",111
2549,"2024-08-27","2",43
2550,"2024-08-27","3",0
2551,"2024-08-28","1",58
2552,"2024-08-28","2",13
2553,"2024-08-28","3",1
2554,"2024-08-29","1",0
2555,"2024-08-29","2",3
2556,"2024-08-29","3",8
2557,"2024-08-30","1",336
2558,"2024-08-30","2",66
2559,"2024-08-30","3",50
2560,"2024-08-31","1",23
2561,"2024-08-31","2",26
2562,"2024-08-31","3",4
2563,"2024-09-01","1",270
2564,"2024-09-01","2",37
2565,"2024-09-01","3",12
2566,"2024-09-02","1",54
2567,"2024-09-02","2",53
2568,"2024-09-02","3",190
2569,"2024-09-03","1",15
2570,"2024-09-03","2",3
2571,"2024-09-03","3",19
2572,"2024-09-04","1",16
2573,"2024-09-04","2",0
2574,"2024-09-04","3",1
2575,"2024-09-05","1",103
2576,"2024-09-05","2",5
2577,"2024-09-05","3",3
2578,"2024-09-06","1",101
2579,"2024-09-06","2",31
2580,"2024-09-06","3",13
2581,"2024-09-07","1",120
2582,"2024-09-07","2",6
2583,"2024-09-07","3",53
2584,"2024-09-08","1",76
2585,"2024-09-08","2",5
2586,"2024-09-08","3",1
2587,"2024-09-09","1",33
2588,"2024-09-09","2",14
2589,"2024-09-09","3",17
2590,"2024-09-10","1",100
2591,"2024-09-10","2",151
2592,"2024-09-10","3",62
2593,"2024-09-11","1",408
2594,"2024-09-11","2",4
2595,"2024-09-11","3",15
2596,"2024-09-12","1",126
2597,"2024-09-12","2",11
2598,"2024-09-12","3",2
2599,"2024-09-13","1",112
2600,"2024-09-13","2",2
2601,"2024-09-13","3",103
2602,"2024-09-14","1",10
2603,"2024-09-14","2",4
2604,"2024-09-14","3",0
2605,"2024-09-15","1",17
2606,"2024-09-15","2",4
2607,"2024-09-15","3",2
2608,"2024-09-16","1",163
2609,"2024-09-16","2",27
2610,"2024-09-16","3",57
2611,"2024-09-17","1",37
2612,"2024-09-17","2",322
2613,"2024-09-17","3",35
2614,"2024-09-18","1",73
2615,"2024-09-18","2",25
2616,"2024-09-18","3",12
2617,"2024-09-19","1",4
2618,"2024-09-19","2",3
2619,"2024-09-19","3",7
2620,"2024-09-20","1",16
2621,"2024-09-20","2",147
2622,"2024-09-20","3",13
2623,"2024-09-21","1",5
2624,"2024-09-21","2",23
2625,"2024-09-21","3",16
2626,"2024-09-22","1",8
2627,"2024-09-22","2",12
2628,"2024-09-22","3",28
2629,"2024-09-23","1",17
2630,"2024-09-23","2",22
2631,"2024-09-23","3",2
2632,"2024-09-24","1",41
2633,"2024-09-24","2",25
2634,"2024-09-24","3",5
2635,"2024-09-25","1",132
2636,"2024-09-25","2",274
2637,"2024-09-25","3",5
2638,"2024-09-26","1",72
2639,"2024-09-26","2",29
2640,"2024-09-26","3",25
2641,"2024-09-27","1",0
2642,"2024-09-27","2",143
2643,"2024-09-27","3",138
2644,"2024-09-28","1",29
2645,"2024-09-28","2",6
2646,"2024-09-28","3",61
2647,"2024-09-29","1",53
2648,"2024-09-29","2",82
2649,"2024-09-29","3",18
2650,"2024-09-30","1",11
2651,"2024-09-30","2",217
2652,"2024-09-30","3",22
2653,"2024-10-01","1",77
2654,"2024-10-01","2",5
2655,"2024-10-01","3",10
2656,"2024-10-02","1",111
2657,"2024-10-02","2",6
2658,"2024-10-02","3",24
2659,"2024-10-03","1",7
2660,"2024-10-03","2",17
2661,"2024-10-03","3",48
2662,"2024-10-04","1",36
2663,"2024-10-04","2",0
2664,"2024-10-04","3",56
2665,"2024-10-05","1",22
2666,"2024-10-05","2",36
2667,"2024-10-05","3",5
2668,"2024-10-06","1",10
2669,"2024-10-06","2",8
2670,"2024-10-06","3",33
2671,"2024-10-07","1",14
2672,"2024-10-07","2",25
2673,"2024-10-07","3",44
2674,"2024-10-08","1",9
2675,"2024-10-08","2",13
2676,"2024-10-08","3",12
2677,"2024-10-09","1",99
2678,"2024-10-09","2",0
2679,"2024-10-09","3",64
2680,"2024-10-10","1",34
2681,"2024-10-10","2",18
2682,"2024-10-10","3",36
2683,"2024-10-11","1",85
2684,"2024-10-11","2",34
2685,"2024-10-11","3",39
2686,"2024-10-12","1",131
2687,"2024-10-12","2",29
2688,"2024-10-12","3",11
2689,"2024-10-13","1",66
2690,"2024-10-13","2",3
2691,"2024-10-13","3",5
2692,"2024-10-14","1",130
2693,"2024-10-14","2",15
2694,"2024-10-14","3",66
2695,"2024-10-15","1",19
2696,"2024-10-15","2",157
2697,"2024-10-15","3",54
2698,"2024-10-16","1",2
2699,"2024-10-16","2",100
2700,"2024-10-16","3",19
2701,"2024-10-17","1",15
2702,"2024-10-17","2",42
2703,"2024-10-17","3",2
2704,"2024-10-18","1",93
2705,"2024-10-18","2",161
2706,"2024-10-18","3",4
2707,"2024-10-19","1",22
2708,"2024-10-19","2",34
2709,"2024-10-19","3",55
2710,"2024-10-20","1",33
2711,"2024-10-20","2",20
2712,"2024-10-20","3",20
2713,"2024-10-21","1",30
2714,"2024-10-21","2",12
2715,"2024-10-21","3",12
2716,"2024-10-22","1",3
2717,"2024-10-22","2",28
2718,"2024-10-22","3",1
2719,"2024-10-23","1",177
2720,"2024-10-23","2",26
2721,"2024-10-23","3",25
2722,"2024-10-24","1",87
2723,"2024-10-24","2",7
2724,"2024-10-24","3",70
2725,"2024-10-25","1",214
2726,"2024-10-25","2",86
2727,"2024-10-25","3",32
2728,"2024-10-26","1",397
2729,"2024-10-26","2",2
2730,"2024-10-26","3",5
2731,"2024-10-27","1",9
2732,"2024-10-27","2",5
2733,"2024-10-27","3",3
2734,"2024-10-28","1",21
2735,"2024-10-28","2",84
2736,"2024-10-28","3",2
2737,"2024-10-29","1",28
2738,"2024-10-29","2",16
2739,"2024-10-29","3",4
2740,"2024-10-30","1",44
2741,"2024-10-30","2",7
2742,"2024-10-30","3",59
2743,"2024-10-31","1",56
2744,"2024-10-31","2",127
2745,"2024-10-31","3",77
2746,"2024-11-01","1",0
2747,"2024-11-01","2",12
2748,"2024-11-01","3",95
2749,"2024-11-02","1",101
2750,"2024-11-02","2",17
2751,"2024-11-02","3",104
2752,"2024-11-03","1",68
2753,"2024-11-03","2",146
2754,"2024-11-03","3",0
2755,"2024-11-04","1",187
2756,"2024-11-04","2",125
2757,"2024-11-04","3",93
2758,"2024-11-05","1",165
2759,"2024-11-05","2",21
2760,"2024-11-05","3",25
2761,"2024-11-06","1",126
2762,"2024-11-06","2",5
2763,"2024-11-06","3",44
2764,"2024-11-07","1",5
2765,"2024-11-07","2",36
2766,"2024-11-07","3",55
2767,"2024-11-08","1",20
2768,"2024-11-08","2",46
2769,"2024-11-08","3",84
2770,"2024-11-09","1",44
2771,"2024-11-09","2",65
2772,"2024-11-09","3",63
2773,"2024-11-10","1",82
2774,"2024-11-10","2",11
2775,"2024-11-10","3",5
2776,"2024-11-11","1",21
2777,"2024-11-11","2",36
2778,"2024-11-11","3",9
2779,"2024-11-12","1",89
2780,"2024-11-12","2",26
2781,"2024-11-12","3",39
2782,"2024-11-13","1",113
2783,"2024-11-13","2",19
2784,"2024-11-13","3",5
2785,"2024-11-14","1",99
2786,"2024-11-14","2",102
2787,"2024-11-14","3",0
2788,"2024-11-15","1",5
2789,"2024-11-15","2",49
2790,"2024-11-15","3",97
2791,"2024-11-16","1",258
2792,"2024-11-16","2",61
2793,"2024-11-16","3",5
2794,"2024-11-17","1",64
2795,"2024-11-17","2",3
2796,"2024-11-17","3",1
2797,"2024-11-18","1",330
2798,"2024-11-18","2",54
2799,"2024-11-18","3",22
2800,"2024-11-19","1",43
2801,"2024-11-19","2",35
2802,"2024-11-19","3",14
2803,"2024-11-20","1",60
2804,"2024-11-20","2",18
2805,"2024-11-20","3",16
2806,"2024-11-21","1",125
2807,"2024-11-21","2",20
2808,"2024-11-21","3",239
2809,"2024-11-22","1",0
2810,"2024-11-22","2",11
2811,"2024-11-22","3",6
2812,"2024-11-23","1",58
2813,"2024-11-23","2",11
2814,"2024-11-23","3",18
2815,"2024-11-24","1",23
2816,"2024-11-24","2",0
2817,"2024-11-24","3",2
2818,"2024-11-25","1",35
2819,"2024-11-25","2",7
2820,"2024-11-25","3",155
2821,"2024-11-26","1",72
2822,"2024-11-26","2",18
2823,"2024-11-26","3",3
2824,"2024-11-27","1",166
2825,"2024-11-27","2",210
2826,"2024-11-27","3",70
2827,"2024-11-28","1",74
2828,"2024-11-28","2",9
2829,"2024-11-28","3",12
2830,"2024-11-29","1",262
2831,"2024-11-29","2",19
2832,"2024-11-29","3",33
2833,"2024-11-30","1",148
2834,"2024-11-30","2",22
2835,"2024-11-30","3",19
2836,"2024-12-01","1",72
2837,"2024-12-01","2",114
2838,"2024-12-01","3",17
2839,"2024-12-02","1",50
2840,"2024-12-02","2",18
2841,"2024-12-02","3",8
2842,"2024-12-03","1",1
2843,"2024-12-03","2",1
2844,"2024-12-03","3",1
2845,"2024-12-04","1",11
2846,"2024-12-04","2",44
2847,"2024-12-04","3",12
2848,"2024-12-05","1",13
2849,"2024-12-05","2",4
2850,"2024-12-05","3",14
2851,"2024-12-06","1",8
2852,"2024-12-06","2",3
2853,"2024-12-06","3",4
2854,"2024-12-07","1",144
2855,"2024-12-07","2",0
2856,"2024-12-07","3",0
2857,"2024-12-08","1",171
2858,"2024-12-08","2",10
