"md_id","busi_time","sub_name","assess_cnt","satisfaction_one_cnt","satisfaction_two_cnt","satisfaction_three_cnt","satisfaction_four_cnt","satisfaction_five_cnt","satisfaction_zero_cnt"
3136,"2024-01-18",公卫医疗,493,10,31,155,257,33,7
3137,"2024-01-18",城乡建设,1,0,1,0,0,0,0
3138,"2024-01-18",交通运输,780,12,58,216,451,36,7
3139,"2024-01-18",农林牧渔,377,5,20,127,196,28,1
3140,"2024-01-19",科教文体,229,4,18,77,117,11,2
3141,"2024-01-19",公卫医疗,696,14,50,229,354,44,5
3142,"2024-01-19",城乡建设,71,4,3,23,40,1,0
3143,"2024-01-19",交通运输,651,9,45,199,355,36,7
3144,"2024-01-19",农林牧渔,518,14,39,150,271,34,10
3145,"2024-01-20",科教文体,58,1,7,22,23,4,1
3146,"2024-01-20",公卫医疗,224,5,12,74,120,12,1
3147,"2024-01-20",城乡建设,10,0,2,2,3,2,1
3148,"2024-01-20",交通运输,152,5,9,40,90,6,2
3149,"2024-01-20",农林牧渔,154,2,11,52,81,6,2
3150,"2024-01-21",科教文体,233,4,16,68,129,12,4
3151,"2024-01-21",公卫医疗,253,5,12,72,144,14,6
3152,"2024-01-21",城乡建设,22,0,2,11,9,0,0
3153,"2024-01-21",交通运输,91,2,7,29,46,6,1
3154,"2024-01-21",农林牧渔,922,14,72,291,473,58,14
3155,"2024-01-22",科教文体,21,1,1,5,12,2,0
3156,"2024-01-22",公卫医疗,524,10,36,168,279,24,7
3157,"2024-01-22",城乡建设,202,0,13,66,112,9,2
3158,"2024-01-22",交通运输,172,4,11,55,95,6,1
3159,"2024-01-22",农林牧渔,372,5,30,107,206,21,3
3160,"2024-01-23",科教文体,107,2,8,38,55,3,1
3161,"2024-01-23",公卫医疗,97,0,6,29,55,7,0
3162,"2024-01-23",城乡建设,90,3,5,28,51,3,0
3163,"2024-01-23",交通运输,39,2,2,15,19,1,0
3164,"2024-01-23",农林牧渔,333,4,21,90,203,13,2
3165,"2024-01-24",科教文体,167,7,11,50,88,10,1
3166,"2024-01-24",公卫医疗,180,2,9,59,98,10,2
3167,"2024-01-24",城乡建设,53,2,5,14,31,1,0
3168,"2024-01-24",交通运输,82,0,10,21,46,4,1
3169,"2024-01-24",农林牧渔,143,2,9,38,83,9,2
3170,"2024-01-25",科教文体,11,0,1,3,7,0,0
3171,"2024-01-25",公卫医疗,494,9,37,156,257,27,8
3172,"2024-01-25",城乡建设,263,7,26,67,147,14,2
3173,"2024-01-25",交通运输,91,2,8,23,52,5,1
3174,"2024-01-25",农林牧渔,30,2,4,10,14,0,0
3175,"2024-01-26",科教文体,30,0,2,9,19,0,0
3176,"2024-01-26",公卫医疗,247,2,20,70,138,12,5
3177,"2024-01-26",城乡建设,690,19,43,212,378,34,4
3178,"2024-01-26",交通运输,544,11,41,150,307,30,5
3179,"2024-01-26",农林牧渔,7,1,1,1,4,0,0
3180,"2024-01-27",科教文体,124,5,9,31,72,4,3
3181,"2024-01-27",公卫医疗,4,0,0,1,3,0,0
3182,"2024-01-27",城乡建设,305,3,12,106,166,14,4
3183,"2024-01-27",交通运输,191,4,15,57,106,8,1
3184,"2024-01-27",农林牧渔,661,12,51,189,370,33,6
3185,"2024-01-28",科教文体,105,4,6,25,62,7,1
3186,"2024-01-28",公卫医疗,366,3,25,112,203,18,5
3187,"2024-01-28",城乡建设,341,5,25,94,191,21,5
3188,"2024-01-28",交通运输,769,17,55,209,439,40,9
3189,"2024-01-28",农林牧渔,551,16,43,157,307,22,6
3190,"2024-01-29",科教文体,135,5,6,44,69,9,2
3191,"2024-01-29",公卫医疗,362,7,26,102,202,19,6
3192,"2024-01-29",城乡建设,840,24,57,244,471,34,10
3193,"2024-01-29",交通运输,139,2,14,37,78,7,1
3194,"2024-01-29",农林牧渔,0,0,0,0,0,0,0
3195,"2024-01-30",科教文体,85,2,5,25,50,3,0
3196,"2024-01-30",公卫医疗,129,3,11,39,71,5,0
3197,"2024-01-30",城乡建设,72,3,6,22,39,2,0
3198,"2024-01-30",交通运输,49,3,2,12,26,4,2
3199,"2024-01-30",农林牧渔,988,17,71,291,559,36,14
3200,"2024-01-31",科教文体,59,0,2,12,40,5,0
3201,"2024-01-31",公卫医疗,247,8,14,58,143,17,7
3202,"2024-01-31",城乡建设,187,5,11,50,111,9,1
3203,"2024-01-31",交通运输,226,7,19,60,131,7,2
3204,"2024-01-31",农林牧渔,576,7,42,190,307,26,4
3205,"2024-02-01",科教文体,224,0,22,75,118,7,2
3206,"2024-02-01",公卫医疗,97,0,10,29,50,8,0
3207,"2024-02-01",城乡建设,19,1,0,6,10,2,0
3208,"2024-02-01",交通运输,55,2,4,17,32,0,0
3209,"2024-02-01",农林牧渔,271,5,29,71,147,17,2
3210,"2024-02-02",科教文体,143,2,15,39,80,5,2
3211,"2024-02-02",公卫医疗,522,12,33,172,272,29,4
3212,"2024-02-02",城乡建设,74,0,4,26,41,3,0
3213,"2024-02-02",交通运输,355,7,27,114,190,13,4
3214,"2024-02-02",农林牧渔,185,5,9,61,95,13,2
3215,"2024-02-03",科教文体,620,14,48,181,342,26,9
3216,"2024-02-03",公卫医疗,480,10,35,150,258,23,4
3217,"2024-02-03",城乡建设,1019,15,85,302,556,50,11
3218,"2024-02-03",交通运输,66,3,8,16,33,6,0
3219,"2024-02-03",农林牧渔,130,3,10,38,70,8,1
3220,"2024-02-04",科教文体,419,15,34,125,225,18,2
3221,"2024-02-04",公卫医疗,168,5,14,53,83,12,1
3222,"2024-02-04",城乡建设,348,11,29,114,171,17,6
3223,"2024-02-04",交通运输,176,1,9,46,106,12,2
3224,"2024-02-04",农林牧渔,156,3,4,48,92,8,1
3225,"2024-02-05",科教文体,1117,25,63,305,648,63,13
3226,"2024-02-05",公卫医疗,454,11,33,137,245,24,4
3227,"2024-02-05",城乡建设,20,0,1,10,8,1,0
3228,"2024-02-05",交通运输,114,3,7,36,60,7,1
3229,"2024-02-05",农林牧渔,89,2,5,20,53,8,1
3230,"2024-02-06",科教文体,113,2,8,32,64,6,1
3231,"2024-02-06",公卫医疗,38,0,3,8,26,1,0
3232,"2024-02-06",城乡建设,446,5,35,124,255,26,1
3233,"2024-02-06",交通运输,486,7,40,147,257,24,11
3234,"2024-02-06",农林牧渔,150,2,11,48,82,7,0
3235,"2024-02-07",科教文体,248,2,15,75,140,15,1
3236,"2024-02-07",公卫医疗,56,1,4,16,35,0,0
3237,"2024-02-07",城乡建设,810,15,63,252,422,50,8
3238,"2024-02-07",交通运输,121,3,11,38,65,4,0
3239,"2024-02-07",农林牧渔,350,8,29,101,189,15,8
3240,"2024-02-08",科教文体,185,8,18,49,94,13,3
3241,"2024-02-08",公卫医疗,657,12,50,182,375,32,6
3242,"2024-02-08",城乡建设,258,6,16,69,149,13,5
3243,"2024-02-08",交通运输,544,2,47,146,321,25,3
3244,"2024-02-08",农林牧渔,217,4,14,69,121,6,3
3245,"2024-02-09",科教文体,60,1,4,16,34,5,0
3246,"2024-02-09",公卫医疗,392,3,28,120,213,21,7
3247,"2024-02-09",城乡建设,1015,18,70,326,530,58,13
3248,"2024-02-09",交通运输,890,13,60,270,482,58,7
3249,"2024-02-09",农林牧渔,9,1,0,3,4,0,1
3250,"2024-02-10",科教文体,300,6,18,95,166,14,1
3251,"2024-02-10",公卫医疗,60,2,1,26,29,2,0
3252,"2024-02-10",城乡建设,110,2,7,30,65,6,0
3253,"2024-02-10",交通运输,31,1,4,5,15,5,1
3254,"2024-02-10",农林牧渔,330,7,26,99,176,17,5
3255,"2024-02-11",科教文体,750,25,54,203,419,41,8
3256,"2024-02-11",公卫医疗,99,0,4,21,72,2,0
3257,"2024-02-11",城乡建设,519,9,34,169,278,26,3
3258,"2024-02-11",交通运输,21,1,3,5,9,3,0
3259,"2024-02-11",农林牧渔,466,10,36,135,254,25,6
3260,"2024-02-12",科教文体,205,4,18,50,119,10,4
3261,"2024-02-12",公卫医疗,119,5,4,44,61,4,1
3262,"2024-02-12",城乡建设,612,12,29,204,332,26,9
3263,"2024-02-12",交通运输,116,1,11,26,69,7,2
3264,"2024-02-12",农林牧渔,156,4,13,46,82,9,2
3265,"2024-02-13",科教文体,727,16,54,192,425,35,5
3266,"2024-02-13",公卫医疗,522,4,37,148,295,31,7
3267,"2024-02-13",城乡建设,90,3,3,26,51,6,1
3268,"2024-02-13",交通运输,327,6,17,115,177,12,0
3269,"2024-02-13",农林牧渔,164,3,8,44,100,6,3
3270,"2024-02-14",科教文体,167,4,10,63,82,8,0
3271,"2024-02-14",公卫医疗,134,3,8,39,77,6,1
3272,"2024-02-14",城乡建设,982,26,69,292,538,47,10
3273,"2024-02-14",交通运输,94,6,3,27,50,8,0
3274,"2024-02-14",农林牧渔,68,0,4,22,41,0,1
3275,"2024-02-15",科教文体,50,1,4,11,32,2,0
3276,"2024-02-15",公卫医疗,369,5,27,110,201,21,5
3277,"2024-02-15",城乡建设,408,5,26,133,209,27,8
3278,"2024-02-15",交通运输,127,4,7,37,69,8,2
3279,"2024-02-15",农林牧渔,154,3,11,55,82,3,0
3280,"2024-02-16",科教文体,361,6,19,99,214,22,1
3281,"2024-02-16",公卫医疗,373,12,13,108,222,14,4
3282,"2024-02-16",城乡建设,122,2,8,37,69,4,2
3283,"2024-02-16",交通运输,89,2,9,27,47,3,1
3284,"2024-02-16",农林牧渔,27,0,1,7,17,1,1
3285,"2024-02-17",科教文体,514,9,33,155,290,25,2
3286,"2024-02-17",公卫医疗,568,13,48,171,301,30,5
3287,"2024-02-17",城乡建设,228,6,20,64,127,9,2
3288,"2024-02-17",交通运输,51,1,7,15,22,6,0
3289,"2024-02-17",农林牧渔,138,1,6,48,76,7,0
3290,"2024-02-18",科教文体,1499,31,107,469,795,85,12
3291,"2024-02-18",公卫医疗,124,2,8,38,70,5,1
3292,"2024-02-18",城乡建设,131,2,8,42,73,4,2
3293,"2024-02-18",交通运输,143,3,10,49,69,10,2
3294,"2024-02-18",农林牧渔,97,2,3,26,62,4,0
3295,"2024-02-19",科教文体,845,16,77,239,467,34,12
3296,"2024-02-19",公卫医疗,114,1,5,29,71,5,3
3297,"2024-02-19",城乡建设,413,4,29,137,217,22,4
3298,"2024-02-19",交通运输,6,0,1,2,3,0,0
3299,"2024-02-19",农林牧渔,52,0,5,16,27,4,0
3300,"2024-02-20",科教文体,309,7,13,101,169,16,3
3301,"2024-02-20",公卫医疗,403,2,31,120,230,18,2
3302,"2024-02-20",城乡建设,98,4,8,28,53,5,0
3303,"2024-02-20",交通运输,270,2,17,93,140,16,2
3304,"2024-02-20",农林牧渔,168,1,12,57,85,11,2
3305,"2024-02-21",科教文体,100,3,6,24,60,4,3
3306,"2024-02-21",公卫医疗,589,12,40,159,339,28,11
3307,"2024-02-21",城乡建设,249,1,18,78,136,15,1
3308,"2024-02-21",交通运输,292,11,19,93,151,17,1
3309,"2024-02-21",农林牧渔,34,1,4,10,16,3,0
3310,"2024-02-22",科教文体,307,4,30,105,152,11,5
3311,"2024-02-22",公卫医疗,159,4,7,48,82,15,3
3312,"2024-02-22",城乡建设,14,1,1,4,6,2,0
3313,"2024-02-22",交通运输,132,2,10,40,71,9,0
3314,"2024-02-22",农林牧渔,536,15,42,171,274,28,6
3315,"2024-02-23",科教文体,408,13,20,125,213,32,5
3316,"2024-02-23",公卫医疗,247,8,17,87,119,12,4
3317,"2024-02-23",城乡建设,43,0,4,16,20,2,1
3318,"2024-02-23",交通运输,156,2,10,50,84,6,4
3319,"2024-02-23",农林牧渔,84,1,6,34,36,7,0
3320,"2024-02-24",科教文体,173,2,12,53,102,3,1
3321,"2024-02-24",公卫医疗,713,10,50,207,404,34,8
3322,"2024-02-24",城乡建设,208,5,19,56,106,20,2
3323,"2024-02-24",交通运输,42,0,0,11,28,2,1
3324,"2024-02-24",农林牧渔,408,9,38,128,208,17,8
3325,"2024-02-25",科教文体,118,1,8,43,57,7,2
3326,"2024-02-25",公卫医疗,165,3,10,54,90,8,0
3327,"2024-02-25",城乡建设,39,3,3,18,13,1,1
3328,"2024-02-25",交通运输,582,18,38,178,314,30,4
3329,"2024-02-25",农林牧渔,389,11,26,111,220,16,5
3330,"2024-02-26",科教文体,768,20,60,235,415,34,4
3331,"2024-02-26",公卫医疗,73,3,4,24,33,6,3
3332,"2024-02-26",城乡建设,78,1,8,25,43,1,0
3333,"2024-02-26",交通运输,176,2,10,56,97,10,1
3334,"2024-02-26",农林牧渔,67,2,3,14,43,4,1
3335,"2024-02-27",科教文体,212,1,12,67,120,10,2
3336,"2024-02-27",公卫医疗,40,4,3,6,25,2,0
3337,"2024-02-27",城乡建设,173,5,10,50,90,14,4
3338,"2024-02-27",交通运输,384,5,31,122,213,12,1
3339,"2024-02-27",农林牧渔,57,1,5,15,30,4,2
3340,"2024-02-28",科教文体,181,4,11,53,106,6,1
3341,"2024-02-28",公卫医疗,563,8,42,175,312,23,3
3342,"2024-02-28",城乡建设,2,0,0,1,1,0,0
3343,"2024-02-28",交通运输,300,4,25,85,163,15,8
3344,"2024-02-28",农林牧渔,342,10,21,94,195,18,4
3345,"2024-02-29",科教文体,420,7,28,137,229,16,3
3346,"2024-02-29",公卫医疗,32,1,2,5,21,3,0
3347,"2024-02-29",城乡建设,296,8,25,83,170,9,1
3348,"2024-02-29",交通运输,468,7,28,155,259,15,4
3349,"2024-02-29",农林牧渔,5,0,0,3,2,0,0
3350,"2024-03-01",科教文体,119,1,13,47,54,3,1
3351,"2024-03-01",公卫医疗,422,5,38,137,218,23,1
3352,"2024-03-01",城乡建设,90,0,7,30,50,2,1
3353,"2024-03-01",交通运输,832,14,60,228,477,40,13
3354,"2024-03-01",农林牧渔,301,7,14,87,176,14,3
3355,"2024-03-02",科教文体,150,2,11,44,86,6,1
3356,"2024-03-02",公卫医疗,100,1,7,30,56,4,2
3357,"2024-03-02",城乡建设,118,2,10,39,61,3,3
3358,"2024-03-02",交通运输,7,0,0,4,3,0,0
3359,"2024-03-02",农林牧渔,347,4,25,102,190,23,3
3360,"2024-03-03",科教文体,505,4,38,160,273,23,7
3361,"2024-03-03",公卫医疗,128,3,10,37,67,10,1
3362,"2024-03-03",城乡建设,321,6,23,91,186,13,2
3363,"2024-03-03",交通运输,109,1,12,27,62,7,0
3364,"2024-03-03",农林牧渔,70,1,6,24,37,1,1
3365,"2024-03-04",科教文体,166,4,8,46,100,6,2
3366,"2024-03-04",公卫医疗,490,14,30,145,273,24,4
3367,"2024-03-04",城乡建设,172,4,17,58,87,6,0
3368,"2024-03-04",交通运输,80,3,5,29,39,3,1
3369,"2024-03-04",农林牧渔,22,0,0,5,14,3,0
3370,"2024-03-05",科教文体,169,1,9,51,91,14,3
3371,"2024-03-05",公卫医疗,94,1,5,29,55,3,1
3372,"2024-03-05",城乡建设,860,17,59,252,478,43,11
3373,"2024-03-05",交通运输,16,0,1,5,9,1,0
3374,"2024-03-05",农林牧渔,60,0,7,17,28,5,3
3375,"2024-03-06",科教文体,148,5,13,46,77,4,3
3376,"2024-03-06",公卫医疗,269,4,14,80,153,17,1
3377,"2024-03-06",城乡建设,102,1,4,38,53,4,2
3378,"2024-03-06",交通运输,143,3,16,35,82,5,2
3379,"2024-03-06",农林牧渔,13,0,0,3,6,3,1
3380,"2024-03-07",科教文体,471,9,28,137,266,25,6
3381,"2024-03-07",公卫医疗,107,3,7,32,59,5,1
3382,"2024-03-07",城乡建设,143,4,10,46,79,4,0
3383,"2024-03-07",交通运输,26,1,3,10,12,0,0
3384,"2024-03-07",农林牧渔,609,14,41,188,334,27,5
3385,"2024-03-08",科教文体,135,4,8,39,80,2,2
3386,"2024-03-08",公卫医疗,330,8,19,102,182,17,2
3387,"2024-03-08",城乡建设,387,12,27,104,225,14,5
3388,"2024-03-08",交通运输,42,0,1,12,26,3,0
3389,"2024-03-08",农林牧渔,438,9,21,146,246,15,1
3390,"2024-03-09",科教文体,381,9,36,99,217,18,2
3391,"2024-03-09",公卫医疗,112,2,7,32,64,5,2
3392,"2024-03-09",城乡建设,917,13,70,275,501,52,6
3393,"2024-03-09",交通运输,349,5,19,89,213,17,6
3394,"2024-03-09",农林牧渔,244,3,23,58,146,13,1
3395,"2024-03-10",科教文体,206,2,20,66,105,13,0
3396,"2024-03-10",公卫医疗,255,3,15,84,136,13,4
3397,"2024-03-10",城乡建设,1324,26,90,388,738,70,12
3398,"2024-03-10",交通运输,234,8,20,59,128,18,1
3399,"2024-03-10",农林牧渔,11,0,0,4,7,0,0
3400,"2024-03-11",科教文体,75,1,11,21,42,0,0
3401,"2024-03-11",公卫医疗,192,5,19,61,98,8,1
3402,"2024-03-11",城乡建设,31,1,0,9,20,1,0
3403,"2024-03-11",交通运输,181,2,14,55,103,7,0
3404,"2024-03-11",农林牧渔,841,16,58,245,472,44,6
3405,"2024-03-12",科教文体,270,4,17,80,148,18,3
3406,"2024-03-12",公卫医疗,190,4,13,72,95,6,0
3407,"2024-03-12",城乡建设,88,1,4,32,48,2,1
3408,"2024-03-12",交通运输,534,10,44,159,294,24,3
3409,"2024-03-12",农林牧渔,922,25,73,270,498,48,8
3410,"2024-03-13",科教文体,254,3,18,70,147,11,5
3411,"2024-03-13",公卫医疗,94,1,10,34,44,5,0
3412,"2024-03-13",城乡建设,56,1,1,20,29,4,1
3413,"2024-03-13",交通运输,671,20,46,205,368,27,5
3414,"2024-03-13",农林牧渔,191,4,16,54,106,9,2
3415,"2024-03-14",科教文体,423,15,31,150,210,13,4
3416,"2024-03-14",公卫医疗,211,6,15,66,111,11,2
3417,"2024-03-14",城乡建设,160,1,7,50,97,3,2
3418,"2024-03-14",交通运输,149,2,12,42,83,9,1
3419,"2024-03-14",农林牧渔,90,0,9,25,48,6,2
3420,"2024-03-15",科教文体,710,16,50,204,383,51,6
3421,"2024-03-15",公卫医疗,83,3,5,20,51,3,1
3422,"2024-03-15",城乡建设,84,0,6,30,46,2,0
3423,"2024-03-15",交通运输,254,6,16,87,130,9,6
3424,"2024-03-15",农林牧渔,272,4,18,80,158,10,2
3425,"2024-03-16",科教文体,3,2,0,0,1,0,0
3426,"2024-03-16",公卫医疗,344,7,25,97,194,18,3
3427,"2024-03-16",城乡建设,551,17,34,174,297,26,3
3428,"2024-03-16",交通运输,733,11,52,223,399,41,7
3429,"2024-03-16",农林牧渔,24,1,1,6,14,1,1
3430,"2024-03-17",科教文体,739,10,55,213,419,36,6
3431,"2024-03-17",公卫医疗,234,4,15,77,129,7,2
3432,"2024-03-17",城乡建设,37,2,3,12,19,1,0
3433,"2024-03-17",交通运输,263,4,10,86,151,10,2
3434,"2024-03-17",农林牧渔,348,7,20,112,186,19,4
3435,"2024-03-18",科教文体,695,18,52,211,371,33,10
3436,"2024-03-18",公卫医疗,179,4,16,50,97,9,3
3437,"2024-03-18",城乡建设,121,1,8,36,70,6,0
3438,"2024-03-18",交通运输,205,2,14,60,118,9,2
3439,"2024-03-18",农林牧渔,27,0,0,10,14,2,1
3440,"2024-03-19",科教文体,257,6,15,83,138,13,2
3441,"2024-03-19",公卫医疗,37,1,4,13,16,3,0
3442,"2024-03-19",城乡建设,53,2,5,14,30,2,0
3443,"2024-03-19",交通运输,1,0,0,0,0,1,0
3444,"2024-03-19",农林牧渔,861,9,66,249,488,41,8
3445,"2024-03-20",科教文体,19,0,2,6,11,0,0
3446,"2024-03-20",公卫医疗,325,7,17,93,178,23,7
3447,"2024-03-20",城乡建设,136,3,10,42,72,7,2
3448,"2024-03-20",交通运输,177,3,8,52,109,5,0
3449,"2024-03-20",农林牧渔,310,6,20,111,156,15,2
3450,"2024-03-21",科教文体,256,6,19,73,142,11,5
3451,"2024-03-21",公卫医疗,184,7,15,47,100,10,5
3452,"2024-03-21",城乡建设,152,3,9,41,88,7,4
3453,"2024-03-21",交通运输,454,10,25,125,261,29,4
3454,"2024-03-21",农林牧渔,362,8,36,113,186,14,5
3455,"2024-03-22",科教文体,376,6,24,106,226,10,4
3456,"2024-03-22",公卫医疗,227,5,10,73,122,14,3
3457,"2024-03-22",城乡建设,40,0,3,10,26,1,0
3458,"2024-03-22",交通运输,498,5,29,161,281,22,0
3459,"2024-03-22",农林牧渔,140,0,17,37,78,4,4
3460,"2024-03-23",科教文体,34,0,3,8,23,0,0
3461,"2024-03-23",公卫医疗,412,10,26,129,234,10,3
3462,"2024-03-23",城乡建设,92,1,6,23,59,1,2
3463,"2024-03-23",交通运输,164,6,11,48,86,9,4
3464,"2024-03-23",农林牧渔,283,9,21,83,161,8,1
3465,"2024-03-24",科教文体,127,3,4,38,75,6,1
3466,"2024-03-24",公卫医疗,366,4,15,108,213,21,5
3467,"2024-03-24",城乡建设,1080,25,84,344,571,46,10
3468,"2024-03-24",交通运输,44,0,5,17,22,0,0
3469,"2024-03-24",农林牧渔,105,4,12,31,55,2,1
3470,"2024-03-25",科教文体,174,5,14,45,103,7,0
3471,"2024-03-25",公卫医疗,435,7,34,134,231,20,9
3472,"2024-03-25",城乡建设,258,6,25,74,136,13,4
3473,"2024-03-25",交通运输,378,8,20,97,222,27,4
3474,"2024-03-25",农林牧渔,141,2,7,43,74,14,1
3475,"2024-03-26",科教文体,547,8,32,182,298,23,4
3476,"2024-03-26",公卫医疗,227,5,14,71,125,10,2
3477,"2024-03-26",城乡建设,195,8,17,61,103,5,1
3478,"2024-03-26",交通运输,305,10,17,94,167,14,3
3479,"2024-03-26",农林牧渔,355,3,23,103,204,18,4
3480,"2024-03-27",科教文体,258,3,22,73,143,16,1
3481,"2024-03-27",公卫医疗,326,5,24,93,184,13,7
3482,"2024-03-27",城乡建设,211,4,10,55,123,17,2
3483,"2024-03-27",交通运输,154,6,12,39,85,10,2
3484,"2024-03-27",农林牧渔,398,11,28,124,215,16,4
3485,"2024-03-28",科教文体,435,10,30,122,245,24,4
3486,"2024-03-28",公卫医疗,276,4,15,80,159,16,2
3487,"2024-03-28",城乡建设,67,1,3,24,38,1,0
3488,"2024-03-28",交通运输,671,13,51,206,364,26,11
3489,"2024-03-28",农林牧渔,132,1,9,37,77,7,1
3490,"2024-03-29",科教文体,352,7,20,105,201,11,8
3491,"2024-03-29",公卫医疗,118,1,8,32,70,4,3
3492,"2024-03-29",城乡建设,318,5,19,105,166,19,4
3493,"2024-03-29",交通运输,166,1,12,36,101,12,4
3494,"2024-03-29",农林牧渔,209,2,17,72,109,6,3
3495,"2024-03-30",科教文体,504,10,40,139,291,22,2
3496,"2024-03-30",公卫医疗,48,0,2,15,29,1,1
3497,"2024-03-30",城乡建设,261,4,24,73,132,24,4
3498,"2024-03-30",交通运输,580,15,39,159,319,40,8
3499,"2024-03-30",农林牧渔,299,8,20,76,176,15,4
3500,"2024-03-31",科教文体,601,16,41,190,323,28,3
3501,"2024-03-31",公卫医疗,114,6,12,28,57,8,3
3502,"2024-03-31",城乡建设,119,5,7,34,68,3,2
3503,"2024-03-31",交通运输,309,3,12,79,197,17,1
3504,"2024-03-31",农林牧渔,243,1,10,73,137,18,4
3505,"2024-04-01",科教文体,872,24,47,261,489,43,8
3506,"2024-04-01",公卫医疗,57,1,3,16,32,5,0
3507,"2024-04-01",城乡建设,122,1,7,39,73,2,0
3508,"2024-04-01",交通运输,210,4,8,75,112,10,1
3509,"2024-04-01",农林牧渔,189,6,11,58,97,15,2
3510,"2024-04-02",科教文体,781,10,50,236,432,41,12
3511,"2024-04-02",公卫医疗,27,1,3,8,14,0,1
3512,"2024-04-02",城乡建设,22,0,2,6,12,2,0
3513,"2024-04-02",交通运输,238,3,22,85,120,6,2
3514,"2024-04-02",农林牧渔,254,4,21,77,140,11,1
3515,"2024-04-03",科教文体,114,4,12,34,60,4,0
3516,"2024-04-03",公卫医疗,847,15,65,265,446,51,5
3517,"2024-04-03",城乡建设,169,5,16,43,92,10,3
3518,"2024-04-03",交通运输,34,2,3,11,18,0,0
3519,"2024-04-03",农林牧渔,230,1,16,51,145,12,5
3520,"2024-04-04",科教文体,295,4,24,100,152,15,0
3521,"2024-04-04",公卫医疗,25,0,2,8,14,0,1
3522,"2024-04-04",城乡建设,381,6,31,116,203,22,3
3523,"2024-04-04",交通运输,167,6,12,46,98,4,1
3524,"2024-04-04",农林牧渔,127,3,10,43,65,5,1
3525,"2024-04-05",科教文体,572,11,46,163,319,27,6
3526,"2024-04-05",公卫医疗,36,1,2,16,17,0,0
3527,"2024-04-05",城乡建设,111,3,2,36,64,6,0
3528,"2024-04-05",交通运输,905,16,60,274,510,35,10
3529,"2024-04-05",农林牧渔,663,14,51,197,362,37,2
3530,"2024-04-06",科教文体,33,1,3,10,16,2,1
3531,"2024-04-06",公卫医疗,273,3,16,89,158,6,1
3532,"2024-04-06",城乡建设,360,6,37,104,196,12,5
3533,"2024-04-06",交通运输,1098,19,66,332,614,56,11
3534,"2024-04-06",农林牧渔,164,2,16,47,86,11,2
3535,"2024-04-07",科教文体,59,0,5,16,34,4,0
3536,"2024-04-07",公卫医疗,121,0,10,35,73,2,1
3537,"2024-04-07",城乡建设,590,13,29,185,327,27,9
3538,"2024-04-07",交通运输,175,4,14,69,80,7,1
3539,"2024-04-07",农林牧渔,205,3,13,68,109,10,2
3540,"2024-04-08",科教文体,333,7,29,102,174,19,2
3541,"2024-04-08",公卫医疗,585,16,38,176,314,36,5
3542,"2024-04-08",城乡建设,102,2,11,25,56,8,0
3543,"2024-04-08",交通运输,202,5,23,67,93,13,1
3544,"2024-04-08",农林牧渔,70,2,4,23,34,5,2
3545,"2024-04-09",科教文体,64,2,2,20,37,3,0
3546,"2024-04-09",公卫医疗,390,3,28,123,210,20,6
3547,"2024-04-09",城乡建设,268,5,21,82,139,16,5
3548,"2024-04-09",交通运输,708,9,49,207,382,56,5
3549,"2024-04-09",农林牧渔,17,0,1,8,7,1,0
3550,"2024-04-10",科教文体,373,6,33,104,205,23,2
3551,"2024-04-10",公卫医疗,810,8,44,252,451,44,11
3552,"2024-04-10",城乡建设,200,0,13,62,117,8,0
3553,"2024-04-10",交通运输,0,0,0,0,0,0,0
3554,"2024-04-10",农林牧渔,122,1,4,39,72,6,0
3555,"2024-04-11",科教文体,606,7,38,213,305,38,5
3556,"2024-04-11",公卫医疗,398,10,28,120,216,19,5
3557,"2024-04-11",城乡建设,140,4,6,39,79,9,3
3558,"2024-04-11",交通运输,70,1,9,14,43,3,0
3559,"2024-04-11",农林牧渔,557,16,38,158,320,21,4
3560,"2024-04-12",科教文体,456,5,27,148,249,20,7
3561,"2024-04-12",公卫医疗,57,3,2,26,24,2,0
3562,"2024-04-12",城乡建设,500,6,35,142,287,27,3
3563,"2024-04-12",交通运输,53,2,8,13,27,0,3
3564,"2024-04-12",农林牧渔,604,17,29,179,342,34,3
3565,"2024-04-13",科教文体,493,10,38,141,274,26,4
3566,"2024-04-13",公卫医疗,561,11,28,155,334,26,7
3567,"2024-04-13",城乡建设,673,14,48,206,369,28,8
3568,"2024-04-13",交通运输,371,3,27,87,230,21,3
3569,"2024-04-13",农林牧渔,12,0,0,3,9,0,0
3570,"2024-04-14",科教文体,64,1,4,17,36,6,0
3571,"2024-04-14",公卫医疗,677,6,49,214,367,38,3
3572,"2024-04-14",城乡建设,112,2,6,34,66,4,0
3573,"2024-04-14",交通运输,285,2,14,79,178,10,2
3574,"2024-04-14",农林牧渔,343,3,21,93,206,20,0
3575,"2024-04-15",科教文体,173,2,14,55,92,9,1
3576,"2024-04-15",公卫医疗,254,4,17,95,126,9,3
3577,"2024-04-15",城乡建设,158,3,16,47,80,9,3
3578,"2024-04-15",交通运输,75,0,7,23,44,1,0
3579,"2024-04-15",农林牧渔,542,9,41,154,310,23,5
3580,"2024-04-16",科教文体,1197,20,88,350,660,71,8
3581,"2024-04-16",公卫医疗,362,12,26,124,177,19,4
3582,"2024-04-16",城乡建设,173,5,11,52,92,11,2
3583,"2024-04-16",交通运输,186,3,14,63,102,3,1
