"md_id","busi_time","reply_total","receive_cnt","handle_cnt","hot_line_handle_cnt","reply_on_time_cnt","chan_type"
1153,"2023-11-28",531,902,398,352,94.0,1
1154,"2023-11-28",170,887,23,858,87.0,2
1155,"2023-11-29",652,861,434,413,486.0,1
1156,"2023-11-29",55,211,95,43,50.0,2
1157,"2023-11-30",69,240,16,103,53.0,1
1158,"2023-11-30",262,686,214,157,219.0,2
1159,"2023-12-01",354,894,114,766,137.0,1
1160,"2023-12-01",192,369,213,12,25.0,2
1161,"2023-12-02",15,215,124,74,4.0,1
1162,"2023-12-02",20,300,11,144,15.0,2
1163,"2023-12-03",47,664,217,19,15.0,1
1164,"2023-12-03",514,919,183,675,407.0,2
1165,"2023-12-04",130,348,13,97,85.0,1
1166,"2023-12-04",895,997,179,175,497.0,2
1167,"2023-12-05",163,627,274,67,70.0,1
1168,"2023-12-05",518,666,32,535,8.0,2
1169,"2023-12-06",619,703,243,56,147.0,1
1170,"2023-12-06",90,444,33,193,87.0,2
1171,"2023-12-07",111,349,71,210,3.0,1
1172,"2023-12-07",299,601,55,433,106.0,2
1173,"2023-12-08",67,419,95,272,58.0,1
1174,"2023-12-08",724,928,363,341,84.0,2
1175,"2023-12-09",79,390,44,128,46.0,1
1176,"2023-12-09",657,698,320,281,279.0,2
1177,"2023-12-10",77,355,134,4,35.0,1
1178,"2023-12-10",276,781,23,285,58.0,2
1179,"2023-12-11",495,769,254,268,494.0,1
1180,"2023-12-11",470,883,234,524,369.0,2
1181,"2023-12-12",160,680,250,384,88.0,1
1182,"2023-12-12",630,701,291,380,32.0,2
1183,"2023-12-13",578,683,273,147,377.0,1
1184,"2023-12-13",406,941,466,100,354.0,2
1185,"2023-12-14",165,221,31,176,36.0,1
1186,"2023-12-14",240,952,512,383,73.0,2
1187,"2023-12-15",102,840,411,195,65.0,1
1188,"2023-12-15",262,855,341,45,26.0,2
1189,"2023-12-16",234,632,20,387,144.0,1
1190,"2023-12-16",2,900,140,155,1.0,2
1191,"2023-12-17",51,666,82,438,46.0,1
1192,"2023-12-17",303,954,121,823,2.0,2
1193,"2023-12-18",691,940,237,230,656.0,1
1194,"2023-12-18",537,613,311,33,45.0,2
1195,"2023-12-19",196,400,10,45,106.0,1
1196,"2023-12-19",247,326,121,193,151.0,2
1197,"2023-12-20",143,208,44,16,18.0,1
1198,"2023-12-20",314,553,313,166,304.0,2
1199,"2023-12-21",146,579,72,118,18.0,1
1200,"2023-12-21",224,444,118,150,4.0,2
1201,"2023-12-22",362,734,357,17,360.0,1
1202,"2023-12-22",282,938,413,69,139.0,2
1203,"2023-12-23",834,889,39,850,815.0,1
1204,"2023-12-23",137,377,1,14,13.0,2
1205,"2023-12-24",423,831,441,60,194.0,1
1206,"2023-12-24",208,517,10,298,122.0,2
1207,"2023-12-25",114,729,363,3,50.0,1
1208,"2023-12-25",762,945,391,242,212.0,2
1209,"2023-12-26",412,874,73,516,87.0,1
1210,"2023-12-26",203,492,231,44,193.0,2
1211,"2023-12-27",85,326,146,67,49.0,1
1212,"2023-12-27",264,779,77,217,152.0,2
1213,"2023-12-28",2,715,329,68,0.0,1
1214,"2023-12-28",69,658,259,177,12.0,2
1215,"2023-12-29",324,451,241,16,174.0,1
1216,"2023-12-29",540,547,326,129,518.0,2
1217,"2023-12-30",107,830,17,251,92.0,1
1218,"2023-12-30",56,746,81,525,19.0,2
1219,"2023-12-31",150,872,357,514,54.0,1
1220,"2023-12-31",358,400,22,292,19.0,2
1221,"2024-01-01",119,334,62,139,42.0,1
1222,"2024-01-01",489,564,206,113,97.0,2
1223,"2024-01-02",347,935,53,618,308.0,1
1224,"2024-01-02",134,836,215,314,52.0,2
1225,"2024-01-03",18,280,143,30,16.0,1
1226,"2024-01-03",789,895,342,72,513.0,2
1227,"2024-01-04",413,420,62,27,181.0,1
1228,"2024-01-04",90,301,26,180,33.0,2
1229,"2024-01-05",250,586,196,349,38.0,1
1230,"2024-01-05",159,327,1,237,132.0,2
1231,"2024-01-06",248,299,60,74,104.0,1
1232,"2024-01-06",265,500,69,296,95.0,2
1233,"2024-01-07",151,564,236,142,131.0,1
1234,"2024-01-07",6,341,27,243,1.0,2
1235,"2024-01-08",351,552,99,225,313.0,1
1236,"2024-01-08",269,418,180,127,263.0,2
1237,"2024-01-09",30,357,121,219,5.0,1
1238,"2024-01-09",74,229,117,12,13.0,2
1239,"2024-01-10",117,613,304,101,45.0,1
1240,"2024-01-10",124,739,333,273,38.0,2
1241,"2024-01-11",181,221,125,57,46.0,1
1242,"2024-01-11",423,507,10,5,385.0,2
1243,"2024-01-12",179,957,445,256,39.0,1
1244,"2024-01-12",347,856,450,49,141.0,2
1245,"2024-01-13",293,687,36,254,240.0,1
1246,"2024-01-13",255,316,152,92,142.0,2
1247,"2024-01-14",274,568,286,75,27.0,1
1248,"2024-01-14",128,964,62,64,87.0,2
1249,"2024-01-15",12,209,42,68,7.0,1
1250,"2024-01-15",657,970,393,56,214.0,2
1251,"2024-01-16",153,624,93,147,38.0,1
1252,"2024-01-16",340,411,178,219,115.0,2
1253,"2024-01-17",572,792,285,395,230.0,1
1254,"2024-01-17",57,224,64,159,15.0,2
1255,"2024-01-18",535,758,91,545,41.0,1
1256,"2024-01-18",519,526,89,10,51.0,2
1257,"2024-01-19",302,438,96,21,235.0,1
1258,"2024-01-19",433,684,337,46,2.0,2
1259,"2024-01-20",200,596,140,114,188.0,1
1260,"2024-01-20",223,695,302,349,103.0,2
1261,"2024-01-21",170,309,177,71,81.0,1
1262,"2024-01-21",176,546,71,200,59.0,2
1263,"2024-01-22",101,528,175,130,53.0,1
1264,"2024-01-22",283,307,57,247,164.0,2
1265,"2024-01-23",468,471,202,152,30.0,1
1266,"2024-01-23",418,420,95,8,270.0,2
1267,"2024-01-24",138,387,69,208,126.0,1
1268,"2024-01-24",534,681,378,179,510.0,2
1269,"2024-01-25",257,419,91,95,101.0,1
1270,"2024-01-25",680,708,220,328,494.0,2
1271,"2024-01-26",68,221,127,48,27.0,1
1272,"2024-01-26",252,339,97,138,98.0,2
1273,"2024-01-27",1,358,44,87,1.0,1
1274,"2024-01-27",241,820,149,106,27.0,2
1275,"2024-01-28",193,406,24,307,10.0,1
1276,"2024-01-28",487,588,278,128,380.0,2
1277,"2024-01-29",319,726,359,304,21.0,1
1278,"2024-01-29",306,339,198,33,46.0,2
1279,"2024-01-30",477,675,357,308,62.0,1
1280,"2024-01-30",641,680,21,553,122.0,2
1281,"2024-01-31",54,472,89,350,41.0,1
1282,"2024-01-31",116,977,80,566,30.0,2
1283,"2024-02-01",475,651,187,367,408.0,1
1284,"2024-02-01",203,283,116,127,156.0,2
1285,"2024-02-02",104,500,211,174,94.0,1
1286,"2024-02-02",297,843,453,183,108.0,2
1287,"2024-02-03",6,329,147,108,6.0,1
1288,"2024-02-03",139,441,7,127,112.0,2
1289,"2024-02-04",380,504,7,7,99.0,1
1290,"2024-02-04",230,654,278,136,191.0,2
1291,"2024-02-05",123,459,71,96,51.0,1
1292,"2024-02-05",446,809,201,189,249.0,2
1293,"2024-02-06",316,486,286,127,45.0,1
1294,"2024-02-06",87,235,89,46,26.0,2
1295,"2024-02-07",425,499,260,29,263.0,1
1296,"2024-02-07",36,290,59,111,32.0,2
1297,"2024-02-08",520,591,293,275,339.0,1
1298,"2024-02-08",166,214,29,160,107.0,2
1299,"2024-02-09",188,883,211,212,13.0,1
1300,"2024-02-09",359,464,131,104,334.0,2
1301,"2024-02-10",177,254,127,42,162.0,1
1302,"2024-02-10",132,454,145,172,45.0,2
1303,"2024-02-11",182,411,46,299,58.0,1
1304,"2024-02-11",120,719,149,512,14.0,2
1305,"2024-02-12",146,816,19,685,44.0,1
1306,"2024-02-12",130,202,109,87,20.0,2
1307,"2024-02-13",371,643,136,102,170.0,1
1308,"2024-02-13",171,564,326,13,110.0,2
1309,"2024-02-14",775,957,417,367,528.0,1
1310,"2024-02-14",363,421,194,18,2.0,2
1311,"2024-02-15",742,819,62,289,652.0,1
1312,"2024-02-15",253,807,206,175,12.0,2
1313,"2024-02-16",722,748,187,528,332.0,1
1314,"2024-02-16",591,664,148,414,441.0,2
1315,"2024-02-17",32,911,335,365,4.0,1
1316,"2024-02-17",633,716,342,50,228.0,2
1317,"2024-02-18",145,684,35,396,2.0,1
1318,"2024-02-18",211,308,166,26,84.0,2
1319,"2024-02-19",424,657,342,235,51.0,1
1320,"2024-02-19",381,996,236,646,346.0,2
1321,"2024-02-20",147,380,65,256,98.0,1
1322,"2024-02-20",163,320,111,101,110.0,2
1323,"2024-02-21",811,980,531,389,575.0,1
1324,"2024-02-21",359,684,262,322,119.0,2
1325,"2024-02-22",185,212,57,109,171.0,1
1326,"2024-02-22",212,552,331,163,49.0,2
1327,"2024-02-23",95,275,96,55,80.0,1
1328,"2024-02-23",53,550,83,423,26.0,2
1329,"2024-02-24",587,636,327,125,132.0,1
1330,"2024-02-24",41,800,446,268,0.0,2
1331,"2024-02-25",63,415,159,216,5.0,1
1332,"2024-02-25",192,732,325,133,52.0,2
1333,"2024-02-26",115,425,253,137,31.0,1
1334,"2024-02-26",393,536,40,191,202.0,2
1335,"2024-02-27",431,912,541,92,14.0,1
1336,"2024-02-27",322,445,186,48,255.0,2
1337,"2024-02-28",175,322,12,243,143.0,1
1338,"2024-02-28",435,480,109,264,309.0,2
1339,"2024-02-29",12,659,270,145,7.0,1
1340,"2024-02-29",439,612,38,45,132.0,2
1341,"2024-03-01",233,449,134,103,170.0,1
1342,"2024-03-01",15,908,231,671,6.0,2
1343,"2024-03-02",61,205,8,129,36.0,1
1344,"2024-03-02",157,405,193,146,118.0,2
1345,"2024-03-03",135,597,72,486,110.0,1
1346,"2024-03-03",203,376,184,16,196.0,2
1347,"2024-03-04",18,949,554,316,8.0,1
1348,"2024-03-04",269,524,63,225,131.0,2
1349,"2024-03-05",179,355,129,141,43.0,1
1350,"2024-03-05",226,242,61,170,190.0,2
1351,"2024-03-06",498,549,220,217,374.0,1
1352,"2024-03-06",603,980,10,194,276.0,2
1353,"2024-03-07",622,784,391,139,509.0,1
1354,"2024-03-07",513,803,288,452,203.0,2
1355,"2024-03-08",88,792,258,421,60.0,1
1356,"2024-03-08",181,327,59,144,163.0,2
1357,"2024-03-09",86,780,392,182,42.0,1
1358,"2024-03-09",378,479,11,21,105.0,2
1359,"2024-03-10",10,681,269,213,1.0,1
1360,"2024-03-10",16,323,125,138,7.0,2
1361,"2024-03-11",308,365,63,238,179.0,1
1362,"2024-03-11",473,482,156,236,335.0,2
1363,"2024-03-12",225,387,19,5,183.0,1
1364,"2024-03-12",228,810,207,378,118.0,2
1365,"2024-03-13",38,953,433,325,1.0,1
1366,"2024-03-13",436,567,179,309,353.0,2
1367,"2024-03-14",228,917,392,268,164.0,1
1368,"2024-03-14",172,398,18,227,27.0,2
1369,"2024-03-15",224,294,29,174,26.0,1
1370,"2024-03-15",497,702,145,102,436.0,2
1371,"2024-03-16",207,774,424,313,207.0,1
1372,"2024-03-16",266,608,268,142,93.0,2
1373,"2024-03-17",135,581,152,420,106.0,1
1374,"2024-03-17",312,789,419,228,200.0,2
1375,"2024-03-18",167,842,184,122,85.0,1
1376,"2024-03-18",45,231,100,65,38.0,2
1377,"2024-03-19",826,904,379,509,664.0,1
1378,"2024-03-19",79,202,16,72,61.0,2
1379,"2024-03-20",53,435,245,21,3.0,1
1380,"2024-03-20",721,804,377,105,348.0,2
1381,"2024-03-21",347,813,305,249,257.0,1
1382,"2024-03-21",580,594,4,35,476.0,2
1383,"2024-03-22",225,689,129,335,173.0,1
1384,"2024-03-22",91,879,382,7,43.0,2
1385,"2024-03-23",213,584,326,224,20.0,1
1386,"2024-03-23",45,799,359,16,36.0,2
1387,"2024-03-24",673,985,509,338,140.0,1
1388,"2024-03-24",409,802,258,227,256.0,2
1389,"2024-03-25",147,729,134,197,0.0,1
1390,"2024-03-25",714,769,383,350,38.0,2
1391,"2024-03-26",42,833,222,14,14.0,1
1392,"2024-03-26",59,726,298,190,11.0,2
1393,"2024-03-27",125,620,1,392,104.0,1
1394,"2024-03-27",170,446,69,345,170.0,2
1395,"2024-03-28",345,590,90,307,89.0,1
1396,"2024-03-28",395,983,36,215,100.0,2
1397,"2024-03-29",218,279,20,228,48.0,1
1398,"2024-03-29",382,825,211,427,170.0,2
1399,"2024-03-30",495,799,373,424,327.0,1
1400,"2024-03-30",60,472,0,276,49.0,2
1401,"2024-03-31",48,314,95,85,27.0,1
1402,"2024-03-31",98,246,4,53,57.0,2
1403,"2024-04-01",369,881,397,410,316.0,1
1404,"2024-04-01",850,884,210,118,541.0,2
1405,"2024-04-02",94,470,61,198,34.0,1
1406,"2024-04-02",173,215,68,63,57.0,2
1407,"2024-04-03",538,556,190,195,516.0,1
1408,"2024-04-03",165,859,353,380,79.0,2
1409,"2024-04-04",480,605,346,31,259.0,1
1410,"2024-04-04",462,555,269,194,38.0,2
1411,"2024-04-05",107,707,15,515,74.0,1
1412,"2024-04-05",806,911,1,763,496.0,2
1413,"2024-04-06",748,975,581,129,395.0,1
1414,"2024-04-06",264,776,301,455,237.0,2
1415,"2024-04-07",182,341,116,15,148.0,1
1416,"2024-04-07",247,889,250,81,146.0,2
1417,"2024-04-08",263,609,15,518,91.0,1
1418,"2024-04-08",91,414,1,105,90.0,2
1419,"2024-04-09",72,816,15,290,26.0,1
1420,"2024-04-09",164,464,167,41,124.0,2
1421,"2024-04-10",99,214,101,19,67.0,1
1422,"2024-04-10",41,766,357,214,8.0,2
1423,"2024-04-11",275,406,47,33,126.0,1
1424,"2024-04-11",295,350,146,111,224.0,2
1425,"2024-04-12",221,447,114,252,215.0,1
1426,"2024-04-12",484,831,491,37,228.0,2
1427,"2024-04-13",15,914,119,214,5.0,1
1428,"2024-04-13",411,615,163,321,241.0,2
1429,"2024-04-14",23,423,100,294,21.0,1
1430,"2024-04-14",221,896,309,184,84.0,2
1431,"2024-04-15",157,237,74,66,147.0,1
1432,"2024-04-15",626,820,66,72,18.0,2
1433,"2024-04-16",318,542,229,264,26.0,1
1434,"2024-04-16",199,441,218,161,124.0,2
1435,"2024-04-17",190,407,46,200,23.0,1
1436,"2024-04-17",103,227,21,188,91.0,2
1437,"2024-04-18",928,953,511,32,271.0,1
1438,"2024-04-18",395,418,99,9,141.0,2
1439,"2024-04-19",268,453,115,287,209.0,1
1440,"2024-04-19",681,852,436,150,620.0,2
1441,"2024-04-20",164,483,24,398,57.0,1
1442,"2024-04-20",293,405,183,122,21.0,2
1443,"2024-04-21",12,583,134,218,12.0,1
1444,"2024-04-21",165,560,284,26,24.0,2
1445,"2024-04-22",606,643,174,371,287.0,1
1446,"2024-04-22",643,848,328,448,619.0,2
1447,"2024-04-23",571,597,28,457,260.0,1
1448,"2024-04-23",363,401,75,10,325.0,2
1449,"2024-04-24",144,427,145,221,58.0,1
1450,"2024-04-24",71,412,105,24,19.0,2
1451,"2024-04-25",840,883,462,85,819.0,1
1452,"2024-04-25",342,635,161,463,13.0,2
1453,"2024-04-26",292,786,248,208,93.0,1
1454,"2024-04-26",116,360,160,135,2.0,2
1455,"2024-04-27",52,552,190,137,31.0,1
1456,"2024-04-27",187,671,71,573,158.0,2
1457,"2024-04-28",462,560,197,184,169.0,1
1458,"2024-04-28",198,688,86,485,176.0,2
1459,"2024-04-29",63,663,161,281,14.0,1
1460,"2024-04-29",446,604,244,211,222.0,2
1461,"2024-04-30",244,417,136,252,16.0,1
1462,"2024-04-30",221,432,136,235,11.0,2
1463,"2024-05-01",329,593,322,200,14.0,1
1464,"2024-05-01",472,759,92,15,330.0,2
1465,"2024-05-02",134,545,76,299,8.0,1
1466,"2024-05-02",136,367,90,82,51.0,2
1467,"2024-05-03",790,984,223,242,442.0,1
1468,"2024-05-03",99,340,152,39,16.0,2
1469,"2024-05-04",263,575,30,465,241.0,1
1470,"2024-05-04",10,615,83,511,8.0,2
1471,"2024-05-05",114,875,339,15,2.0,1
1472,"2024-05-05",632,709,363,151,631.0,2
1473,"2024-05-06",203,417,12,286,24.0,1
1474,"2024-05-06",156,771,159,170,135.0,2
1475,"2024-05-07",226,718,414,16,223.0,1
1476,"2024-05-07",231,373,62,143,47.0,2
1477,"2024-05-08",157,629,323,99,99.0,1
1478,"2024-05-08",450,515,34,436,108.0,2
1479,"2024-05-09",319,497,100,188,92.0,1
1480,"2024-05-09",75,758,185,498,57.0,2
1481,"2024-05-10",485,895,514,268,267.0,1
1482,"2024-05-10",210,823,403,279,104.0,2
1483,"2024-05-11",129,254,132,33,116.0,1
1484,"2024-05-11",695,782,318,276,327.0,2
1485,"2024-05-12",154,689,41,595,112.0,1
1486,"2024-05-12",111,565,36,53,34.0,2
1487,"2024-05-13",334,500,169,314,4.0,1
1488,"2024-05-13",233,308,56,5,63.0,2
1489,"2024-05-14",145,395,8,322,78.0,1
1490,"2024-05-14",100,239,20,119,59.0,2
1491,"2024-05-15",305,639,71,26,55.0,1
1492,"2024-05-15",296,425,72,14,285.0,2
1493,"2024-05-16",589,765,393,335,288.0,1
1494,"2024-05-16",794,955,234,564,322.0,2
1495,"2024-05-17",120,564,144,241,72.0,1
1496,"2024-05-17",285,587,299,34,74.0,2
1497,"2024-05-18",273,801,123,294,229.0,1
1498,"2024-05-18",363,622,263,31,117.0,2
1499,"2024-05-19",40,508,60,95,30.0,1
1500,"2024-05-19",395,700,223,130,387.0,2
1501,"2024-05-20",3,791,204,62,2.0,1
1502,"2024-05-20",403,974,347,169,4.0,2
1503,"2024-05-21",301,717,256,363,235.0,1
1504,"2024-05-21",435,509,98,65,253.0,2
1505,"2024-05-22",2,433,85,181,0.0,1
1506,"2024-05-22",239,478,168,272,59.0,2
1507,"2024-05-23",359,747,62,210,298.0,1
1508,"2024-05-23",576,927,51,573,516.0,2
1509,"2024-05-24",166,298,110,46,56.0,1
1510,"2024-05-24",820,885,393,294,427.0,2
1511,"2024-05-25",818,864,213,643,398.0,1
1512,"2024-05-25",351,466,223,104,81.0,2
1513,"2024-05-26",110,476,255,218,3.0,1
1514,"2024-05-26",170,253,139,77,8.0,2
1515,"2024-05-27",623,886,362,468,579.0,1
1516,"2024-05-27",145,671,263,253,13.0,2
1517,"2024-05-28",434,800,177,464,44.0,1
1518,"2024-05-28",343,589,98,106,195.0,2
1519,"2024-05-29",638,723,318,40,158.0,1
1520,"2024-05-29",358,561,164,311,156.0,2
1521,"2024-05-30",278,278,159,52,142.0,1
1522,"2024-05-30",13,396,93,130,0.0,2
1523,"2024-05-31",153,225,9,211,59.0,1
1524,"2024-05-31",405,805,202,77,398.0,2
1525,"2024-06-01",680,736,230,332,271.0,1
1526,"2024-06-01",616,738,262,361,482.0,2
1527,"2024-06-02",540,919,499,370,359.0,1
1528,"2024-06-02",239,317,132,185,21.0,2
1529,"2024-06-03",503,590,211,169,87.0,1
1530,"2024-06-03",87,416,99,289,82.0,2
1531,"2024-06-04",383,468,110,204,304.0,1
1532,"2024-06-04",808,994,228,204,513.0,2
1533,"2024-06-05",341,547,188,92,283.0,1
1534,"2024-06-05",65,822,471,235,39.0,2
1535,"2024-06-06",155,223,63,106,103.0,1
1536,"2024-06-06",35,223,111,21,11.0,2
1537,"2024-06-07",208,655,170,161,66.0,1
1538,"2024-06-07",603,818,251,70,590.0,2
1539,"2024-06-08",260,396,146,53,21.0,1
1540,"2024-06-08",454,976,346,529,445.0,2
1541,"2024-06-09",428,880,514,133,409.0,1
1542,"2024-06-09",374,465,52,71,285.0,2
1543,"2024-06-10",364,718,17,167,122.0,1
1544,"2024-06-10",610,888,466,10,327.0,2
1545,"2024-06-11",130,649,181,235,121.0,1
1546,"2024-06-11",73,374,96,89,25.0,2
1547,"2024-06-12",291,437,197,55,219.0,1
1548,"2024-06-12",143,633,358,107,129.0,2
1549,"2024-06-13",681,832,362,91,170.0,1
1550,"2024-06-13",381,500,298,201,92.0,2
1551,"2024-06-14",95,460,16,330,21.0,1
1552,"2024-06-14",233,599,182,29,7.0,2
1553,"2024-06-15",208,709,406,58,118.0,1
1554,"2024-06-15",599,849,37,648,303.0,2
1555,"2024-06-16",178,255,18,18,102.0,1
1556,"2024-06-16",150,627,273,110,1.0,2
1557,"2024-06-17",447,531,211,285,265.0,1
1558,"2024-06-17",100,236,91,19,18.0,2
1559,"2024-06-18",148,775,286,328,52.0,1
1560,"2024-06-18",94,282,46,221,73.0,2
1561,"2024-06-19",218,802,56,42,0.0,1
1562,"2024-06-19",294,553,73,105,185.0,2
1563,"2024-06-20",156,320,147,68,140.0,1
1564,"2024-06-20",84,399,173,117,30.0,2
1565,"2024-06-21",215,630,165,209,147.0,1
1566,"2024-06-21",184,530,123,371,31.0,2
1567,"2024-06-22",167,631,197,257,11.0,1
1568,"2024-06-22",698,928,517,71,239.0,2
1569,"2024-06-23",112,550,263,118,82.0,1
1570,"2024-06-23",680,779,310,412,527.0,2
1571,"2024-06-24",228,284,133,58,55.0,1
1572,"2024-06-24",206,772,116,292,173.0,2
1573,"2024-06-25",75,361,163,17,67.0,1
1574,"2024-06-25",111,202,33,44,24.0,2
1575,"2024-06-26",401,650,318,253,344.0,1
1576,"2024-06-26",197,269,152,21,179.0,2
1577,"2024-06-27",456,710,107,581,152.0,1
1578,"2024-06-27",535,954,85,492,464.0,2
1579,"2024-06-28",43,221,100,3,30.0,1
1580,"2024-06-28",192,744,108,341,119.0,2
1581,"2024-06-29",321,669,189,152,37.0,1
1582,"2024-06-29",62,471,91,143,17.0,2
1583,"2024-06-30",116,225,56,72,78.0,1
1584,"2024-06-30",115,844,247,540,88.0,2
1585,"2024-07-01",285,730,143,521,188.0,1
1586,"2024-07-01",208,992,226,401,132.0,2
1587,"2024-07-02",463,916,126,221,83.0,1
1588,"2024-07-02",26,676,110,490,26.0,2
1589,"2024-07-03",429,558,54,265,235.0,1
1590,"2024-07-03",185,519,23,122,157.0,2
1591,"2024-07-04",458,822,3,69,310.0,1
1592,"2024-07-04",13,233,121,35,3.0,2
1593,"2024-07-05",26,685,87,196,23.0,1
1594,"2024-07-05",93,823,56,278,56.0,2
1595,"2024-07-06",256,743,127,227,205.0,1
1596,"2024-07-06",596,600,28,16,121.0,2
1597,"2024-07-07",219,716,378,311,23.0,1
1598,"2024-07-07",337,529,114,380,129.0,2
1599,"2024-07-08",53,301,8,2,36.0,1
1600,"2024-07-08",321,775,389,350,186.0,2
1601,"2024-07-09",181,707,267,93,107.0,1
1602,"2024-07-09",519,559,98,435,271.0,2
1603,"2024-07-10",137,504,259,85,127.0,1
1604,"2024-07-10",614,765,251,382,278.0,2
1605,"2024-07-11",131,466,151,267,27.0,1
1606,"2024-07-11",19,797,36,117,1.0,2
1607,"2024-07-12",171,283,160,105,60.0,1
1608,"2024-07-12",557,772,447,61,376.0,2
1609,"2024-07-13",212,493,5,198,198.0,1
1610,"2024-07-13",114,294,173,25,42.0,2
1611,"2024-07-14",20,333,115,171,13.0,1
1612,"2024-07-14",908,930,20,451,719.0,2
1613,"2024-07-15",152,327,140,175,42.0,1
1614,"2024-07-15",607,714,342,74,1.0,2
1615,"2024-07-16",336,743,299,3,187.0,1
1616,"2024-07-16",83,254,103,19,43.0,2
1617,"2024-07-17",31,321,146,79,22.0,1
1618,"2024-07-17",50,720,193,466,33.0,2
1619,"2024-07-18",432,846,230,561,403.0,1
1620,"2024-07-18",374,464,157,40,334.0,2
1621,"2024-07-19",958,992,454,317,427.0,1
1622,"2024-07-19",51,441,223,191,38.0,2
1623,"2024-07-20",209,568,262,102,83.0,1
1624,"2024-07-20",144,242,51,77,69.0,2
1625,"2024-07-21",114,507,81,158,19.0,1
1626,"2024-07-21",241,399,216,44,7.0,2
1627,"2024-07-22",50,891,191,648,19.0,1
1628,"2024-07-22",613,756,269,180,11.0,2
1629,"2024-07-23",267,284,162,41,117.0,1
1630,"2024-07-23",153,558,124,382,129.0,2
1631,"2024-07-24",932,959,420,21,210.0,1
1632,"2024-07-24",1,716,305,384,0.0,2
1633,"2024-07-25",124,350,23,261,31.0,1
1634,"2024-07-25",205,796,35,497,160.0,2
1635,"2024-07-26",116,602,137,374,2.0,1
1636,"2024-07-26",403,742,335,281,302.0,2
1637,"2024-07-27",455,979,526,155,343.0,1
1638,"2024-07-27",604,856,335,369,372.0,2
1639,"2024-07-28",74,361,104,88,34.0,1
1640,"2024-07-28",134,558,108,97,96.0,2
1641,"2024-07-29",31,678,91,44,16.0,1
1642,"2024-07-29",406,501,22,321,130.0,2
1643,"2024-07-30",137,343,170,80,128.0,1
1644,"2024-07-30",86,506,270,103,42.0,2
1645,"2024-07-31",114,413,78,176,47.0,1
1646,"2024-07-31",4,217,65,133,2.0,2
1647,"2024-08-01",295,452,167,188,155.0,1
1648,"2024-08-01",161,228,79,23,34.0,2
1649,"2024-08-02",271,466,105,88,197.0,1
1650,"2024-08-02",65,495,286,148,4.0,2
1651,"2024-08-03",314,698,394,24,293.0,1
1652,"2024-08-03",102,229,83,132,98.0,2
1653,"2024-08-04",49,353,21,316,21.0,1
1654,"2024-08-04",126,289,30,180,71.0,2
1655,"2024-08-05",130,698,246,186,94.0,1
1656,"2024-08-05",889,992,502,341,211.0,2
1657,"2024-08-06",589,603,299,119,336.0,1
1658,"2024-08-06",30,903,181,402,22.0,2
1659,"2024-08-07",16,969,312,71,2.0,1
1660,"2024-08-07",140,462,181,218,20.0,2
1661,"2024-08-08",239,643,330,119,170.0,1
1662,"2024-08-08",18,363,174,141,13.0,2
1663,"2024-08-09",251,680,382,150,190.0,1
1664,"2024-08-09",317,635,188,302,308.0,2
1665,"2024-08-10",397,453,178,65,106.0,1
1666,"2024-08-10",35,331,25,67,13.0,2
1667,"2024-08-11",540,766,24,210,68.0,1
1668,"2024-08-11",374,675,292,33,255.0,2
1669,"2024-08-12",690,906,11,808,430.0,1
1670,"2024-08-12",400,451,37,268,201.0,2
1671,"2024-08-13",318,878,191,440,255.0,1
1672,"2024-08-13",59,495,211,142,28.0,2
1673,"2024-08-14",875,901,49,244,758.0,1
1674,"2024-08-14",384,960,462,235,266.0,2
1675,"2024-08-15",332,360,52,175,104.0,1
1676,"2024-08-15",620,855,105,567,560.0,2
1677,"2024-08-16",119,476,187,139,16.0,1
1678,"2024-08-16",116,289,122,76,104.0,2
1679,"2024-08-17",371,705,151,302,68.0,1
1680,"2024-08-17",218,224,73,144,15.0,2
1681,"2024-08-18",259,413,25,275,210.0,1
1682,"2024-08-18",298,880,290,314,269.0,2
1683,"2024-08-19",406,899,232,18,110.0,1
1684,"2024-08-19",120,225,105,16,38.0,2
1685,"2024-08-20",630,955,83,495,371.0,1
1686,"2024-08-20",687,758,143,106,317.0,2
1687,"2024-08-21",146,516,27,45,131.0,1
1688,"2024-08-21",38,933,262,455,24.0,2
1689,"2024-08-22",341,567,152,224,30.0,1
1690,"2024-08-22",138,237,131,95,70.0,2
1691,"2024-08-23",281,339,118,136,170.0,1
1692,"2024-08-23",736,763,394,296,424.0,2
1693,"2024-08-24",401,843,476,362,79.0,1
1694,"2024-08-24",676,777,1,216,358.0,2
1695,"2024-08-25",150,662,384,41,42.0,1
1696,"2024-08-25",137,959,285,621,5.0,2
1697,"2024-08-26",223,486,176,47,85.0,1
1698,"2024-08-26",914,964,439,412,11.0,2
1699,"2024-08-27",33,218,96,88,31.0,1
1700,"2024-08-27",288,627,327,220,212.0,2
1701,"2024-08-28",39,663,354,117,3.0,1
1702,"2024-08-28",22,357,41,102,9.0,2
1703,"2024-08-29",406,521,102,198,35.0,1
1704,"2024-08-29",10,848,25,590,7.0,2
1705,"2024-08-30",531,635,172,413,265.0,1
1706,"2024-08-30",198,790,423,139,183.0,2
1707,"2024-08-31",601,677,129,451,180.0,1
1708,"2024-08-31",603,953,468,256,2.0,2
1709,"2024-09-01",66,597,208,220,32.0,1
