"md_id","busi_time","type_name","name","due_cnt","overdue_cnt","serious_overdue_cnt","avg_overdue_time"
6089,"2024-03-07",2,受理中,164,51,32,36.29
6090,"2024-03-07",2,办理中,163,72,69,32.96
6091,"2024-03-07",2,审核中,136,20,9,12.73
6092,"2024-03-07",2,待归档,197,27,0,45.92
6093,"2024-03-07",2,已回访,102,36,14,59.19
6094,"2024-03-08",1,一般,85,38,8,25.01
6095,"2024-03-08",1,紧急,119,49,4,33.48
6096,"2024-03-08",1,特急,172,84,35,57.08
6097,"2024-03-08",1,应急事件,142,31,14,57.21
6098,"2024-03-08",2,受理中,180,49,11,58.52
6099,"2024-03-08",2,办理中,191,50,24,14.64
6100,"2024-03-08",2,审核中,196,88,67,45.44
6101,"2024-03-08",2,待归档,196,41,38,51.93
6102,"2024-03-08",2,已回访,80,12,0,31.39
6103,"2024-03-09",1,一般,85,10,1,20.22
6104,"2024-03-09",1,紧急,194,89,37,52.05
6105,"2024-03-09",1,特急,184,66,20,52.57
6106,"2024-03-09",1,应急事件,184,24,21,28.75
6107,"2024-03-09",2,受理中,170,51,47,19.44
6108,"2024-03-09",2,办理中,172,67,64,54.46
6109,"2024-03-09",2,审核中,126,48,46,56.49
6110,"2024-03-09",2,待归档,175,46,42,55.52
6111,"2024-03-09",2,已回访,83,23,19,54.77
6112,"2024-03-10",1,一般,185,69,8,31.47
6113,"2024-03-10",1,紧急,182,16,0,41.08
6114,"2024-03-10",1,特急,128,25,2,16.9
6115,"2024-03-10",1,应急事件,113,35,12,22.76
6116,"2024-03-10",2,受理中,180,87,49,11.39
6117,"2024-03-10",2,办理中,115,51,48,41.87
6118,"2024-03-10",2,审核中,83,11,8,57.68
6119,"2024-03-10",2,待归档,182,26,5,16.58
6120,"2024-03-10",2,已回访,95,32,27,28.7
6121,"2024-03-11",1,一般,144,25,21,26.75
6122,"2024-03-11",1,紧急,150,25,19,30.25
6123,"2024-03-11",1,特急,118,15,8,17.23
6124,"2024-03-11",1,应急事件,155,10,7,52.46
6125,"2024-03-11",2,受理中,99,18,8,54.38
6126,"2024-03-11",2,办理中,99,42,34,15.18
6127,"2024-03-11",2,审核中,115,15,8,33.77
6128,"2024-03-11",2,待归档,117,23,4,28.16
6129,"2024-03-11",2,已回访,111,10,2,21.19
6130,"2024-03-12",1,一般,180,43,35,45.35
6131,"2024-03-12",1,紧急,103,20,10,14.91
6132,"2024-03-12",1,特急,82,19,4,58.1
6133,"2024-03-12",1,应急事件,178,12,9,42.29
6134,"2024-03-12",2,受理中,111,47,16,10.39
6135,"2024-03-12",2,办理中,128,36,2,24.61
6136,"2024-03-12",2,审核中,85,14,13,46.23
6137,"2024-03-12",2,待归档,121,18,9,44.38
6138,"2024-03-12",2,已回访,188,84,3,20.94
6139,"2024-03-13",1,一般,180,35,8,43.1
6140,"2024-03-13",1,紧急,145,36,10,37.64
6141,"2024-03-13",1,特急,85,19,12,55.56
6142,"2024-03-13",1,应急事件,111,51,3,23.36
6143,"2024-03-13",2,受理中,139,54,6,21.44
6144,"2024-03-13",2,办理中,108,17,16,56.11
6145,"2024-03-13",2,审核中,198,59,7,56.43
6146,"2024-03-13",2,待归档,110,13,7,50.16
6147,"2024-03-13",2,已回访,81,28,5,47.9
6148,"2024-03-14",1,一般,93,34,26,35.04
6149,"2024-03-14",1,紧急,179,26,21,55.62
6150,"2024-03-14",1,特急,147,54,45,33.71
6151,"2024-03-14",1,应急事件,83,15,7,30.03
6152,"2024-03-14",2,受理中,195,75,73,56.42
6153,"2024-03-14",2,办理中,139,49,36,25.38
6154,"2024-03-14",2,审核中,92,40,25,22.04
6155,"2024-03-14",2,待归档,146,27,14,55.62
6156,"2024-03-14",2,已回访,200,98,88,38.44
6157,"2024-03-15",1,一般,194,66,32,23.12
6158,"2024-03-15",1,紧急,198,27,18,45.29
6159,"2024-03-15",1,特急,189,18,2,38.97
6160,"2024-03-15",1,应急事件,144,27,7,11.61
6161,"2024-03-15",2,受理中,162,51,33,21.54
6162,"2024-03-15",2,办理中,136,36,4,43.74
6163,"2024-03-15",2,审核中,156,23,5,53.71
6164,"2024-03-15",2,待归档,123,38,14,58.74
6165,"2024-03-15",2,已回访,159,53,35,33.41
6166,"2024-03-16",1,一般,145,50,34,25.66
6167,"2024-03-16",1,紧急,105,15,6,54.63
6168,"2024-03-16",1,特急,182,33,25,27.15
6169,"2024-03-16",1,应急事件,181,49,1,25.02
6170,"2024-03-16",2,受理中,100,16,5,36.31
6171,"2024-03-16",2,办理中,183,42,30,43.95
6172,"2024-03-16",2,审核中,92,11,0,55.16
6173,"2024-03-16",2,待归档,119,49,2,24.66
6174,"2024-03-16",2,已回访,125,41,32,54.29
6175,"2024-03-17",1,一般,121,32,22,21.23
6176,"2024-03-17",1,紧急,152,39,19,47.21
6177,"2024-03-17",1,特急,184,89,35,49.89
6178,"2024-03-17",1,应急事件,158,41,30,30.39
6179,"2024-03-17",2,受理中,89,15,12,37.37
6180,"2024-03-17",2,办理中,147,69,35,18.69
6181,"2024-03-17",2,审核中,131,31,18,40.4
6182,"2024-03-17",2,待归档,97,10,9,12.21
6183,"2024-03-17",2,已回访,181,40,25,52.05
6184,"2024-03-18",1,一般,82,34,7,55.49
6185,"2024-03-18",1,紧急,154,51,33,11.52
6186,"2024-03-18",1,特急,105,18,15,43.96
6187,"2024-03-18",1,应急事件,169,32,1,15.42
6188,"2024-03-18",2,受理中,133,62,3,11.37
6189,"2024-03-18",2,办理中,152,64,55,52.92
6190,"2024-03-18",2,审核中,195,90,87,14.21
6191,"2024-03-18",2,待归档,194,70,24,11.84
6192,"2024-03-18",2,已回访,85,20,12,13.38
6193,"2024-03-19",1,一般,179,67,5,57.28
6194,"2024-03-19",1,紧急,181,77,38,14.54
6195,"2024-03-19",1,特急,139,13,4,48.11
6196,"2024-03-19",1,应急事件,141,66,21,55.74
6197,"2024-03-19",2,受理中,111,36,5,35.82
6198,"2024-03-19",2,办理中,197,95,27,15.45
6199,"2024-03-19",2,审核中,196,54,44,22.63
6200,"2024-03-19",2,待归档,92,28,24,25.79
6201,"2024-03-19",2,已回访,114,16,10,31.54
6202,"2024-03-20",1,一般,103,32,19,49.17
6203,"2024-03-20",1,紧急,179,28,25,34.75
6204,"2024-03-20",1,特急,141,69,53,52.38
6205,"2024-03-20",1,应急事件,80,26,15,46.99
6206,"2024-03-20",2,受理中,90,23,0,55.89
6207,"2024-03-20",2,办理中,98,12,5,37.62
6208,"2024-03-20",2,审核中,186,30,27,44.85
6209,"2024-03-20",2,待归档,92,43,15,16.53
6210,"2024-03-20",2,已回访,97,16,9,47.15
6211,"2024-03-21",1,一般,155,25,6,23.59
6212,"2024-03-21",1,紧急,175,68,15,52.88
6213,"2024-03-21",1,特急,92,44,26,52.19
6214,"2024-03-21",1,应急事件,153,48,39,45.83
6215,"2024-03-21",2,受理中,89,17,16,28.41
6216,"2024-03-21",2,办理中,175,74,51,30.34
6217,"2024-03-21",2,审核中,98,47,45,58.64
6218,"2024-03-21",2,待归档,130,26,14,37.77
6219,"2024-03-21",2,已回访,176,64,5,12.35
6220,"2024-03-22",1,一般,150,37,34,40.91
6221,"2024-03-22",1,紧急,113,11,1,36.77
6222,"2024-03-22",1,特急,153,11,5,57.13
6223,"2024-03-22",1,应急事件,97,10,9,45.15
6224,"2024-03-22",2,受理中,81,11,3,51.59
6225,"2024-03-22",2,办理中,179,18,9,18.61
6226,"2024-03-22",2,审核中,96,11,2,35.21
6227,"2024-03-22",2,待归档,161,48,38,39.71
6228,"2024-03-22",2,已回访,107,46,39,19.95
6229,"2024-03-23",1,一般,156,72,39,12.28
6230,"2024-03-23",1,紧急,172,23,5,58.39
6231,"2024-03-23",1,特急,92,16,13,44.85
6232,"2024-03-23",1,应急事件,117,12,10,10.65
6233,"2024-03-23",2,受理中,130,52,42,52.55
6234,"2024-03-23",2,办理中,107,21,5,32.95
6235,"2024-03-23",2,审核中,176,79,2,26.36
6236,"2024-03-23",2,待归档,123,43,21,35.68
6237,"2024-03-23",2,已回访,145,17,12,18.84
6238,"2024-03-24",1,一般,134,48,4,56.35
6239,"2024-03-24",1,紧急,136,24,0,58.26
6240,"2024-03-24",1,特急,142,57,34,41.31
6241,"2024-03-24",1,应急事件,82,24,16,34.03
6242,"2024-03-24",2,受理中,113,53,13,25.0
6243,"2024-03-24",2,办理中,147,34,32,24.25
6244,"2024-03-24",2,审核中,174,10,8,18.67
6245,"2024-03-24",2,待归档,80,11,3,44.71
6246,"2024-03-24",2,已回访,161,42,27,23.19
6247,"2024-03-25",1,一般,167,16,4,19.31
6248,"2024-03-25",1,紧急,136,35,3,34.87
6249,"2024-03-25",1,特急,108,52,2,32.51
6250,"2024-03-25",1,应急事件,185,63,39,37.61
6251,"2024-03-25",2,受理中,127,43,31,22.05
6252,"2024-03-25",2,办理中,137,47,28,16.83
6253,"2024-03-25",2,审核中,118,21,17,53.87
6254,"2024-03-25",2,待归档,84,29,4,22.84
6255,"2024-03-25",2,已回访,98,45,30,32.93
6256,"2024-03-26",1,一般,159,40,39,48.92
6257,"2024-03-26",1,紧急,118,37,11,41.32
6258,"2024-03-26",1,特急,184,35,18,20.2
6259,"2024-03-26",1,应急事件,184,57,31,59.77
6260,"2024-03-26",2,受理中,162,37,21,57.24
6261,"2024-03-26",2,办理中,83,16,3,42.05
6262,"2024-03-26",2,审核中,82,39,2,17.6
6263,"2024-03-26",2,待归档,180,75,10,55.01
6264,"2024-03-26",2,已回访,143,66,48,58.16
6265,"2024-03-27",1,一般,152,63,9,38.4
6266,"2024-03-27",1,紧急,145,21,2,41.17
6267,"2024-03-27",1,特急,127,49,9,56.53
6268,"2024-03-27",1,应急事件,150,46,4,51.49
6269,"2024-03-27",2,受理中,140,24,16,39.86
6270,"2024-03-27",2,办理中,124,35,26,41.92
6271,"2024-03-27",2,审核中,133,36,11,51.25
6272,"2024-03-27",2,待归档,183,68,33,49.9
6273,"2024-03-27",2,已回访,169,24,17,42.66
6274,"2024-03-28",1,一般,142,24,7,34.77
6275,"2024-03-28",1,紧急,82,24,3,27.16
6276,"2024-03-28",1,特急,177,65,10,18.67
6277,"2024-03-28",1,应急事件,142,24,6,37.12
6278,"2024-03-28",2,受理中,132,62,2,53.28
6279,"2024-03-28",2,办理中,121,28,15,48.13
6280,"2024-03-28",2,审核中,182,59,41,15.02
6281,"2024-03-28",2,待归档,97,22,18,53.26
6282,"2024-03-28",2,已回访,147,13,6,53.5
6283,"2024-03-29",1,一般,91,24,23,50.89
6284,"2024-03-29",1,紧急,118,31,28,37.22
6285,"2024-03-29",1,特急,129,47,34,45.33
6286,"2024-03-29",1,应急事件,159,70,51,56.24
6287,"2024-03-29",2,受理中,120,29,14,42.11
6288,"2024-03-29",2,办理中,191,29,6,18.37
6289,"2024-03-29",2,审核中,83,29,5,51.33
6290,"2024-03-29",2,待归档,118,22,1,18.72
6291,"2024-03-29",2,已回访,175,29,10,49.2
6292,"2024-03-30",1,一般,114,36,8,46.81
6293,"2024-03-30",1,紧急,193,54,16,53.74
6294,"2024-03-30",1,特急,168,11,3,13.34
6295,"2024-03-30",1,应急事件,95,33,20,56.77
6296,"2024-03-30",2,受理中,94,15,9,58.6
6297,"2024-03-30",2,办理中,188,86,77,40.65
6298,"2024-03-30",2,审核中,99,45,32,20.43
6299,"2024-03-30",2,待归档,125,54,19,10.81
6300,"2024-03-30",2,已回访,146,60,28,53.82
6301,"2024-03-31",1,一般,119,46,29,54.82
6302,"2024-03-31",1,紧急,123,11,6,48.36
6303,"2024-03-31",1,特急,177,55,39,10.96
6304,"2024-03-31",1,应急事件,153,64,34,37.67
6305,"2024-03-31",2,受理中,130,18,11,48.14
6306,"2024-03-31",2,办理中,183,47,42,54.63
6307,"2024-03-31",2,审核中,195,45,44,53.43
6308,"2024-03-31",2,待归档,185,66,39,17.27
6309,"2024-03-31",2,已回访,110,38,22,44.29
6310,"2024-04-01",1,一般,102,39,2,52.8
6311,"2024-04-01",1,紧急,171,10,4,12.2
6312,"2024-04-01",1,特急,82,23,10,41.75
6313,"2024-04-01",1,应急事件,178,35,12,47.3
6314,"2024-04-01",2,受理中,188,50,43,20.1
6315,"2024-04-01",2,办理中,161,19,14,44.1
6316,"2024-04-01",2,审核中,150,58,32,37.79
6317,"2024-04-01",2,待归档,82,33,31,49.61
6318,"2024-04-01",2,已回访,150,74,71,54.17
6319,"2024-04-02",1,一般,171,83,14,34.98
6320,"2024-04-02",1,紧急,194,56,40,40.8
6321,"2024-04-02",1,特急,164,52,18,56.58
6322,"2024-04-02",1,应急事件,123,35,5,50.56
6323,"2024-04-02",2,受理中,114,33,24,21.08
6324,"2024-04-02",2,办理中,170,24,14,17.34
6325,"2024-04-02",2,审核中,188,93,36,43.13
6326,"2024-04-02",2,待归档,135,40,25,41.73
6327,"2024-04-02",2,已回访,163,49,24,16.95
6328,"2024-04-03",1,一般,92,44,32,54.22
6329,"2024-04-03",1,紧急,83,38,12,41.07
6330,"2024-04-03",1,特急,197,54,17,40.06
6331,"2024-04-03",1,应急事件,87,36,17,21.93
6332,"2024-04-03",2,受理中,136,15,12,27.25
6333,"2024-04-03",2,办理中,138,53,14,11.08
6334,"2024-04-03",2,审核中,144,61,58,44.29
6335,"2024-04-03",2,待归档,164,80,67,31.3
6336,"2024-04-03",2,已回访,87,41,20,52.44
6337,"2024-04-04",1,一般,140,16,7,31.08
6338,"2024-04-04",1,紧急,181,23,20,25.56
6339,"2024-04-04",1,特急,81,12,10,30.93
6340,"2024-04-04",1,应急事件,184,22,17,24.41
6341,"2024-04-04",2,受理中,114,42,26,37.31
6342,"2024-04-04",2,办理中,81,31,8,20.66
6343,"2024-04-04",2,审核中,105,46,33,27.55
6344,"2024-04-04",2,待归档,98,21,1,58.57
6345,"2024-04-04",2,已回访,100,15,6,33.31
6346,"2024-04-05",1,一般,83,19,0,11.68
6347,"2024-04-05",1,紧急,106,40,38,50.28
6348,"2024-04-05",1,特急,88,41,7,29.11
6349,"2024-04-05",1,应急事件,198,40,32,27.28
6350,"2024-04-05",2,受理中,93,24,21,11.91
6351,"2024-04-05",2,办理中,176,53,26,25.23
6352,"2024-04-05",2,审核中,112,28,19,43.71
6353,"2024-04-05",2,待归档,191,92,39,40.51
6354,"2024-04-05",2,已回访,141,56,25,13.54
6355,"2024-04-06",1,一般,82,17,3,23.87
6356,"2024-04-06",1,紧急,182,13,10,41.56
6357,"2024-04-06",1,特急,174,71,23,16.7
6358,"2024-04-06",1,应急事件,90,21,4,47.78
6359,"2024-04-06",2,受理中,145,61,39,22.46
6360,"2024-04-06",2,办理中,85,26,6,41.76
6361,"2024-04-06",2,审核中,158,20,5,20.08
6362,"2024-04-06",2,待归档,105,46,18,13.66
6363,"2024-04-06",2,已回访,85,12,11,51.12
6364,"2024-04-07",1,一般,117,30,10,17.59
6365,"2024-04-07",1,紧急,196,87,76,17.42
6366,"2024-04-07",1,特急,115,53,51,18.48
6367,"2024-04-07",1,应急事件,173,25,5,25.92
6368,"2024-04-07",2,受理中,138,49,37,27.41
6369,"2024-04-07",2,办理中,107,48,37,36.79
6370,"2024-04-07",2,审核中,96,10,9,14.9
6371,"2024-04-07",2,待归档,155,54,51,27.04
6372,"2024-04-07",2,已回访,110,27,18,42.91
6373,"2024-04-08",1,一般,128,49,44,13.83
6374,"2024-04-08",1,紧急,188,81,50,48.62
6375,"2024-04-08",1,特急,171,66,35,44.22
6376,"2024-04-08",1,应急事件,178,32,26,15.47
6377,"2024-04-08",2,受理中,190,65,34,29.5
6378,"2024-04-08",2,办理中,117,42,21,39.37
6379,"2024-04-08",2,审核中,157,71,51,30.47
6380,"2024-04-08",2,待归档,122,55,6,10.31
6381,"2024-04-08",2,已回访,156,70,65,19.0
6382,"2024-04-09",1,一般,129,56,43,42.9
6383,"2024-04-09",1,紧急,82,17,14,54.75
6384,"2024-04-09",1,特急,166,62,25,18.68
6385,"2024-04-09",1,应急事件,198,78,41,41.24
6386,"2024-04-09",2,受理中,105,10,1,24.45
6387,"2024-04-09",2,办理中,115,20,10,54.1
6388,"2024-04-09",2,审核中,117,44,34,20.99
6389,"2024-04-09",2,待归档,81,16,12,36.91
6390,"2024-04-09",2,已回访,162,10,0,19.01
6391,"2024-04-10",1,一般,176,77,55,27.18
6392,"2024-04-10",1,紧急,120,48,6,12.75
6393,"2024-04-10",1,特急,85,25,21,33.5
6394,"2024-04-10",1,应急事件,90,42,32,55.42
6395,"2024-04-10",2,受理中,95,38,20,23.59
6396,"2024-04-10",2,办理中,170,35,24,10.52
6397,"2024-04-10",2,审核中,156,48,11,50.71
6398,"2024-04-10",2,待归档,87,28,9,47.04
6399,"2024-04-10",2,已回访,130,55,47,40.3
6400,"2024-04-11",1,一般,146,17,14,45.01
6401,"2024-04-11",1,紧急,99,32,21,50.53
6402,"2024-04-11",1,特急,170,41,25,54.93
6403,"2024-04-11",1,应急事件,105,40,38,49.1
6404,"2024-04-11",2,受理中,150,27,18,53.6
6405,"2024-04-11",2,办理中,146,38,6,57.32
6406,"2024-04-11",2,审核中,180,21,20,54.83
6407,"2024-04-11",2,待归档,197,21,11,14.97
6408,"2024-04-11",2,已回访,158,63,11,46.39
6409,"2024-04-12",1,一般,151,66,5,18.46
6410,"2024-04-12",1,紧急,177,12,4,20.54
6411,"2024-04-12",1,特急,102,36,18,56.27
6412,"2024-04-12",1,应急事件,168,28,6,51.17
6413,"2024-04-12",2,受理中,189,12,9,52.82
6414,"2024-04-12",2,办理中,147,38,20,49.72
6415,"2024-04-12",2,审核中,107,30,15,44.39
6416,"2024-04-12",2,待归档,170,62,4,59.72
6417,"2024-04-12",2,已回访,108,38,17,24.45
6418,"2024-04-13",1,一般,80,36,18,35.68
6419,"2024-04-13",1,紧急,152,69,2,13.89
6420,"2024-04-13",1,特急,102,47,3,31.91
6421,"2024-04-13",1,应急事件,84,40,2,32.77
6422,"2024-04-13",2,受理中,90,25,8,39.02
6423,"2024-04-13",2,办理中,100,40,0,30.4
6424,"2024-04-13",2,审核中,90,33,12,50.0
6425,"2024-04-13",2,待归档,132,43,20,23.27
6426,"2024-04-13",2,已回访,98,46,18,42.46
6427,"2024-04-14",1,一般,173,43,25,16.81
6428,"2024-04-14",1,紧急,167,39,28,54.99
6429,"2024-04-14",1,特急,191,72,57,53.22
6430,"2024-04-14",1,应急事件,150,21,6,24.78
6431,"2024-04-14",2,受理中,192,68,29,44.17
6432,"2024-04-14",2,办理中,195,43,1,54.06
6433,"2024-04-14",2,审核中,131,61,36,35.04
6434,"2024-04-14",2,待归档,129,17,15,29.47
6435,"2024-04-14",2,已回访,96,20,7,26.51
6436,"2024-04-15",1,一般,177,62,27,24.65
6437,"2024-04-15",1,紧急,132,53,25,27.67
6438,"2024-04-15",1,特急,147,40,4,50.02
6439,"2024-04-15",1,应急事件,147,16,8,43.68
6440,"2024-04-15",2,受理中,172,68,29,56.86
6441,"2024-04-15",2,办理中,83,34,23,52.63
6442,"2024-04-15",2,审核中,107,34,19,23.73
6443,"2024-04-15",2,待归档,152,66,52,27.31
6444,"2024-04-15",2,已回访,88,13,8,35.47
6445,"2024-04-16",1,一般,165,48,29,29.7
6446,"2024-04-16",1,紧急,172,84,21,27.2
6447,"2024-04-16",1,特急,149,66,16,25.71
6448,"2024-04-16",1,应急事件,181,42,11,51.61
6449,"2024-04-16",2,受理中,155,59,19,13.24
6450,"2024-04-16",2,办理中,169,15,6,11.68
6451,"2024-04-16",2,审核中,157,69,64,55.6
6452,"2024-04-16",2,待归档,101,17,15,40.52
6453,"2024-04-16",2,已回访,121,12,0,10.56
6454,"2024-04-17",1,一般,90,37,29,54.92
6455,"2024-04-17",1,紧急,165,60,33,47.99
6456,"2024-04-17",1,特急,168,42,30,43.08
6457,"2024-04-17",1,应急事件,102,19,10,51.17
6458,"2024-04-17",2,受理中,180,58,35,30.58
6459,"2024-04-17",2,办理中,97,27,11,10.91
6460,"2024-04-17",2,审核中,104,12,1,12.5
6461,"2024-04-17",2,待归档,135,20,16,45.46
6462,"2024-04-17",2,已回访,154,28,1,48.51
6463,"2024-04-18",1,一般,134,11,7,43.99
6464,"2024-04-18",1,紧急,153,10,3,19.74
6465,"2024-04-18",1,特急,133,49,5,20.31
6466,"2024-04-18",1,应急事件,82,24,10,53.2
6467,"2024-04-18",2,受理中,129,45,29,22.35
6468,"2024-04-18",2,办理中,194,23,14,54.79
6469,"2024-04-18",2,审核中,140,58,36,25.79
6470,"2024-04-18",2,待归档,200,45,41,13.07
6471,"2024-04-18",2,已回访,114,52,32,18.34
6472,"2024-04-19",1,一般,199,35,30,13.56
6473,"2024-04-19",1,紧急,161,10,5,56.65
6474,"2024-04-19",1,特急,191,69,4,21.45
6475,"2024-04-19",1,应急事件,190,48,14,59.8
6476,"2024-04-19",2,受理中,109,11,3,49.27
6477,"2024-04-19",2,办理中,176,32,19,16.33
6478,"2024-04-19",2,审核中,106,21,0,33.82
6479,"2024-04-19",2,待归档,81,10,3,56.94
6480,"2024-04-19",2,已回访,84,28,6,11.3
6481,"2024-04-20",1,一般,135,56,1,40.51
6482,"2024-04-20",1,紧急,154,33,5,19.09
6483,"2024-04-20",1,特急,80,13,11,35.0
6484,"2024-04-20",1,应急事件,176,13,5,46.76
6485,"2024-04-20",2,受理中,105,27,21,22.59
6486,"2024-04-20",2,办理中,179,31,4,41.39
6487,"2024-04-20",2,审核中,131,51,44,54.26
6488,"2024-04-20",2,待归档,195,68,46,29.51
6489,"2024-04-20",2,已回访,184,34,0,36.3
6490,"2024-04-21",1,一般,94,39,2,10.59
6491,"2024-04-21",1,紧急,192,62,41,14.34
6492,"2024-04-21",1,特急,142,21,13,27.3
6493,"2024-04-21",1,应急事件,139,35,34,42.48
6494,"2024-04-21",2,受理中,82,32,4,47.7
6495,"2024-04-21",2,办理中,166,52,15,33.9
6496,"2024-04-21",2,审核中,95,25,11,11.34
6497,"2024-04-21",2,待归档,194,37,1,21.4
6498,"2024-04-21",2,已回访,195,52,39,45.73
6499,"2024-04-22",1,一般,130,32,1,35.1
6500,"2024-04-22",1,紧急,109,31,11,36.77
6501,"2024-04-22",1,特急,89,10,2,56.33
6502,"2024-04-22",1,应急事件,173,80,67,34.41
6503,"2024-04-22",2,受理中,149,40,9,45.0
6504,"2024-04-22",2,办理中,165,38,19,13.21
6505,"2024-04-22",2,审核中,110,45,37,36.98
6506,"2024-04-22",2,待归档,87,30,26,18.78
6507,"2024-04-22",2,已回访,200,26,17,15.18
6508,"2024-04-23",1,一般,124,30,10,23.69
6509,"2024-04-23",1,紧急,134,10,5,36.3
6510,"2024-04-23",1,特急,134,21,19,48.66
6511,"2024-04-23",1,应急事件,149,51,14,33.72
6512,"2024-04-23",2,受理中,150,17,7,24.53
6513,"2024-04-23",2,办理中,81,31,12,49.99
6514,"2024-04-23",2,审核中,147,29,0,15.06
6515,"2024-04-23",2,待归档,183,45,7,46.74
6516,"2024-04-23",2,已回访,160,27,4,47.75
6517,"2024-04-24",1,一般,185,43,4,10.83
6518,"2024-04-24",1,紧急,111,46,16,29.05
6519,"2024-04-24",1,特急,181,33,6,30.69
6520,"2024-04-24",1,应急事件,90,41,9,16.83
6521,"2024-04-24",2,受理中,102,50,30,35.93
6522,"2024-04-24",2,办理中,149,27,7,42.13
6523,"2024-04-24",2,审核中,158,69,38,19.22
6524,"2024-04-24",2,待归档,177,65,31,46.27
6525,"2024-04-24",2,已回访,190,43,16,16.67
6526,"2024-04-25",1,一般,99,45,20,42.11
6527,"2024-04-25",1,紧急,123,60,36,44.85
6528,"2024-04-25",1,特急,183,48,12,30.54
6529,"2024-04-25",1,应急事件,80,25,1,37.34
6530,"2024-04-25",2,受理中,109,13,1,18.36
6531,"2024-04-25",2,办理中,130,28,17,22.14
6532,"2024-04-25",2,审核中,200,69,50,44.94
6533,"2024-04-25",2,待归档,98,24,13,50.43
6534,"2024-04-25",2,已回访,185,42,20,49.33
6535,"2024-04-26",1,一般,144,55,25,17.42
6536,"2024-04-26",1,紧急,162,68,46,14.52
6537,"2024-04-26",1,特急,190,87,25,20.73
6538,"2024-04-26",1,应急事件,151,53,52,24.09
6539,"2024-04-26",2,受理中,114,54,3,43.98
6540,"2024-04-26",2,办理中,108,33,28,41.88
6541,"2024-04-26",2,审核中,157,47,40,44.39
6542,"2024-04-26",2,待归档,197,28,23,32.7
6543,"2024-04-26",2,已回访,122,38,9,45.85
6544,"2024-04-27",1,一般,141,55,10,16.4
6545,"2024-04-27",1,紧急,165,71,63,42.22
6546,"2024-04-27",1,特急,189,27,2,27.95
6547,"2024-04-27",1,应急事件,101,16,2,11.09
6548,"2024-04-27",2,受理中,139,38,25,31.48
6549,"2024-04-27",2,办理中,149,67,59,45.27
6550,"2024-04-27",2,审核中,132,55,53,39.49
6551,"2024-04-27",2,待归档,173,66,7,52.99
6552,"2024-04-27",2,已回访,149,15,11,32.53
6553,"2024-04-28",1,一般,146,25,4,37.78
6554,"2024-04-28",1,紧急,118,29,21,30.5
6555,"2024-04-28",1,特急,89,14,5,30.64
6556,"2024-04-28",1,应急事件,110,12,9,26.4
6557,"2024-04-28",2,受理中,196,74,70,18.99
6558,"2024-04-28",2,办理中,152,29,0,17.79
6559,"2024-04-28",2,审核中,165,15,4,12.6
6560,"2024-04-28",2,待归档,153,32,24,50.81
6561,"2024-04-28",2,已回访,169,26,20,34.95
6562,"2024-04-29",1,一般,96,44,17,26.27
6563,"2024-04-29",1,紧急,124,30,29,52.08
6564,"2024-04-29",1,特急,134,52,22,12.54
6565,"2024-04-29",1,应急事件,136,62,30,28.36
6566,"2024-04-29",2,受理中,186,16,12,29.48
6567,"2024-04-29",2,办理中,102,23,11,24.01
6568,"2024-04-29",2,审核中,84,30,9,44.56
6569,"2024-04-29",2,待归档,181,51,27,26.85
6570,"2024-04-29",2,已回访,95,22,20,41.58
6571,"2024-04-30",1,一般,109,39,37,59.23
6572,"2024-04-30",1,紧急,169,15,12,54.54
6573,"2024-04-30",1,特急,177,37,21,24.69
6574,"2024-04-30",1,应急事件,114,54,13,54.38
6575,"2024-04-30",2,受理中,193,55,34,42.42
6576,"2024-04-30",2,办理中,93,33,22,33.93
6577,"2024-04-30",2,审核中,161,76,45,16.44
6578,"2024-04-30",2,待归档,97,45,33,54.88
6579,"2024-04-30",2,已回访,102,33,17,56.61
6580,"2024-05-01",1,一般,165,18,12,32.61
6581,"2024-05-01",1,紧急,133,62,18,13.17
6582,"2024-05-01",1,特急,189,17,1,28.69
6583,"2024-05-01",1,应急事件,155,36,5,27.21
6584,"2024-05-01",2,受理中,106,48,17,21.01
6585,"2024-05-01",2,办理中,115,35,25,46.49
6586,"2024-05-01",2,审核中,165,18,2,16.4
6587,"2024-05-01",2,待归档,88,15,13,22.03
6588,"2024-05-01",2,已回访,141,22,15,58.68
6589,"2024-05-02",1,一般,149,62,0,26.18
6590,"2024-05-02",1,紧急,106,47,38,18.38
6591,"2024-05-02",1,特急,119,24,7,37.25
6592,"2024-05-02",1,应急事件,171,15,14,59.72
6593,"2024-05-02",2,受理中,91,18,7,45.87
6594,"2024-05-02",2,办理中,131,34,7,45.45
6595,"2024-05-02",2,审核中,115,12,11,53.79
6596,"2024-05-02",2,待归档,125,18,8,34.24
6597,"2024-05-02",2,已回访,194,71,60,47.63
6598,"2024-05-03",1,一般,90,19,4,17.13
6599,"2024-05-03",1,紧急,116,17,10,54.53
6600,"2024-05-03",1,特急,110,41,37,10.48
6601,"2024-05-03",1,应急事件,137,61,25,31.18
6602,"2024-05-03",2,受理中,151,47,31,17.59
6603,"2024-05-03",2,办理中,149,35,26,56.74
6604,"2024-05-03",2,审核中,105,29,15,35.31
6605,"2024-05-03",2,待归档,85,24,23,37.87
6606,"2024-05-03",2,已回访,108,19,0,13.32
