"md_id","busi_time","sub_name","type_name","type_cnt","finish_cnt","satisfaction_cnt","avg_handler_time"
22526,"2023-11-15",科教文体,无效,2,2,2,0.77
22527,"2023-11-15",科教文体,其他,20,19,19,11.91
22528,"2023-11-15",公卫医疗,咨询,23,22,20,4.41
22529,"2023-11-15",公卫医疗,投诉,28,27,25,13.11
22530,"2023-11-15",公卫医疗,意见建议,13,13,12,9.76
22531,"2023-11-15",公卫医疗,求助,13,12,11,20.1
22532,"2023-11-15",公卫医疗,表扬,15,15,13,2.21
22533,"2023-11-15",公卫医疗,举报,19,18,18,20.34
22534,"2023-11-15",公卫医疗,无效,29,28,26,1.82
22535,"2023-11-15",公卫医疗,其他,6,6,6,12.91
22536,"2023-11-15",城乡建设,咨询,45,44,39,5.37
22537,"2023-11-15",城乡建设,投诉,11,11,10,17.25
22538,"2023-11-15",城乡建设,意见建议,1,1,1,13.49
22539,"2023-11-15",城乡建设,求助,43,41,40,35.8
22540,"2023-11-15",城乡建设,表扬,1,1,1,1.27
22541,"2023-11-15",城乡建设,举报,40,39,39,42.12
22542,"2023-11-15",城乡建设,无效,37,36,34,1.63
22543,"2023-11-15",城乡建设,其他,11,11,10,8.38
22544,"2023-11-15",交通运输,咨询,0,0,0,3.32
22545,"2023-11-15",交通运输,投诉,2,2,2,19.25
22546,"2023-11-15",交通运输,意见建议,11,11,10,11.97
22547,"2023-11-15",交通运输,求助,5,5,5,16.67
22548,"2023-11-15",交通运输,表扬,12,11,10,2.69
22549,"2023-11-15",交通运输,举报,4,4,4,39.66
22550,"2023-11-15",交通运输,无效,12,11,11,1.62
22551,"2023-11-15",交通运输,其他,9,9,8,8.28
22552,"2023-11-15",农林牧渔,咨询,17,16,15,3.86
22553,"2023-11-15",农林牧渔,投诉,5,5,4,15.07
22554,"2023-11-15",农林牧渔,意见建议,17,17,16,12.49
22555,"2023-11-15",农林牧渔,求助,32,31,27,34.89
22556,"2023-11-15",农林牧渔,表扬,14,13,13,1.75
22557,"2023-11-15",农林牧渔,举报,34,33,30,28.18
22558,"2023-11-15",农林牧渔,无效,12,12,11,1.26
22559,"2023-11-15",农林牧渔,其他,9,9,8,6.69
22560,"2023-11-16",科教文体,咨询,14,14,12,2.27
22561,"2023-11-16",科教文体,投诉,8,8,7,9.24
22562,"2023-11-16",科教文体,意见建议,19,18,18,15.86
22563,"2023-11-16",科教文体,求助,13,13,12,30.31
22564,"2023-11-16",科教文体,表扬,14,14,13,2.8
22565,"2023-11-16",科教文体,举报,4,4,3,47.77
22566,"2023-11-16",科教文体,无效,19,18,17,1.06
22567,"2023-11-16",科教文体,其他,2,2,2,12.21
22568,"2023-11-16",公卫医疗,咨询,1,1,1,4.3
22569,"2023-11-16",公卫医疗,投诉,0,0,0,12.48
22570,"2023-11-16",公卫医疗,意见建议,1,1,1,10.11
22571,"2023-11-16",公卫医疗,求助,1,1,1,26.05
22572,"2023-11-16",公卫医疗,表扬,2,2,2,2.69
22573,"2023-11-16",公卫医疗,举报,1,1,1,29.73
22574,"2023-11-16",公卫医疗,无效,2,2,2,0.82
22575,"2023-11-16",公卫医疗,其他,2,2,2,12.88
22576,"2023-11-16",城乡建设,咨询,1,1,1,4.25
22577,"2023-11-16",城乡建设,投诉,6,6,6,23.71
22578,"2023-11-16",城乡建设,意见建议,0,0,0,14.5
22579,"2023-11-16",城乡建设,求助,3,3,3,35.95
22580,"2023-11-16",城乡建设,表扬,7,7,6,1.92
22581,"2023-11-16",城乡建设,举报,6,6,6,37.01
22582,"2023-11-16",城乡建设,无效,4,4,4,0.51
22583,"2023-11-16",城乡建设,其他,4,4,3,13.07
22584,"2023-11-16",交通运输,咨询,23,22,22,3.55
22585,"2023-11-16",交通运输,投诉,76,72,68,22.77
22586,"2023-11-16",交通运输,意见建议,37,36,33,8.17
22587,"2023-11-16",交通运输,求助,8,8,7,12.43
22588,"2023-11-16",交通运输,表扬,73,70,63,2.19
22589,"2023-11-16",交通运输,举报,33,32,30,45.64
22590,"2023-11-16",交通运输,无效,48,47,44,0.96
22591,"2023-11-16",交通运输,其他,83,81,71,8.89
22592,"2023-11-16",农林牧渔,咨询,23,22,20,4.93
22593,"2023-11-16",农林牧渔,投诉,5,5,4,23.31
22594,"2023-11-16",农林牧渔,意见建议,22,21,21,14.5
22595,"2023-11-16",农林牧渔,求助,21,20,19,16.41
22596,"2023-11-16",农林牧渔,表扬,16,15,14,1.31
22597,"2023-11-16",农林牧渔,举报,14,13,13,44.56
22598,"2023-11-16",农林牧渔,无效,8,8,7,1.78
22599,"2023-11-16",农林牧渔,其他,14,14,13,8.08
22600,"2023-11-17",科教文体,咨询,7,7,6,2.49
22601,"2023-11-17",科教文体,投诉,18,17,16,15.34
22602,"2023-11-17",科教文体,意见建议,39,38,37,8.38
22603,"2023-11-17",科教文体,求助,30,29,26,24.45
22604,"2023-11-17",科教文体,表扬,26,25,23,1.84
22605,"2023-11-17",科教文体,举报,29,28,25,14.51
22606,"2023-11-17",科教文体,无效,1,1,1,0.77
22607,"2023-11-17",科教文体,其他,15,14,14,10.17
22608,"2023-11-17",公卫医疗,咨询,24,23,21,2.41
22609,"2023-11-17",公卫医疗,投诉,15,15,14,9.95
22610,"2023-11-17",公卫医疗,意见建议,11,11,10,13.93
22611,"2023-11-17",公卫医疗,求助,35,34,33,15.69
22612,"2023-11-17",公卫医疗,表扬,24,23,22,2.68
22613,"2023-11-17",公卫医疗,举报,23,23,20,34.88
22614,"2023-11-17",公卫医疗,无效,27,26,24,1.57
22615,"2023-11-17",公卫医疗,其他,23,22,21,7.22
22616,"2023-11-17",城乡建设,咨询,17,16,16,3.27
22617,"2023-11-17",城乡建设,投诉,8,8,8,16.22
22618,"2023-11-17",城乡建设,意见建议,31,30,30,15.12
22619,"2023-11-17",城乡建设,求助,15,14,14,18.75
22620,"2023-11-17",城乡建设,表扬,20,19,18,3.88
22621,"2023-11-17",城乡建设,举报,6,6,6,47.01
22622,"2023-11-17",城乡建设,无效,24,23,22,0.7
22623,"2023-11-17",城乡建设,其他,14,14,13,18.01
22624,"2023-11-17",交通运输,咨询,0,0,0,4.59
22625,"2023-11-17",交通运输,投诉,19,18,17,14.41
22626,"2023-11-17",交通运输,意见建议,12,12,10,6.77
22627,"2023-11-17",交通运输,求助,2,2,2,15.58
22628,"2023-11-17",交通运输,表扬,17,17,16,2.98
22629,"2023-11-17",交通运输,举报,11,11,9,47.57
22630,"2023-11-17",交通运输,无效,2,2,2,1.27
22631,"2023-11-17",交通运输,其他,14,14,12,4.37
22632,"2023-11-17",农林牧渔,咨询,7,7,7,3.68
22633,"2023-11-17",农林牧渔,投诉,25,24,22,16.23
22634,"2023-11-17",农林牧渔,意见建议,10,10,9,8.57
22635,"2023-11-17",农林牧渔,求助,21,20,20,21.05
22636,"2023-11-17",农林牧渔,表扬,23,22,20,3.43
22637,"2023-11-17",农林牧渔,举报,15,15,14,43.97
22638,"2023-11-17",农林牧渔,无效,15,14,14,1.89
22639,"2023-11-17",农林牧渔,其他,3,3,3,15.21
22640,"2023-11-18",科教文体,咨询,4,4,4,2.35
22641,"2023-11-18",科教文体,投诉,10,10,9,13.13
22642,"2023-11-18",科教文体,意见建议,6,6,5,16.12
22643,"2023-11-18",科教文体,求助,4,4,4,21.21
22644,"2023-11-18",科教文体,表扬,1,1,1,2.51
22645,"2023-11-18",科教文体,举报,6,6,6,15.06
22646,"2023-11-18",科教文体,无效,9,9,8,0.81
22647,"2023-11-18",科教文体,其他,7,7,7,10.87
22648,"2023-11-18",公卫医疗,咨询,2,2,2,2.19
22649,"2023-11-18",公卫医疗,投诉,6,6,5,14.77
22650,"2023-11-18",公卫医疗,意见建议,5,5,5,15.77
22651,"2023-11-18",公卫医疗,求助,10,10,9,29.1
22652,"2023-11-18",公卫医疗,表扬,15,15,14,3.12
22653,"2023-11-18",公卫医疗,举报,15,15,13,12.28
22654,"2023-11-18",公卫医疗,无效,11,11,10,1.96
22655,"2023-11-18",公卫医疗,其他,1,1,1,19.69
22656,"2023-11-18",城乡建设,咨询,0,0,0,2.02
22657,"2023-11-18",城乡建设,投诉,66,64,63,15.98
22658,"2023-11-18",城乡建设,意见建议,6,6,5,15.83
22659,"2023-11-18",城乡建设,求助,43,41,41,31.09
22660,"2023-11-18",城乡建设,表扬,13,12,12,2.0
22661,"2023-11-18",城乡建设,举报,72,70,68,29.61
22662,"2023-11-18",城乡建设,无效,76,72,66,1.19
22663,"2023-11-18",城乡建设,其他,17,16,15,7.39
22664,"2023-11-18",交通运输,咨询,0,0,0,5.67
22665,"2023-11-18",交通运输,投诉,16,15,14,8.05
22666,"2023-11-18",交通运输,意见建议,9,9,9,15.72
22667,"2023-11-18",交通运输,求助,1,1,1,31.14
22668,"2023-11-18",交通运输,表扬,16,15,14,1.47
22669,"2023-11-18",交通运输,举报,4,4,4,22.33
22670,"2023-11-18",交通运输,无效,16,16,15,1.59
22671,"2023-11-18",交通运输,其他,10,10,9,5.4
22672,"2023-11-18",农林牧渔,咨询,3,3,3,5.24
22673,"2023-11-18",农林牧渔,投诉,1,1,1,10.41
22674,"2023-11-18",农林牧渔,意见建议,2,2,2,7.9
22675,"2023-11-18",农林牧渔,求助,6,6,6,14.37
22676,"2023-11-18",农林牧渔,表扬,3,3,3,2.02
22677,"2023-11-18",农林牧渔,举报,5,5,5,42.16
22678,"2023-11-18",农林牧渔,无效,3,3,3,0.6
22679,"2023-11-18",农林牧渔,其他,1,1,1,18.62
22680,"2023-11-19",科教文体,咨询,25,24,24,3.36
22681,"2023-11-19",科教文体,投诉,31,30,27,10.33
22682,"2023-11-19",科教文体,意见建议,16,16,15,15.32
22683,"2023-11-19",科教文体,求助,38,37,35,21.36
22684,"2023-11-19",科教文体,表扬,6,6,5,1.34
22685,"2023-11-19",科教文体,举报,36,35,31,31.54
22686,"2023-11-19",科教文体,无效,34,33,29,1.71
22687,"2023-11-19",科教文体,其他,28,27,26,17.21
22688,"2023-11-19",公卫医疗,咨询,3,3,3,4.41
22689,"2023-11-19",公卫医疗,投诉,8,8,7,8.15
22690,"2023-11-19",公卫医疗,意见建议,2,2,2,12.64
22691,"2023-11-19",公卫医疗,求助,3,3,3,22.98
22692,"2023-11-19",公卫医疗,表扬,3,3,3,2.45
22693,"2023-11-19",公卫医疗,举报,0,0,0,24.75
22694,"2023-11-19",公卫医疗,无效,8,8,8,1.25
22695,"2023-11-19",公卫医疗,其他,3,3,3,19.4
22696,"2023-11-19",城乡建设,咨询,20,19,18,2.51
22697,"2023-11-19",城乡建设,投诉,15,14,14,14.73
22698,"2023-11-19",城乡建设,意见建议,32,31,30,14.15
22699,"2023-11-19",城乡建设,求助,22,21,21,27.48
22700,"2023-11-19",城乡建设,表扬,39,37,38,1.44
22701,"2023-11-19",城乡建设,举报,25,24,24,30.3
22702,"2023-11-19",城乡建设,无效,39,37,36,1.15
22703,"2023-11-19",城乡建设,其他,16,16,14,16.69
22704,"2023-11-19",交通运输,咨询,29,28,27,4.34
22705,"2023-11-19",交通运输,投诉,41,40,40,11.32
22706,"2023-11-19",交通运输,意见建议,38,37,35,7.58
22707,"2023-11-19",交通运输,求助,36,35,34,11.31
22708,"2023-11-19",交通运输,表扬,12,12,11,3.6
22709,"2023-11-19",交通运输,举报,4,4,3,27.93
22710,"2023-11-19",交通运输,无效,30,29,28,1.39
22711,"2023-11-19",交通运输,其他,37,36,34,15.07
22712,"2023-11-19",农林牧渔,咨询,7,7,6,2.53
22713,"2023-11-19",农林牧渔,投诉,25,24,23,10.74
22714,"2023-11-19",农林牧渔,意见建议,21,20,18,13.16
22715,"2023-11-19",农林牧渔,求助,5,5,5,29.49
22716,"2023-11-19",农林牧渔,表扬,3,3,3,3.52
22717,"2023-11-19",农林牧渔,举报,20,20,18,41.28
22718,"2023-11-19",农林牧渔,无效,25,24,22,1.53
22719,"2023-11-19",农林牧渔,其他,5,5,4,15.17
22720,"2023-11-20",科教文体,咨询,16,15,15,3.54
22721,"2023-11-20",科教文体,投诉,30,29,28,13.31
22722,"2023-11-20",科教文体,意见建议,15,14,13,13.3
22723,"2023-11-20",科教文体,求助,16,15,14,24.73
22724,"2023-11-20",科教文体,表扬,26,25,22,3.47
22725,"2023-11-20",科教文体,举报,2,2,2,20.85
22726,"2023-11-20",科教文体,无效,10,10,9,0.72
22727,"2023-11-20",科教文体,其他,28,27,24,15.17
22728,"2023-11-20",公卫医疗,咨询,16,15,15,2.25
22729,"2023-11-20",公卫医疗,投诉,9,9,8,20.29
22730,"2023-11-20",公卫医疗,意见建议,18,17,15,9.19
22731,"2023-11-20",公卫医疗,求助,3,3,3,30.76
22732,"2023-11-20",公卫医疗,表扬,19,18,17,1.03
22733,"2023-11-20",公卫医疗,举报,7,7,7,26.17
22734,"2023-11-20",公卫医疗,无效,14,13,13,1.39
22735,"2023-11-20",公卫医疗,其他,28,27,25,17.37
22736,"2023-11-20",城乡建设,咨询,6,6,6,4.2
22737,"2023-11-20",城乡建设,投诉,17,17,15,19.5
22738,"2023-11-20",城乡建设,意见建议,10,10,9,9.68
22739,"2023-11-20",城乡建设,求助,12,12,11,16.89
22740,"2023-11-20",城乡建设,表扬,12,12,11,2.26
22741,"2023-11-20",城乡建设,举报,17,17,16,13.09
22742,"2023-11-20",城乡建设,无效,9,9,8,1.79
22743,"2023-11-20",城乡建设,其他,22,21,21,10.97
22744,"2023-11-20",交通运输,咨询,21,20,20,2.54
22745,"2023-11-20",交通运输,投诉,16,15,14,14.55
22746,"2023-11-20",交通运输,意见建议,5,5,4,8.69
22747,"2023-11-20",交通运输,求助,2,2,2,23.88
22748,"2023-11-20",交通运输,表扬,15,15,14,3.14
22749,"2023-11-20",交通运输,举报,28,27,25,41.85
22750,"2023-11-20",交通运输,无效,6,6,5,1.54
22751,"2023-11-20",交通运输,其他,16,15,15,8.18
22752,"2023-11-20",农林牧渔,咨询,6,6,6,5.81
22753,"2023-11-20",农林牧渔,投诉,8,8,7,14.57
22754,"2023-11-20",农林牧渔,意见建议,8,8,7,8.72
22755,"2023-11-20",农林牧渔,求助,7,7,6,30.49
22756,"2023-11-20",农林牧渔,表扬,1,1,1,2.03
22757,"2023-11-20",农林牧渔,举报,5,5,5,39.96
22758,"2023-11-20",农林牧渔,无效,1,1,1,0.99
22759,"2023-11-20",农林牧渔,其他,8,8,8,13.0
22760,"2023-11-21",科教文体,咨询,11,11,10,3.37
22761,"2023-11-21",科教文体,投诉,2,2,2,20.19
22762,"2023-11-21",科教文体,意见建议,11,11,10,11.17
22763,"2023-11-21",科教文体,求助,4,4,4,13.74
22764,"2023-11-21",科教文体,表扬,10,10,9,1.33
22765,"2023-11-21",科教文体,举报,7,7,7,46.14
22766,"2023-11-21",科教文体,无效,3,3,3,0.92
22767,"2023-11-21",科教文体,其他,12,12,10,10.31
22768,"2023-11-21",公卫医疗,咨询,31,29,29,5.84
22769,"2023-11-21",公卫医疗,投诉,13,13,12,19.13
22770,"2023-11-21",公卫医疗,意见建议,25,24,23,9.55
22771,"2023-11-21",公卫医疗,求助,54,52,47,23.32
22772,"2023-11-21",公卫医疗,表扬,4,4,3,1.49
22773,"2023-11-21",公卫医疗,举报,62,61,53,32.65
22774,"2023-11-21",公卫医疗,无效,50,49,44,0.84
22775,"2023-11-21",公卫医疗,其他,18,17,17,11.97
22776,"2023-11-21",城乡建设,咨询,22,21,21,2.15
22777,"2023-11-21",城乡建设,投诉,6,6,5,13.26
22778,"2023-11-21",城乡建设,意见建议,22,21,20,13.43
22779,"2023-11-21",城乡建设,求助,4,4,4,34.41
22780,"2023-11-21",城乡建设,表扬,20,20,19,2.38
22781,"2023-11-21",城乡建设,举报,22,21,21,18.51
22782,"2023-11-21",城乡建设,无效,16,15,14,1.17
22783,"2023-11-21",城乡建设,其他,20,19,18,12.64
22784,"2023-11-21",交通运输,咨询,48,47,45,3.75
22785,"2023-11-21",交通运输,投诉,37,35,35,16.55
22786,"2023-11-21",交通运输,意见建议,12,11,11,11.03
22787,"2023-11-21",交通运输,求助,21,20,20,11.79
22788,"2023-11-21",交通运输,表扬,21,20,19,2.51
22789,"2023-11-21",交通运输,举报,44,42,38,35.58
22790,"2023-11-21",交通运输,无效,2,2,2,1.87
22791,"2023-11-21",交通运输,其他,46,45,41,18.27
22792,"2023-11-21",农林牧渔,咨询,14,13,13,3.09
22793,"2023-11-21",农林牧渔,投诉,8,8,8,13.92
22794,"2023-11-21",农林牧渔,意见建议,20,19,18,6.86
22795,"2023-11-21",农林牧渔,求助,9,9,9,26.31
22796,"2023-11-21",农林牧渔,表扬,10,10,9,2.39
22797,"2023-11-21",农林牧渔,举报,14,14,12,12.53
22798,"2023-11-21",农林牧渔,无效,0,0,0,0.73
22799,"2023-11-21",农林牧渔,其他,13,13,12,11.62
22800,"2023-11-22",科教文体,咨询,8,8,8,4.24
22801,"2023-11-22",科教文体,投诉,14,14,13,19.51
22802,"2023-11-22",科教文体,意见建议,3,3,3,16.99
22803,"2023-11-22",科教文体,求助,6,6,5,34.29
22804,"2023-11-22",科教文体,表扬,14,13,13,1.96
22805,"2023-11-22",科教文体,举报,6,6,5,39.48
22806,"2023-11-22",科教文体,无效,15,14,13,1.39
22807,"2023-11-22",科教文体,其他,3,3,3,7.49
22808,"2023-11-22",公卫医疗,咨询,21,20,19,2.36
22809,"2023-11-22",公卫医疗,投诉,17,16,16,19.06
22810,"2023-11-22",公卫医疗,意见建议,17,17,15,14.33
22811,"2023-11-22",公卫医疗,求助,25,24,23,32.44
22812,"2023-11-22",公卫医疗,表扬,35,34,31,2.27
22813,"2023-11-22",公卫医疗,举报,28,27,27,35.44
22814,"2023-11-22",公卫医疗,无效,10,10,9,0.91
22815,"2023-11-22",公卫医疗,其他,4,4,3,17.88
22816,"2023-11-22",城乡建设,咨询,32,31,29,2.24
22817,"2023-11-22",城乡建设,投诉,3,3,3,10.11
22818,"2023-11-22",城乡建设,意见建议,14,13,12,9.39
22819,"2023-11-22",城乡建设,求助,1,1,1,24.99
22820,"2023-11-22",城乡建设,表扬,40,38,34,1.55
22821,"2023-11-22",城乡建设,举报,39,38,38,47.52
22822,"2023-11-22",城乡建设,无效,32,31,29,1.61
22823,"2023-11-22",城乡建设,其他,41,39,37,9.16
22824,"2023-11-22",交通运输,咨询,0,0,0,4.7
22825,"2023-11-22",交通运输,投诉,14,13,13,10.44
22826,"2023-11-22",交通运输,意见建议,63,61,58,15.53
22827,"2023-11-22",交通运输,求助,59,57,57,16.33
22828,"2023-11-22",交通运输,表扬,43,42,39,3.49
22829,"2023-11-22",交通运输,举报,10,10,9,36.72
22830,"2023-11-22",交通运输,无效,63,61,56,1.66
22831,"2023-11-22",交通运输,其他,22,21,21,5.65
22832,"2023-11-22",农林牧渔,咨询,36,35,34,3.12
22833,"2023-11-22",农林牧渔,投诉,39,37,38,12.41
22834,"2023-11-22",农林牧渔,意见建议,36,34,33,12.01
22835,"2023-11-22",农林牧渔,求助,6,6,6,29.94
22836,"2023-11-22",农林牧渔,表扬,25,24,24,1.86
22837,"2023-11-22",农林牧渔,举报,43,42,40,31.12
22838,"2023-11-22",农林牧渔,无效,28,27,27,0.75
22839,"2023-11-22",农林牧渔,其他,15,15,14,8.54
22840,"2023-11-23",科教文体,咨询,12,12,11,2.82
22841,"2023-11-23",科教文体,投诉,11,11,9,14.54
22842,"2023-11-23",科教文体,意见建议,0,0,0,15.2
22843,"2023-11-23",科教文体,求助,2,2,2,14.77
22844,"2023-11-23",科教文体,表扬,11,11,10,2.45
22845,"2023-11-23",科教文体,举报,12,11,11,41.66
22846,"2023-11-23",科教文体,无效,5,5,4,0.85
22847,"2023-11-23",科教文体,其他,11,11,10,15.81
22848,"2023-11-23",公卫医疗,咨询,30,29,26,5.98
22849,"2023-11-23",公卫医疗,投诉,16,15,15,17.31
22850,"2023-11-23",公卫医疗,意见建议,11,11,10,7.34
22851,"2023-11-23",公卫医疗,求助,49,47,45,20.26
22852,"2023-11-23",公卫医疗,表扬,29,28,27,3.29
22853,"2023-11-23",公卫医疗,举报,28,27,26,39.81
22854,"2023-11-23",公卫医疗,无效,11,11,10,1.91
22855,"2023-11-23",公卫医疗,其他,11,11,10,13.75
22856,"2023-11-23",城乡建设,咨询,29,28,28,3.52
22857,"2023-11-23",城乡建设,投诉,23,22,21,9.81
22858,"2023-11-23",城乡建设,意见建议,30,29,28,7.92
22859,"2023-11-23",城乡建设,求助,17,16,15,28.6
22860,"2023-11-23",城乡建设,表扬,7,7,6,2.88
22861,"2023-11-23",城乡建设,举报,23,22,21,47.04
22862,"2023-11-23",城乡建设,无效,11,10,10,1.44
22863,"2023-11-23",城乡建设,其他,14,14,12,13.01
22864,"2023-11-23",交通运输,咨询,15,14,14,2.55
22865,"2023-11-23",交通运输,投诉,0,0,0,21.42
22866,"2023-11-23",交通运输,意见建议,28,27,25,13.92
22867,"2023-11-23",交通运输,求助,11,11,10,13.99
22868,"2023-11-23",交通运输,表扬,15,15,14,2.55
22869,"2023-11-23",交通运输,举报,33,32,30,47.78
22870,"2023-11-23",交通运输,无效,22,21,20,1.74
22871,"2023-11-23",交通运输,其他,30,29,28,13.9
22872,"2023-11-23",农林牧渔,咨询,33,32,28,2.09
22873,"2023-11-23",农林牧渔,投诉,28,27,26,10.4
22874,"2023-11-23",农林牧渔,意见建议,18,17,17,16.65
22875,"2023-11-23",农林牧渔,求助,25,24,22,23.97
22876,"2023-11-23",农林牧渔,表扬,19,18,18,3.03
22877,"2023-11-23",农林牧渔,举报,20,20,17,34.96
22878,"2023-11-23",农林牧渔,无效,12,12,11,0.92
22879,"2023-11-23",农林牧渔,其他,29,28,27,16.94
22880,"2023-11-24",科教文体,咨询,2,2,2,4.48
22881,"2023-11-24",科教文体,投诉,7,7,7,13.14
22882,"2023-11-24",科教文体,意见建议,12,12,11,16.56
22883,"2023-11-24",科教文体,求助,12,12,11,24.91
22884,"2023-11-24",科教文体,表扬,8,8,7,1.8
22885,"2023-11-24",科教文体,举报,12,12,12,38.79
22886,"2023-11-24",科教文体,无效,8,8,7,0.7
22887,"2023-11-24",科教文体,其他,12,11,11,15.55
22888,"2023-11-24",公卫医疗,咨询,11,11,10,5.59
22889,"2023-11-24",公卫医疗,投诉,25,24,22,17.27
22890,"2023-11-24",公卫医疗,意见建议,4,4,4,10.68
22891,"2023-11-24",公卫医疗,求助,25,24,23,18.02
22892,"2023-11-24",公卫医疗,表扬,4,4,4,1.39
22893,"2023-11-24",公卫医疗,举报,14,13,13,27.18
22894,"2023-11-24",公卫医疗,无效,24,23,23,1.91
22895,"2023-11-24",公卫医疗,其他,19,19,17,19.13
22896,"2023-11-24",城乡建设,咨询,8,8,7,6.0
22897,"2023-11-24",城乡建设,投诉,10,10,10,12.49
22898,"2023-11-24",城乡建设,意见建议,1,1,1,7.13
22899,"2023-11-24",城乡建设,求助,13,12,12,33.92
22900,"2023-11-24",城乡建设,表扬,12,12,11,3.2
22901,"2023-11-24",城乡建设,举报,11,11,11,36.43
22902,"2023-11-24",城乡建设,无效,17,16,16,1.48
22903,"2023-11-24",城乡建设,其他,3,3,3,5.07
22904,"2023-11-24",交通运输,咨询,5,5,5,2.45
22905,"2023-11-24",交通运输,投诉,3,3,3,10.48
22906,"2023-11-24",交通运输,意见建议,1,1,1,8.49
22907,"2023-11-24",交通运输,求助,38,36,36,14.4
22908,"2023-11-24",交通运输,表扬,31,30,28,3.44
22909,"2023-11-24",交通运输,举报,16,15,15,25.89
22910,"2023-11-24",交通运输,无效,13,13,12,0.5
22911,"2023-11-24",交通运输,其他,26,25,25,9.27
22912,"2023-11-24",农林牧渔,咨询,3,3,3,4.44
22913,"2023-11-24",农林牧渔,投诉,2,2,2,8.62
22914,"2023-11-24",农林牧渔,意见建议,3,3,3,16.17
22915,"2023-11-24",农林牧渔,求助,1,1,1,32.88
22916,"2023-11-24",农林牧渔,表扬,4,4,4,1.3
22917,"2023-11-24",农林牧渔,举报,0,0,0,47.56
22918,"2023-11-24",农林牧渔,无效,4,4,4,0.89
22919,"2023-11-24",农林牧渔,其他,1,1,1,5.61
22920,"2023-11-25",科教文体,咨询,15,14,14,2.55
22921,"2023-11-25",科教文体,投诉,15,15,14,23.27
22922,"2023-11-25",科教文体,意见建议,20,19,18,7.74
22923,"2023-11-25",科教文体,求助,16,15,15,23.84
22924,"2023-11-25",科教文体,表扬,7,7,7,2.39
22925,"2023-11-25",科教文体,举报,11,11,10,29.14
22926,"2023-11-25",科教文体,无效,5,5,4,1.71
22927,"2023-11-25",科教文体,其他,11,11,9,6.02
22928,"2023-11-25",公卫医疗,咨询,21,20,18,3.17
22929,"2023-11-25",公卫医疗,投诉,1,1,1,17.89
22930,"2023-11-25",公卫医疗,意见建议,5,5,4,17.97
22931,"2023-11-25",公卫医疗,求助,23,22,21,16.55
22932,"2023-11-25",公卫医疗,表扬,4,4,4,3.32
22933,"2023-11-25",公卫医疗,举报,5,5,5,31.49
22934,"2023-11-25",公卫医疗,无效,12,12,11,1.01
22935,"2023-11-25",公卫医疗,其他,7,7,6,4.66
22936,"2023-11-25",城乡建设,咨询,0,0,0,5.24
22937,"2023-11-25",城乡建设,投诉,6,6,6,16.14
22938,"2023-11-25",城乡建设,意见建议,17,16,14,6.6
22939,"2023-11-25",城乡建设,求助,12,12,11,17.34
22940,"2023-11-25",城乡建设,表扬,13,13,11,2.48
22941,"2023-11-25",城乡建设,举报,18,18,16,20.21
22942,"2023-11-25",城乡建设,无效,9,9,8,1.07
22943,"2023-11-25",城乡建设,其他,18,17,16,14.11
22944,"2023-11-25",交通运输,咨询,16,15,15,2.66
22945,"2023-11-25",交通运输,投诉,5,5,5,9.55
22946,"2023-11-25",交通运输,意见建议,14,14,12,6.63
22947,"2023-11-25",交通运输,求助,12,12,10,29.46
22948,"2023-11-25",交通运输,表扬,21,20,20,1.58
22949,"2023-11-25",交通运输,举报,9,9,8,44.76
22950,"2023-11-25",交通运输,无效,1,1,1,2.0
22951,"2023-11-25",交通运输,其他,5,5,5,12.84
22952,"2023-11-25",农林牧渔,咨询,5,5,5,4.57
22953,"2023-11-25",农林牧渔,投诉,6,6,5,14.05
22954,"2023-11-25",农林牧渔,意见建议,3,3,3,6.03
22955,"2023-11-25",农林牧渔,求助,1,1,1,13.8
22956,"2023-11-25",农林牧渔,表扬,4,4,4,2.37
22957,"2023-11-25",农林牧渔,举报,2,2,2,36.65
22958,"2023-11-25",农林牧渔,无效,5,5,5,0.79
22959,"2023-11-25",农林牧渔,其他,7,7,6,16.39
22960,"2023-11-26",科教文体,咨询,67,64,58,4.83
22961,"2023-11-26",科教文体,投诉,66,64,57,9.85
22962,"2023-11-26",科教文体,意见建议,64,61,61,7.66
22963,"2023-11-26",科教文体,求助,67,64,61,18.94
22964,"2023-11-26",科教文体,表扬,44,42,39,2.15
22965,"2023-11-26",科教文体,举报,44,43,40,30.03
22966,"2023-11-26",科教文体,无效,51,49,48,1.33
22967,"2023-11-26",科教文体,其他,19,18,18,4.39
22968,"2023-11-26",公卫医疗,咨询,23,22,22,5.61
22969,"2023-11-26",公卫医疗,投诉,4,4,4,8.61
22970,"2023-11-26",公卫医疗,意见建议,19,18,18,16.11
22971,"2023-11-26",公卫医疗,求助,23,22,22,21.19
22972,"2023-11-26",公卫医疗,表扬,16,15,15,3.06
22973,"2023-11-26",公卫医疗,举报,9,9,8,40.45
22974,"2023-11-26",公卫医疗,无效,1,1,1,0.66
22975,"2023-11-26",公卫医疗,其他,20,19,18,15.21
22976,"2023-11-26",城乡建设,咨询,26,25,24,3.51
22977,"2023-11-26",城乡建设,投诉,38,37,34,15.23
22978,"2023-11-26",城乡建设,意见建议,61,59,53,7.05
22979,"2023-11-26",城乡建设,求助,1,1,1,28.15
22980,"2023-11-26",城乡建设,表扬,48,47,45,3.04
